cnic,canonical_name,father_name,declared_income,tax_paid,ntn,filing_status,phone
61101-3337057-9,Ahmed Naqvi,S/O Zubair Chaudhry,277240830.0,55638060.0,NTN-765995,Filer,0300-3345814
13302-9248388-2,Ali Qureshi,S/O Bilal Ansari,2449250.0,0.0,NTN-140253,Filer,0303-3106564
54000-7150244-2,Nadia Nawaz,S/O Naeem Hussain,7244400.0,1389520.0,NTN-661218,Filer,0303-9466470
13302-4664866-5,Syed Hameed,S/O Baig Rafiq,6790720.0,687150.0,,Filer,0331-6657553
44000-8274910-2,Aamir Karim,S/O Naveed Ansari,4799230.0,0.0,NTN-633943,Non-Filer,0333-5878596
54000-2068187-3,Ali Ansari,S/O Asma Mirza,141280030.0,20031030.0,NTN-681336,Filer,0303-5092644
54000-7271632-6,Ibrahim Butt,S/O Hassan Cheema,1765990.0,0.0,NTN-280304,Non-Filer,0311-3141911
13302-6060547-8,Naveed Chaudhry,S/O Ahmed Latif,66573480.0,12152290.0,NTN-796636,Filer,0300-8879460
,Hshmi Ali,S/O Sana Jafri,11412660.0,2343240.0,NTN-265049,Filer,0346-6551272
13302-4417412-7,Sajid Aslam,S/O S/O Ayesha Gilani,882530.0,0.0,NTN-911793,Filer,0311-6777340
44000-5487177-9,Chaudhry Ali,S/O Sidra Hussain,215359360.0,18967400.0,,Filer,0301-5978445
54000-8256528-4,Faisal Hussain,,28186950.0,1514780.0,NTN-522783,Filer,0301-1619725
13302-8183451-3,Malik Ansari,S/O Naveed Nawaz,8057620.0,996580.0,NTN-907467,Non-Filer,0346-4471922
35202-7949934-5,Faisal Chaudhry,S/O Hina Ansari,0.0,4384010.0,NTN-651268,Filer,0302-2231188
61101-7809247-9,,S/O Zainab Sheikh,2505160.0,0.0,NTN-593962,Non-Filer,0346-7597744
13302-4004050-8,Saira Rafiq,S/O Sana Latif,16372330.0,1676160.0,NTN-574169,Filer,0300-7875474
21301-6241256-9,Waseem Mirza,S/O Fatima Rafiq,24100950.0,3688460.0,NTN-324666,Filer,0303-5189693
42101-9381774-7,Arif Aslam,S/O Imran Hussain,47206080.0,4150470.0,NTN-920339,Filer,0331-3772557
13302-6954959-3,Kamran Gujjar,S/O Noor Jafri,33396790.0,7308920.0,NTN-179975,Filer,0303-7184221
35202-6077803-9,Ayesha Hussain,S/O Mirza Syed,8225010.0,665480.0,NTN-255030,Non-Filer,0301-8550756
42101-3175531-3,Hamid Cheema,S/O Asif Tarar,8997320.0,1096650.0,NTN-252302,Non-Filer,0321-8566726
35202-3944538-4,Kamran Iqbal,S/O Sidra Ansari,12025280.0,0.0,NTN-936274,Filer,0300-8210737
21301-9642470-5,Fatima Rana,S/O Ayesha Akhtar,60866350.0,10718120.0,NTN-319151,Filer,0312-2035670
35202-5652111-1,Kamran Sheikh,S/O Faisal Tarar,10674400.0,923940.0,NTN-891381,Filer,0311-5440339
44000-5598733-9,محمد حسن,S/O Maryam Malik,9696170.0,2375560.0,NTN-902661,Filer,
42101-3134406-8,Iqra Cheema,S/O Zubair Chattha,14951430.0,2612470.0,NTN-666624,Filer,0302-2459729
13302-8460426-8,Naeem Chattha,S/O Bilal Ahmed,30901740.0,3769530.0,NTN-863060,Filer,0313-7568709
35202-8531486-7,Sidra Rizvi,S/O Chaudhry Naqvi,616480.0,0.0,NTN-223877,Filer,0322-1222997
61101-2888331-6,Rabia Karim,S/O Rukhsar Bukhari,11987430.0,2001120.0,NTN-547942,Filer,0321-3096973
61101-9250720-9,Qureshi Naqvi,S/O Rukhsar Latif,33393860.0,2882390.0,NTN-984982,Filer,0301-1385635
35202-9774432-2,Bushra Mirza,S/O Kashif Nawaz,5977420.0,0.0,,Filer,0301-6759222
13302-7445760-5,Asma Mirza,S/O Bushra Chattha,14667340.0,2519630.0,NTN-561993,Filer,0322-4321309
54000-8983343-8,Rizwan Aslam,S/O Syed Hameed,26671760.0,5691120.0,,Filer,0312-7932142
13302-8134465-4,Bushra Ahmed,S/O Chaudhry Virk,12994840.0,1866520.0,NTN-404324,Filer,0346-9794036
,Kashif Raza,S/O Asma Chaudhry,111623270.0,9966070.0,NTN-977933,Filer,0346-6578686
42101-7097090-8,Iqra Rafiq,S/O Naveed Gujjar,12644080.0,1066080.0,NTN-898366,Filer,0312-6148910
54000-4391208-8,Rabia Gilani,S/O Hamid Bukhari,1848300.0,0.0,NTN-308409,Filer,0345-4144098
42101-5741813-1,Mehwish Abbasi,S/O Nadia Ansari,2260400.0,0.0,NTN-759103,Non-Filer,0321-9577261
42101-5199995-6,Sheikh Tarar,S/O Sana Hameed,46378370.0,8892500.0,NTN-352487,Filer,0313-5693705
42101-3334588-6,Iqra Syed,S/O زینب علی,5064030.0,0.0,NTN-737973,Non-Filer,0322-8648146
35202-7331639-6,Hussain Sheikh,S/O S/O Hashmi Latif,0.0,0.0,NTN-922960,Filer,0300-6057845
13302-9801144-8,Syed Bhatti,S/O Fatima Tarar,4601370.0,0.0,NTN-402395,Filer,0313-7700915
13302-1884390-5,,S/O Baig Ansari,10128880.0,2242210.0,NTN-911568,Filer,0331-8162264
21301-1909393-4,Amna Cheema,S/O Rizwan Aslam,85283470.0,13759040.0,NTN-133086,Filer,0332-8416216
21301-4846296-3,Maryam Bhatti,S/O Aamir Raja,13366400.0,2350390.0,NTN-852019,Filer,0332-9906450
61101-8979590-8,Sheikh Hashmi,S/O Mehwish Raza,25274950.0,3044660.0,NTN-439792,Filer,0300-1787148
35202-6345741-2,Ahmed Mirza,S/O Asif Sandhu,11203240.0,2482410.0,NTN-997053,Filer,0346-2286057
13302-3593489-1,Naveed Khna,S/O Sobia Hashmi,23201660.0,2067020.0,NTN-583508,Filer,0321-2183139
35202-9405163-9,Sidra Gilani,S/O Tahir Rizvi,2986700.0,0.0,NTN-393089,Filer,0300-3437183
21301-7679063-2,Zubair Butt,S/O Ahmed Sheikh,14410450.0,3355540.0,NTN-504583,Filer,0321-8835537
21301-6069937-2,Usman Hameed,S/O Noor Butt,8743290.0,913740.0,NTN-810270,Filer,0302-4140490
13302-4153748-6,Kashif Zaidi,S/O صنا ملک,9120240.0,1699380.0,NTN-972872,Filer,0313-4500162
35202-6031481-2,Raja Mirza,S/O محمد علی,40434090.0,2589480.0,NTN-986057,Filer,0331-5165533
13302-5937298-8,Omar Ali,S/O Arif Karim,17117300.0,1271750.0,NTN-349292,Filer,0313-8605062
35202-2884180-1,Noor Rizvi,S/O Mohammad Hussain,13020160.0,1981320.0,NTN-793428,Filer,0312-9694175
54000-3818861-6,Kamran Tarar,S/O Nadia Abbasi,2811710.0,0.0,NTN-561759,Non-Filer,0301-5943026
21301-7093393-7,Tahir Bhatti,S/O Malik Ahmed,36124660.0,5938010.0,NTN-404392,Filer,0300-5945680
35202-2022366-9,Iqra Virk,S/O Sheikh Raza,14653080.0,3246330.0,NTN-218733,Filer,0331-9655255
35202-1982251-7,Syed Tarar,S/O عائشہ احمد,25148850.0,3957950.0,NTN-821722,Filer,0346-7114567
54000-3163157-5,زینب علی,S/O Faisal Bhatti,5924210.0,0.0,NTN-675374,Filer,0300-4190874
61101-4230999-1,Khalid Iqbal,S/O Asif Raja,32950500.0,6751550.0,NTN-352251,Filer,0302-1665174
35202-1083863-6,Ibrahim Akhtar,,41370500.0,7020330.0,NTN-918135,Filer,0303-9602280
42101-9890266-9,Bilal Butt,S/O Bushra Jafri,34711730.0,8601760.0,NTN-556895,Filer,0333-9042005
21301-7927895-7,عمر شیخ,S/O Qureshi Raja,1596600.0,0.0,NTN-301614,Non-Filer,0345-4757032
13302-7086861-2,Mehwish Ahmed,S/O Aamir Iqbal,3339100.0,0.0,NTN-386264,Filer,0302-6563690
35202-9396377-9,Omar Butt,,110163530.0,23697140.0,NTN-645163,Filer,0332-5669108
44000-4119485-8,Rizwan Ahmed,S/O Muhammad Baig,18574830.0,2468110.0,NTN-235849,Filer,0312-5668083
42101-5032251-6,اباہیم ملک,S/O Sheikh Khan,8070330.0,1931250.0,NTN-962624,Filer,0322-1788007
54000-3590801-8,Naveed Jafri,S/O Syed Ali,6130880.0,980390.0,NTN-767556,Filer,0322-8401253
13302-7129228-2,Sobia Naqvi,S/O Ibrahim Mirza,16689820.0,3261340.0,NTN-655176,Filer,0312-7420486
13302-1062514-3,Bilal Baig,S/O Ibrahim Hameed,1891090.0,0.0,NTN-542867,Filer,0302-7735301
61101-4887595-9,Salman Akhtar,S/O Hina Chaudhry,4584270.0,0.0,,Filer,0346-1014440
21301-8587744-6,Nadia Nawaz,S/O Usman Nawaz,3919500.0,0.0,NTN-944177,Non-Filer,0333-5325951
35202-9585041-1,Noor Syed,S/O Iqra Gujjar,60043750.0,14143820.0,NTN-815107,Filer,0321-2071693
21301-3589576-1,Ibrahim Hameed,S/O Shoaib Zaidi,3758220.0,0.0,NTN-464592,Non-Filer,0311-7516363
54000-1821413-4,علی حسین,S/O Ali Qureshi,67847400.0,8817780.0,NTN-290898,Filer,0303-1818015
44000-7723767-3,Ahmed Iqbal,,6587090.0,1541010.0,NTN-237285,Non-Filer,0321-5286441
54000-5632292-5,Fiasal Ansari,S/O Ahmed Khan,5871980.0,0.0,NTN-512246,Non-Filer,0313-5480282
42101-1398508-8,Ahmed Chaudhry,S/O Naeem Gilani,5330750.0,0.0,NTN-759597,Non-Filer,0301-1910467
44000-4001408-9,Aamir Raja,S/O Ahmed Syed,37275570.0,8892560.0,NTN-567714,Filer,0345-7005628
44000-4210865-8,Qureshi Zaaidi,S/O Adnan Chaudhry,229147020.0,17496510.0,NTN-716397,Filer,
61101-3427676-5,Fatima Karim,S/O Mirza Nawaz,0.0,2062180.0,NTN-428768,Filer,0302-5754542
61101-5587250-3,Ibrahim Jafri,S/O Maryam Rafiq,45583280.0,3677550.0,NTN-757112,Filer,0311-9347757
21301-7040944-7,Hamid Ansari,S/O Nadia Hameed,18808230.0,2435150.0,NTN-102234,Filer,0345-6452440
42101-7995191-7,Ibrahim Syed,S/O Hina Ansari,1972300.0,0.0,NTN-842649,Filer,
61101-6786800-6,Salman Bhatti,S/O Qureshi Ali,16333230.0,3130090.0,NTN-409502,Filer,0301-4618764
44000-6665078-5,Syed Mirza,S/O Khalid Raza,5808370.0,0.0,NTN-249141,Non-Filer,0303-2918105
44000-6434660-2,Chaudhry Tarar,S/O Muhammad Latif,9176950.0,557520.0,NTN-897428,Filer,0311-8875791
42101-9477641-1,Faisal Chattha,S/O Qureshi Hashmi,35284000.0,1909150.0,NTN-695811,Filer,0332-1935880
54000-1586397-9,Sobia Aslam,S/O Shoaib Virk,14507990.0,2637660.0,NTN-338865,Filer,0333-4799580
21301-2037958-4,Sana Bhatti,S/O Ayesha Chaudhry,3057140.0,0.0,NTN-783531,Non-Filer,0345-7625083
,Zubair Sheikh,S/O Bilal Chaudhry,11410910.0,662200.0,NTN-345343,Filer,0321-4879146
44000-2353223-2,Rabia Gilani,S/O Mehwish Iqbal,14291850.0,1036460.0,NTN-183275,Filer,0301-4813626
42101-5821026-5,Hassan Gondal,S/O S/O Zubair Sandhu,6096010.0,1372340.0,NTN-184198,Non-Filer,
54000-4928188-6,Muhammad Sheikh,S/O Mohammad Ansari,269677700.0,23145690.0,NTN-245968,Filer,0311-4021783
21301-8618437-5,Mehwish Raja,S/O Nadia Sheikh,30222070.0,4567060.0,NTN-689657,Filer,
21301-4872295-9,Ali Hashmi,S/O Amna Hashmi,4531670.0,0.0,NTN-697203,Filer,0331-2032110
54000-7661931-2,Chaudhry Akhtar,S/O Naveed Latif,3683530.0,0.0,NTN-189871,Non-Filer,0302-4141723
13302-1926499-2,Khalid Raja,S/O Sana Qureshi,19821400.0,4882340.0,NTN-933001,,0312-3403852
61101-7083430-7,Adnan Chaudhry,S/O Qureshi Zaidi,5877110.0,0.0,NTN-923293,Filer,0333-5505483
21301-8399551-7,Uzma Aslam,S/O Noor Chaudhry,8130420.0,1703470.0,NTN-765526,Non-Filer,0321-1339533
21301-5210069-2,,S/O Uzma Akhtar,7208620.0,1611810.0,NTN-847881,,0313-7741584
44000-2663726-3,Mirza Sheikh,S/O صنا ملک,38819250.0,4146160.0,NTN-328142,Filer,0313-1514210
54000-5757898-5,Tariq Latif,S/O Faisal Iqbal,6452310.0,442410.0,NTN-589630,Non-Filer,0322-9292785
44000-7610017-3,Omar Chaudhry,S/O Khalid Tarar,9505310.0,0.0,NTN-172686,Filer,0322-1299209
35202-7289874-9,عائشہ احمد,S/O Bushra Aslam,8196890.0,1024510.0,NTN-869141,Non-Filer,0345-6468795
13302-4142479-3,Zainab Sandhu,S/O Raja Nawaz,60953110.0,5421310.0,NTN-137344,Filer,0321-6322728
54000-3770699-6,Shazia Jafri,S/O Ahmed Khan,9837400.0,864880.0,NTN-180513,Non-Filer,0300-8239314
13302-1274903-2,Tariq Hashmi,S/O Sheikh Tarar,11337820.0,1342970.0,NTN-738618,Filer,
42101-9795418-4,Sajid Hameed,S/O Ali Aslam,6655520.0,939560.0,NTN-367316,Non-Filer,0312-2503148
13302-6727630-8,Kamran Chaudhry,S/O Zubair Sheikh,16753480.0,1113540.0,NTN-574603,Filer,
,Mohammad Zaidi,S/O Sana Hameed,11980150.0,1410360.0,NTN-356725,Filer,0345-3258474
21301-5975077-6,Asif Abbasi,S/O Sobia Hashmi,1988780.0,0.0,NTN-707178,Non-Filer,0331-2826783
35202-4897766-5,,S/O Maryam Rana,7201710.0,1711640.0,NTN-116907,Filer,0313-2796380
42101-6406324-1,Bilal  Bhatti,S/O Shazia Syed,21208450.0,2366740.0,NTN-309381,Filer,0313-1600262
35202-8626448-5,Kamran Sheikh,S/O Mohammad Hussain,6170550.0,685970.0,NTN-740358,Filer,0346-5735993
54000-5672721-5,Rukhsar Sheikh,S/O Sajid Raza,29428830.0,6923110.0,NTN-925583,Filer,0346-9922502
35202-1780294-1,Hina Raja,S/O Omar Raza,19599090.0,4586480.0,NTN-258686,Filer,0302-9842468
42101-6334061-6,,S/O Fatima Latif,21130470.0,2908290.0,NTN-710736,Filer,0332-2880198
21301-8216069-3,Ahmed Akhtar,S/O Omar Hashmi,4776980.0,0.0,NTN-872525,Non-Filer,0345-1957070
42101-6839660-1,Aamir Bukhari,S/O Hassan Iqbal,48825060.0,9522720.0,NTN-598310,Filer,0345-6638633
13302-7718285-4,Salman Jafri,S/O Adnan Gujjar,9380200.0,2236760.0,NTN-503211,Non-Filer,0303-7956373
61101-2624977-1,Hashmi Tarar,S/O Asif Ansari,3157370.0,0.0,NTN-529975,Filer,0313-3017920
61101-7865555-6,Adnan Rana,S/O Omar Mirza,7646960.0,444840.0,NTN-279515,Filer,0333-2592507
42101-6950477-6,Syed Ali,S/O Sobia Nawaz,14868610.0,3004380.0,NTN-541022,Filer,0302-7765901
13302-9674986-7,Muhammad Gondal,,6397250.0,437460.0,NTN-438015,,0300-2817775
54000-9104718-1,Sana Jafri,S/O Maryam Gondal,4236190.0,0.0,NTN-206901,Non-Filer,0301-7508433
13302-6400269-7,Asma Baig,S/O Noor Cheema,8114100.0,765140.0,NTN-176125,Non-Filer,0346-9385863
21301-1415846-3,Kamran Rafiq,S/O Syed Ali,795700.0,0.0,NTN-759632,Filer,0345-5163555
42101-6052478-2,ابراہیم ملک,S/O Bilal Nawaz,27936150.0,4036380.0,NTN-739244,Filer,0332-8669093
,Naveed Ahmed,S/O Imran Bhatti,10068230.0,1887400.0,NTN-175760,Filer,0321-1279415
54000-7992286-2,Asif Rafiq,S/O Mohammad Hussain,15906720.0,3688870.0,NTN-409415,Filer,0333-9127895
,Adnan Karim,S/O عمر شیخ,0.0,15474400.0,,Filer,0346-5957199
13302-8275450-1,Maryam Iqbal,S/O Bilal Hussain,6299090.0,1175760.0,NTN-861022,Filer,0345-7875552
35202-6543511-6,Sobia Tarar,S/O Bilal Abbasi,21575710.0,1200620.0,NTN-774105,Filer,0333-9089823
13302-3036884-5,Baig Abbasi,S/O Waseem Butt,11463410.0,1701790.0,,Filer,0321-5572567
54000-9158107-7,Khalid Chattha,S/O Khalid Cheema,1573720.0,0.0,NTN-355694,Non-Filer,0345-5949268
21301-9397875-7,Soobia Zaidi,S/O Bushra Rizvi,35352370.0,7210380.0,NTN-710326,,0332-6232838
44000-8805514-8,مریم چودھری,S/O Kamran Iqbal,0.0,0.0,NTN-190714,Filer,0346-8100799
13302-9414204-3,Hussain Baig,S/O Uzma Gondal,13852370.0,2814210.0,NTN-465322,Filer,0321-1746727
61101-7508485-7,Rukhsar Rafiq,S/O Imran Zaidi,10084140.0,1007150.0,NTN-795100,Filer,0312-2551663
61101-3123410-3,Zubair Syed,S/O Faisal Raja,22229930.0,2645580.0,NTN-412869,Filer,0313-3141011
,Asif Sheikh,S/O Naeem Iqbal,0.0,8843980.0,NTN-829645,Filer,0302-4565350
44000-2577439-9,Waseem Karim,S/O Hina Jafri,9016100.0,2148220.0,NTN-211266,Non-Filer,0312-8087865
42101-8971204-7,Tahir Hussain,,2552300.0,0.0,NTN-850662,Filer,0321-1361289
42101-8266785-8,Tariq Raja,S/O Hassan Gilani,23869610.0,4341440.0,NTN-779568,Filer,0345-1248003
35202-6636572-6,Saira Ali,S/O Sheikh Butt,31016300.0,6584620.0,NTN-131261,Filer,0303-5451598
44000-1957962-5,Arif Gujjar,S/O Sajid Tarar,1596600.0,0.0,NTN-799764,Filer,0312-3631108
21301-2346854-2,Waseem Rana,S/O Sana Gondal,41356190.0,10289600.0,NTN-589831,Filer,0313-1660649
61101-4876526-8,Asif Aslam,S/O Tariq Naqvi,1740560.0,0.0,NTN-462570,Non-Filer,0313-8176709
42101-6406324-1,Bilal Bhatti,S/O Shazia Syed,20591370.0,1163120.0,NTN-877292,Filer,0313-1600262
35202-2111028-7,Amna Naqvi,S/O Chaudhry Ahmed,12822550.0,1555280.0,NTN-504383,Filer,0301-5916304
54000-8493596-6,Sidra Qureshi,S/O S/O Fatima Baig,1221450.0,0.0,NTN-431055,Filer,0345-9848116
35202-2741677-2,Qureshi Raja,S/O S/O Fatima Sandhu,5397460.0,0.0,NTN-473443,Filer,
44000-8444490-6,Shoaib Ali,S/O Chaudhry Naqvi,1971260.0,0.0,NTN-781900,Non-Filer,0322-7960756
42101-4661954-4,Shazia Iqbal,S/O Chaudhry Ansari,21406900.0,4173090.0,NTN-530449,Filer,0345-5320821
42101-6430328-8,Amna Virk,S/O Saira Raja,12557200.0,3044960.0,NTN-673242,Filer,0331-3726425
21301-5234273-6,,S/O Ali Raja,1691370.0,0.0,NTN-214894,Non-Filer,0302-7202409
61101-8295267-1,Kamran Raja,S/O Muhammad Ahmed,25296570.0,3261340.0,NTN-894476,Filer,0300-1385630
44000-3683920-3,Ahmed Aslam,S/O Baig Gondal,17449170.0,1508840.0,NTN-958963,Filer,0311-2625591
35202-4659331-1,Amna Baig,S/O Ali Chattha,15860660.0,859710.0,NTN-749263,Filer,0312-1804569
35202-7539889-6,Zubair Chaudhry,S/O Zainab Rana,7288790.0,927340.0,NTN-563881,Filer,0331-3042986
54000-4063287-9,Saaira Bhatti,S/O Adnan Tarar,38791490.0,9400150.0,NTN-911141,Filer,0321-4954732
42101-9036116-7,Nadia Rizvi,S/O Tariq Karim,4709800.0,0.0,NTN-728802,Filer,0311-6312602
21301-1655531-9,Zubair Gujjar,S/O Tahir Naqvi,16388470.0,1858420.0,NTN-907605,Filer,0322-7882323
13302-1161180-9,Shoaib Akhtar,S/O Tahir Sandhu,14349040.0,2071810.0,NTN-335579,Filer,0346-3015336
21301-1698939-1,Sana Hameed,S/O Saira Baig,1562740.0,0.0,NTN-641526,Filer,0300-3232174
13302-2408104-6,Syed Malik,S/O Tahir Ali,2488380.0,0.0,NTN-876026,Non-Filer,0313-7097414
54000-5140479-4,Hashmi Raza,S/O Rizwan Nawaz,6660000.0,675480.0,NTN-762550,Filer,0332-1474058
35202-6355316-3,Shaia Khan,S/O Nadia Sheikh,12118660.0,1409420.0,NTN-374916,Filer,0321-5978954
61101-9352857-1,Asif Gondal,S/O Imran Aslam,30504130.0,4947170.0,NTN-857274,Filer,0345-9890703
21301-3652447-3,Rabia Rana,S/O Hamid Gilani,9803830.0,985160.0,NTN-595944,Filer,0331-9907637
35202-3319594-5,Tariq Latif,S/O Hussain Gilani,19026370.0,4691760.0,NTN-268550,Filer,0345-8924105
61101-4504154-6,Tariq Akhtar,S/O Hashmi Tarar,35949030.0,3108810.0,,Filer,0322-6348335
42101-7805792-8,,S/O Shazia Zaidi,1599130.0,0.0,NTN-991365,Non-Filer,0311-8379676
35202-1740761-1,احمد خان,S/O Zainab Butt,9065310.0,1377020.0,NTN-210012,Filer,0302-3144606
54000-7263852-3,Ayesha Malik,S/O Rizwan Hussain,3709780.0,0.0,NTN-653894,Non-Filer,0300-8500727
13302-3358453-5,Zainab Hussain,,6713340.0,1127080.0,,Filer,0303-9093231
61101-4324357-9,Iqra Karim,S/O Shoaib Latif,8420200.0,1198200.0,NTN-822335,Filer,0331-3211157
44000-4003006-4,عمر شیخ,S/O Khalid Iqbal,17445400.0,2378610.0,NTN-413257,Filer,0301-2942882
35202-7562960-4,Hassan Gilani,S/O Asma Iqbal,23285380.0,1973250.0,NTN-859912,Filer,0332-2432902
44000-9953454-2,Hashmi Raja,S/O Tariq Bhatti,7288750.0,947040.0,NTN-665621,Filer,0312-5837150
42101-3484929-5,Chaudhry Khan,S/O Uzma Jafri,9810000.0,1344030.0,NTN-841205,Non-Filer,0311-3625954
61101-6154339-9,Imran Virk,S/O Mehwish Karim,8855280.0,898600.0,NTN-381779,Non-Filer,
61101-4858531-8,Zainab Virk,S/O Iqra Sheikh,2232110.0,0.0,NTN-814237,Non-Filer,0322-5580046
21301-7090115-1,Qureshi Chattha,S/O Hassan Zaidi,11286530.0,1959350.0,NTN-146181,Filer,0303-1119712
44000-5773861-3,Sheikh Nawaz,S/O Omar Chaudhry,2418510.0,0.0,NTN-711012,Filer,0311-3074797
42101-1805209-6,Nadia Abbasi,S/O Bilal Hashmi,18470380.0,3269410.0,NTN-904507,Filer,0321-8466761
21301-7167525-4,Zubair Tarar,S/O صنا ملک,41976080.0,2602290.0,NTN-519544,Filer,0322-7051337
54000-6551591-2,Ali Syed,S/O Syed Karim,15054480.0,3495190.0,NTN-164093,Filer,0303-2361565
61101-7845217-8,Mehwish Nawaz,S/O Shazia Chattha,20011770.0,4051090.0,NTN-758741,Filer,0322-9270275
54000-2210599-4,Sana Tarar,S/O Asma Bukhari,9233770.0,2025760.0,NTN-547361,Non-Filer,0312-7494787
54000-8601889-5,Tariq Aslam,S/O Imran Ahmed,30127870.0,4264950.0,NTN-246801,Filer,0345-8058810
35202-9539040-4,Nadia Syed,,38860220.0,7572580.0,NTN-679283,Filer,0303-9241038
61101-2731162-3,Arif Nawaz,,2671550.0,0.0,NTN-699436,Filer,0302-1811961
61101-3951804-5,Arif Iqbal,S/O Sajid Cheema,2547560.0,0.0,NTN-156114,Non-Filer,0313-7144113
42101-8447546-6,Mehwish Iqbal,S/O Imran Syed,5300910.0,0.0,NTN-490746,Filer,0331-8297090
42101-7782844-2,Tahir Cheema,S/O Fatima Raja,0.0,698920.0,NTN-390351,Filer,0311-5579723
54000-7324530-4,Usman Rana,S/O Sobia Sheikh,12265290.0,0.0,NTN-428610,Filer,0300-9833999
13302-3954644-4,Mehwish Baig,S/O Nadia Gilani,85018980.0,19648340.0,NTN-101578,Filer,0332-5731917
13302-2849578-8,Hassan Sandhu,S/O Imran Rizvi,14418830.0,3064230.0,NTN-448977,Filer,0333-7833627
54000-6903546-1,Kashif Mirza,S/O زینب علی,67175210.0,14635920.0,NTN-350362,Filer,0311-1079251
44000-4894835-6,Ayesha Zaidi,S/O Chaudhry Chaudhry,37238550.0,0.0,NTN-326188,Filer,0312-6997504
61101-3808388-8,Nadia Sheikh,S/O Sana Ansari,3170980.0,0.0,NTN-527897,Filer,0331-9722474
21301-6108132-9,,S/O Rukhsar Hameed,2690130.0,0.0,NTN-985898,Filer,0331-7876072
21301-9058243-8,صنا ملک,S/O Hamid Gondal,4406070.0,0.0,NTN-615477,Filer,0321-7010077
42101-6430328-8,Amna Virk,S/O Saira Raja,13189120.0,2067150.0,NTN-230152,Filer,0331-3726425
35202-6975721-3,Usman Malik,S/O Fatima Akhtar,2805250.0,0.0,NTN-298534,Non-Filer,0302-9113207
42101-2611084-8,Nadia Zaidi,S/O Shoaib Syed,5094190.0,0.0,NTN-945968,Filer,0302-5437386
44000-4068162-5,Hamid Gondal,S/O Aamir Raja,4576690.0,0.0,NTN-649014,Non-Filer,0303-8393823
61101-4998924-9,Qureshi Bukhari,S/O Hussain Hashmi,20440150.0,3866320.0,,Filer,0311-2464190
21301-7227782-5,Ayesha Rana,S/O Baig Akhtar,5938490.0,0.0,NTN-143932,Filer,0331-4529481
35202-9659503-3,Ahmed Karim,S/O Shoaib Bhatti,11386140.0,1149850.0,NTN-543942,Filer,0313-9763492
13302-5769388-4,Shazia Virk,S/O Syed Baig,11241190.0,1550300.0,NTN-547034,Filer,0300-3059364
61101-7596781-1,Naveed Naqvi,S/O Mirza Raza,9634190.0,0.0,NTN-974881,Non-Filer,0345-4030944
44000-7953724-5,Bushra Rana,S/O Shoaib Baig,26413890.0,2297050.0,NTN-323356,Filer,0311-5165993
61101-6390732-5,Syed Abbasi,S/O Rizwan Virk,36412730.0,4149240.0,NTN-797810,Filer,0300-1066712
44000-4350726-9,Hussain Bukhari,S/O Salman Gujjar,11281140.0,2401450.0,NTN-174172,Filer,0312-6856884
35202-1075943-7,Ali Syed,S/O Naeem Mirza,10177480.0,2086740.0,NTN-328137,Filer,0333-7541109
13302-6627064-7,Rizwan Rafiq,S/O Maryam Sandhu,16593970.0,3592940.0,NTN-780617,Filer,0332-8291789
61101-5758843-2,Hashmi Rafiq,S/O Rukhsar Cheema,1720990.0,0.0,NTN-559860,Filer,0300-4585320
21301-2812624-7,Uzma Hamed,S/O Hina Rafiq,15007620.0,3522250.0,NTN-202274,Filer,0332-5026300
61101-9033944-3,Bilal Bukhari,S/O Tariq Hameed,25316430.0,5493710.0,NTN-321605,Filer,0303-6111817
54000-4414013-8,Hina Bukhari,,9635330.0,1786580.0,NTN-418009,Non-Filer,0332-1039569
54000-9707087-5,Mehwish Rafiq,S/O Zubair Rizvi,88351170.0,16641480.0,NTN-986467,Filer,0333-6745242
44000-5780177-1,Sazia Zaidi,S/O Salman Ansari,7902380.0,1847010.0,NTN-684277,Filer,0303-9686388
13302-3831255-1,Tahir Chattha,S/O Shoaib Latif,0.0,0.0,NTN-461656,Non-Filer,0311-3504019
54000-3163157-5,,S/O Faisal Bhatti,0.0,0.0,NTN-629469,Filer,0300-4190874
61101-4562439-1,Rukhsar Jafri,S/O Malik Jafri,200206410.0,36821390.0,NTN-871399,Filer,0311-2138100
13302-9406675-4,Kamran Virk,S/O فاطمہ خان,16478350.0,4083150.0,NTN-604979,Filer,
13302-2642132-5,Omar Hameed,S/O Adnan Jafri,32943480.0,4022620.0,NTN-131816,Filer,0301-2492020
42101-6611453-6,Kashif Bukhari,S/O Qureshi Rizvi,37812840.0,4929430.0,NTN-124264,Filer,0322-7218217
44000-3714624-6,,S/O Sana Cheema,0.0,1654380.0,NTN-105569,Filer,0321-3591804
61101-9281401-8,Ayesha Gialni,S/O Muhammad Gilani,7477260.0,876880.0,NTN-173578,Filer,0300-5237282
35202-7208547-5,Sidra Tarar,S/O Kashif Baig,10572970.0,2104800.0,NTN-996377,Filer,0313-8340617
54000-1177286-7,Ayesha Hameed,S/O Ayesha Ali,9972830.0,2273550.0,NTN-359511,Non-Filer,0301-4980198
21301-1275165-7,Arrif Ahmed,S/O Rabia Gilani,5379740.0,0.0,NTN-285152,Non-Filer,0346-8268397
35202-6707286-7,Tahir Raja,S/O Iqra Iqbal,2671810.0,0.0,NTN-771433,Filer,0345-9596976
