canonical_name,father_name,cnic,consumer_id,meter_no,address,city,province
Hamid Iqbal,S/O Bushra Naqvi,54000-9258239-2,CON-67269438,MTR-1672928,"House 297, Block C, PAF Colony, Sargodha",Sargodha,Punjab
Rabia Ali,S/O Hashmi Latif,61101-7617987-5,CON-73314084,MTR-3621039,"House 202, Block G, Askari, Sialkot",Sialkot,Punjab
Muhammad حسن,S/O Qureshi Ansari,42101-8646419-2,CON-22412548,MTR-4334139,"House 220, Block E, PAF Colony, Muzaffarabad",Muzaffarabad,Azad Kashmir
عمر شیخ,S/O Asif Raza,21301-5534911-9,CON-21798616,MTR-5651271,"House 386, Block G, Clifton, Sukkur",Sukkur,Sindh
Fatima Akhtar,S/O Arif Cheema,13302-3836660-9,CON-84184555,MTR-7407977,"House 13, Block H, Askari, Hub",Mingora,KPK
,S/O Sobia Mirza,54000-7962689-6,CON-62284994,MTR-2051887,"House 117, Block C, Cantt, Mirpurkhas",Mirpurkhas,Sindh
Ali Qureshi,S/O Zubair Zaidi,13302-7403346-9,CON-11940954,MTR-7020888,"House 292, Block H, Johar Town, Kohat",Kohat,KPK
Muhammad Rana,S/O Asma Chattha,13302-2869311-9,CON-82560063,MTR-5005397,"House 195, Block C, Cantt, Islamabad",Islamabad,ICT
Imran Rizvi,,,CON-61102466,MTR-2663290,"House 13, Block A, Gulberg, Khuzdar",Khuzdar,Balochistan
,S/O نادیہ رضا,35202-7072992-1,CON-73254108,MTR-4621983,"House 409, Block D, I-8, Khuzdar",Khuzdar,Balochistan
Sidra Ali,S/O Ibrahim Ahmed,13302-8554718-3,CON-98827301,MTR-2924604,"House 417, Block A, PAF Colony, Hub",Hub,Balochistan
Nadia Gondal,S/O Ayesha Butt,21301-4592379-2,CON-34193074,MTR-2461590,"House 66, Block C, Gulberg, Mirpurkhas",Mirpurkhas,Sindh
Hamid Ahmed,S/O Sobia Mirza,21301-8696599-9,CON-45255955,MTR-2268661,"House 368, Block B, Gulberg, Mirpurkhas",Mirpurkhas,Sindh
Zubair Gujjar,S/O Naeem Gondal,44000-9242860-8,CON-29790773,MTR-4558026,"House 18, Block D, Cavalry Ground, Khuzdar",Khuzdar,Balochistan
Zainab Virk,S/O Shazia Tarar,35202-9353325-1,CON-29984911,MTR-3145616,"House 142, Block C, Bahria Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
Zubair Bukhari,S/O Ayesha Akhtar,35202-8072994-1,CON-70877326,MTR-6339729,"House 172, Block B, Defence, Kohat",Kohat,KPK
Tahir Cheema,S/O Mirza Ansari,13302-1716485-6,CON-58812538,MTR-2195016,"House 278, Block D, Bahria Town, Chilas",Chilas,Gilgit-Baltistan
Saira Hussain,S/O Iqra Malik,61101-7549850-2,CON-28931457,MTR-2216819,"House 216, Block H, E-11, Islamabad",Islamabad,ICT
,S/O Bushra Latif,35202-4605845-7,CON-48899300,MTR-2491514,"House 112, Block B, Askari, Gilgit",Gilgit,Gilgit-Baltistan
Hashmi Gondal,S/O Sidra Nawaz,61101-5654154-6,CON-42357380,MTR-6706341,"House 296, Block F, Johar Town, Karachi",Karachi,Sindh
Salman Mirzza,S/O Sobia Qureshi,61101-2050358-5,CON-97916153,MTR-6498356,"House 447, Block G, Cavalry Ground, Islamabad",Islamabad,ICT
Baig Chattha,S/O Baig Aslam,13302-8620445-2,CON-60368697,MTR-7103688,"House 310, Block F, Cavalry Ground, Islamabad",Islamabad,ICT
Naeem Naqvi,S/O Shoaib Rizvi,21301-4341683-1,CON-20970085,MTR-5361168,"House 493, Block H, Township, Islamabad",Islamabad,ICT
Salman Malik,S/O Chaudhry Baig,42101-2879666-3,CON-49680077,MTR-5960001,"House 335, Block D, I-8, Rawalakot",Rawalakot,Azad Kashmir
Tahir Cheema,S/O محمد حسن,21301-3984801-1,CON-12116466,MTR-1254639,"House 400, Block B, Gulshan-e-Iqbal, Larkana",Mardan,KPK
Muhammad Cheema,S/O Qureshi Tarar,42101-3753664-4,CON-37819451,MTR-1598459,"House 366, Block D, Johar Town, Islamabad",Islamabad,ICT
Ayesha Baig,S/O Mehwish Virk,61101-9409933-5,CON-38058290,MTR-4666916,"House 77, Block B, Scheme 33, Bannu",Skardu,Gilgit-Baltistan
Rabia Rana,S/O Hamid Gilani,21301-3652447-3,CON-92049581,MTR-5707759,"House 434, Block A, E-11, Muzaffarabad",Muzaffarabad,Azad Kashmir
Kashif Hashmi,S/O Sidra Gondal,13302-5628929-2,CON-67049642,MTR-9097530,"House 481, Block B, Cantt, Muzaffarabad",Muzaffarabad,Azad Kashmir
Asma Chaudhry,S/O Nadia Gilani,35202-1227365-1,CON-87324310,MTR-1981332,"House 308, Block A, DHA, Islamabad",Islamabad,ICT
Bilal Bhatti,S/O Usman Hameed,13302-6485389-2,CON-87232441,MTR-5881786,"House 167, Block F, PAF Colony, Hyderabad",Hyderabad,Sindh
Ndaia Sheikh,S/O Iqra Rizvi,35202-3663444-2,CON-91637790,MTR-5438072,"House 232, Block C, F-10, Islamabad",Islamabad,ICT
Muhammad Syed,S/O Rukhsar Ansari,35202-9539040-4,CON-53670613,MTR-3196330,"House 141, Block E, E-11, Multan",Multan,Punjab
Tahir Sheikh,S/O Baig Qureshi,35202-4515327-6,CON-42919816,MTR-5060909,"House 249, Block B, Askari, Islamabad",Islamabad,ICT
Tariq Butt,S/O Adnan Malik,44000-7896707-9,CON-77066903,MTR-9340560,"House 405, Block F, Township, Bahawalpur",Bahawalpur,Punjab
Shoaib Raja,S/O Nadia Raza,13302-1462791-9,CON-67836014,MTR-3574378,"House 271, Block F, Gulberg, Quetta",Quetta,Balochistan
Rizwan Rizvi,S/O Sidra Hussain,21301-7465654-3,CON-10347844,MTR-4680359,"House 367, Block B, Clifton, Larkana",Larkana,Sindh
Shazia Ansari,S/O Sajid Naqvi,42101-8989948-7,CON-93673507,MTR-6752335,"House 145, Block A, Gulshan-e-Iqbal, Islamabad",Islamabad,ICT
Nadia Nawaz,S/O Omar Nawaz,13302-4662840-5,CON-82482372,MTR-8542135,"House 13, Block B, Bahria Town, Rawalakot",Rawalakot,Azad Kashmir
Naeem Hussain,S/O Fatima Baig,42101-5607228-2,CON-27449088,MTR-4362154,"House 492, Block E, Model Town, Gilgit",Lahore,Punjab
Tariq Ansari,S/O Zubair Rizvi,13302-8939861-6,CON-38132846,MTR-9841848,,Abbottabad,KPK
Saira Khan,S/O Tariq Chaudhry,42101-4263591-8,CON-18391476,MTR-5092681,"House 55, Block B, Defence, Skardu",Skardu,Gilgit-Baltistan
Rizwan Sheikh,S/O Ayesha Karim,54000-2735780-1,CON-67337302,MTR-9474184,"House 500, Block F, Township, Larkana",Larkana,Sindh
Shazia Qureshi,S/O Shoaib Tarar,21301-4902235-7,CON-28905961,MTR-2091215,"House 371, Block E, Cavalry Ground, Nawabshah",Nawabshah,Sindh
Ali Aslam,S/O Arif Virk,44000-5394356-5,CON-61056001,MTR-2673474,"House 432, Block F, Cantt, Sargodha",Sargodha,Punjab
Ibrahim Raja,S/O Raja Bhatti,44000-4469872-9,CON-44321666,MTR-4429602,"House 3, Block G, Bahria Town, Peshawar",Kohat,KPK
Rizwan Bukhari,S/O Rizwan Sheikh,54000-4270602-9,CON-62116693,MTR-5432769,"House 153, Block E, Askari, Quetta",Quetta,Balochistan
Muhammad Hameed,S/O Ibrahim Naqvi,61101-1979613-8,CON-43820137,MTR-1952031,"House 377, Block A, Model Town, Bahawalpur",Bahawalpur,Punjab
Imran Tarar,S/O Sobia Cheema,54000-1887311-2,CON-91289112,MTR-6281966,"House 104, Block G, Gulshan-e-Iqbal, Mirpurkhas",Mirpurkhas,Sindh
Amna Bhatti,S/O Muhammad Butt,35202-5148717-7,CON-32006211,MTR-8322804,"House 243, Block D, E-11, Islamabad",Islamabad,ICT
Qureshi Naqvi,S/O Zainab Bukhari,13302-1453449-8,CON-30031075,MTR-9312346,"House 298, Block H, Saddar, Sargodha",Sargodha,Punjab
Nadia Nawaz,S/O Naeem Hussain,54000-7150244-2,CON-66848901,MTR-1902044,"House 494, Block A, I-8, Rawalpindi",Rawalpindi,Punjab
Arif Karim,S/O Ahmed Hashmi,42101-7060340-9,CON-62390298,MTR-9496286,"House 280, Block C, North Nazimabad, Sukkur",Sukkur,Sindh
Hina Mirza,S/O Hassan Gondal,,CON-29947618,MTR-3076765,"House 487, Block B, Cantt, Turbat",Turbat,Balochistan
Muhammad Sandhu,S/O Tahir Baig,,CON-50645129,MTR-8039968,"House 213, Block H, Gulshan-e-Iqbal, Peshawar",Peshawar,KPK
Hussain Naqvi,S/O Tahir Sheikh,35202-5664602-1,CON-86524004,MTR-1265949,"House 172, Block G, Township, Sialkot",Sialkot,Punjab
MuhammadQ ureshi,S/O Omar Syed,42101-6898808-6,CON-74389600,MTR-3744367,"House 227, Block C, DHA, Muzaffarabad",Muzaffarabad,Azad Kashmir
Hussain Bukhari,S/O Salman Gujjar,44000-4350726-9,CON-97502176,MTR-2193542,"House 468, Block G, PAF Colony, Khuzdar",Khuzdar,Balochistan
Khalid Khan,S/O Hussain Akhtar,54000-9255737-4,CON-34183122,MTR-3711685,"House 470, Block B, E-11, Skardu",Skardu,Gilgit-Baltistan
Naeem Karim,S/O S/O Ahmed Akhtar,61101-4165061-4,CON-61404562,MTR-8283493,"House 362, Block G, E-11, Islamabad",Islamabad,ICT
Maryam Mirza,S/O Saira Hashmi,61101-8836906-1,CON-57127121,MTR-1031083,"House 262, Block G, F-10, Rawalpindi",Rawalpindi,Punjab
Tariq Gilani,S/O Rabia Abbasi,35202-9462341-6,CON-66327523,MTR-2867161,"House 328, Block H, E-11, Rawalpindi",Rawalpindi,Punjab
Ahmed Butt,S/O عائشہ احمد,61101-7478871-8,CON-26749557,MTR-5603289,"House 477, Block A, Model Town, Rawalakot",Rawalakot,Azad Kashmir
Mohammad Malik,S/O Baig Hashmi,42101-1872177-7,CON-92738509,MTR-8009760,"House 20, Block B, Saddar, Khuzdar",Khuzdar,Balochistan
Uzma Nawaz,S/O Ibrahim Latif,13302-2503425-8,CON-46147555,MTR-8890203,"House 62, Block B, Gulberg, Hyderabad",Hyderabad,Sindh
Shazia Abbasi,S/O Zubair Jafri,54000-2987959-2,CON-57922007,MTR-2394677,"House 78, Block F, F-10, Islamabad",Islamabad,ICT
Mehwish Gujjar,S/O Qureshi Mirza,42101-7180641-7,CON-71510008,MTR-6820391,"House 375, Block C, I-8, Mirpur",Mirpur,Azad Kashmir
Asif Raza,S/O Zubair Hussain,54000-8794006-5,CON-99766907,MTR-1046864,"House 397, Block E, Cavalry Ground, Sialkot",Sialkot,Punjab
Waseem Rizvi,S/O Hussain Zaidi,42101-7479257-7,CON-47091756,MTR-2176423,"House 44, Block G, E-11, Quetta",Quetta,Balochistan
Saira Ansari,S/O Khalid Gujjar,44000-8857193-7,CON-49040341,MTR-7779405,"House 305, Block E, Saddar, Abbottabad",Abbottabad,KPK
Mohammad Ahmed,,61101-6570319-2,CON-66985937,MTR-2125801,"House 317, Block E, North Nazimabad, Rawalpindi",Rawalpindi,Punjab
Mehwish Butt,S/O Iqra Virk,61101-3352309-6,CON-90788340,MTR-3932731,"House 1, Block A, DHA, Gwadar",Gwadar,Balochistan
Hina Sandhu,S/O Syed Sandhu,42101-8693917-1,CON-18096884,MTR-6828952,"House 126, Block D, Johar Town, Larkana",Larkana,Sindh
Muhammad Latif,S/O Hashmi Jafri,44000-8117210-6,CON-13918225,MTR-5038434,"House 252, Block G, Clifton, Islamabad",Islamabad,ICT
Maryam Rana,S/O Bushra Hussain,35202-3765816-2,CON-86399227,MTR-6656985,"House 480, Block E, Defence, Rawalpindi",Rawalpindi,Punjab
Maryam Ahmed,S/O علی حسین,42101-9381798-7,CON-26578161,MTR-3237779,"House 422, Block H, Clifton, Khuzdar",Khuzdar,Balochistan
Shoaib Bhatti,S/O S/O Adnan Malik,44000-1314043-4,CON-58202843,MTR-3237505,"House 431, Block A, G-9, Islamabad",Islamabad,ICT
Muhammad Raja,S/O Malik Mirza,35202-3832531-5,CON-69384753,MTR-1010922,"House 466, Block D, DHA, Rawalakot",Rawalakot,Azad Kashmir
Hassan Jafri,S/O Aamir Ansari,13302-6252222-1,CON-84999656,MTR-4039731,"House 334, Block B, Model Town, Bahawalpur",Bahawalpur,Punjab
Fatima Sandhu,S/O Aamir Latif,61101-2777924-6,CON-81047161,MTR-4509803,"House 12, Block H, Saddar, Bannu",Bannu,KPK
Zubair Zaidi,S/O Rizwan Raja,,CON-81076916,MTR-9681498,"House 54, Block C, E-11, Mardan",Mardan,KPK
Naveed Chattha,S/O Amna Bukhari,44000-9439429-7,CON-72494805,MTR-5398033,"House 147, Block E, Saddar, Mingora",Mingora,KPK
Muhamma dAslam,S/O Rukhsar Gujjar,54000-3991472-5,CON-70801566,MTR-6317612,"House 14, Block B, Township, Sukkur",Sukkur,Sindh
Muhammad Bukhari,S/O Muhammad Rafiq,42101-3761979-3,CON-86201539,MTR-6844887,"House 495, Block F, Gulberg, Mardan",Mardan,KPK
Arif Gilani,S/O Waseem Nawaz,54000-5105432-5,CON-41734779,MTR-6072616,"House 387, Block G, Askari, Mirpur",Mirpur,Azad Kashmir
Muhammad Chaudhry,S/O Naeem Hashmi,35202-1996110-7,CON-67071887,MTR-5690191,"House 106, Block G, I-8, Mirpur",Mirpur,Azad Kashmir
Sajid Rafiq,S/O Mirza Gondal,42101-6372126-9,CON-84249392,MTR-4289232,"House 238, Block H, PAF Colony, Chilas",Chilas,Gilgit-Baltistan
Raja Raja,S/O Arif Hashmi,21301-6711891-3,CON-98280491,MTR-6885795,"House 215, Block A, Scheme 33, Islamabad",Islamabad,ICT
Naeem Chaudhry,S/O Mohammad Naqvi,35202-8707870-9,CON-54968789,MTR-5603959,"House 317, Block F, Gulshan-e-Iqbal, Gilgit",Gilgit,Gilgit-Baltistan
Muhammad Chattha,S/O Mehwish Rizvi,13302-2841818-8,CON-72848004,MTR-1718825,"House 49, Block F, I-8, Hyderabad",Hyderabad,Sindh
Ibrahim Akhtar,S/O Salman Sandhu,54000-3552325-7,CON-32636913,MTR-9045709,"House 452, Block B, Scheme 33, Turbat",Turbat,Balochistan
,S/O Naeem Butt,54000-1568626-6,CON-36007446,MTR-2364543,"House 100, Block F, I-8, Rawalakot",Rawalakot,Azad Kashmir
Kashif Ansari,S/O Shoaib Jafri,54000-7009980-2,CON-71279316,MTR-2829420,"House 166, Block E, G-9, Gilgit",Gilgit,Gilgit-Baltistan
Kamran Iqbal,,44000-4759700-8,CON-46173859,MTR-1987769,"House 286, Block E, Johar Town, Skardu",Skardu,Gilgit-Baltistan
Muhammad Virk,S/O Sidra Raja,44000-4351713-4,CON-22706063,MTR-8545111,"House 250, Block C, North Nazimabad, Abbottabad",Abbottabad,KPK
Asma Nawaz,S/O Zubair Syed,44000-8391997-8,CON-55602541,MTR-8928815,"House 83, Block D, Scheme 33, Muzaffarabad",Muzaffarabad,Azad Kashmir
Tariq Ansari,S/O Rabia Baig,44000-5592780-7,CON-18857414,MTR-2468412,"House 348, Block A, Johar Town, Turbat",Turbat,Balochistan
Kashif Sheikh,S/O Amna Tarar,35202-7360115-7,CON-87956722,MTR-7365230,"House 194, Block E, F-10, Hyderabad",Hyderabad,Sindh
احمد خان,S/O Hina Baig,13302-6316712-8,CON-54421152,MTR-4451552,"House 81, Block B, North Nazimabad, Skardu",Skardu,Gilgit-Baltistan
Waseem Syed,S/O Sana Hameed,61101-1653284-2,CON-13566783,MTR-7130200,,Mirpur,Azad Kashmir
Iqra Aslam,S/O Mirza Abbasi,61101-4783105-7,CON-15523315,MTR-2226114,"House 12, Block A, Johar Town, Khuzdar",Khuzdar,Balochistan
Sana Raifq,S/O Noor Bhatti,35202-5583958-9,CON-32731387,MTR-9698706,"House 54, Block E, DHA, Mirpur",Mirpur,Azad Kashmir
Mirza Bhatti,S/O Bushra Jafri,21301-1620820-6,CON-17553876,MTR-2172981,"House 460, Block F, Gulberg, Multan",Multan,Punjab
Arif Virk,S/O Chaudhry Latif,35202-6780965-4,CON-91814934,MTR-6314173,"House 267, Block H, Askari, Gilgit",Gilgit,Gilgit-Baltistan
Adnan Iqbal,S/O Omar Bhatti,35202-3026278-9,CON-85845754,MTR-1700465,"House 391, Block F, E-11, Mardan",Mardan,KPK
Muhammad Chaudhry,S/O Shoaib Baig,13302-6319606-1,CON-13596488,MTR-8956714,"House 133, Block H, DHA, Larkana",Larkana,Sindh
Malik Iqbal,S/O Syed Khan,35202-8105699-9,CON-45465543,MTR-1356642,"House 26, Block E, Johar Town, Hyderabad",Lahore,Punjab
Ali Nawaz,S/O مریم چودھری,35202-8404466-5,CON-61517553,MTR-9050163,"House 91, Block E, Defence, Larkana",Larkana,Sindh
Hamid Akhtar,S/O Bushra Karim,54000-5110619-7,CON-38312972,MTR-9457191,"House 65, Block B, Defence, Faisalabad",Faisalabad,Punjab
,S/O Hamid Jafri,35202-6410982-2,CON-87506151,MTR-9220128,"House 441, Block H, Model Town, Gwadar",Gwadar,Balochistan
Sidra Nawaz,S/O Bilal Gondal,44000-2442063-8,CON-47535100,MTR-6038698,"House 304, Block E, Clifton, Hub",Hub,Balochistan
Muhammad لمک,S/O Rabia Syed,61101-3968493-2,CON-59836866,MTR-5851952,"House 101, Block F, Saddar, Muzaffarabad",Muzaffarabad,Azad Kashmir
Aamir Raja,S/O Shazia Syed,61101-8120587-2,CON-89451574,MTR-8301405,"House 293, Block E, Saddar, Chilas",Chilas,Gilgit-Baltistan
Sajid Latif,S/O Sana Sandhu,35202-3363965-5,CON-64323470,MTR-3571520,"House 338, Block H, Clifton, Mirpurkhas",Mirpurkhas,Sindh
Khalid Raja,S/O Sajid Rafiq,42101-8100127-8,CON-36106891,MTR-6423167,"House 222, Block C, Scheme 33, Muzaffarabad",Lahore,Punjab
Aamir Mirza,S/O Sobia Khan,61101-7215888-6,CON-11657101,MTR-9347431,"House 301, Block F, Cantt, Hyderabad",Hyderabad,Sindh
Imran Naqvi,S/O Rizwan Bhatti,44000-2026875-1,CON-16456919,MTR-1575130,"House 54, Block D, DHA, Kohat",Kohat,KPK
Saira Hussain,S/O Sana Gujjar,21301-8617439-9,CON-76048062,MTR-9322887,"House 409, Block E, F-10, Islamabad",Islamabad,ICT
Khalid Rana,S/O Rukhsar Zaidi,44000-2056402-2,CON-39423421,MTR-1155951,"House 379, Block C, Defence, Khuzdar",Khuzdar,Balochistan
Chaudhry Karim,S/O Shazia Gujjar,13302-2921051-4,CON-86500925,MTR-7830034,"House 260, Block H, Cantt, Kohat",Kohat,KPK
Naveed Baig,S/O Malik Baig,44000-1521022-5,CON-12022973,MTR-2503409,"House 83, Block E, I-8, Mardan",Mardan,KPK
Hassan Gujjar,S/O Muhammad Raza,44000-6529924-1,CON-24725256,MTR-3709964,"House 37, Block G, Scheme 33, Muzaffarabad",Muzaffarabad,Azad Kashmir
Syed Gujjar,S/O Iqra Tarar,61101-8098339-3,CON-62939734,MTR-5258778,"House 124, Block A, Township, Rawalpindi",Rawalpindi,Punjab
Usman Karim,S/O Rabia Naqvi,42101-1389991-2,CON-31185011,MTR-9482598,"House 114, Block E, Cavalry Ground, Multan",Multan,Punjab
Omar Cheema,S/O Naeem Ahmed,21301-6818042-7,CON-91900307,MTR-2518557,"House 212, Block H, Cavalry Ground, Gwadar",Gwadar,Balochistan
Kamran Alli,S/O علی حسین,21301-6705386-3,CON-49422743,MTR-4600839,"House 392, Block C, E-11, Karachi",Karachi,Sindh
,S/O Mehwish Sandhu,42101-6259739-9,CON-51564063,MTR-7106814,"House 310, Block F, Gulberg, Abbottabad",Abbottabad,KPK
نادیہ رضا,S/O Hassan Ahmed,35202-6349877-4,CON-57193782,MTR-7358090,"House 184, Block D, Cavalry Ground, Hub",Hub,Balochistan
Bushra Hussain,S/O Kashif Gilani,21301-9863748-6,CON-68637102,MTR-8019667,"House 74, Block A, F-10, Islamabad",Islamabad,ICT
Uzma Qureshi,S/O Rizwan Aslam,42101-2903561-8,CON-79806947,MTR-3867922,,Sialkot,Punjab
Ibrahim Zaidi,S/O Tahir Naqvi,35202-2035212-7,CON-33476740,MTR-6259761,"House 20, Block D, Cavalry Ground, Nawabshah",Nawabshah,Sindh
,S/O Bilal Sandhu,35202-2568840-5,CON-46860118,MTR-4040501,"House 278, Block C, DHA, Skardu",Skardu,Gilgit-Baltistan
,S/O Khalid Rafiq,61101-6810724-7,CON-17531824,MTR-9212326,"House 18, Block F, Clifton, Mirpur",Mirpur,Azad Kashmir
Saira Cheema,S/O Uzma Qureshi,61101-8416290-3,CON-22660427,MTR-2934894,,Islamabad,ICT
Mehwish Gujjar,S/O Rizwan Nawaz,21301-1356549-7,CON-75389792,MTR-8724289,"House 241, Block B, I-8, Skardu",Skardu,Gilgit-Baltistan
Usman Chaudhry,S/O Kamran Hashmi,44000-6488547-7,CON-11900169,MTR-4469782,"House 220, Block H, Gulberg, Nawabshah",Nawabshah,Sindh
Uzma Sheikh,S/O Nadia Abbasi,54000-8615616-1,CON-22377188,MTR-2097338,"House 209, Block E, Model Town, Islamabad",Islamabad,ICT
Khalid Malik,S/O Naeem Karim,35202-3418526-7,CON-68587845,MTR-5880423,"House 355, Block G, Gulberg, Islamabad",Islamabad,ICT
Tahir Mirza,S/O Bushra Tarar,,CON-49428106,MTR-3198107,"House 297, Block H, E-11, Faisalabad",Faisalabad,Punjab
Rukhssar Cheema,S/O Bilal Qureshi,21301-4078094-3,CON-72540444,MTR-5410377,"House 69, Block F, Gulshan-e-Iqbal, Bahawalpur",Bahawalpur,Punjab
Zubair Chaudhry,S/O نادیہ رضا,13302-6773521-4,CON-38541191,MTR-8794260,"House 394, Block B, F-10, Hub",Hub,Balochistan
Hamid Sandhu,S/O Tariq Ahmed,61101-3150815-6,CON-36735354,MTR-6994301,"House 384, Block D, Johar Town, Turbat",Turbat,Balochistan
Khalid Gilani,S/O Sidra Qureshi,35202-1143242-4,CON-66455834,MTR-3362078,"House 394, Block F, North Nazimabad, Mirpurkhas",Mirpurkhas,Sindh
Adnan Akhtar,S/O Hamid Rana,21301-7714998-8,CON-20217293,MTR-9263226,"House 177, Block D, Gulshan-e-Iqbal, Quetta",Quetta,Balochistan
Ayesha Bukhari,S/O Imran Gujjar,44000-9352168-8,CON-72968209,MTR-5027590,"House 398, Block G, E-11, Islamabad",Islamabad,ICT
Shoaib Hashmi,S/O Rukhsar Mirza,13302-9196287-2,CON-52303233,MTR-9459058,"House 367, Block G, F-10, Skardu",Skardu,Gilgit-Baltistan
Muhammad Baig,S/O Nadia Iqbal,44000-8989855-3,CON-75040660,MTR-9313171,"House 430, Block C, Clifton, Peshawar",Peshawar,KPK
Tahir Jafri,S/O صنا ملک,21301-6109570-5,CON-58511450,MTR-6733789,"House 463, Block C, Township, Hub",Hub,Balochistan
Salman Rafiq,S/O Khalid Latif,42101-9660305-5,CON-29283741,MTR-9252680,"House 229, Block G, Askari, Karachi",Karachi,Sindh
Rabia Ansari,S/O Bilal Naqvi,35202-2938551-3,CON-33838587,MTR-9362945,"House 493, Block G, Cavalry Ground, Skardu",Skardu,Gilgit-Baltistan
Bushra Rafiq,S/O Asma Bhatti,42101-6570296-2,CON-52879659,MTR-5631155,"House 499, Block F, I-8, Rawalakot",Rawalakot,Azad Kashmir
Kammran Rizvi,S/O Tahir Gilani,21301-8693677-7,CON-19766525,MTR-3507070,"House 327, Block C, Gulshan-e-Iqbal, Lahore",Lahore,Punjab
Mohammad Gondal,S/O Adnan Cheema,13302-7242491-5,CON-83916066,MTR-7328054,"House 459, Block A, Cantt, Nawabshah",Nawabshah,Sindh
Asif Chattha,S/O Tahir Akhtar,21301-5728812-6,CON-54610818,MTR-1908994,"House 10, Block D, Saddar, Islamabad",Islamabad,ICT
Muhammad Raja,S/O Malik Mirza,35202-3832531-5,CON-58244106,MTR-1651263,"House 466, Block D, DHA, Rawalakot",Rawalakot,Azad Kashmir
Arif Latif,S/O Chaudhry Akhtar,61101-9498370-7,CON-74836991,MTR-1408781,"House 114, Block B, Township, Quetta",Quetta,Balochistan
Zainab Tarar,S/O Fatima Ansari,13302-7909008-6,CON-59109647,MTR-5153482,"House 357, Block F, I-8, Bahawalpur",Bahawalpur,Punjab
Hasssan Baig,S/O Fatima Gujjar,61101-6700506-2,CON-77477274,MTR-2666803,"House 470, Block C, Model Town, Skardu",Skardu,Gilgit-Baltistan
Rukhsar Baig,S/O Hassan Rana,13302-8460662-4,CON-37282179,MTR-5134475,"House 69, Block C, North Nazimabad, Sialkot",Sialkot,Punjab
Asif Chattha,S/O Tahir Akhtar,21301-5728812-6,CON-13148448,MTR-8745009,"House 297, Block D, Saddar, Islamabad",Islamabad,ICT
,S/O Ibrahim Nawaz,35202-1928321-4,CON-74448793,MTR-1030065,"House 200, Block F, Model Town, Gwadar",Gwadar,Balochistan
Ibrahim Hameed,S/O Kamran Hashmi,44000-5770101-7,CON-44728074,MTR-2329906,"House 31, Block F, Johar Town, Multan",Multan,Punjab
Muuhammad Hashmi,S/O Naveed Raza,44000-2667844-5,CON-47431071,MTR-8885214,"House 21, Block H, Gulshan-e-Iqbal, Skardu",Skardu,Gilgit-Baltistan
Muhammad Chattha,S/O Tariq Sandhu,35202-2685518-1,CON-52247356,MTR-8639161,"House 396, Block F, Model Town, Kohat",Kohat,KPK
عی حسین,S/O Nadia Ahmed,35202-4783595-8,CON-68693154,MTR-8056394,"House 257, Block F, G-9, Hyderabad",Hyderabad,Sindh
Alli Rizvi,S/O Noor Hameed,42101-8381800-1,CON-87825313,MTR-2590514,"House 84, Block H, Cantt, Lahore",Lahore,Punjab
Fatima Karim,S/O Asif Gujjar,44000-7816044-3,CON-26545577,MTR-2142750,"House 36, Block B, Bahria Town, Skardu",Skardu,Gilgit-Baltistan
Muhammad Gujjar,S/O Baig Baig,21301-3831022-6,CON-18183550,MTR-9548966,"House 7, Block D, DHA, Bannu",Bannu,KPK
Bushra Gilani,S/O Hashmi Rizvi,54000-5536395-6,CON-93703829,MTR-8964563,"House 449, Block G, Saddar, Sargodha",Sargodha,Punjab
Omar Chaudhry,S/O Baig Ansari,35202-1509483-8,CON-49924284,MTR-6047694,"House 356, Block E, Saddar, Hub",Hub,Balochistan
Mehwish Ahmed,S/O محمد احمد,13302-1458383-1,CON-20761961,MTR-5341874,"House 414, Block B, Gulberg, Mirpurkhas",Mirpurkhas,Sindh
محمد علی,S/O Shoaib Tarar,13302-7505803-1,CON-95177470,MTR-3676044,"House 55, Block G, Askari, Sargodha",Sargodha,Punjab
Kamran Hameed,S/O Mirza Nawaz,61101-3670819-1,CON-62119584,MTR-1546623,"House 388, Block G, E-11, Rawalakot",Rawalakot,Azad Kashmir
Shazia ashmi,S/O Adnan Malik,13302-4764500-1,CON-90801278,MTR-8840039,"House 437, Block F, PAF Colony, Mirpur",Bannu,KPK
Zubair Karim,S/O Shazia Zaidi,21301-1426375-9,CON-86366711,MTR-5515419,"House 65, Block F, F-10, Skardu",Skardu,Gilgit-Baltistan
Muhammad Bukhari,S/O Asma Ali,42101-8798796-4,CON-65168617,MTR-5534261,"House 353, Block E, G-9, Faisalabad",Faisalabad,Punjab
