canonical_name,father_name,cnic,passport_no,nationality,city,travelling_from,destination,travel_date,visa_type,reason_to_travel
Bilal Rafiq,S/O Hina Rana,21301-7599212-8,AB9962229,Pakistani,Islamabad,Pakistan,Germany,2023-07-30,Business,Tourism
Baig Qureshi,S/O Bilal Qureshi,42101-3073320-1,AB4075923,Pakistani,Bannu,Pakistan,UK,2023-01-28,Student,Tourism
Hashmi Latif,S/O Kashif Sandhu,13302-4147352-3,AB8892934,Pakistani,Rawalpindi,Pakistan,Canada,2021-03-27,Tourist,Employment
Ndia Rizvi,S/O Amna Rafiq,21301-1429074-7,AB6398773,Pakistani,Nawabshah,Pakistan,Saudi Arabia,2017-11-30,Visit,Family Visit
,S/O Hina Malik,44000-1715546-3,AB9248333,Pakistani,Multan,Pakistan,Canada,2021-01-11,Student,Education
Salman Raza,S/O Sana Ahmed,35202-5330159-4,AB5720247,Pakistani,Khuzdar,Pakistan,Saudi Arabia,2021-09-22,Work,Employment
,S/O Muhammad Mirza,21301-7296953-3,,Pakistani,Larkana,Pakistan,UAE,2023-08-29,Student,Education
Salman Raja,S/O Uzma Syed,13302-8552726-3,AB3105097,Pakistani,Faisalabad,Pakistan,France,2017-01-19,Business,Medical Treatment
Raja Iqbal,S/O Arif Rafiq,61101-2686789-5,AB3759564,Pakistani,Hyderabad,Pakistan,Saudi Arabia,2018-09-16,Work,Education
Adnan Sheikh,S/O Iqra Aslam,21301-9424230-6,AB1202300,Pakistani,Islamabad,Pakistan,Saudi Arabia,2023-12-01,Tourist,Tourism
Mehwish Qureshi,S/O Noor Rizvi,13302-1712562-8,AB8079569,Pakistani,Chilas,Pakistan,USA,2023-08-29,Business,Business Meeting
Ibrahim Ansari,S/O Asif Baig,13302-9220307-1,AB4865688,Pakistani,Bahawalpur,Pakistan,China,2015-05-18,Tourist,Education
Asma Chattha,S/O Shoaib Syed,21301-5362566-9,AB6458389,Pakistani,Nawabshah,Pakistan,Malaysia,2015-01-14,Business,Education
Saira Sandhu,S/O Zubair Naqvi,35202-8252205-2,AB8530204,Pakistani,Rawalpindi,Pakistan,Saudi Arabia,2022-03-22,Tourist,Tourism
Rukhsar Akhtar,S/O Noor Karim,42101-8835834-5,AB9067003,Pakistani,Chilas,Pakistan,Germany,2019-01-12,Business,Medical Treatment
Mehwish Gujjar,S/O Qureshi Mirza,42101-7180641-7,AB9812688,Pakistani,Mirpur,Pakistan,UK,2021-05-20,Work,Medical Treatment
Nadi Bhatti,S/O Ali Hashmi,35202-2722069-7,AB8605131,Pakistani,Rawalakot,Pakistan,Turkey,2020-10-29,Student,Tourism
Qureshi Baig,S/O محمد احمد,21301-9672148-1,AB5297438,Pakistani,Skardu,Pakistan,Saudi Arabia,2021-03-22,Business,Family Visit
Hassan Gilani,S/O Rukhsar Cheema,61101-9937879-9,AB7441988,Pakistani,Mardan,Pakistan,Saudi Arabia,2016-02-10,Visit,Medical Treatment
Sajid Aslam,S/O Salman Sandhu,35202-6492824-3,AB4714711,Pakistani,Peshawar,Pakistan,France,2018-02-10,Student,Business Meeting
Mohd Bhatti,S/O Arif Sheikh,54000-2910968-6,AB2613395,Pakistani,Peshawar,Pakistan,UAE,2023-03-06,Business,Medical Treatment
Syed Iqbal,S/O Asif Zaidi,54000-9925341-6,AB9412126,Pakistani,Mardan,Pakistan,USA,2018-04-03,Work,Education
Waseem Akhtar,S/O نادیہ رضا,21301-6968044-7,AB7538323,Pakistani,Skardu,Pakistan,Germany,2018-02-07,Business,Family Visit
Mohd Hameed,S/O Asma Hameed,61101-9997793-6,AB9337121,Pakistani,Rawalakot,Pakistan,France,2016-06-30,Business,Education
Rizwan Naqvi,,61101-1186817-1,AB3151947,Pakistani,Gwadar,Pakistan,Turkey,2016-03-02,Student,Employment
Nadia Jafri,S/O Qureshi Ahmed,61101-4996840-2,AB9038797,Pakistani,Nawabshah,Pakistan,Turkey,2021-09-10,Work,Employment
Kamran Nawaz,S/O Bushra Ansari,42101-3284033-3,AB4719834,Pakistani,Skardu,Pakistan,UAE,2015-11-07,Tourist,Family Visit
Chaudhry Raza,S/O Bilal Chaudhry,13302-5434015-6,AB9940785,Pakistani,Muzaffarabad,Pakistan,Turkey,2018-11-10,Tourist,Family Visit
Kamran Gujjar,S/O Noor Jafri,13302-6954959-3,AB6870604,Pakistani,Quetta,Pakistan,Canada,2018-10-29,Student,Medical Treatment
Mohd Gilani,S/O Rabia Ansari,54000-1931938-7,AB7172938,Pakistani,Chilas,Pakistan,France,2016-10-17,Tourist,Business Meeting
Raja Bhatti,S/O Sana Virk,35202-1749161-2,AB8153979,Pakistani,Gwadar,Pakistan,Canada,2016-03-06,Work,Business Meeting
Naveed Mirza,S/O Noor Virk,35202-2495511-6,AB1344308,Pakistani,Mingora,Pakistan,UK,2021-07-31,Business,Tourism
Khalid Naqvi,S/O Ibrahim Syed,13302-4793494-1,AB3674615,Pakistani,Turbat,Pakistan,Turkey,2018-07-05,Work,Family Visit
Baig Bhatti,S/O Sobia Baig,42101-5322370-8,AB3693164,Pakistani,Sargodha,Pakistan,Saudi Arabia,2019-02-14,Tourist,Medical Treatment
Amna Naqvi,S/O Chaudhry Ahmed,35202-2111028-7,AB4217446,Pakistani,Chilas,Pakistan,France,2021-03-27,Tourist,Business Meeting
Asif Bhatti,S/O Waseem Malik,21301-2427340-1,AB5770629,Pakistani,Islamabad,Pakistan,China,2017-12-04,Tourist,Education
Hamid Hussain,S/O Tariq Aslam,44000-2073954-5,AB2095159,Pakistani,Multan,Pakistan,Canada,2023-02-27,Business,Medical Treatment
Zainab Virk,S/O Khalid Bukhari,61101-4517655-1,AB5058635,Pakistani,Islamabad,Pakistan,Germany,2022-06-09,Visit,Medical Treatment
Raja Hussain,S/O Bilal Naqvi,35202-9249220-8,AB8639652,Pakistani,Turbat,Pakistan,Malaysia,2015-05-05,Work,Tourism
Baig Nawaz,S/O Amna Gondal,42101-5287192-6,AB7391027,Pakistani,Sargodha,Pakistan,Turkey,2016-08-16,Student,Business Meeting
Hashmi Ali,S/O زینب علی,13302-6983510-9,AB8472344,Pakistani,Bannu,Pakistan,Canada,2023-11-16,Student,Business Meeting
Mohd Abbasi,S/O Hashmi Naqvi,54000-6233885-3,AB2606532,Pakistani,Khuzdar,Pakistan,USA,2023-06-20,Visit,Medical Treatment
Imran Hameed,S/O Naeem Qureshi,42101-5535270-5,AB1371482,Pakistani,Quetta,Pakistan,Turkey,2022-04-04,Visit,Family Visit
Maryam Rafiq,S/O Amna Qureshi,44000-5343805-3,AB2761824,Pakistani,Mirpur,Pakistan,Canada,2019-08-24,Work,Business Meeting
Hussain Hashmi,S/O Sana Chaudhry,44000-4216416-3,AB9022306,Pakistani,Rawalakot,Pakistan,Turkey,2022-11-16,Work,Tourism
Naeem Baig,S/O Rabia Latif,44000-8240881-8,AB9874868,Pakistani,Quetta,Pakistan,Canada,2020-02-08,Work,Education
Hussain Rana,S/O Rizwan Tarar,35202-5785492-5,AB8933731,Pakistani,Skardu,Pakistan,Germany,2020-12-27,Student,Employment
Naeem Raza,S/O Adnan Cheema,42101-1279110-3,AB5446208,Pakistani,Islamabad,Pakistan,UK,2015-04-05,Work,Medical Treatment
Hamid Raja,S/O Shazia Hameed,,AB9046779,Pakistani,Rawalakot,Pakistan,UK,2023-08-17,Visit,Medical Treatment
Kamran Sandhu,S/O Rabia Aslam,61101-5434732-7,AB5236653,Pakistani,Multan,Pakistan,Germany,2020-08-22,Tourist,Business Meeting
فاطمہ خان,S/O Faisal Tarar,35202-5815124-9,AB4657810,Pakistani,Islamabad,Pakistan,UK,2016-01-21,Visit,Tourism
,S/O Bilal Gujjar,54000-3540061-4,AB3395191,Pakistani,Islamabad,Pakistan,France,2015-05-05,Business,Tourism
Fatima Rafiq,S/O Raja Rafiq,54000-8103845-8,AB8714517,Pakistani,Larkana,Pakistan,UK,2021-05-24,Student,Medical Treatment
Tahir Mirza,S/O Bushra Tarar,21301-8981337-8,AB5503196,Pakistani,Faisalabad,Pakistan,Turkey,2016-04-12,Student,Business Meeting
Usman Chaudhry,S/O Kamran Hashmi,44000-6488547-7,AB3312511,Pakistani,Nawabshah,Pakistan,Saudi Arabia,2018-10-04,Tourist,Medical Treatment
Usman Ahmed,S/O Nadia Abbasi,61101-6214457-2,AB9994684,Pakistani,Islamabad,Pakistan,UK,2023-09-14,Work,Tourism
Hussain Latif,S/O Zainab Ahmed,13302-5478026-4,AB2624341,Pakistani,Muzaffarabad,Pakistan,UK,2023-04-25,Work,Employment
Ahmed Aslam,S/O Baig Gondal,44000-3683920-3,AB8369872,Pakistani,Islamabad,Pakistan,Turkey,2021-10-01,Business,Education
Usman Zaidi,S/O Amna Malik,61101-8666056-8,AB6318607,Pakistani,Sialkot,Pakistan,Saudi Arabia,2021-08-24,Business,Medical Treatment
Sheikh Butt,S/O Ayesha Butt,61101-1728773-9,AB2980638,Pakistani,Islamabad,Pakistan,Canada,2017-09-09,Tourist,Tourism
Mohd Rafiq,S/O Ayesha Gondal,42101-2961473-9,AB1671325,Pakistani,Skardu,Pakistan,France,2019-06-15,Visit,Medical Treatment
Shoaib Sandhu,S/O Chaudhry Tarar,42101-5922537-9,AB8951313,Pakistani,Mirpur,Pakistan,Malaysia,2020-02-05,Tourist,Employment
Rukhsar Qureshi,S/O Imran Baig,42101-6123426-2,AB2517558,Pakistani,Gujranwala,Pakistan,France,2019-12-26,Business,Family Visit
Kamran Ahmed,S/O Baig Bukhari,44000-9993522-7,AB4517469,Pakistani,Chilas,Pakistan,Malaysia,2019-10-12,Work,Employment
Sidra Cheema,S/O Ayesha Abbasi,54000-1437804-1,AB8420934,Pakistani,Bahawalpur,Pakistan,China,2022-09-30,Tourist,Employment
Shoaib Gujjar,S/O Kashif Abbasi,13302-1631480-2,AB3414133,Pakistani,Sukkur,Pakistan,UK,2016-08-30,Student,Medical Treatment
Mohd Chattha,S/O Aamir Ali,44000-6547750-9,AB2397230,Pakistani,Rawalakot,Pakistan,France,2021-02-08,Work,Employment
Waseem Gilani,S/O Iqra Syed,,,Pakistani,Muzaffarabad,Pakistan,USA,2022-12-18,Student,Medical Treatment
Mohd Ali,S/O Ali Virk,13302-9905434-4,AB6133898,Pakistani,Quetta,Pakistan,UK,2023-08-28,Business,Tourism
,S/O Maryam Sandhu,21301-2742651-6,AB2402978,Pakistani,Mingora,Pakistan,Germany,2015-04-21,Visit,Medical Treatment
Syed Hameed,S/O Ibrahim Baig,35202-6189058-5,AB8405201,Pakistani,Gilgit,Pakistan,UAE,2023-10-24,Work,Medical Treatment
Kamran Gujjar,S/O Hassan Baig,13302-1847639-1,AB2021121,Pakistani,Lahore,Pakistan,Malaysia,2022-02-22,Student,Family Visit
Asif Chattha,S/O Hina Hashmi,21301-7691694-3,AB6718670,Pakistani,Islamabad,Pakistan,Germany,2016-09-21,Business,Family Visit
Shazia Baig,S/O Ali Qureshi,61101-2870435-9,AB7830285,Pakistani,Mardan,Pakistan,Turkey,2022-09-13,Work,Employment
Sana Jafri,S/O Maryam Gondal,54000-9104718-1,AB8905712,Pakistani,Islamabad,Pakistan,UK,2021-06-27,Business,Business Meeting
Rizwan Malik,S/O Sheikh Syed,61101-5639056-3,AB3409102,Pakistani,Islamabad,Pakistan,UK,2020-01-08,Work,Medical Treatment
Ahmed Ali,S/O Naeem Bhatti,13302-6809608-3,AB6215428,Pakistani,Sukkur,Pakistan,Canada,2022-06-20,Visit,Family Visit
,S/O Mohammad Hussain,42101-1966829-4,AB3783206,Pakistani,Mingora,Pakistan,Turkey,2018-12-11,Business,Education
علی حسین,S/O Iqra Hashmi,44000-9653852-6,AB3691524,Pakistani,Bannu,Pakistan,Germany,2022-11-20,Tourist,Family Visit
Sobia Karim,S/O عائشہ احمد,35202-4060284-3,AB9187823,Pakistani,Mingora,Pakistan,Canada,2016-08-23,Work,Tourism
زینب علی,S/O Naeem Ali,35202-4721674-2,AB3512865,Pakistani,Sukkur,Pakistan,China,2022-02-11,Visit,Business Meeting
Syed Tarar,S/O Usman Rana,,,Pakistani,Islamabad,Pakistan,Malaysia,2015-06-21,Student,Medical Treatment
Rabia Akhtar,S/O Iqra Rafiq,35202-7264587-9,AB3270111,Pakistani,Skardu,Pakistan,Turkey,2022-04-04,Work,Medical Treatment
Sidra Cheema,S/O Aamir Ansari,61101-8455510-3,AB6029180,Pakistani,Mardan,Pakistan,France,2017-10-08,Student,Employment
,S/O Kashif Rafiq,35202-5580445-2,AB1195175,Pakistani,Nawabshah,Pakistan,France,2023-09-27,Visit,Medical Treatment
Amna Gilani,S/O Ayesha Raza,35202-9838407-7,AB3381577,Pakistani,Islamabad,Pakistan,Turkey,2019-10-01,Business,Family Visit
Zainab Laif,S/O Ayesha Mirza,13302-1451391-6,AB9759189,Pakistani,Turbat,Pakistan,Saudi Arabia,2023-09-04,Student,Tourism
Ibrahim Hameed,S/O Kamran Hashmi,44000-5770101-7,AB5703086,Pakistani,Multan,Pakistan,UK,2016-02-07,Visit,Business Meeting
Ibrhaim Malik,S/O Aamir Chaudhry,54000-6591284-5,AB1364391,Pakistani,Sargodha,Pakistan,Saudi Arabia,2022-02-07,Tourist,Business Meeting
Mohd Latif,S/O Hussain Gilani,35202-3319594-5,AB1750864,Pakistani,Sialkot,Pakistan,USA,2021-09-10,Student,Tourism
Zainab Hashmi,S/O Muhammad Naqvi,44000-4316925-8,AB5054237,Pakistani,Kohat,Pakistan,UK,2015-02-24,Tourist,Education
Bushra Aslam,S/O Mohammad Karim,54000-1199459-6,AB8018189,Pakistani,Gujranwala,Pakistan,China,2019-04-20,Visit,Business Meeting
Mrza Chattha,S/O Sidra Karim,44000-2658893-3,AB4702661,Pakistani,Khuzdar,Pakistan,Malaysia,2019-12-04,Business,Medical Treatment
Sidra Zaidi,S/O Shoaib Bhatti,35202-2729778-9,AB2381780,Pakistani,Islamabad,Pakistan,Canada,2018-02-16,Business,Employment
Chaudhry Gilani,S/O Muhammad Akhtar,44000-7013004-2,AB7156562,Pakistani,Skardu,Pakistan,France,2016-06-12,Tourist,Business Meeting
Usman Akhtar,S/O Rabia Bhatti,61101-8608449-7,AB7119400,Pakistani,Islamabad,Pakistan,France,2022-06-14,Visit,Medical Treatment
Fatima Gujjar,S/O Ahmed Gujjar,21301-9951272-3,AB4537411,Pakistani,Gilgit,Pakistan,Saudi Arabia,2018-02-15,Tourist,Family Visit
نادیہ رضا,S/O Faisal Iqbal,54000-4323826-7,AB7033082,Pakistani,Islamabad,Pakistan,USA,2019-05-25,Visit,Tourism
Syd Tarar,S/O عائشہ احمد,35202-1982251-7,AB7735265,Pakistani,Gilgit,Pakistan,UK,2018-09-02,Visit,Business Meeting
Malik Bhatti,S/O Bilal Jafri,35202-1000896-6,AB8938162,Pakistani,Quetta,Pakistan,Germany,2019-02-23,Student,Medical Treatment
Syed Haeed,S/O Usman Rana,54000-6031728-8,,Pakistani,Sukkur,Pakistan,China,2021-10-21,Student,Education
Uzma Chattha,S/O Rabia Rafiq,35202-2534525-6,AB9733308,Pakistani,Chilas,Pakistan,France,2018-05-29,Tourist,Employment
Rizwan Malik,S/O Maryam Ansari,21301-5771981-8,AB3621121,Pakistani,Mirpurkhas,Pakistan,Malaysia,2017-05-17,Student,Education
Mehwish Taarar,S/O Waseem Raza,42101-3691366-6,AB3325838,Pakistani,Skardu,Pakistan,USA,2018-07-16,Work,Employment
ابراہیم ملک,S/O Rukhsar Bukhari,13302-2041906-8,AB6167962,Pakistani,Islamabad,Pakistan,UK,2023-03-13,Student,Business Meeting
Uzm Rana,S/O Sana Virk,54000-2036142-9,AB6822419,Pakistani,Gwadar,Pakistan,Germany,2016-11-27,Tourist,Education
Rabia Ali,S/O Hashmi Rizvi,44000-3140161-8,AB1797993,Pakistani,Faisalabad,Pakistan,USA,2022-02-02,Work,Employment
ابراہیم ملک,S/O Sheikh Khan,42101-5032251-6,AB3536836,Pakistani,Gilgit,Pakistan,China,2016-02-02,Tourist,Tourism
Nadia Karim,S/O Adnan Virk,54000-4370328-1,AB6947374,Pakistani,Mirpur,Pakistan,Saudi Arabia,2017-10-04,Student,Education
Tariq Latif,S/O Faisal Iqbal,42101-6122649-8,AB4207799,Pakistani,Abbottabad,Pakistan,Canada,2015-11-08,Work,Medical Treatment
Nadia Malik,S/O Omar Qureshi,21301-6497756-8,AB5024171,Pakistani,Rawalakot,Pakistan,France,2017-06-30,Visit,Business Meeting
Rizwan Sheikh,S/O Khalid Bukhari,44000-4864695-9,AB6517375,Pakistani,Khuzdar,Pakistan,Malaysia,2021-02-10,Work,Tourism
Raja Rafiq,S/O Rukhsar Rana,61101-6009888-7,AB6901177,Pakistani,Karachi,Pakistan,China,2018-11-16,Student,Business Meeting
Shazia Raza,S/O Kamran Gondal,35202-7275509-4,AB6288928,Pakistani,Gujranwala,Pakistan,UK,2016-03-20,Student,Employment
Mohd Chaudhry,S/O Rabia Chattha,54000-9000512-9,AB5501144,Pakistani,Islamabad,Pakistan,France,2016-09-17,Tourist,Business Meeting
Syed Malik,S/O مریم چودھری,44000-1527567-9,AB6016788,Pakistani,Gwadar,Pakistan,Canada,2018-11-21,Student,Family Visit
صنا ملک,S/O Iqra Abbasi,21301-3186162-5,AB5797012,Pakistani,Islamabad,Pakistan,Germany,2018-12-29,Student,Family Visit
Hina Zaidi,S/O Rabia Bhatti,13302-8095702-1,AB3187913,Pakistani,Islamabad,Pakistan,Turkey,2023-02-14,Student,Family Visit
Shazia Bukhari,S/O احمد خان,44000-3103442-9,AB4876285,Pakistani,Muzaffarabad,Pakistan,China,2017-11-17,Tourist,Education
Syed Hussain,S/O Imran Baig,21301-6213337-2,AB6112925,Pakistani,Rawalpindi,Pakistan,UAE,2022-02-06,Visit,Education
Usman Rafiq,S/O Omar Zaidi,61101-9506803-8,AB9226378,Pakistani,Skardu,Pakistan,Saudi Arabia,2021-07-31,Student,Family Visit
Saira Malik,S/O Usman Nawaz,61101-9100810-9,AB3465477,Pakistani,Islamabad,Pakistan,Turkey,2022-11-01,Business,Employment
Hamid Ansari,S/O Tahir Nawaz,21301-6785697-2,AB6001256,Pakistani,Quetta,Pakistan,USA,2016-05-11,Tourist,Business Meeting
Iqra Khan,S/O Aamir Tarar,35202-5242665-3,AB4855883,Pakistani,Gwadar,Pakistan,UK,2020-01-16,Visit,Education
Tahir Malik,S/O Ayesha Cheema,61101-4516499-6,AB3029666,Pakistani,Sargodha,Pakistan,Germany,2022-01-06,Tourist,Employment
Salman Virk,S/O Naveed Hussain,44000-4930731-4,,Pakistani,Rawalakot,Pakistan,UAE,2016-11-13,Business,Medical Treatment
Mohd Sheikh,S/O Zubair Abbasi,61101-1914322-3,AB6411381,Pakistani,Skardu,Pakistan,UK,2023-09-15,Student,Medical Treatment
Sana Rizvi,S/O Sheikh Hussain,54000-1813885-9,AB4781316,Pakistani,Gilgit,Pakistan,USA,2018-08-05,Student,Education
Zainab Karim,S/O Kamran Sheikh,13302-5186332-1,AB7408134,Pakistani,Quetta,Pakistan,Turkey,2021-10-12,Student,Employment
Mehwish Hussain,S/O Qureshi Rizvi,42101-3906336-2,AB5740299,Pakistani,Gwadar,Pakistan,France,2016-12-05,Work,Family Visit
Fatima Rana,S/O Ayesha Akhtar,21301-9642470-5,AB9777660,Pakistani,Rawalakot,Pakistan,Turkey,2020-04-25,Business,Employment
Sajid Bhatti,S/O Ibrahim Nawaz,35202-1928321-4,AB2122884,Pakistani,Gwadar,Pakistan,Canada,2018-11-13,Business,Employment
Iqra Raja,S/O Ali Mirza,13302-9734649-6,AB5474366,Pakistani,Bannu,Pakistan,Malaysia,2019-04-26,Work,Tourism
Rabia Hussain,S/O Hassan Baig,42101-6312637-1,AB4865796,Pakistani,Rawalakot,Pakistan,UAE,2017-08-16,Business,Family Visit
Mohd Latif,S/O Qureshi Raza,61101-3586645-6,AB6427465,Pakistani,Peshawar,Pakistan,Saudi Arabia,2019-11-21,Tourist,Education
,S/O Sidra Baig,61101-6830566-6,AB6493726,Pakistani,Mirpurkhas,Pakistan,Canada,2021-09-20,Tourist,Medical Treatment
Asif Gondal,S/O Imran Aslam,61101-9352857-1,AB1244299,Pakistani,Hyderabad,Pakistan,Canada,2023-12-25,Student,Tourism
Ali Bukhari,S/O نادیہ رضا,21301-1057864-4,AB2250429,Pakistani,Kohat,Pakistan,Germany,2015-10-17,Student,Business Meeting
Malik Naqvi,S/O Sidra Hussain,61101-2066122-4,AB9044023,Pakistani,Skardu,Pakistan,Canada,2016-10-11,Work,Employment
Maryam Hameed,S/O Mohammad Khan,61101-4286239-8,AB9594801,Pakistani,Khuzdar,Pakistan,France,2021-09-28,Work,Tourism
Mehwish Tarar,S/O Arif Bhatti,,AB1547983,Pakistani,Peshawar,Pakistan,Canada,2023-11-22,Student,Education
Qureshi Latif,S/O Ahmed Malik,13302-2571483-5,AB8657147,Pakistani,Skardu,Pakistan,Saudi Arabia,2015-05-09,Business,Family Visit
Arif Gondal,S/O Ahmed Sandhu,13302-8755747-2,AB4289073,Pakistani,Mirpurkhas,Pakistan,Turkey,2015-12-28,Work,Employment
Mohammad Latif,S/O Qureshi Rizvi,35202-9615233-2,AB7395693,Pakistani,Rawalakot,Pakistan,Saudi Arabia,2022-04-21,Business,Tourism
Rukhsar Nawaz,S/O Ali Gujjar,61101-2236713-3,AB9930242,Pakistani,Bahawalpur,Pakistan,UAE,2020-04-02,Visit,Medical Treatment
Zubair Sheikh,S/O Bilal Chaudhry,54000-2149627-9,AB5721701,Pakistani,Gujranwala,Pakistan,UK,2016-01-12,Student,Business Meeting
Shoaib Abbasi,S/O Khalid Malik,13302-9308858-5,AB3156958,Pakistani,Bahawalpur,Pakistan,Saudi Arabia,2020-12-21,Tourist,Family Visit
Arif Latif,S/O Baig Karim,61101-7765272-8,AB4664364,Pakistani,Skardu,Pakistan,France,2022-02-23,Tourist,Employment
Rizwan Qureshi,S/O Uzma Chattha,13302-8653803-2,AB5861318,Pakistani,Islamabad,Pakistan,China,2016-12-23,Work,Tourism
Usman Malik,S/O Saira Qureshi,42101-4713173-5,AB7557074,Pakistani,Islamabad,Pakistan,USA,2021-09-05,Tourist,Education
Imran Syed,S/O Hussain Tarar,35202-8151286-1,AB9815776,Pakistani,Skardu,Pakistan,USA,2016-10-04,Tourist,Business Meeting
Moh Rafiq,S/O Sajid Rafiq,,AB3825935,Pakistani,Bahawalpur,Pakistan,France,2019-11-02,Student,Business Meeting
Hina Butt,S/O Hassan Hussain,54000-8115841-8,AB7045573,Pakistani,Islamabad,Pakistan,China,2021-12-25,Tourist,Tourism
Hussain Gilani,S/O Ali Rana,13302-1791274-6,AB9201624,Pakistani,Mardan,Pakistan,USA,2017-04-23,Student,Medical Treatment
Asif Aslam,S/O Tariq Naqvi,61101-4876526-8,AB1235856,Pakistani,Multan,Pakistan,Saudi Arabia,2018-12-06,Student,Business Meeting
Ahmed Raja,S/O Noor Raja,44000-8722609-1,AB1942298,Pakistani,Hub,Pakistan,Canada,2019-09-19,Student,Medical Treatment
Sheikh Sandhu,S/O Zainab Virk,54000-5285853-9,,Pakistani,Islamabad,Pakistan,Saudi Arabia,2018-05-25,Work,Education
Asif Hussain,S/O Kamran Ahmed,54000-4103640-9,AB9496886,Pakistani,Larkana,Pakistan,UAE,2020-03-16,Visit,Business Meeting
Mohd Latif,S/O Hassan Jafri,21301-2592747-4,AB6610804,Pakistani,Quetta,Pakistan,Canada,2016-09-08,Business,Family Visit
Zainab Mirza,S/O Omar Chaudhry,13302-9504541-6,AB5607939,Pakistani,Mirpur,Pakistan,USA,2019-10-18,Work,Medical Treatment
Amna Virk,S/O زینب علی,,AB4195435,Pakistani,Bahawalpur,Pakistan,UAE,2021-01-04,Business,Medical Treatment
Waseem Khan,S/O Hina Aslam,61101-7223814-5,AB3896472,Pakistani,Islamabad,Pakistan,UAE,2018-07-10,Tourist,Education
Sheikh Ansari,S/O Mohammad Raja,44000-2720320-2,AB2395033,Pakistani,Mirpur,Pakistan,Turkey,2022-12-21,Work,Employment
Uzma Jafri,S/O Ibrahim Nawaz,,AB6967047,Pakistani,Faisalabad,Pakistan,Germany,2018-11-26,Student,Medical Treatment
Rukhsar Gondal,S/O Naeem Baig,42101-4806349-8,AB5299082,Pakistani,Nawabshah,Pakistan,Turkey,2019-12-17,Student,Business Meeting
Muhammad Gondal,S/O Faisal Gondal,13302-9674986-7,AB6774505,Pakistani,Hub,Pakistan,Turkey,2016-03-10,Tourist,Tourism
Sana Jafri,S/O Fatima Karim,35202-1280618-9,AB9330737,Pakistani,Sukkur,Pakistan,Malaysia,2019-02-15,Business,Family Visit
Kashif Rizvi,S/O Imran Rafiq,21301-8375955-9,AB7113113,Pakistani,Rawalakot,Pakistan,China,2022-01-14,Tourist,Business Meeting
Bilal Bhatti,S/O Shazia Syed,42101-6406324-1,AB8165029,Pakistani,Nawabshah,Pakistan,UK,2022-11-14,Student,Employment
Uzma Bukhari,S/O Uzma Sandhu,61101-9055771-3,AB5858796,Pakistani,Mirpur,Pakistan,Turkey,2023-03-25,Student,Business Meeting
Imran Butt,S/O Nadia Chattha,54000-8439666-5,AB2025483,Pakistani,Multan,Pakistan,Germany,2015-03-26,Business,Business Meeting
Rizwan Virk,S/O Uzma Nawaz,21301-9764021-9,AB6974529,Pakistani,Mirpur,Pakistan,Canada,2023-05-28,Tourist,Tourism
Asma Mlik,,35202-3481234-3,AB3920202,Pakistani,Quetta,Pakistan,UAE,2023-10-25,Work,Education
Bushra Abbasi,S/O Saira Ansari,13302-4142256-8,AB4824513,Pakistani,Rawalakot,Pakistan,Canada,2022-12-12,Business,Employment
Kashif Nawaz,S/O زینب علی,21301-2061726-3,AB5522806,Pakistani,Khuzdar,Pakistan,Malaysia,2016-05-27,Business,Education
Mohammad Tarar,S/O Khalid Qureshi,13302-5648091-9,AB5152681,Pakistani,Mirpurkhas,Pakistan,China,2018-06-02,Visit,Tourism
Mehwish Hashmi,S/O Shazia Akhtar,13302-8979708-6,AB6709008,Pakistani,Peshawar,Pakistan,Saudi Arabia,2015-08-24,Student,Education
Uzma Sandhu,S/O Iqra Butt,13302-8869378-5,AB6637503,Pakistani,Rawalpindi,Pakistan,Germany,2023-05-17,Student,Employment
Nadia aHshmi,S/O Ibrahim Gondal,61101-9256986-8,AB2542170,Pakistani,Turbat,Pakistan,Germany,2017-04-09,Business,Employment
,S/O Tahir Rizvi,44000-6352982-3,AB6760497,Pakistani,Rawalakot,Pakistan,France,2016-09-08,Work,Medical Treatment
,S/O Ali Gujjar,61101-2236713-3,AB3811867,Pakistani,Bahawalpur,Pakistan,UK,2021-11-21,Business,Education
Zubair Sheikh,S/O Syed Hameed,13302-9073341-3,AB1403019,Pakistani,Sialkot,Pakistan,China,2020-07-31,Work,Family Visit
Bilal Raja,S/O Nadia Zaidi,13302-3348331-7,AB7909141,Pakistani,Multan,Pakistan,Saudi Arabia,2019-09-27,Student,Business Meeting
Arif Gujjar,S/O Naeem Syed,42101-4639503-1,AB8638479,Pakistani,Hub,Pakistan,Saudi Arabia,2020-11-04,Work,Family Visit
Hashmi Bukhari,S/O Chaudhry Butt,44000-5242633-2,AB4256838,Pakistani,Mingora,Pakistan,France,2020-02-23,Visit,Medical Treatment
