canonical_name,father_name,cnic,owner_number,province,city,society_name,property_type,plot_house_no,area,purchase_year,ownership_status,market_value,phone
Hamid Hussain,S/O Tariq Aslam,,03321495353,Punjab,Multan,G-9,Residential Plot,956,90 Sq.Ft,2018,Mortgaged,118239840.0,0332-1495353
Hashmi Ltaif,S/O Khalid Chaudhry,42101-2756415-7,03125250521,Sindh,Sukkur,Clifton,Residential Plot,214,99 Marla,2007,Mortgaged,319282530.0,0313-3338618
,S/O S/O Asma Aslam,13302-1615675-8,03469633492,Punjab,Sialkot,Gulshan-e-Iqbal,Residential Plot,520,59 Kanal,2007,Owned,14960470.0,0346-9633492
Sana Bhatti,S/O Zainab Hussain,21301-4117533-4,03132178164,Balochistan,Gwadar,Askari,Residential Plot,323,32 Marla,2013,Rented,18786720.0,0313-2178164
Malik Latif,S/O Zubair Syed,42101-8452417-5,03039959220,Azad Kashmir,Mirpur,Gulberg,Apartment,933,64 Kanal,2000,Sold,78107510.0,0303-9959220
Zubair Rana,S/O Hussain Hameed,54000-2589937-4,03219842464,ICT,Islamabad,F-10,House,586,44 Kanal,2001,Sold,53706720.0,0300-5193490
Zubair Tarar,S/O Zainab Virk,42101-3499028-1,03001075153,ICT,Islamabad,I-8,House,10,33 Sq.Ft,2001,Owned,126980530.0,0321-5391265
Rizwan Aslam,S/O محمد احمد,35202-9707327-7,03215014329,ICT,Islamabad,Scheme 33,Residential Plot,153,88 Sq.Ft,2003,Mortgaged,57558870.0,0321-5014329
Baig Raja,S/O Bushra Iqbal,54000-4592093-5,03008747697,KPK,Abbottabad,E-11,House,13,41 Kanal,1997,,36061510.0,0300-8747697
Hamid Ansari,S/O Tahir Nawaz,21301-6785697-2,03025034641,KPK,Bannu,Scheme 33,Apartment,131,24 Sq.Ft,2012,Owned,202360370.0,0345-8206971
Kamran Rafiq,S/O Syed Ali,,,Gilgit-Baltistan,Gilgit,Clifton,Apartment,685,36 Sq.Ft,1995,Mortgaged,4252800.0,0345-5163555
Salman Chaudhry,S/O Ali Syed,42101-5908190-3,03137460191,KPK,Abbottabad,I-8,Residential Plot,163,60 Sq.Ft,1996,Mortgaged,17856800.0,0313-7460191
Imran Jafri,S/O Asif Nawaz,61101-5279932-3,03018707092,ICT,Islamabad,Johar Town,Apartment,50,78 Sq.Ft,2000,Owned,353587450.0,0301-8707092
Sheikh Hashmi,,54000-1434120-9,03321288427,KPK,Peshawar,Defence,House,5,84 Marla,2010,Sold,35391280.0,0332-1288427
Ahmed Ali,S/O Faisal Tarar,42101-9356059-3,03333369785,Punjab,Bahawalpur,I-8,Apartment,635,36 Kanal,2006,Rented,51442150.0,0333-3369785
Shazia Qureshi,S/O Rabia Virk,42101-5736017-3,03018853827,Azad Kashmir,Rawalakot,DHA,House,605,40 Marla,2023,Mortgaged,328032020.0,0301-8853827
Hashmi Iqbal,S/O Sheikh Qureshi,54000-1299553-2,03016296223,ICT,Islamabad,Gulshan-e-Iqbal,Residential Plot,840,60 Kanal,2002,Rented,496837300.0,0301-6296223
Ahmed Gujjar,S/O Hashmi Sheikh,61101-9864166-2,03031938110,KPK,Mardan,Bahria Town,House,590,70 Kanal,2008,Mortgaged,145269310.0,0303-1938110
Amna Rana,S/O Sheikh Abbasi,21301-3022230-4,03125492282,ICT,Islamabad,Cantt,Apartment,252,16 Sq.Ft,2019,Owned,8572070.0,0312-5492282
Aamir Raja,S/O Syed Aslam,13302-3332169-7,03461720280,ICT,Islamabad,E-11,House,674,97 Marla,2003,Mortgaged,23950750.0,0346-1720280
Kamran Hameed,S/O Mirza Nawaz,61101-3670819-1,03328942696,Azad Kashmir,Rawalakot,Cantt,House,633,94 Marla,2022,Rented,203689220.0,0332-8942696
Bilal Sandhu,S/O علی حسین,13302-7176177-9,03328457880,ICT,Islamabad,Johar Town,Residential Plot,714,90 Sq.Ft,2016,Owned,75277810.0,0333-2975297
Hashmi Nawaz,S/O نادیہ رضا,61101-4189520-6,03332000745,Gilgit-Baltistan,Gilgit,Cantt,Residential Plot,72,33 Sq.Ft,2019,Owned,268128500.0,0333-2000745
Rukhsar Rana,S/O Hussain Virk,13302-9944877-6,03027282599,Gilgit-Baltistan,Gilgit,Model Town,Residential Plot,568,64 Sq.Ft,1998,Mortgaged,180902420.0,0302-7282599
Iqra Virk,S/O Salman Naqvi,42101-1583606-8,03113991528,Gilgit-Baltistan,Skardu,DHA,Apartment,683,22 Sq.Ft,2012,Sold,56238400.0,0311-3991528
عائشہ احمد,S/O Salman Malik,44000-9979905-5,03315212260,Sindh,Larkana,E-11,Apartment,748,91 Marla,2011,Owned,58891360.0,0331-5212260
عائشہ احمد,S/O S/O Fatima Butt,13302-3286742-6,03111153219,KPK,Mingora,Scheme 33,House,672,86 Kanal,2001,Sold,8347550.0,0311-1153219
Kamran Raja,S/O Kashif Syed,21301-3986032-9,03223094467,KPK,Bannu,G-9,Apartment,831,61 Kanal,2007,Owned,58686010.0,0322-3094467
Waseem Raja,S/O Shazia Jafri,35202-7452198-3,03455388337,KPK,Mingora,Gulshan-e-Iqbal,Apartment,749,52 Marla,2015,,12832350.0,0345-5388337
Uzma Rafiq,S/O Fatima Hameed,44000-5664879-2,03328301537,Azad Kashmir,Mirpur,Cantt,Apartment,374,76 Sq.Ft,1998,Mortgaged,2761086420.0,0332-8301537
Kashif Malik,S/O عمر شیخ,,03316689087,Gilgit-Baltistan,Skardu,Bahria Town,Residential Plot,159,37 Marla,1995,Mortgaged,131719030.0,0331-6689087
Muhammad Syed,S/O Rizwan Sandhu,54000-5788942-8,03122947653,ICT,Islamabad,Bahria Town,Apartment,541,37 Sq.Ft,2020,Mortgaged,32888900.0,0312-2947653
Uzma Zaidi,S/O Omar Chaudhry,61101-2095646-7,03032416860,Punjab,Faisalabad,Johar Town,House,623,78 Marla,2003,Rented,0.0,0303-2416860
عائشہ احمد,S/O Bushra Aslam,35202-7289874-9,03033395659,Balochistan,Hub,Model Town,House,711,100 Sq.Ft,2011,Owned,0.0,0312-6135441
Kashif Gilani,S/O Ayesha Iqbal,35202-5586300-3,03451954560,Balochistan,Hub,DHA,Residential Plot,820,26 Sq.Ft,2007,Sold,138768560.0,0345-1954560
Bilal Chattha,S/O Asif Butt,35202-1871707-7,03319213416,Balochistan,Gwadar,Johar Town,Residential Plot,164,100 Sq.Ft,2014,Mortgaged,94502310.0,
Ibrahim Malik,S/O Khalid Ahmed,35202-6779299-5,03462546566,Gilgit-Baltistan,Gilgit,Scheme 33,Residential Plot,309,53 Kanal,2003,Sold,98200250.0,0311-2526016
Adnan Sandhu,S/O Ali Aslam,44000-1406123-5,03468419054,Sindh,Larkana,Gulberg,Apartment,460,14 Kanal,2022,Sold,813847730.0,0346-8419054
Asif Raja,S/O Shazia Bukhari,44000-7628072-7,03126425211,Balochistan,Turbat,Cavalry Ground,Residential Plot,506,62 Kanal,2010,Owned,103094580.0,0312-6425211
Asif Gondal,S/O Faisal Bhatti,61101-1864361-4,03011023487,Gilgit-Baltistan,Chilas,I-8,Residential Plot,507,32 Marla,1995,Rented,837475570.0,0301-1023487
Mirza Quresi,S/O Adnan Ahmed,35202-4261477-4,03332473857,Punjab,Sialkot,Clifton,Apartment,88,89 Marla,2011,Owned,15622770.0,0333-2473857
محمد احمد,S/O Hamid Mirza,,03219853509,Sindh,Nawabshah,DHA,Residential Plot,625,76 Sq.Ft,2022,Owned,72556480.0,0321-9853509
Rabia Ahmed,S/O Naeem Cheema,21301-5473122-1,03127337385,Gilgit-Baltistan,Chilas,DHA,House,361,25 Kanal,2016,Rented,323605290.0,0312-7337385
,S/O Omar Sandhu,42101-7482885-6,03214444176,Sindh,Larkana,Township,House,632,32 Marla,2000,Owned,22308220.0,0321-4444176
Sheikh Sheikh,,54000-5252431-7,03452719405,Balochistan,Quetta,Bahria Town,Apartment,104,4 Marla,2008,Owned,34971090.0,0345-2719405
Amna Virk,S/O زینب علی,21301-5891820-5,03025154550,Punjab,Bahawalpur,Johar Town,Apartment,199,87 Marla,2001,Rented,37778260.0,0302-5154550
Sobia Raja,S/O Shoaib Sheikh,44000-1513994-2,03124308012,Gilgit-Baltistan,Chilas,F-10,Apartment,978,75 Sq.Ft,2018,Sold,126800870.0,0312-4308012
Raja Butt,S/O محمد احمد,35202-1341202-3,03038434123,ICT,Islamabad,Bahria Town,Apartment,626,47 Marla,2002,Mortgaged,182221020.0,0303-8434123
Noor Rizvi,S/O Sobia Chaudhry,21301-5018852-5,03461579978,Sindh,Karachi,Clifton,House,944,73 Marla,1997,Sold,273465850.0,0346-1579978
Iqra Aslam,S/O Mirza Abbasi,61101-4783105-7,03456027078,Balochistan,Khuzdar,North Nazimabad,Agricultural Land,70,48 Marla,2020,Mortgaged,848386040.0,0345-6027078
Asma Ali,S/O Khalid Gilani,42101-4566699-5,03112342454,Balochistan,Gwadar,Johar Town,Residential Plot,741,7 Sq.Ft,2022,Mortgaged,58624730.0,0311-2342454
Ahmed Akhtar,S/O Shazia Ansari,35202-6417440-6,03211549194,KPK,Abbottabad,Johar Town,Residential Plot,2,99 Kanal,2004,Rented,474537940.0,0321-1549194
,S/O S/O Hassan Sandhu,13302-1113671-1,03019888098,Gilgit-Baltistan,Skardu,Model Town,Residential Plot,309,64 Sq.Ft,2008,Rented,16936310.0,0301-9888098
Hassan Zaidi,S/O S/O Baig Hameed,35202-7632115-2,03039469478,Azad Kashmir,Muzaffarabad,Scheme 33,Apartment,335,10 Marla,2005,Rented,60749900.0,0303-9469478
Rizwan Bukhari,S/O Asif Malik,54000-5015464-6,03128546391,ICT,Islamabad,Cavalry Ground,Residential Plot,554,92 Marla,2003,Sold,343144550.0,0312-8546391
Ibrahim Gondal,S/O Qureshi Sheikh,54000-9915844-4,03311496862,ICT,Islamabad,I-8,Apartment,204,74 Kanal,2002,Mortgaged,55652100.0,0331-1496862
Noor Rafiq,S/O Amna Baig,44000-1919930-8,03215551796,Punjab,Bahawalpur,PAF Colony,Apartment,25,26 Sq.Ft,1995,Sold,171655090.0,0321-5551796
Bushra Qureshi,S/O Hassan Ali,61101-1836840-7,03312580209,Punjab,Sargodha,E-11,House,171,77 Marla,2004,Mortgaged,100856010.0,0331-2580209
Mohammad Rana,S/O Rabia Rizvi,21301-1097123-1,03028741067,Balochistan,Quetta,F-10,Residential Plot,772,85 Sq.Ft,2021,Owned,204954120.0,0302-8741067
Naveed Chaudhry,S/O Ahmed Latif,13302-6060547-8,03117637030,KPK,Kohat,G-9,Apartment,934,32 Kanal,2008,Sold,473024130.0,0322-6919974
,S/O Usman Malik,42101-1191370-7,03038430216,Sindh,Karachi,Johar Town,House,562,32 Sq.Ft,2012,Rented,72528690.0,0303-8430216
Uzma Chaudhry,S/O احمد خان,42101-8769951-2,03221842079,Punjab,Faisalabad,E-11,House,537,62 Sq.Ft,2015,Mortgaged,15243160.0,0322-1842079
Naveed Cheema,S/O Mehwish Akhtar,,03466288963,ICT,Islamabad,Johar Town,House,793,91 Kanal,2002,Rented,10323050.0,0346-6288963
Saira Rafiq,S/O Salman Hashmi,54000-8503228-7,03221441057,Punjab,Sargodha,Cavalry Ground,Apartment,806,18 Marla,2007,Mortgaged,67878200.0,0322-1441057
Hina Nawaz,S/O Muhammad Bukhari,54000-6175674-7,03214580053,Sindh,Karachi,I-8,House,361,67 Sq.Ft,2018,Mortgaged,272325210.0,0321-4580053
Amna Hashmi,S/O Kamran Jafri,61101-9532750-9,03123615179,Azad Kashmir,Mirpur,Cantt,Apartment,733,33 Kanal,2001,Mortgaged,291322000.0,0312-3615179
Maryam Ahmed,S/O علی حسین,42101-9381798-7,03129789295,Balochistan,Khuzdar,G-9,Residential Plot,419,62 Sq.Ft,2021,Sold,218362880.0,0312-9789295
Bilal Ahmed,S/O Malik Baig,61101-8889458-7,03454278016,ICT,Islamabad,I-8,House,729,87 Sq.Ft,2018,Sold,75957760.0,0345-4278016
Asif Rafiq,S/O Faisal Syed,13302-8534286-3,03322557530,Punjab,Lahore,Cantt,Apartment,236,33 Sq.Ft,2004,Mortgaged,82616180.0,0332-2557530
Waseem Gujjar,S/O Ayesha Ahmed,54000-3128792-7,03217702519,ICT,Islamabad,Askari,Apartment,584,38 Kanal,2014,Sold,27262600.0,0321-7702519
Mehwish Virk,,61101-2104043-2,03118809645,ICT,Islamabad,Cantt,House,381,83 Kanal,2016,Owned,63637860.0,0311-8809645
Amna Hussain,S/O Rukhsar Jafri,21301-5111559-4,03036198557,ICT,Islamabad,Johar Town,Agricultural Land,349,8 Kanal,2010,Rented,429597400.0,0303-6198557
,S/O Ayesha Jafri,35202-3411226-4,03131285020,ICT,Islamabad,Saddar,Apartment,921,69 Marla,2014,Owned,10113390.0,0313-1285020
Khalid Iqbal,S/O Sheikh Abbasi,13302-9999150-9,03325242695,Balochistan,Hub,Defence,Apartment,520,93 Marla,2000,Owned,10066770.0,0332-5242695
Sajid Jafri,S/O Asif Tarar,54000-9470365-8,03122591536,Azad Kashmir,Muzaffarabad,Cantt,Residential Plot,744,34 Kanal,2016,Mortgaged,123619770.0,0312-2591536
Uzma Zaidi,S/O Omar Chaudhry,61101-2095646-7,03032416860,Punjab,Faisalabad,Township,Commercial Plot,465,37 Marla,2010,Sold,1002537080.0,0303-2416860
Muhammad Baig,S/O Sheikh Hameed,21301-7902725-3,03122608107,KPK,Abbottabad,Township,House,564,45 Sq.Ft,1996,Mortgaged,72229270.0,0312-2608107
Naeem Chaudhry,S/O Naeem Hashmi,61101-1055548-5,03312864098,Punjab,Bahawalpur,Scheme 33,Residential Plot,49,26 Kanal,2012,Sold,140830890.0,0300-2066412
Amna Ansari,S/O Chaudhry Gilani,61101-1728065-7,03221680765,Balochistan,Gwadar,Cavalry Ground,Residential Plot,767,39 Kanal,2006,Mortgaged,235301120.0,0322-1680765
Omar Rafiq,S/O Saira Mirza,44000-3859854-4,03212991625,Balochistan,Gwadar,Gulshan-e-Iqbal,Residential Plot,803,36 Kanal,2017,Owned,28140560.0,0321-2991625
Sana Sheikh,S/O Asma Zaidi,35202-8108462-6,03018920040,Balochistan,Gwadar,Clifton,House,22,100 Marla,1997,Owned,21012010.0,0301-8920040
Raja Virk,S/O Kamran Bukhari,21301-7467175-5,03034694570,Punjab,Gujranwala,Gulberg,Residential Plot,900,31 Kanal,2012,Rented,16386550.0,0303-4694570
Mirza Hashmi,S/O Khalid Jafri,54000-3386832-5,03318337083,Gilgit-Baltistan,Skardu,I-8,Apartment,419,43 Marla,1997,Sold,35897510.0,0331-8337083
Naveed Chaudhry,S/O Ahmed Qureshi,42101-3190940-9,03002103152,KPK,Mingora,Clifton,Apartment,548,42 Kanal,2009,Rented,66437400.0,0300-2103152
Arif Hameed,S/O Amna Latif,13302-5233054-5,03124055213,Azad Kashmir,Muzaffarabad,Saddar,Apartment,932,24 Kanal,2022,Mortgaged,38149180.0,0312-4055213
Mirza Rizvi,S/O Amna Ansari,35202-2099098-5,03119554791,KPK,Mardan,Bahria Town,House,814,13 Kanal,1998,Owned,99105990.0,0301-2330676
Imran Rizvi,S/O Omar Raza,21301-2304723-4,03339454220,ICT,Islamabad,Clifton,Apartment,752,66 Marla,2007,Rented,37299370.0,0311-7442149
Sajid Gilani,S/O Hassan Raza,13302-6021304-4,03221580404,ICT,Islamabad,Township,Apartment,925,74 Sq.Ft,2013,Rented,92414640.0,0322-1580404
Naveed Gujjar,S/O Ali Raza,54000-6423060-8,03005377947,Azad Kashmir,Muzaffarabad,Gulshan-e-Iqbal,Residential Plot,853,100 Marla,2018,Sold,30005380.0,0300-5377947
Mehwish Zaidi,S/O Faisal Abbasi,44000-7893913-7,03009318150,Gilgit-Baltistan,Skardu,DHA,Residential Plot,94,16 Kanal,2000,Rented,38954890.0,0333-8512880
Sheikh Ali,S/O Hussain Sheikh,54000-8459558-3,03003142127,Azad Kashmir,Rawalakot,Bahria Town,Residential Plot,156,64 Marla,2014,Rented,11574510.0,0300-3142127
Faisal Mirza,S/O Chaudhry Aslam,42101-5878667-9,03466930723,Balochistan,Khuzdar,G-9,Apartment,758,32 Marla,2023,Owned,16654390.0,0346-6930723
Arif Iqbal,S/O Sajid Cheema,61101-3951804-5,03137144113,KPK,Peshawar,Model Town,House,971,5 Kanal,2012,Sold,9623070.0,0313-7144113
Raja Sheikh,S/O Khalid Naqvi,13302-9861210-3,03328137510,KPK,Abbottabad,Johar Town,Residential Plot,902,14 Marla,2008,Mortgaged,39200440.0,0332-8137510
Shoaib Gilani,S/O Rizwan Abbasi,44000-7845748-8,03138559668,Sindh,Nawabshah,Cavalry Ground,Apartment,874,81 Kanal,2011,Mortgaged,80998420.0,0313-8559668
Ibrahim Malik,S/O Hamid Syed,21301-6932416-9,03136728280,Balochistan,Khuzdar,Gulberg,Apartment,498,3 Sq.Ft,2004,Rented,228350620.0,
Bushra Syed,S/O Naeem Chattha,61101-9399308-7,03002371667,Azad Kashmir,Muzaffarabad,Township,House,141,22 Kanal,1995,Owned,82214230.0,0345-6637647
Asma Bhatti,S/O Sajid Zaidi,,03022442898,Gilgit-Baltistan,Skardu,G-9,Apartment,611,76 Marla,2000,Mortgaged,40316190.0,0302-2442898
Aamir Hussain,S/O Aamir Gilani,42101-6202807-5,03028231916,Gilgit-Baltistan,Chilas,G-9,Apartment,262,78 Kanal,1996,Mortgaged,20426180.0,0302-8231916
Fatima Hussain,S/O Hamid Sheikh,44000-7403910-4,03339150035,ICT,Islamabad,Johar Town,Residential Plot,429,20 Kanal,2022,Sold,68597010.0,0333-9150035
Aamir Baig,S/O Adnan Sheikh,61101-7663542-1,03453408395,KPK,Mingora,PAF Colony,Apartment,345,41 Kanal,2022,Rented,26472490.0,0345-3408395
Sajid Zaidi,S/O علی حسین,42101-7610835-3,03123131111,Sindh,Larkana,G-9,Residential Plot,604,28 Marla,2015,Rented,45958210.0,0312-3131111
Mohammad Aslam,,13302-9054196-8,03029782090,Punjab,Lahore,Defence,House,666,58 Marla,2008,Sold,67246240.0,0302-9782090
Chaudhry Gilani,S/O Muhammad Sandhu,54000-1553774-8,03451658042,Gilgit-Baltistan,Skardu,DHA,House,793,54 Marla,2014,Rented,862910920.0,0345-1658042
Hina Sheikh,S/O محمد احمد,42101-6542664-2,03324494439,Sindh,Hyderabad,PAF Colony,Residential Plot,830,76 Kanal,2013,Mortgaged,266530880.0,
Tahir Sandhu,S/O Ibrahim Bukhari,61101-9087816-8,03121560020,ICT,Islamabad,Defence,Apartment,389,19 Sq.Ft,2019,Rented,21893560.0,0312-1560020
Shoaib Cheema,S/O Sajid Baig,21301-9297407-4,03039222089,Azad Kashmir,Mirpur,F-10,Residential Plot,420,79 Marla,2015,Sold,155208060.0,0303-9222089
Ibrahim Gondal,S/O Adnan Akhtar,42101-4083390-1,03122224168,KPK,Mardan,Gulshan-e-Iqbal,Apartment,194,6 Marla,2003,Rented,11772690.0,0312-2224168
Shoaib Gilani,S/O Zainab Nawaz,42101-4382050-5,03132999301,Gilgit-Baltistan,Skardu,North Nazimabad,Residential Plot,115,65 Marla,2012,Mortgaged,141998970.0,0313-2999301
Sana Gilani,S/O Usman Gondal,13302-9557535-6,03013874564,Sindh,Sukkur,Johar Town,Apartment,474,13 Kanal,2020,Sold,35845230.0,0300-8667844
Naeem Sandhu,S/O Khalid Akhtar,42101-2624230-1,03135165284,Balochistan,Gwadar,DHA,Residential Plot,712,73 Sq.Ft,2006,Mortgaged,13645910.0,0313-5165284
Hussain Ali,S/O Tahir Abbasi,44000-2203724-4,03329377149,KPK,Kohat,Cantt,House,685,34 Kanal,2004,Mortgaged,35379520.0,0332-9377149
Baig Naqvi,S/O Chaudhry Virk,42101-7843602-1,03314146566,Balochistan,Hub,Cantt,Residential Plot,567,28 Kanal,1997,Sold,89707600.0,0331-4146566
Bushra Butt,S/O Mehwish Iqbal,21301-2229774-2,03126595177,Gilgit-Baltistan,Gilgit,Gulshan-e-Iqbal,Apartment,736,29 Marla,2011,Owned,119160310.0,0346-5193224
Waseem Iqbal,S/O Shoaib Virk,21301-1866050-4,03134401589,Gilgit-Baltistan,Gilgit,DHA,Residential Plot,988,52 Kanal,2022,Owned,27592050.0,0313-4401589
Mehwish Raja,S/O Iqra Cheema,44000-6546744-4,03013386328,Sindh,Mirpurkhas,Model Town,House,469,73 Kanal,2019,Mortgaged,25138900.0,0301-3386328
,S/O Ayesha Zaidi,21301-9042031-3,03334262883,Punjab,Rawalpindi,Gulberg,Commercial Building,53,96 Sq.Ft,2011,Rented,418846020.0,0333-4262883
Ali Iqbal,S/O Zubair Chaudhry,21301-9339122-2,03228382607,ICT,Islamabad,Gulshan-e-Iqbal,Apartment,615,99 Sq.Ft,2021,Mortgaged,67528870.0,0322-8382607
Usman Bhatti,S/O Raja Hameed,44000-3945917-5,03002514763,Gilgit-Baltistan,Skardu,G-9,Apartment,83,21 Kanal,2022,Mortgaged,78531740.0,0300-2514763
Arif Ansari,S/O Sidra Sandhu,21301-8656484-4,03316090854,Azad Kashmir,Mirpur,DHA,Residential Plot,195,69 Kanal,2007,Sold,217175490.0,0331-6090854
Aamir Gilani,S/O Shoaib Raza,35202-8614000-6,03117311795,Gilgit-Baltistan,Gilgit,E-11,Apartment,695,100 Marla,2009,Rented,29070540.0,0332-5346822
محمد حسن,S/O Rizwan Tarar,54000-2393146-1,03323710352,Punjab,Faisalabad,DHA,House,126,100 Sq.Ft,2009,Owned,7924280.0,0332-3710352
Tahir Karim,S/O Iqra Cheema,35202-5855439-7,03329118233,Punjab,Bahawalpur,Defence,Commercial Building,350,74 Sq.Ft,2008,Owned,913960090.0,0332-9118233
Omar Karim,S/O Shoaib Sandhu,13302-9658626-8,03128473910,Azad Kashmir,Rawalakot,Clifton,Apartment,810,66 Marla,2012,Sold,183928300.0,0312-8473910
Asif Ansari,S/O Naeem Gilani,13302-9945709-1,03468117053,ICT,Islamabad,Clifton,Residential Plot,900,19 Sq.Ft,2017,Rented,7639280.0,
Ahmed Chattha,S/O Tariq Raza,21301-5014011-3,03029386722,Sindh,Nawabshah,Township,Commercial Building,828,37 Marla,1995,Owned,228947600.0,0302-9386722
Tariq Hameed,,13302-4732223-8,03111505286,KPK,Abbottabad,North Nazimabad,House,767,97 Kanal,2007,Mortgaged,16233560.0,0311-1505286
Naeem Hameed,S/O Hassan Ahmed,44000-8267158-7,03026938182,Sindh,Sukkur,Township,Commercial Plot,543,93 Kanal,2016,Owned,626234850.0,0302-6938182
Hina Hashmi,S/O Hassan Hameed,13302-4540203-8,03008829012,KPK,Mingora,E-11,Apartment,835,84 Kanal,2009,Rented,9575710.0,0300-8829012
Bushra Chaudhry,S/O Tahir Chaudhry,54000-8481497-1,03127064624,Gilgit-Baltistan,Chilas,Gulberg,House,912,12 Sq.Ft,2007,Owned,1276021060.0,0312-7064624
Syed Hashmi,S/O Aamir Karim,35202-2795450-6,03027503823,KPK,Peshawar,Clifton,Apartment,329,79 Kanal,2011,Mortgaged,90442730.0,0302-7503823
Saira Akhtar,S/O Qureshi Akhtar,54000-5067188-2,03317819007,Punjab,Faisalabad,Gulshan-e-Iqbal,Apartment,283,54 Marla,2001,Owned,35001660.0,0331-7819007
Salman Karim,S/O Omar Chattha,35202-4440364-8,03008429149,Azad Kashmir,Rawalakot,DHA,Apartment,612,38 Kanal,2016,Sold,23314150.0,
Aamir Cheema,S/O Naveed Qureshi,42101-8809936-8,03215546237,Balochistan,Khuzdar,Askari,Apartment,731,78 Marla,2000,Mortgaged,58939200.0,0321-5546237
,S/O Arif Hussain,35202-3067274-8,03029368955,Gilgit-Baltistan,Gilgit,Township,House,931,83 Marla,2010,Owned,0.0,0302-9368955
Muhammad Sheikh,S/O Salman Rana,44000-8159977-4,03314465248,KPK,Bannu,E-11,Apartment,248,40 Kanal,2002,Rented,35653800.0,0331-4465248
Fatima Ansari,S/O Zainab Naqvi,44000-7645925-6,03215928666,Azad Kashmir,Mirpur,Clifton,Residential Plot,944,8 Kanal,2010,Sold,98174990.0,0321-5928666
Asiif Hashmi,S/O Muhammad Gondal,35202-6220882-3,03457134426,Punjab,Sargodha,PAF Colony,Residential Plot,412,42 Sq.Ft,2001,Mortgaged,16201560.0,0345-7134426
Tariq Ahmed,S/O Malik Sheikh,,03013448961,Azad Kashmir,Rawalakot,Cavalry Ground,Residential Plot,129,47 Kanal,2011,Owned,37465890.0,0301-3448961
Kashif Sandhu,S/O Sheikh Abbasi,21301-2390791-6,03125728628,KPK,Mardan,North Nazimabad,House,841,86 Marla,2013,Sold,71979690.0,0312-5728628
Baig Qureshi,S/O Muhammad Mirza,21301-7296953-3,03325016438,Sindh,Larkana,F-10,House,188,12 Marla,2016,Sold,234166830.0,0332-5016438
Ali Latif,S/O Muhammad Malik,21301-9506567-5,03013153482,KPK,Mingora,Saddar,House,985,80 Kanal,1999,Rented,16169380.0,0301-3153482
Aamir Malik,S/O S/O Hashmi Latif,21301-2280314-4,03453702870,Gilgit-Baltistan,Skardu,G-9,Apartment,65,72 Marla,2005,Rented,10881350.0,0345-3702870
نادیہ رضا,S/O Faisal Iqbal,54000-4323826-7,03132014125,ICT,Islamabad,G-9,Apartment,396,83 Kanal,1997,Mortgaged,75666890.0,0313-2014125
Maryam Iqbal,S/O Asma Jafri,35202-3504700-7,03222174871,Balochistan,Turbat,E-11,Apartment,236,95 Marla,1999,Sold,187221940.0,0322-2174871
Nadia Raza,S/O Asif Ahmed,42101-6693071-6,03466467281,Balochistan,Gwadar,Clifton,Apartment,188,23 Sq.Ft,2009,Rented,150262680.0,0346-6467281
Sidra Hussain,S/O Sobia Qureshi,35202-8663461-4,,Balochistan,Gwadar,DHA,Apartment,460,63 Kanal,2014,Mortgaged,26411430.0,0313-8025902
Sajid Latif,S/O Ayesha Qureshi,13302-2619007-7,03336009153,Sindh,Sukkur,Askari,Residential Plot,724,94 Sq.Ft,2013,Owned,29332510.0,0333-6009153
Kashif Chattha,S/O Asma Abbasi,42101-3880078-4,03463686254,Gilgit-Baltistan,Chilas,Clifton,House,829,70 Marla,2011,Sold,0.0,0300-8732550
Hassan Qureshi,S/O Zainab Chattha,21301-5103793-4,03034730419,KPK,Mingora,North Nazimabad,House,6,86 Marla,2007,Sold,39910890.0,0303-4730419
Sana Jafri,S/O Fatima Karim,35202-1280618-9,03009425786,Sindh,Sukkur,Clifton,Residential Plot,619,13 Marla,2010,Sold,716208210.0,0300-9425786
Saira Qureshi,S/O Kamran Hameed,42101-8998103-3,03033395005,KPK,Mingora,I-8,Residential Plot,472,14 Kanal,2023,Owned,53367690.0,0303-3395005
Ali Raza,S/O Nadia Zaidi,61101-8092498-9,03119514426,Punjab,Multan,Cantt,Residential Plot,669,33 Marla,2003,Sold,40515370.0,0311-9514426
Chaudhry Hussain,S/O Nadia Abbasi,21301-4999003-6,03224971899,ICT,Islamabad,Defence,Residential Plot,763,79 Marla,1997,Rented,31936900.0,0322-4971899
Chaudhry Ali,S/O Sidra Hussain,44000-5487177-9,03015978445,Azad Kashmir,Mirpur,Scheme 33,Commercial Plot,676,35 Kanal,2020,Sold,1728526820.0,0301-5978445
Hamid Aslam,S/O Nadia Sheikh,42101-1463921-7,03324338678,Punjab,Lahore,PAF Colony,Apartment,805,16 Kanal,2023,,18399590.0,0332-4338678
Malik Raja,S/O عائشہ احمد,44000-7812327-6,03026404262,Sindh,Larkana,F-10,House,581,41 Kanal,1998,Sold,20877010.0,0302-6404262
