company_name,canonical_name,father_name,entity_type,cnic,incorporation_date,status,registered_office_address,province,city
National Solutions,Uzma Ahmed,S/O Ahmed Chattha,Sole Proprietorship,35202-6622871-7,2001-03-27,Active,"House 123, Block B, Johar Town, Mirpurkhas",Sindh,Mirpurkhas
Meezan Corp,ZubairBhatti,S/O Ayesha Syed,Private Limited,,1997-05-23,Suspended,"House 302, Block B, Defence, Khuzdar",Balochistan,Khuzdar
Meezan Industries,Aamir Iqbal,S/O Raja Rana,Sole Proprietorship,61101-8278746-5,1990-05-31,Dissolved,"House 99, Block B, I-8, Islamabad",ICT,Islamabad
Royal Brothers,HinaMalik,S/O Hussain Sheikh,Sole Proprietorship,44000-4229300-2,1994-09-11,Active,"House 80, Block G, G-9, Rawalakot",Azad Kashmir,Rawalakot
Pak Traders,Zubair Qureshi,S/O Imran Bhatti,LLP,61101-4318855-7,2016-05-13,Active,"House 110, Block G, Cantt, Sukkur",Sindh,Sukkur
United Traders,Zainab Abbasi,S/O Bushra Sandhu,Public Limited,13302-5768531-7,2008-11-29,Active,"House 402, Block D, G-9, Mirpur",Azad Kashmir,Mirpur
Prime Traders,Imran Tarar,S/O Sobia Cheema,Public Limited,54000-1887311-2,1990-11-05,Suspended,"House 204, Block H, PAF Colony, Mirpurkhas",Sindh,Mirpurkhas
Star Associates,Hamid Syed,,LLP,42101-2848116-1,2004-07-21,Suspended,"House 409, Block D, Bahria Town, Rawalakot",Azad Kashmir,Rawalakot
Global Services,Naveed Qureshi,S/O Aamir Hussain,Partnership,21301-1940615-8,2021-05-04,Active,"House 104, Block G, Bahria Town, Chilas",Gilgit-Baltistan,Chilas
Meezan Enterprises,Hassan Karim,S/O Uzma Chaudhry,Private Limited,54000-9175462-8,1991-03-24,Active,"House 331, Block C, Bahria Town, Multan",Punjab,Multan
Pak Traders,Malik Asma,S/O Shazia Tarar,Public Limited,44000-2681625-5,1996-08-12,Suspended,"House 292, Block D, Cantt, Gujranwala",Punjab,Gujranwala
Global Industries,Asma Sheikh,S/O Ali Raja,LLP,21301-8115666-4,2003-01-30,Suspended,"House 172, Block F, Gulberg, Gilgit",Gilgit-Baltistan,Gilgit
Royal Traders,Ahmed Naqvi,S/O S/O Bilal Gujjar,Public Limited,21301-3000834-2,2006-11-13,Active,"House 13, Block E, Gulshan-e-Iqbal, Gwadar",Balochistan,Gwadar
Al Associates,Raza Muhammad,S/O Salman Bukhari,Private Limited,54000-7175387-5,2003-02-28,Active,"House 466, Block H, Bahria Town, Gwadar",Balochistan,Gwadar
Atlas Industries,Naeem Hameed,S/O Asif Hussain,Partnership,13302-6206664-7,2017-11-19,Active,"House 406, Block D, Johar Town, Islamabad",ICT,Islamabad
United Group,Mirza Hameed,S/O Sajid Aslam,Sole Proprietorship,44000-8004117-9,2016-12-01,Suspended,"House 486, Block C, Johar Town, Muzaffarabad",Azad Kashmir,Muzaffarabad
United Enterprises,Maryam Iqbal,S/O Bilal Hussain,LLP,13302-8275450-1,2016-08-18,Suspended,"House 159, Block F, I-8, Islamabad",ICT,Islamabad
Al Brothers,Omar Chaudhry,S/O Baig Ansari,Public Limited,35202-1509483-8,1991-05-14,Suspended,"House 470, Block F, Defence, Hub",Balochistan,Hub
United Group,Qureshi Bhatti,S/O Noor Hameed,LLP,61101-7621913-6,2012-08-03,Active,"House 387, Block D, DHA, Lahore",Punjab,Lahore
Star Group,Shazia Jafri,S/O Khalid Cheema,LLP,42101-1029823-9,2003-09-20,Active,"House 162, Block F, G-9, Gilgit",Gilgit-Baltistan,Gilgit
Atlas Traders,Raja Syed,S/O Usman Ansari,Sole Proprietorship,61101-2219028-2,2022-12-02,Suspended,"House 72, Block B, Defence, Chilas",Gilgit-Baltistan,Chilas
Global Industries,Ali Aslam,S/O Asma Naqvi,Public Limited,44000-1347589-9,2002-05-31,Suspended,"House 41, Block B, North Nazimabad, Sargodha",Punjab,Sargodha
Royal Group,Shazia Ahmed,S/O Sobia Gujjar,Public Limited,35202-9853023-6,2008-11-13,Active,"House 95, Block A, PAF Colony, Turbat",Balochistan,Turbat
Global Industries,Shazia Raza,S/O Qureshi Baig,Public Limited,35202-1882677-6,2000-10-07,Dissolved,"House 456, Block B, Model Town, Chilas",Gilgit-Baltistan,Chilas
Atlas Group,Ali Iqbal,S/O Khalid Hashmi,Sole Proprietorship,21301-7141336-5,1999-12-23,Active,"House 172, Block G, Askari, Islamabad",ICT,Islamabad
Prime Corp,Kamran Karim,S/O Muhammad Chaudhry,LLP,35202-4109974-7,2012-03-15,Active,"House 114, Block E, G-9, Turbat",Balochistan,Turbat
Atlas Enterprises,Zubair Raza,S/O Qureshi Chaudhry,LLP,21301-3008349-3,2012-07-25,Dissolved,"House 461, Block H, F-10, Islamabad",ICT,Islamabad
Prime Traders,Omar Chattha,S/O Waseem Jafri,Partnership,44000-5928144-4,1996-02-20,Active,"House 285, Block F, DHA, Rawalakot",Azad Kashmir,Rawalakot
United Brothers,Traiq Raza,S/O Ahmed Hashmi,LLP,42101-8602613-2,2019-02-24,Active,"House 33, Block D, I-8, Rawalakot",Azad Kashmir,Rawalakot
Al Corp,Zainab Jafi,S/O Fatima Zaidi,Private Limited,21301-3961713-6,2017-01-05,Active,"House 182, Block D, PAF Colony, Muzaffarabad",Azad Kashmir,Muzaffarabad
Al Services,Naveed Bukhari,S/O Asma Sandhu,LLP,44000-6943949-5,1999-01-16,Active,"House 27, Block F, E-11, Mardan",KPK,Mardan
United Group,Adnan Ahmed,S/O Zubair Raza,Partnership,13302-2707582-2,2003-01-27,Active,"House 243, Block G, F-10, Sukkur",Sindh,Sukkur
National Services,Mohammad Sandhu,S/O Zubair Cheema,LLP,42101-4002078-9,2008-05-11,Active,"House 7, Block A, Saddar, Bannu",KPK,Bannu
Star Solutions,Mehwish Bhatti,S/O Malik Raza,Partnership,44000-1115332-6,1992-05-02,Active,"House 154, Block H, Cantt, Islamabad",ICT,Islamabad
United Traders,Mohammad Hussain,,Private Limited,13302-6084418-5,2011-01-11,Dissolved,"House 287, Block D, Askari, Mingora",KPK,Mingora
Royal Corp,Maryam Hashmi,S/O Ahmed Latif,Sole Proprietorship,13302-9158212-3,1993-02-11,Active,"House 232, Block E, I-8, Skardu",Gilgit-Baltistan,Skardu
Atlas Enterprises,Zubair Chaudhry,S/O Amna Gujjar,Sole Proprietorship,13302-9949005-9,2020-04-25,Active,"House 75, Block B, I-8, Bahawalpur",Punjab,Bahawalpur
Meezan Industries,Naeem Cheema,S/O S/O Ayesha Bhatti,LLP,13302-2835125-8,2005-12-31,Active,"House 424, Block D, Cantt, Chilas",Gilgit-Baltistan,Chilas
United Enterprises,Tahir Bhatti,S/O Zubair Gilani,Public Limited,61101-2100308-5,2010-07-09,Active,"House 182, Block C, F-10, Kohat",KPK,Kohat
United Group,Rizvi Naveed,S/O Imran Baig,LLP,,2007-07-05,Active,"House 71, Block C, Cantt, Larkana",Sindh,Larkana
Royal Group,,S/O Hassan Hameed,Public Limited,21301-8913298-5,2019-01-30,Active,"House 394, Block A, PAF Colony, Sargodha",Punjab,Sargodha
Al Brothers,Khalid Butt,S/O Nadia Virk,LLP,42101-4694612-2,2021-04-27,Active,"House 308, Block E, Gulberg, Islamabad",ICT,Islamabad
Apex Corp,Noor Sheikh,S/O S/O Qureshi Syed,Sole Proprietorship,21301-6168426-5,2020-06-25,Active,"House 147, Block C, Gulshan-e-Iqbal, Skardu",Gilgit-Baltistan,Skardu
Apex Industries,Hussain Virk,S/O S/O Mohammad Abbasi,LLP,42101-7669918-9,2013-09-21,Active,"House 294, Block A, G-9, Hyderabad",Sindh,Hyderabad
Apex Group,Rukkhsar Akhtar,S/O Noor Karim,Partnership,42101-8835834-5,1992-05-21,Active,"House 264, Block E, Model Town, Chilas",Gilgit-Baltistan,Chilas
Royal Associates,Rizwan Naqvi,S/O Kamran Abbasi,LLP,13302-1075409-2,2017-07-17,Active,"House 405, Block E, F-10, Lahore",Punjab,Lahore
Star Industries,Ayesha Raza,S/O Ibrahim Rizvi,Public Limited,35202-7525711-3,1994-04-01,Active,"House 261, Block A, Gulberg, Lahore",Punjab,Lahore
Meezan Traders,Shazia Rafiq,S/O Shoaib Chattha,Public Limited,44000-7466145-9,1995-08-23,Active,"House 20, Block A, Saddar, Quetta",Balochistan,Quetta
Pak Brothers,Nawaz Hashmi,S/O Ahmed Akhtar,Partnership,44000-7543842-4,2010-06-26,Active,"House 337, Block C, Model Town, Hub",Balochistan,Hub
Apex Group,Tahir Snadhu,S/O Rabia Ali,LLP,42101-1899889-9,1992-07-26,Active,"House 196, Block H, G-9, Bannu",KPK,Bannu
Prime Solutions,صنا ملک,S/O Bushra Khan,Sole Proprietorship,21301-9209071-5,1993-04-20,Dissolved,"House 180, Block H, Cavalry Ground, Quetta",Balochistan,Quetta
Atlas Corp,Syed Malik,S/O Tahir Ali,Sole Proprietorship,13302-2408104-6,2007-04-27,Active,"House 25, Block C, Saddar, Karachi",Sindh,Karachi
Global Enterprises,Uzma Bukhari,S/O Baig Bhatti,Private Limited,61101-1733490-6,2014-11-29,Active,"House 259, Block B, F-10, Gilgit",Gilgit-Baltistan,Gilgit
National Group,Mohammad Gilani,S/O Khalid Malik,Partnership,13302-4766472-4,2018-10-05,Active,"House 238, Block D, Johar Town, Rawalakot",Azad Kashmir,Rawalakot
National Enterprises,Uzma Aslam,S/O Sidra Ali,Sole Proprietorship,54000-3372774-6,1991-12-14,Dissolved,"House 280, Block F, Saddar, Islamabad",ICT,Islamabad
Global Associates,Naeem Rizvi,S/O Zubair Latif,Partnership,42101-1287658-4,1996-03-23,Active,"House 163, Block E, G-9, Gilgit",Gilgit-Baltistan,Gilgit
Royal Industries,Ibrahim Khan,S/O Muhammad Karim,Sole Proprietorship,54000-3062316-4,2017-10-11,Active,"House 381, Block H, Saddar, Islamabad",ICT,Islamabad
Pak Solutions,Maryam Rafiq,S/O Amna Qureshi,Sole Proprietorship,44000-5343805-3,2012-01-14,Active,"House 303, Block E, Johar Town, Mirpur",Azad Kashmir,Mirpur
Meezan Industries,Shoaib Gujjar,S/O Arif Chattha,Sole Proprietorship,44000-4147853-9,1994-01-09,Active,"House 490, Block B, DHA, Islamabad",ICT,Islamabad
Apex Brothers,Rizwan Aslam,S/O S/O Asma Aslam,Sole Proprietorship,13302-1615675-8,1990-02-13,Active,"House 283, Block A, Saddar, Sialkot",Punjab,Sialkot
Meezan Solutions,Hassan Gilani,S/O Asma Iqbal,Sole Proprietorship,35202-7562960-4,2001-08-21,Active,"House 245, Block B, Clifton, Gilgit",Gilgit-Baltistan,Gilgit
Al Services,Akhtar Sidra,S/O Zainab Raja,Public Limited,42101-9221080-1,2010-01-24,Dissolved,"House 49, Block C, Cantt, Lahore",Punjab,Lahore
Prime Brothers,Adan Gujjar,S/O Kashif Hameed,Private Limited,44000-4698345-9,1992-03-15,Active,"House 201, Block C, E-11, Turbat",Balochistan,Turbat
Al Industries,Arif Butt,S/O Raja Rafiq,Private Limited,44000-9877514-2,2019-03-15,Active,"House 474, Block H, Bahria Town, Gwadar",Balochistan,Gwadar
National Industries,Baig Nawaz,S/O Naveed Bukhari,Partnership,54000-2235408-8,2016-05-11,Active,"House 44, Block A, DHA, Multan",Punjab,Multan
Apex Enterprises,Asif Latif,S/O Uzma Gujjar,Private Limited,44000-3588769-8,2002-05-07,Active,"House 101, Block D, Cantt, Faisalabad",Punjab,Faisalabad
Prime Associates,Gilani Shazia,S/O Adnan Gondal,Public Limited,61101-7571030-1,1998-08-28,Active,"House 79, Block D, Cavalry Ground, Chilas",Gilgit-Baltistan,Chilas
Apex Solutions,Ahmed Bhatti,S/O Naeem Aslam,LLP,13302-5222957-8,1991-11-20,Suspended,"House 118, Block A, G-9, Sialkot",Punjab,Sialkot
Star Solutions,Amna Hameed,S/O Shazia Butt,Private Limited,13302-8500007-8,2018-08-21,Active,"House 479, Block E, Cavalry Ground, Bahawalpur",Punjab,Bahawalpur
Atlas Group,WaseemB ukhari,S/O Ahmed Syed,Private Limited,54000-3190036-8,2019-01-11,Active,"House 22, Block B, Cantt, Larkana",Sindh,Larkana
Meezan Associates,Tariq Raja,S/O Mohammad Akhtar,Private Limited,35202-3101469-4,2001-06-29,Active,"House 198, Block C, E-11, Turbat",Balochistan,Turbat
Atlas Corp,Zubair Gondal,S/O Aamir Gujjar,Public Limited,54000-6366676-8,2022-05-31,Active,"House 89, Block B, Defence, Gilgit",Gilgit-Baltistan,Gilgit
Global Brothers,Rukhsar Karim,S/O Malik Qureshi,Sole Proprietorship,61101-5418691-9,2006-03-21,Active,"House 444, Block F, Askari, Faisalabad",Punjab,Faisalabad
National Solutions,Uzma Syed,S/O Waseem Rafiq,Partnership,54000-2703045-4,2016-05-16,Suspended,"House 174, Block B, North Nazimabad, Islamabad",ICT,Islamabad
Royal Traders,Naveed Bhatti,S/O Mirza Nawaz,Public Limited,54000-5748621-5,2001-03-28,Active,"House 430, Block A, Johar Town, Rawalakot",Azad Kashmir,Rawalakot
Prime Services,Cheema Amna,S/O Qureshi Tarar,Partnership,42101-3753664-4,2021-07-15,Active,"House 322, Block D, E-11, Islamabad",ICT,Islamabad
Royal Services,Malik Noor,S/O Zubair Chattha,Public Limited,35202-4158061-3,2020-09-11,Active,"House 242, Block D, Bahria Town, Khuzdar",Balochistan,Khuzdar
Royal Traders,عائشہ احمد,S/O Bushra Ali,Partnership,35202-2518294-8,2005-03-13,Dissolved,"House 35, Block C, F-10, Chilas",Gilgit-Baltistan,Chilas
National Associates,Adnan Syed,S/O Mohammad Rafiq,Private Limited,42101-1407787-5,1998-02-11,Active,"House 430, Block E, E-11, Larkana",Sindh,Larkana
Al Industries,Syed Aslam,S/O Shoaib Gujjar,LLP,35202-5282215-7,2010-09-26,Active,"House 268, Block D, Johar Town, Nawabshah",Sindh,Nawabshah
Apex Brothers,Iqbal Omr,S/O Mirza Bukhari,LLP,42101-7353487-5,1997-03-24,Active,"House 392, Block A, Cantt, Mardan",KPK,Mardan
National Services,Aslam Rizwan,S/O Malik Chattha,LLP,44000-9216521-2,2008-02-26,Active,"House 155, Block E, Defence, Islamabad",ICT,Islamabad
Prime Group,Amna Virk,S/O Hassan Gondal,Private Limited,61101-4356734-7,1992-07-17,Active,"House 321, Block F, Johar Town, Multan",Punjab,Multan
Global Enterprises,Hussain Nawaz,S/O Tariq Sheikh,Private Limited,35202-8398616-4,2005-07-07,Active,"House 21, Block C, F-10, Islamabad",ICT,Islamabad
,Chaudhry Butt,S/O Mohammad Bhatti,Partnership,13302-2544670-8,2012-05-29,Active,"House 343, Block A, Township, Nawabshah",Sindh,Nawabshah
Royal Services,Aesha Gujjar,S/O Arif Rafiq,Sole Proprietorship,44000-1537411-8,2009-03-04,Active,"House 354, Block F, Bahria Town, Rawalakot",Azad Kashmir,Rawalakot
National Services,Adnan Khan,S/O Naveed Zaidi,Sole Proprietorship,44000-4163587-4,2005-01-02,Suspended,"House 469, Block F, Gulshan-e-Iqbal, Larkana",Sindh,Larkana
National Industries,Malik Mirza,S/O Rizwan Latif,Sole Proprietorship,54000-5830829-4,1994-03-29,Active,"House 264, Block D, G-9, Mirpur",Azad Kashmir,Mirpur
Pak Group,Tahir Sandhu,S/O Rabia Ali,Partnership,42101-1899889-9,2004-07-04,Active,"House 253, Block D, Cantt, Bannu",KPK,Bannu
Atlas Brothers,Tariq Ansari,S/O Amna Sandhu,Public Limited,13302-1907396-2,2006-02-22,Active,"House 238, Block B, Model Town, Nawabshah",Sindh,Nawabshah
United Services,Saira Qureshi,S/O Usman Virk,Partnership,42101-5378012-8,1994-04-12,Active,"House 307, Block A, Scheme 33, Islamabad",ICT,Islamabad
Atlas Group,Ayesha Sandhu,S/O Raja Rizvi,Sole Proprietorship,54000-5186937-1,2004-06-05,Suspended,"House 415, Block D, Gulberg, Islamabad",ICT,Islamabad
National Associates,Asif Iqbal,S/O Sidra Qureshi,Sole Proprietorship,21301-5547933-4,1991-03-01,Active,"House 437, Block E, Clifton, Mirpurkhas",Sindh,Mirpurkhas
United Associates,Syed Gujjar,S/O نادیہ رضا,Public Limited,21301-2110878-8,1995-10-12,Active,"House 276, Block A, Clifton, Mirpur",Azad Kashmir,Mirpur
Royal Services,Arif Cheema,S/O Tariq Sandhu,Partnership,,1998-04-27,Active,"House 470, Block E, E-11, Peshawar",KPK,Peshawar
Pak Services,Shoaib Latif,S/O Iqra Gilani,Sole Proprietorship,44000-5333062-7,1997-01-27,Dissolved,"House 265, Block D, Johar Town, Hyderabad",Sindh,Hyderabad
Pak Services,,S/O Muhammad Akhtar,Partnership,54000-8414162-8,2006-10-09,Active,"House 58, Block H, Scheme 33, Faisalabad",Punjab,Faisalabad
Star Solutions,Syed Hameed,S/O Ibrahim Baig,Partnership,35202-6189058-5,2018-06-12,Active,"House 367, Block E, Johar Town, Gilgit",Gilgit-Baltistan,Gilgit
Star Services,Malik Abbasi,S/O Hina Raza,LLP,54000-2330152-7,2000-01-27,Active,"House 346, Block G, Cantt, Skardu",Gilgit-Baltistan,Skardu
Meezan Corp,Maryam Jafri,S/O Sajid Zaidi,Private Limited,54000-3468450-8,1991-06-26,Active,"House 163, Block B, Cavalry Ground, Skardu",Gilgit-Baltistan,Skardu
Al Services,Bushra Rafiq,S/O Asma Bhatti,LLP,42101-6570296-2,2005-02-04,Active,"House 148, Block E, DHA, Rawalakot",Azad Kashmir,Rawalakot
Apex Traders,Qureshi Khan,S/O Bilal Baig,LLP,54000-4937419-7,2016-02-06,Suspended,"House 248, Block D, DHA, Skardu",Gilgit-Baltistan,Skardu
Star Associates,,S/O Malik Syed,Public Limited,21301-8978779-5,2009-09-16,Suspended,"House 495, Block E, Bahria Town, Nawabshah",Sindh,Nawabshah
National Services,Hina Hameed,S/O Nadia Tarar,Sole Proprietorship,35202-4994032-6,2006-10-18,Active,"House 399, Block B, North Nazimabad, Larkana",Sindh,Larkana
Pak Enterprises,Rukhsar Akhtar,S/O Tahir Gilani,LLP,61101-1101997-4,2019-02-23,Suspended,"House 199, Block A, Bahria Town, Quetta",Balochistan,Quetta
Royal Brothers,Mirza Raza,S/O Adnan Karim,Sole Proprietorship,54000-5105930-3,2001-02-23,Active,"House 88, Block G, I-8, Sargodha",Punjab,Sargodha
Global Enterprises,Bushra Sandhu,S/O Baig Mirza,LLP,35202-7372504-5,2000-09-14,Suspended,"House 75, Block G, Johar Town, Rawalakot",Azad Kashmir,Rawalakot
Al Corp,Chattha Rizwan,S/O Kamran Gilani,Sole Proprietorship,54000-2885894-7,2014-03-05,Active,"House 454, Block H, Cantt, Quetta",Balochistan,Quetta
Global Group,Shazia Hameed,S/O Mohammad Chaudhry,Partnership,13302-1834876-2,2013-10-25,Active,"House 338, Block A, Model Town, Khuzdar",Balochistan,Khuzdar
Star Group,Baig Bhatti,S/O S/O Zubair Iqbal,Sole Proprietorship,21301-3172055-5,2002-08-29,Active,"House 413, Block H, DHA, Gilgit",Gilgit-Baltistan,Gilgit
Global Traders,Faisal Malik,S/O Qureshi Gilani,Partnership,44000-7602536-4,2020-08-05,Active,"House 101, Block F, Cavalry Ground, Sargodha",Punjab,Sargodha
Global Industries,Uzma Bukhari,S/O محمد علی,Public Limited,54000-1817871-2,1991-05-12,Active,"House 366, Block E, Cavalry Ground, Islamabad",ICT,Islamabad
Al Corp,Hina Sheikh,S/O Sajid Aslam,LLP,21301-9741022-5,1995-08-03,Active,"House 180, Block F, Clifton, Islamabad",ICT,Islamabad
Pak Group,Asif Rafiq,S/O Mohammad Hussain,Partnership,54000-7992286-2,2018-09-24,Suspended,"House 450, Block G, Gulberg, Mingora",KPK,Mingora
Apex Group,Faisal Butt,S/O Asif Nawaz,Sole Proprietorship,61101-4999470-3,2020-11-11,Dissolved,"House 325, Block A, Gulberg, Chilas",Gilgit-Baltistan,Chilas
United Enterprises,Bilal Akhtar,S/O S/O Asma Malik,Public Limited,44000-5374141-9,2018-05-14,Active,"House 488, Block F, Johar Town, Islamabad",ICT,Islamabad
Apex Industries,Hussain Ali,S/O Aamir Chaudhry,Public Limited,44000-6723129-5,2013-01-18,Suspended,"House 419, Block H, Model Town, Mingora",KPK,Mingora
National Industries,Ibrahim Hashmi,S/O Syed Abbasi,Sole Proprietorship,21301-3437199-9,1992-04-13,Active,"House 414, Block H, F-10, Mardan",KPK,Mardan
United Enterprises,Adnan Abbasi,S/O محمد احمد,Private Limited,,2011-04-29,Active,"House 188, Block D, F-10, Sukkur",Sindh,Sukkur
Apex Traders,Ahmed Gujjar,S/O Asif Sheikh,Sole Proprietorship,44000-1976246-1,2001-10-08,Suspended,"House 266, Block D, Gulberg, Gilgit",Gilgit-Baltistan,Gilgit
Royal Solutions,Shoaib Naqvi,S/O Sajid Ahmed,LLP,42101-5866530-5,2022-09-16,Active,"House 229, Block B, Johar Town, Skardu",Gilgit-Baltistan,Skardu
Royal Corp,نادیہ رضا,S/O Shazia Malik,Partnership,13302-8656707-4,1998-11-11,Active,"House 286, Block E, Gulberg, Chilas",Gilgit-Baltistan,Chilas
Al Brothers,Mirza Hashmi,S/O Khalid Jafri,LLP,54000-3386832-5,1997-10-26,Active,"House 484, Block B, Clifton, Sukkur",Sindh,Sukkur
National Services,Hamid Ahmed,S/O Adnan Latif,LLP,13302-8852917-1,2015-05-11,Dissolved,"House 13, Block H, Clifton, Mardan",KPK,Mardan
Apex Industries,Nadiia Raja,S/O Zubair Syed,LLP,61101-1875431-8,1998-12-16,Active,"House 22, Block E, PAF Colony, Muzaffarabad",Azad Kashmir,Muzaffarabad
Atlas Traders,Kashif Raja,S/O Tahir Naqvi,Partnership,44000-6196324-2,1992-12-10,Active,"House 238, Block F, E-11, Nawabshah",Sindh,Nawabshah
Apex Solutions,Hina Syde,S/O Ibrahim Raja,LLP,54000-2694160-9,2013-11-23,Active,"House 174, Block F, Cavalry Ground, Karachi",Sindh,Karachi
Prime Associates,Mehwish Chaudhry,S/O Hina Raza,Partnership,54000-2696557-7,2015-12-24,Suspended,"House 40, Block A, E-11, Skardu",Gilgit-Baltistan,Skardu
Royal Traders,Sandhu Mirza,S/O Asma Ansari,Partnership,44000-3512043-6,1992-03-25,Active,"House 157, Block D, Gulberg, Chilas",Gilgit-Baltistan,Chilas
Apex Traders,Amna Raja,S/O Raja Butt,Public Limited,21301-5889869-3,2020-12-23,Dissolved,"House 101, Block C, Johar Town, Hyderabad",Sindh,Hyderabad
Apex Traders,Raja Baig,S/O Amna Sandhu,Private Limited,13302-3351107-2,2013-05-29,Active,"House 119, Block B, Gulberg, Abbottabad",KPK,Abbottabad
Star Solutions,Syed Hamid,S/O Amna Gujjar,Private Limited,44000-2363526-9,1999-02-17,Suspended,"House 286, Block A, I-8, Lahore",Punjab,Lahore
Apex Solutions,Sana Aslam,S/O Asif Gujjar,Sole Proprietorship,61101-7090779-8,1990-10-01,Suspended,"House 327, Block B, North Nazimabad, Gilgit",Gilgit-Baltistan,Gilgit
Atlas Solutions,Sana Hussain,S/O Nadia Zaidi,Public Limited,13302-4310073-5,2019-08-11,Active,"House 190, Block C, Cantt, Multan",Punjab,Multan
United Brothers,Mohammad Karim,S/O Mehwish Rizvi,LLP,44000-1227408-5,2019-09-04,Active,"House 469, Block A, Saddar, Gilgit",Gilgit-Baltistan,Gilgit
Apex Services,,S/O Rizwan Iqbal,Public Limited,21301-9801939-7,2014-10-03,Active,"House 136, Block D, DHA, Islamabad",ICT,Islamabad
Star Corp,Fatima Khan,S/O Amna Ansari,LLP,35202-8521636-7,2008-11-30,Suspended,"House 282, Block C, Cavalry Ground, Khuzdar",Balochistan,Khuzdar
Star Group,Fatima Chaudhry,S/O Kamran Nawaz,Partnership,13302-2927428-3,2011-02-27,Active,"House 229, Block C, Clifton, Quetta",Balochistan,Quetta
Pak Enterprises,Faisal Jafri,S/O Naeem Chattha,LLP,13302-1380231-9,2007-01-07,Active,"House 283, Block B, Gulshan-e-Iqbal, Quetta",Balochistan,Quetta
United Solutions,Mirza Hussain,,Sole Proprietorship,54000-4500979-4,2011-07-24,Suspended,"House 338, Block E, Cavalry Ground, Hyderabad",Sindh,Hyderabad
