canonical_name,father_name,cnic,car_registration_number,model_year,car_brand,car_model,engine_size_cc,province,city,market_value,phone
Bushra Raja,S/O Hashmi Chaudhry,35202-3630384-8,QTA-5401-W,2010,Kia,Carnival,1600,Balochistan,Gwadar,2432000.0,0312-1265074
Saira Cheema,S/O Uzma Qureshi,61101-8416290-3,ISB-3004-V,2005,Honda,HR-V,1500,ICT,Islamabad,4395000.0,0300-7098050
Faisal Btt,S/O Asif Nawaz,61101-4999470-3,GIL-3626-J,2013,Honda,HR-V,2000,Sindh,Hyderabad,5380000.0,0345-3997207
Mehwish Bhatti,S/O Usman Ali,54000-3963809-6,ISB-6607-L,2005,Hyundai,Elantra,2500,ICT,Islamabad,7700000.0,0312-1247327
Mirza Virk,S/O Faisal Gilani,21301-2371132-2,MZD-8469-Z,2018,Hyundai,Sonata,1500,Azad Kashmir,Rawalakot,2685000.0,0303-2012515
Hussain Naqvi,S/O Ibrahim Nawaz,42101-6419588-4,LHR-6246-X,2022,BMW,3 Series,3000,Punjab,Sargodha,3660000.0,0300-4942940
Usman Malik,S/O Saira Qureshi,42101-4713173-5,ISB-8313-E,2007,Suzuki,Swift,2000,ICT,Islamabad,6340000.0,0300-1536003
Sheikh Hussain,S/O Iqra Khan,13302-3459253-2,ISB-4872-A,2011,Toyota,Hilux,1500,ICT,Islamabad,3675000.0,0321-9231939
محمد احمد,S/O Mirza Qureshi,44000-6227261-4,QTA-6555-G,2019,Toyota,Fortuner,2000,Balochistan,Turbat,5140000.0,0333-5107753
Salman Nawaz,S/O S/O Sana Aslam,21301-2346371-9,KHI-861-B,2006,Kia,Carnival,2000,Sindh,Mirpurkhas,3680000.0,0322-3136529
Hassan Tarar,S/O Sheikh Tarar,44000-4157883-4,LHR-4606-Q,2012,Toyota,Yaris,3000,Punjab,Sargodha,7560000.0,0312-8404093
Kashif Virk,S/O Sobia Naqvi,21301-6882664-5,ISB-8845-T,2020,Mercedes,GLE,2500,ICT,Islamabad,6250000.0,0303-7371564
Ibrahim Malik,S/O Khalid Ahmed,35202-6779299-5,GIL-7588-T,2021,Hyundai,Sonata,660,Gilgit-Baltistan,Gilgit,2059200.0,0321-6261566
Arif Nawaz,S/O Uzma Hussain,61101-2731162-3,ISB-4619-E,2017,Honda,BR-V,1500,ICT,Islamabad,1770000.0,0302-1811961
Sidra Raza,S/O Naeem Ahmed,42101-5959945-5,QTA-8213-W,2017,Honda,Civic,1300,Balochistan,Khuzdar,4498000.0,0345-5700700
Faisal Mirza,S/O Arif Gondal,61101-3455176-5,LHR-8191-D,2021,Toyota,Corolla,1200,Punjab,Rawalpindi,2508000.0,0313-7594804
Syed Malik,S/O Aamir Hashmi,42101-3568892-1,KHI-2173-S,2021,Kia,Carnival,1800,Sindh,Karachi,2394000.0,0332-1462630
Ali Rafiq,S/O Baig Ahmed,35202-4107624-4,LHR-4786-N,2009,Suzuki,Bolan,3000,Punjab,Multan,6840000.0,0302-2378248
Waseem Mirza,S/O Sajid Syed,13302-8903903-4,MZD-8304-U,2015,Honda,Civic,1800,Azad Kashmir,Rawalakot,6714000.0,0322-8623020
S. Hashmi,S/O Sobia Gondal,21301-3973148-1,KHI-8326-R,2011,Suzuki,Bolan,1200,Sindh,Hyderabad,2784000.0,0303-9812621
Adna nKhan,S/O Shazia Tarar,21301-6129133-2,GIL-4810-N,2013,Suzuki,Bolan,2000,Gilgit-Baltistan,Skardu,3000000.0,
Mehwish Chaudhry,S/O Hina Raza,54000-2696557-7,GIL-9143-A,2021,Honda,HR-V,1600,Gilgit-Baltistan,Skardu,3072000.0,0312-6066483
Rabia Chattha,S/O Ahmed Naqvi,54000-7269340-2,KHI-8571-W,2020,Honda,HR-V,1600,Sindh,Hyderabad,5568000.0,0346-4570879
Fatima Rafiq,S/O Shazia Ali,21301-8679647-4,MZD-1274-S,2021,Suzuki,Jimny,1800,Azad Kashmir,Mirpur,1872000.0,0321-2570688
Mohammad Chattha,S/O Adnan Qureshi,44000-7555955-3,ISB-6304-U,2016,Hyundai,Santa Fe,800,ICT,Islamabad,920000.0,0332-4128733
Fatima Aslam,S/O Arif Malik,54000-7813112-3,QTA-6517-F,2019,Honda,City,1300,KPK,Kohat,3211000.0,0313-5352207
Ali Naqvi,S/O Omar Hashmi,13302-3094047-7,GIL-4252-F,2020,Toyota,Yaris,1800,Balochistan,Khuzdar,2736000.0,0345-3441347
Hussain Tarar,S/O Ali Raza,35202-4020880-1,LHR-4741-U,2016,Toyota,Fortuner,1200,Punjab,Multan,1416000.0,0301-9468355
Rizwan Rafiq,S/O Usman Bukhari,42101-6787592-1,GIL-4766-K,2022,Honda,BR-V,660,Gilgit-Baltistan,Chilas,2013000.0,0301-2947320
Sheikh Gujjar,S/O Fatima Latif,42101-6334061-6,ISB-3546-E,2009,Hyundai,Tucson,2500,ICT,Islamabad,5375000.0,0332-2880198
Naveed Ansari,S/O Kamran Sandhu,54000-2190891-4,KHI-2584-T,2009,Toyota,Corolla,660,Sindh,Sukkur,2138400.0,0321-1676369
Ahmed Ahmed,S/O Asma Zaidi,13302-9540127-5,QTA-841-J,2014,Toyota,Fortuner,660,Balochistan,Gwadar,0.0,0346-3755581
M. Ansari,S/O Zubair Hussain,42101-7565878-5,LHR-2349-F,2013,Honda,City,2000,Punjab,Gujranwala,0.0,0313-2495932
Ayesha Rafiq,S/O Iqra Abbasi,35202-8818534-4,QTA-7642-I,2020,Suzuki,Swift,2500,Balochistan,Hub,4825000.0,0300-3927175
محمد حسن,S/O Sobia Chattha,13302-4991829-6,KHI-9458-D,2016,Suzuki,Cultus,2000,Sindh,Hyderabad,2600000.0,0300-3126655
Imran Akhtar,,54000-1761373-9,QTA-8069-Z,2016,Honda,City,3000,Azad Kashmir,Rawalakot,6240000.0,0346-6733901
Sajid Tarar,S/O Mehwish Zaidi,54000-8127778-5,GIL-524-D,2011,Toyota,Land Cruiser,3000,Gilgit-Baltistan,Chilas,7440000.0,0303-7743663
Shazia Sheikh,S/O Usman Rafiq,61101-8720096-9,LHR-6268-O,2008,Honda,HR-V,1300,Punjab,Gujranwala,4459000.0,0346-7985165
Syed Baig,S/O Nadia Bukhari,54000-2715469-7,LHR-6726-I,2011,Honda,Civic,1500,Punjab,Sargodha,5190000.0,0333-8374199
Tahir Hameed,S/O Hussain Butt,35202-8424060-8,LHR-832-P,2023,Toyota,Camry,1500,Punjab,Lahore,2220000.0,0333-7569060
U. Hashmi,S/O Naveed Raja,61101-5639536-6,LHR-8875-A,2022,Kia,Carnival,1500,Punjab,Bahawalpur,4995000.0,0312-8268579
Asma Syed,S/O Zainab Hameed,35202-2625497-1,LHR-5628-U,2010,Kia,Picanto,1800,Punjab,Multan,1962000.0,0312-7049339
Shoaib Ali,S/O Waseem Cheema,61101-7918255-5,ISB-1238-G,2019,Kia,Picanto,1300,ICT,Islamabad,3705000.0,0321-3531523
Rabia Latif,S/O Rizwan Qureshi,54000-8868771-2,KHI-1859-G,2016,Toyota,Hilux,1500,Sindh,Karachi,2145000.0,0311-6655864
,S/O صنا ملک,42101-9021333-7,GIL-2255-B,2015,Suzuki,Jimny,1300,Gilgit-Baltistan,Gilgit,4914000.0,0302-1080691
Baig Syed,S/O Aamir Qureshi,54000-1680704-9,ISB-1488-P,2016,Kia,Sportage,1200,ICT,Islamabad,2736000.0,0321-8513521
Aamir Sheikh,S/O Usman Abbasi,54000-6816998-7,MZD-9076-K,2012,Honda,BR-V,2000,Azad Kashmir,Muzaffarabad,6980000.0,0332-7372736
Rizwan Qureshi,S/O Saira Hussain,54000-9404313-8,GIL-2118-S,2017,Honda,City,1200,Gilgit-Baltistan,Gilgit,2772000.0,0321-7884260
Muhammad Qureshi,S/O Muhammad Gondal,44000-7945843-9,QTA-8241-S,2013,Hyundai,Santa Fe,3000,Balochistan,Khuzdar,5070000.0,0301-2482875
Hamid Ansari,S/O Iqra Akhtar,21301-5430962-5,GIL-3080-B,2022,Kia,Carnival,1000,Gilgit-Baltistan,Skardu,3450000.0,0302-7287843
Aamir Zaidi,S/O Usman Hameed,42101-2061446-3,ISB-9297-D,2011,Honda,Civic,1300,ICT,Islamabad,2340000.0,0321-2290526
Khalid Ansari,S/O Aamir Malik,44000-1386516-9,KHI-3053-X,2015,Suzuki,Cultus,2500,Sindh,Karachi,6150000.0,0346-7121849
زینبعلی,S/O Rabia Hussain,42101-3381549-2,GIL-8744-E,2019,Toyota,Camry,1200,Balochistan,Turbat,3228000.0,0321-9428973
Hassan Karim,S/O Uzma Chaudhry,54000-9175462-8,LHR-7496-M,2020,Toyota,Camry,1300,Punjab,Multan,2158000.0,0311-4159546
Khalid Latif,S/O Nadia Butt,42101-7631585-5,QTA-4094-A,2022,Kia,Stonic,1000,Gilgit-Baltistan,Skardu,3710000.0,0301-8007232
Asma Mirza,S/O S/O Muhammad Rana,54000-4304141-6,QTA-223-D,2012,Suzuki,Cultus,660,Balochistan,Khuzdar,2461800.0,0303-4397889
Mehwish Raja,S/O Naeem Syed,21301-7342344-4,ISB-5131-V,2008,Kia,Picanto,2000,ICT,Islamabad,6680000.0,0346-5926534
Noor Ansari,S/O Shoaib Latif,21301-8611954-8,KHI-3011-Q,2009,Hyundai,Santa Fe,1300,Sindh,Mirpurkhas,2535000.0,0303-5466142
Hina Ali,S/O Rizwan Iqbal,21301-9801939-7,ISB-2247-R,2005,Honda,HR-V,1200,ICT,Islamabad,3156000.0,0300-2335988
Mehwish Gujjar,S/O Aamir Syed,44000-5133533-4,KHI-6557-X,2007,Hyundai,Santa Fe,1600,Sindh,Hyderabad,2560000.0,0346-9569129
Rabia Mirza,S/O Hassan Hameed,54000-7567222-1,PES-4441-A,2021,Toyota,Hilux,1000,KPK,Kohat,2700000.0,0300-1174089
Adnan Cheema,,61101-8123479-7,ISB-7527-U,2014,Hyundai,Santa Fe,2500,ICT,Islamabad,3050000.0,0332-1451244
Raja Bhatti,S/O Kamran Abbasi,35202-9343685-7,KHI-1272-J,2020,Kia,Picanto,1200,Sindh,Larkana,3408000.0,0311-4820831
Mirza Butt,S/O Hashmi Cheema,54000-5737371-1,PES-5762-I,2008,Hyundai,Sonata,660,KPK,Bannu,1986600.0,0321-3172292
Mirza Raza,S/O Adnan Karim,54000-5105930-3,LHR-8425-B,2009,Suzuki,Swift,660,Punjab,Sargodha,2204400.0,0300-9008504
Ayesha Syed,S/O Naveed Gilani,61101-5520193-8,ISB-3390-R,2012,Honda,HR-V,1800,ICT,Islamabad,7002000.0,0322-1520658
Hina Butt,S/O Mirza Ansari,61101-6189842-1,QTA-6307-T,2012,Toyota,Corolla,1600,Balochistan,Gwadar,5568000.0,0302-2921078
Arif Latif,S/O Baig Karim,61101-7765272-8,GIL-4643-S,2007,Suzuki,Cultus,660,Gilgit-Baltistan,Skardu,1273800.0,0302-3383755
Sheikh Karim,S/O Maryam Akhtar,42101-3588010-1,ISB-9670-A,2023,Toyota,Hilux,1500,ICT,Islamabad,4350000.0,0321-7122318
H. Nawaz,S/O Bushra Abbasi,42101-9421226-2,LHR-2568-Z,2012,Kia,Sportage,1600,Punjab,Sargodha,5184000.0,0332-8949535
Sana Aslam,S/O Shazia Mirza,61101-2525364-3,GIL-8955-K,2014,Toyota,Camry,1200,Gilgit-Baltistan,Chilas,4356000.0,0345-5790495
Ibrahim Sheikh,S/O Sidra Chattha,44000-6524543-8,KHI-3812-Z,2016,Honda,City,1200,Sindh,Karachi,1860000.0,0303-6308924
نادیہ رضا,S/O Salman Qureshi,54000-7450428-7,GIL-9011-A,2015,Kia,Sportage,660,Gilgit-Baltistan,Skardu,970200.0,0311-4441489
A. Jafri,S/O Arif Cheema,21301-4697893-2,ISB-760-F,2019,Hyundai,Sonata,2000,ICT,Islamabad,5980000.0,0331-5116863
Aamir Raja,S/O Syed Aslam,13302-3332169-7,ISB-6102-H,2015,Hyundai,Elantra,2000,ICT,Islamabad,7480000.0,0346-1720280
عائشہ احمد,S/O Mehwish Hussain,13302-5352275-1,MZD-607-Y,2016,Kia,Carnival,2500,Azad Kashmir,Muzaffarabad,3550000.0,0301-9546839
Hamid Naqvi,S/O Raja Raza,13302-9875180-8,MZD-204-D,2011,Honda,BR-V,2500,Azad Kashmir,Rawalakot,4775000.0,0312-8833357
Noor Virk,S/O Noor Naqvi,13302-2298335-5,ISB-4063-L,2016,Toyota,Yaris,1500,ICT,Islamabad,2625000.0,0313-1576829
Tahir Bukhari,S/O Aamir Rizvi,61101-7192139-2,PES-1975-U,2021,Hyundai,Tucson,1600,KPK,Peshawar,4592000.0,0312-4055449
Amna Aslam,S/O Asif Butt,35202-2385905-2,PES-6443-X,2006,Kia,Sportage,660,KPK,Bannu,1564200.0,0322-8510968
Sheikh Rizvi,S/O Mirza Nawaz,61101-3561918-4,MZD-2139-X,2022,Honda,CR-V,2000,Azad Kashmir,Rawalakot,3640000.0,0333-1881916
Qureshi Raja,S/O Sheikh Gilani,61101-2152393-7,PES-6477-S,2017,Kia,Stonic,1800,KPK,Bannu,5292000.0,0331-8748174
Rizwan Abbasi,S/O Imran Naqvi,44000-7822907-3,ISB-5096-S,2011,Suzuki,Jimny,1600,Gilgit-Baltistan,Chilas,3152000.0,0313-3888087
H. Sheikh,S/O Zubair Abbasi,61101-1914322-3,GIL-1412-H,2007,Hyundai,Tucson,1600,Gilgit-Baltistan,Skardu,0.0,0303-9058407
Khalid Tarar,S/O Sajid Chattha,35202-7859479-7,QTA-9937-A,2016,Suzuki,Wagon R,800,Balochistan,Gwadar,2992000.0,0311-1359675
Noor Tarar,S/O Asma Zaidi,44000-8412854-2,PES-705-Z,2012,Toyota,Fortuner,2000,KPK,Kohat,7020000.0,0321-2525747
A. Chaudhry,S/O Qureshi Zaidi,61101-7083430-7,ISB-1749-B,2007,Toyota,Corolla,1200,ICT,Islamabad,4560000.0,0333-5505483
Nadia Virk,S/O Zainab Chaudhry,61101-5295429-5,MZD-6585-P,2020,Toyota,Fortuner,1000,Azad Kashmir,Mirpur,3330000.0,0331-4647524
Saira Gujjar,S/O Hamid Rafiq,13302-5629792-9,PES-2269-A,2006,Suzuki,Bolan,660,KPK,Abbottabad,719400.0,0302-2581875
Baig Malik,S/O Hina Akhtar,61101-1971163-9,PES-7764-H,2021,Suzuki,Bolan,1600,KPK,Mardan,0.0,0302-7293269
Tariq Rana,S/O Sobia Rana,42101-7241224-7,LHR-6601-X,2011,Suzuki,Alto,1800,Punjab,Sargodha,6966000.0,0321-7602626
Hamid Ansari,S/O Naveed Akhtar,35202-9151183-6,LHR-6921-V,2013,Toyota,Land Cruiser,1500,Punjab,Gujranwala,5790000.0,0346-4038894
Tariq Rizvi,S/O Malik Cheema,42101-4316645-3,GIL-4381-O,2021,Kia,Sportage,660,Gilgit-Baltistan,Chilas,1108800.0,0331-4071728
Asma Mirza,S/O مریم چودھری,61101-4843914-9,KHI-7270-P,2018,Toyota,Corolla,1000,Sindh,Karachi,1680000.0,0332-6435127
Tahi Jafri,S/O Adnan Malik,21301-5884185-1,PES-5599-K,2021,Hyundai,Sonata,2000,KPK,Kohat,5220000.0,0313-3926149
Raja Butt,S/O Rabia Sandhu,21301-2987312-2,PES-5566-X,2015,Hyundai,Elantra,660,KPK,Mardan,917400.0,0321-9837330
Saira Gilani,S/O Waseem Rizvi,42101-7644679-3,PES-1146-H,2007,Toyota,Land Cruiser,1300,KPK,Mardan,1521000.0,0313-8214397
مریم چودھری,S/O Bilal Akhtar,42101-8747979-9,ISB-2015-W,2009,Suzuki,Alto,1200,ICT,Islamabad,4092000.0,0322-8483265
مریم چودھری,S/O Kamran Iqbal,44000-8805514-8,KHI-3196-I,2013,Suzuki,Wagon R,3000,Sindh,Hyderabad,4560000.0,
Chaudhry Cheema,S/O Usman Jafri,54000-9691499-7,KHI-4617-D,2017,Suzuki,Swift,660,Sindh,Mirpurkhas,1049400.0,0313-1843700
Amna Cheema,S/O مریم چودھری,54000-8772927-5,PES-9683-K,2012,Toyota,Fortuner,2000,KPK,Abbottabad,3580000.0,0333-3161205
Naveed Hashmi,S/O Naeem Chattha,35202-7532030-9,QTA-4891-J,2019,Honda,BR-V,1800,Balochistan,Gwadar,7056000.0,0321-7191871
محمد حسن,S/O Sobia Chattha,13302-4991829-6,KHI-9000-S,2019,Toyota,Land Cruiser,2500,Sindh,Hyderabad,2900000.0,0300-3126655
Shazia Aslam,S/O Imran Aslam,54000-1961870-9,GIL-5314-N,2008,Hyundai,Elantra,1500,Gilgit-Baltistan,Skardu,2040000.0,0303-8944457
Sidra Virk,S/O Malik Bukhari,54000-7292775-3,LHR-3869-L,2015,Toyota,Hilux,1000,Punjab,Multan,1610000.0,0311-2240484
Qureshi Bhatti,S/O Zubair Akhtar,,ISB-4331-H,2010,Toyota,Corolla,800,ICT,Islamabad,2896000.0,0331-2536408
Kamran Akhtar,S/O Malik Hameed,35202-3808649-3,KHI-459-X,2013,Kia,Carnival,660,Sindh,Sukkur,1135200.0,0303-2346561
Bushra Rana,S/O Shoaib Baig,44000-7953724-5,MZD-5771-K,2015,Hyundai,Elantra,1000,Azad Kashmir,Rawalakot,2720000.0,0311-5165993
Sidra Gondal,S/O Malik Syed,35202-5637717-3,LHR-8632-X,2017,Suzuki,Alto,1000,Punjab,Lahore,2030000.0,0302-8611069
Kamran Ansari,S/O S/O Sheikh Sandhu,61101-8653827-4,PES-6246-G,2020,Suzuki,Jimny,2000,KPK,Mardan,6480000.0,0313-2096852
Imran Naqvi,S/O Rizwan Bhatti,44000-2026875-1,PES-3463-W,2014,Honda,City,2500,KPK,Kohat,4425000.0,0322-5238976
Asma Malik,S/O Bilal Ali,35202-3481234-3,QTA-4535-J,2021,Honda,Civic,1000,Balochistan,Quetta,1970000.0,0301-8954928
Sana Nawaz,S/O Bushra Gilani,61101-6172566-8,GIL-1058-R,2011,Toyota,Camry,660,Gilgit-Baltistan,Gilgit,2244000.0,0302-9211056
Ali Mirza,S/O Omar Bukhari,44000-7118266-3,PES-5545-C,2022,Hyundai,Elantra,1300,KPK,Abbottabad,2015000.0,0346-7821151
Hashmi Tarar,S/O Asif Ansari,61101-2624977-1,PES-8581-Q,2017,Hyundai,Sonata,2000,KPK,Bannu,7740000.0,0313-3017920
Hamid Karim,S/O Syed Bukhari,42101-7800818-3,ISB-4909-E,2010,Toyota,Corolla,1500,ICT,Islamabad,5160000.0,0333-1022878
S. Akhtar,S/O مریم چودھری,21301-3330688-5,ISB-6078-N,2020,Suzuki,Cultus,800,ICT,Islamabad,1352000.0,0303-1079967
Kamran Iqbal,S/O Ayesha Mirza,44000-4759700-8,GIL-1606-G,2019,Suzuki,Jimny,1000,Gilgit-Baltistan,Skardu,3680000.0,0345-1783099
F. Khan,S/O Ahmed Zaidi,35202-6155614-8,MZD-711-K,2013,Toyota,Camry,800,Azad Kashmir,Rawalakot,2456000.0,0332-9593837
S. Sandhu,S/O Salman Cheema,35202-8199250-9,LHR-4918-B,2014,Hyundai,Sonata,1600,Punjab,Faisalabad,2480000.0,0322-3905729
A. Baig,S/O Tariq Jafri,44000-5199705-3,LHR-5355-W,2014,Mercedes,E-Class,3000,Punjab,Sialkot,4590000.0,0322-4987459
Shoaib Latif,S/O S/O زینب علی,54000-2973853-5,KHI-2678-Z,2010,Suzuki,Bolan,800,Sindh,Hyderabad,0.0,0322-9624506
Adnan Chattha,S/O Sheikh Rana,54000-6250195-9,LHR-8674-D,2021,Audi,Q5,3000,Punjab,Lahore,10920000.0,0322-9566284
Raja Raja,S/O Mirza Nawaz,42101-3732023-6,ISB-3691-E,2011,Kia,Picanto,800,ICT,Islamabad,2944000.0,0332-1030749
Zainab Gondal,S/O Sheikh Virk,61101-1359908-7,ISB-9251-K,2022,Hyundai,Sonata,1600,ICT,Islamabad,1600000.0,0312-6756902
Imran Rizvi,S/O Omar Raza,21301-2304723-4,ISB-8317-A,2019,Suzuki,Cultus,1500,ICT,Islamabad,2790000.0,
Hashmi Cheema,S/O Sobia Gujjar,44000-4813147-1,LHR-8350-K,2005,Suzuki,Alto,1800,Punjab,Rawalpindi,3330000.0,0311-7550091
Khalid Syed,S/O Sobia Chattha,13302-1047572-5,KHI-6147-K,2008,Audi,A4,4000,Sindh,Hyderabad,6120000.0,0322-5205279
Nadia Ansari,S/O Maryam Hashmi,13302-4946131-7,KHI-2304-I,2022,Suzuki,Jimny,1200,Sindh,Larkana,1728000.0,0322-9204714
Amna Chaudhry,S/O Sheikh Abbasi,44000-5198933-1,KHI-2216-F,2005,Honda,CR-V,1200,Sindh,Sukkur,1464000.0,0301-3722810
Tahir Syed,S/O Naeem Latif,54000-7398513-5,GIL-7742-H,2023,Honda,HR-V,3000,Punjab,Multan,4470000.0,0332-1552862
Kashif Jafri,S/O Hussain Virk,44000-8113803-4,KHI-8598-Q,2013,Suzuki,Alto,1800,Sindh,Hyderabad,2556000.0,0313-9753488
Aamir Rizvi,S/O Hina Tarar,13302-9350925-2,LHR-4983-P,2011,Toyota,Corolla,2500,Punjab,Gujranwala,3725000.0,0300-8319190
Kashif Chattha,S/O Bushra Rana,61101-1424343-2,QTA-6089-K,2023,Mercedes,S-Class,2500,Azad Kashmir,Muzaffarabad,6700000.0,0313-4490466
Hussain Rana,S/O Rizwan Tarar,35202-5785492-5,GIL-2488-W,2005,Hyundai,Santa Fe,2000,Gilgit-Baltistan,Skardu,4280000.0,0346-4407843
Mohammad Malik,S/O Baig Hashmi,42101-1872177-7,QTA-506-F,2022,Honda,Civic,2000,Balochistan,Khuzdar,5760000.0,0332-5688198
Noor Syed,S/O Mohammad Tarar,44000-5268942-6,PES-8280-E,2021,Suzuki,Wagon R,1500,KPK,Mardan,4995000.0,0311-3314623
Nadia Rizvi,S/O Tahir Ali,54000-8201903-8,PES-6864-O,2017,Hyundai,Elantra,800,KPK,Kohat,896000.0,0333-5217304
Naeem Naqvi,S/O Shoaib Rizvi,21301-4341683-1,ISB-5634-D,2014,Suzuki,Alto,1500,ICT,Islamabad,2175000.0,0331-8157573
Iqra Aslam,S/O Rizwan Cheema,61101-7249225-2,KHI-7272-K,2011,Toyota,Yaris,1500,Sindh,Hyderabad,4875000.0,0331-9726209
محمد حسن,S/O Bilal Nawaz,35202-9292416-1,PES-6850-M,2023,Honda,City,2000,KPK,Bannu,3340000.0,0322-7003135
Zainab Rafiq,S/O Amna Virk,21301-6493549-7,LHR-5405-T,2021,Kia,Stonic,3000,Punjab,Lahore,4710000.0,
Aamir Malik,S/O S/O Hashmi Latif,21301-2280314-4,GIL-270-U,2012,Suzuki,Bolan,800,Gilgit-Baltistan,Skardu,1064000.0,0345-3702870
زینب علی,S/O Arif Raza,13302-5636289-9,MZD-7136-P,2021,Hyundai,Santa Fe,800,Azad Kashmir,Mirpur,1272000.0,0303-4338444
Uzma Rizvi,S/O Sana Tarar,44000-2262586-3,MZD-6055-L,2005,Kia,Picanto,2000,Azad Kashmir,Mirpur,4940000.0,0332-7548922
Assma Sheikh,S/O Ali Raja,21301-8115666-4,GIL-1704-K,2020,Toyota,Fortuner,1300,Gilgit-Baltistan,Gilgit,1716000.0,
Usman Akhtar,S/O Hashmi Nawaz,61101-1868684-4,LHR-7601-H,2006,Kia,Stonic,3000,Punjab,Sargodha,6750000.0,0333-1520374
Rizwan Sheikh,S/O Saira Jafri,42101-5185975-3,LHR-5762-S,2021,Suzuki,Bolan,1200,Punjab,Sialkot,4020000.0,0301-4984061
Faisal Ansai,S/O Faisal Khan,35202-6826583-1,ISB-9198-S,2009,Honda,City,2000,ICT,Islamabad,2340000.0,0346-8806617
Waseem Butt,S/O Zainab Hameed,35202-2256271-9,LHR-5519-D,2015,BMW,3 Series,3500,Punjab,Multan,12250000.0,0345-4388982
Arif Hussain,S/O S/O Hina Butt,61101-1910586-4,MZD-6199-H,2021,Suzuki,Swift,1000,Azad Kashmir,Mirpur,2270000.0,0333-7095071
Usman Karim,S/O Amna Raza,42101-8395979-3,LHR-8332-F,2020,Toyota,Land Cruiser,1600,Gilgit-Baltistan,Skardu,4352000.0,0321-5397122
N. Syed,S/O Rukhsar Ansari,,LHR-1544-N,2021,Honda,HR-V,1600,Punjab,Multan,6160000.0,0303-9241038
Sheikh Bhatti,S/O Rukhsar Malik,54000-9381279-2,PES-5626-R,2020,Kia,Sportage,800,KPK,Mingora,1752000.0,0346-4960862
Hassan Gilani,S/O Rabia Chattha,35202-1545282-4,LHR-6829-F,2006,Suzuki,Wagon R,1300,Punjab,Multan,4264000.0,0332-8169593
A. Syed,S/O Hashmi Khan,,LHR-9720-P,2021,Hyundai,Tucson,1000,Punjab,Faisalabad,2670000.0,0332-1963952
Syed Bukhari,S/O Rabia Hameed,13302-1973882-4,MZD-7874-Z,2018,Honda,HR-V,1300,Azad Kashmir,Rawalakot,1859000.0,0311-9237573
B. aig,S/O Amna Gondal,13302-6195171-4,PES-7208-M,2020,Honda,Civic,3000,KPK,Peshawar,9360000.0,0322-2260988
Tariq Gialni,S/O Rabia Abbasi,35202-9462341-6,LHR-7584-Q,2010,Kia,Picanto,1000,Punjab,Rawalpindi,2910000.0,0303-9490354
Tariq afiq,S/O Khalid Hashmi,54000-9699877-1,PES-3146-E,2011,Mercedes,S-Class,3500,KPK,Mardan,4130000.0,0331-1889459
Qureshi Rizvi,S/O Ahmed Bhatti,35202-9482758-8,LHR-3487-G,2005,Hyundai,Sonata,1300,Punjab,Sialkot,2249000.0,0332-4698887
Mehwish Sheikh,S/O Hassan Raja,44000-1502716-9,ISB-4355-W,2015,Hyundai,Tucson,1200,Punjab,Gujranwala,2964000.0,0322-9087774
Mehwish Raja,S/O Zainab Qureshi,13302-4898454-2,MZD-5776-K,2021,Suzuki,Cultus,1000,Azad Kashmir,Rawalakot,3160000.0,0331-7835305
H. Ali,S/O Ibrahim Hashmi,42101-2384233-3,LHR-9115-Q,2011,Hyundai,Tucson,1200,Punjab,Faisalabad,3096000.0,0300-6123560
Zainab Rajja,S/O Nadia Abbasi,61101-9816870-2,KHI-3792-R,2023,Honda,Civic,3000,Azad Kashmir,Rawalakot,6600000.0,0300-7021660
Imran Rizvi,S/O زینب علی,42101-4028542-6,KHI-4702-E,2012,BMW,5 Series,3500,Sindh,Nawabshah,12915000.0,0322-1209826
Amna Hussain,S/O Salman Naqvi,54000-1840890-7,PES-5275-I,2023,Honda,City,2500,KPK,Mingora,8400000.0,0312-2343211
Tariq Malik,S/O Sidra Bukhari,44000-1117156-5,QTA-3218-C,2009,Suzuki,Cultus,1500,Balochistan,Turbat,3075000.0,0300-2053323
Naeem Aslam,S/O Asif Raja,13302-8439899-4,GIL-7757-O,2008,Suzuki,Wagon R,1600,Gilgit-Baltistan,Chilas,3664000.0,0302-4584224
M. Malik,S/O Zubair Naqvi,35202-1092950-8,GIL-6519-Q,2014,Honda,Civic,1600,Gilgit-Baltistan,Gilgit,3696000.0,0345-8065883
S. Bukhari,S/O Muhammad Rafiq,42101-3761979-3,PES-791-V,2021,Toyota,Fortuner,1000,KPK,Mardan,1630000.0,0302-7449809
Zubair Sandhu,S/O Ayesha Hashmi,54000-9599207-3,KHI-1897-W,2006,Suzuki,Alto,660,Sindh,Mirpurkhas,1320000.0,
Asma Bukhari,,44000-4608636-3,LHR-6847-E,2023,Hyundai,Sonata,1000,Punjab,Sargodha,1790000.0,0346-2263045
Saira Ali,S/O Sheikh Butt,35202-6636572-6,LHR-9361-S,2015,Kia,Sportage,1800,Punjab,Gujranwala,4680000.0,0300-7774327
Rajaa Khan,S/O Qureshi Gujjar,21301-3919694-5,MZD-4562-N,2007,Toyota,Yaris,1300,Azad Kashmir,Rawalakot,3419000.0,0311-5813613
Fatima Raza,S/O Imran Gondal,35202-6812098-5,LHR-6288-S,2023,Kia,Carnival,2500,Punjab,Bahawalpur,2875000.0,0311-1529828
