canonical_name,father_name,cnic,annual_recharge_amount,phone,city,province
Imran Cheema,S/O Noor Tarar,61101-5472285-8,183330.0,0302-6223811,Mardan,KPK
Bushra Nawaz,S/O Imran Ali,13302-4304891-2,294770.0,0322-3039412,Chilas,Gilgit-Baltistan
Hamid Aslam,S/O Naveed Mirza,54000-9634200-4,279500.0,0332-2383944,Sukkur,Sindh
Rizwan Aslam,S/O Malik Chattha,44000-9216521-2,213440.0,0345-3655627,Islamabad,ICT
Sana Hameed,S/O Adnan Butt,35202-8115428-6,31320.0,0345-9513459,Gwadar,Balochistan
Salman Tarar,S/O Hashmi Butt,21301-2239425-8,708390.0,0300-5655586,Mirpur,Azad Kashmir
Muhammad Cheema,S/O Ahmed Syed,44000-2245997-1,366550.0,0313-4899295,Mirpur,Azad Kashmir
Baig Mirza,S/O Waseem Aslam,44000-4603881-7,139120.0,0322-4943509,Sukkur,Sindh
Saira Ahmed,S/O Tahir Butt,54000-5245272-5,1206890.0,0346-8898869,Muzaffarabad,Azad Kashmir
Sidra Gujjar,S/O Bilal Rizvi,42101-6039013-8,98820.0,0313-4839815,Larkana,Sindh
Zubair Iqbal,S/O Amna Zaidi,35202-9285320-3,60580.0,0302-9708891,Islamabad,ICT
Hussain Malik,S/O Adnan Iqbal,42101-3601944-5,105030.0,0303-5370628,Multan,Punjab
Hina Karim,S/O Sajid Malik,42101-8082668-2,128950.0,0322-5218028,Gilgit,Gilgit-Baltistan
Nadia Raja,S/O Sidra Sandhu,44000-8600185-6,46300.0,0300-1241214,Faisalabad,Punjab
Usman Gilani,S/O Hashmi Rizvi,42101-8833150-1,217770.0,0313-6958120,Sukkur,Sindh
Noor Rizvi,S/O Shoaib Malik,61101-3762487-3,1224970.0,0312-9705660,Abbottabad,KPK
Shazia Qureshi,S/O Rabia Virk,42101-5736017-3,1623840.0,0301-8853827,Rawalakot,Azad Kashmir
Adnan Hussain,S/O Aamir Malik,54000-8560977-2,69460.0,0333-1928161,Islamabad,ICT
Zubair Bukhari,S/O Imran Raza,54000-1966421-6,2073130.0,0311-4394146,Muzaffarabad,Azad Kashmir
Salman Naqvi,S/O Mirza Tarar,54000-7222167-3,211290.0,0345-7606979,Turbat,Balochistan
Kamran Rizvi,S/O Amna Virk,13302-4252017-3,228340.0,0312-1440659,Hyderabad,Sindh
Naveed Baig,S/O Asma Khan,42101-6178936-7,1117010.0,,Bannu,KPK
Baig Gujjar,S/O Sidra Bhatti,54000-8427453-6,178180.0,0302-3348542,Hub,Balochistan
Adnan Chaudhry,S/O Qureshi Zaidi,61101-7083430-7,101100.0,0333-5505483,Islamabad,ICT
Qureshi Gilani,S/O Muhammad Cheema,21301-3770489-2,334030.0,0333-9756449,Hub,Balochistan
,,42101-8211270-4,1010610.0,0345-5556308,Skardu,Gilgit-Baltistan
Qureshi Mirza,S/O Maryam Rana,42101-5983086-6,324150.0,0331-9736208,Hub,Balochistan
Bushra Cheema,S/O Qureshi Virk,13302-8728502-5,153970.0,0300-2886239,Gwadar,Balochistan
Khalid Latif,S/O Shazia Bukhari,42101-2301665-1,0.0,0312-3985341,Gujranwala,Punjab
Naeem Cheema,S/O S/O Ayesha Bhatti,13302-2835125-8,82470.0,0346-3622462,Chilas,Gilgit-Baltistan
عائشہ احمد,S/O Nadia Raja,54000-3085724-9,238260.0,0345-4006460,Islamabad,ICT
Sajid Aslam,S/O نادیہ رضا,54000-6949694-8,482480.0,0331-9651607,Skardu,Gilgit-Baltistan
Bilal Qureshi,S/O Qureshi Gujjar,54000-4262081-7,390520.0,0332-1093026,Skardu,Gilgit-Baltistan
Chaudhry Tarar,S/O Kamran Baig,54000-6100571-3,491850.0,0346-2948559,Chilas,Gilgit-Baltistan
Sana Iqbal,S/O Nadia Rana,35202-7838926-9,286580.0,0301-9849012,Rawalakot,Azad Kashmir
Qureshi Mirza,S/O Qureshi Akhtar,42101-6040993-1,876830.0,0312-8653296,Kohat,KPK
نادیہ رضا,S/O Asif Hameed,13302-8572545-7,532370.0,0322-3791487,Chilas,Gilgit-Baltistan
Zubair Aslaam,S/O Tahir Iqbal,54000-9492781-1,250310.0,0303-4649622,Turbat,Balochistan
Arif Gondal,S/O Kamran Raza,42101-6301787-5,294450.0,0303-4062757,Rawalpindi,Punjab
Adnan Hussain,S/O Imran Sheikh,54000-6811045-6,1381090.0,0345-4674973,Skardu,Gilgit-Baltistan
Uzma Qureshi,S/O Faisal Hameed,61101-6853208-2,3535340.0,0300-4163608,Muzaffarabad,Azad Kashmir
Arif Gondal,S/O Ahmed Sandhu,13302-8755747-2,1670170.0,0346-8798939,Mirpurkhas,Sindh
Syed Iqbal,S/O Asif Zaidi,54000-9925341-6,284100.0,0333-1237264,Mardan,KPK
Ayesha Baig,S/O Mehwish Virk,61101-9409933-5,158680.0,0321-5611260,Bannu,KPK
Kamran Gilani,S/O Fatima Butt,54000-4701250-8,55850.0,0321-7674596,Sargodha,Punjab
Zainab Rafiq,S/O Usman Hameed,42101-8230636-8,1455410.0,0301-1440601,Islamabad,ICT
Uzma Bhatti,S/O Bushra Iqbal,13302-3441652-9,1116040.0,0346-9591642,Hub,Balochistan
Hina Raza,S/O Mirza Khan,13302-2682110-3,1825930.0,0313-9201859,Hyderabad,Sindh
فاطمہ خان,S/O Bilal Ali,35202-3478995-8,30310.0,0345-7095481,Gilgit,Gilgit-Baltistan
Hassan Gilani,S/O Asma Iqbal,35202-7562960-4,197600.0,0332-2432902,Gilgit,Gilgit-Baltistan
Mirza Gujjar,S/O Shoaib Syed,54000-5542460-8,239010.0,0313-1326358,Skardu,Gilgit-Baltistan
Mohammad Jafri,S/O Rukhsar Ahmed,54000-5551832-6,270360.0,0346-7484783,Hub,Balochistan
,S/O Ayesha Zaidi,21301-9042031-3,779940.0,0333-4262883,Rawalpindi,Punjab
Rizwan Syed,S/O Asma Mirza,61101-8366683-8,224560.0,0303-8840994,Islamabad,ICT
Mohammad Aslam,S/O Hassan Akhtar,13302-9054196-8,115320.0,0302-9782090,Lahore,Punjab
Kamran Ansari,S/O Zainab Hameed,44000-3088963-1,43730.0,0301-3291741,Islamabad,ICT
Sidra Jafri,S/O Raja Sheikh,42101-8989673-3,103830.0,0312-9655173,Mirpur,Azad Kashmir
Mohammad Malik,S/O محمد حسن,,315930.0,0312-2042114,Islamabad,ICT
Bushra Virk,S/O Waseem Chaudhry,61101-2021141-2,36950.0,0333-1889532,Larkana,Sindh
Ahmed Ahmed,S/O Asma Zaidi,13302-9540127-5,0.0,0346-3755581,Gwadar,Balochistan
Ahmed Khan,S/O Imran Abbasi,13302-3183280-7,158280.0,0346-1617723,Mingora,KPK
Ibrahim Zaidi,S/O Tahir Naqvi,35202-2035212-7,0.0,0313-8244272,Nawabshah,Sindh
Hamid Gujjar,S/O Ahmed Tarar,54000-5495743-6,1094410.0,0312-1993142,Islamabad,ICT
Sheikh Gondal,S/O علی حسین,21301-4543473-1,100250.0,0331-3300598,Lahore,Punjab
Mirza Raja,S/O Iqra Sandhu,42101-4609319-9,1267770.0,,Kohat,KPK
Ibrahim Cheema,S/O Kashif Hameed,35202-2925327-3,616070.0,0322-5931039,Mirpur,Azad Kashmir
Hamid Zaidi,S/O Raja Gondal,54000-5196564-4,9710.0,0312-8186377,Mingora,KPK
Muhammad Raja,S/O Adnan Naqvi,13302-3520838-2,55580.0,0346-9800849,Muzaffarabad,Azad Kashmir
Ahmed Nawaz,S/O Uzma Virk,13302-7806362-4,1056950.0,0345-2790625,Gilgit,Gilgit-Baltistan
Bushra Nawaz,S/O Khalid Mirza,,54420.0,0312-9613144,Mirpurkhas,Sindh
Waseem Ansari,S/O Ahmed Virk,54000-6379709-8,787920.0,0322-3419404,Khuzdar,Balochistan
Asif Rafiq,S/O Mohammad Hussain,54000-7992286-2,218130.0,0333-9127895,Mingora,KPK
Salman Rizvi,S/O Zubair Aslam,,68330.0,0332-7353839,Hub,Balochistan
Malik Rizvi,S/O Sobia Gondal,13302-4219121-1,209440.0,0345-6126173,Sukkur,Sindh
Iqra Rana,S/O Zubair Zaidi,54000-7259602-1,513740.0,0303-1300582,Kohat,KPK
Fatima Malik,S/O Imran Qureshi,61101-7204078-3,210350.0,0331-4074931,Larkana,Sindh
Syed Hussain,S/O Noor Hussain,21301-2030417-7,1135680.0,0312-2804298,Abbottabad,KPK
Faisal Syed,S/O Hina Hameed,44000-9880506-6,0.0,0322-4580001,Chilas,Gilgit-Baltistan
Raja Rafiq,S/O Ahmed Hashmi,13302-9820687-5,307750.0,0303-7037153,Mardan,KPK
Arif Ansari,S/O ابراہیم ملک,13302-3637826-6,381580.0,0313-1326642,Islamabad,ICT
Naeem Bhatti,S/O Sidra Ali,13302-6400239-5,296540.0,0313-2706649,Khuzdar,Balochistan
Rabia Hashmi,S/O Rizwan Nawaz,54000-3472414-5,107060.0,0300-2958415,Abbottabad,KPK
Amna Gondal,S/O Waseem Chaudhry,61101-5070918-9,1012920.0,0331-5921482,Mirpur,Azad Kashmir
Sana Aslam,S/O Adnan Abbasi,54000-3706058-9,159870.0,0303-2616672,Sialkot,Punjab
Hashmi Cheema,S/O Sobia Gujjar,44000-4813147-1,318190.0,0311-7550091,Rawalpindi,Punjab
Chaudhry Rizvi,S/O Hussain Hussain,44000-7178860-5,48010.0,0303-3936857,Peshawar,KPK
Ayesha Hashmi,S/O Hamid Rizvi,44000-9846078-3,4684320.0,0300-5395559,Khuzdar,Balochistan
Zubair Khan,S/O Bushra Karim,13302-5429016-9,128940.0,0321-2560682,Chilas,Gilgit-Baltistan
Rizwan Malik,S/O S/O Bushra Sandhu,21301-9460003-8,17930.0,0301-3158613,Rawalakot,Azad Kashmir
,S/O Imran Sheikh,44000-6423566-6,2644340.0,0303-5691702,Larkana,Sindh
Omar Raja,S/O Baig Abbasi,35202-8127267-9,0.0,0345-7438213,Mirpur,Azad Kashmir
Shoaib Karim,S/O Syed Aslam,44000-2812146-6,317510.0,0311-1483087,Gwadar,Balochistan
Waseem Raja,S/O Rukhsar Malik,13302-6416279-1,2343370.0,0322-5739908,Skardu,Gilgit-Baltistan
,S/O Usman Aslam,35202-8102681-6,512300.0,0321-7744379,Peshawar,KPK
Chaudhry Hussain,S/O Sana Khan,,724550.0,0302-7695802,Islamabad,ICT
,S/O Saira Jafri,42101-5185975-3,301210.0,0301-4984061,Sialkot,Punjab
Maryam Tarar,S/O Zainab Khan,21301-4930793-3,345180.0,0345-6958403,Multan,Punjab
Hamid Rafiq,S/O Salman Naqvi,44000-8570478-4,252890.0,0321-2236084,Karachi,Sindh
Waseem Rafiq,S/O Maryam Ansari,35202-1251324-4,734760.0,0331-5473286,Karachi,Sindh
Naveed Syed,S/O S/O Tariq Akhtar,61101-9787997-3,317990.0,0301-9941610,Gwadar,Balochistan
Salman Raja,S/O Qureshi Malik,42101-3719532-5,1128110.0,0333-6250607,Sialkot,Punjab
Ayesha Bhatti,S/O احمد خان,44000-5159182-8,172650.0,,Muzaffarabad,Azad Kashmir
Shoaib Ahmed,S/O Nadia Baig,54000-5965761-5,233860.0,0332-1322802,Gwadar,Balochistan
,S/O Iqra Gondal,54000-5326084-2,117240.0,0345-9337140,Turbat,Balochistan
Zubair Abbasi,S/O Rabia Gilani,21301-4112254-3,454420.0,0321-1545959,Gilgit,Gilgit-Baltistan
Chaudhry Hussain,S/O Zainab Bukhari,44000-9031570-8,58770.0,0301-9402694,Hyderabad,Sindh
Adnan Gujjar,S/O Omar Aslam,44000-2728425-6,23530.0,0345-6108450,Lahore,Punjab
Malik Aslam,S/O Noor Jafri,54000-7388440-2,1295650.0,0313-3951259,Khuzdar,Balochistan
Nadia Akhtar,S/O عمر شیخ,54000-4431161-7,421340.0,0345-5748945,Bannu,KPK
Mirza Rana,S/O Mehwish Baig,61101-4598169-7,162400.0,0301-4995474,Mirpur,Azad Kashmir
Imran Naqvi,S/O Aamir Syed,54000-7287635-4,593450.0,0300-9733236,Mirpur,Azad Kashmir
Khalid Karim,S/O Fatima Ali,54000-1779183-6,85840.0,0333-1116384,Mingora,KPK
Tahir Abbasi,S/O Ayesha Raja,21301-5048909-1,322380.0,0331-1592910,Rawalakot,Azad Kashmir
زینب علی,S/O Hussain Qureshi,42101-5726427-7,442720.0,0332-4426599,Mirpur,Azad Kashmir
Sobia Gondal,S/O Hina Gilani,54000-3435283-4,69180.0,0303-2444410,Islamabad,ICT
Uzma Latif,S/O Maryam Raja,44000-7608570-2,251870.0,0346-7106435,Chilas,Gilgit-Baltistan
Hussain Cheema,S/O Hashmi Aslam,13302-8322991-6,1108400.0,0321-4370808,Gujranwala,Punjab
Rizwan Akhtar,S/O Kashif Akhtar,42101-4644217-1,1519590.0,0346-4590440,Sukkur,Sindh
Omar Chaudhhry,S/O Faisal Tarar,44000-4637715-2,924100.0,0346-3179482,Chilas,Gilgit-Baltistan
Maryam Rizvi,S/O Tariq Chattha,42101-3780888-3,109590.0,0303-9758442,Gilgit,Gilgit-Baltistan
Hussain Latif,S/O Zainab Ahmed,13302-5478026-4,991420.0,0333-5945151,Muzaffarabad,Azad Kashmir
Kashif Malik,S/O Raja Bukhari,21301-8650185-4,225720.0,0311-2047979,Mingora,KPK
,S/O Hassan Rana,54000-6205141-7,97960.0,,Larkana,Sindh
Amna Hameed,S/O Shazia Butt,13302-8500007-8,56650.0,0301-8964761,Bahawalpur,Punjab
Zubair Rana,S/O Noor Hashmi,21301-4197592-1,415280.0,0346-4077276,Lahore,Punjab
Salman Khan,S/O Zainab Tarar,44000-5850391-2,793220.0,0301-5431092,Larkana,Sindh
Bilal Rizvi,S/O Fatima Jafri,35202-9137308-8,687010.0,0346-3922514,Mirpur,Azad Kashmir
Zainab HHussain,S/O Sajid Sandhu,54000-8156247-6,1773100.0,0301-5401887,Sialkot,Punjab
Aamir Tarar,S/O Malik Bhatti,54000-3319495-4,333760.0,0312-2638431,Lahore,Punjab
Rukhsar Sheikh,S/O Hussain Hameed,13302-6940889-7,94300.0,0346-8385584,Gilgit,Gilgit-Baltistan
Chaudhry Gujjar,S/O Tariq Chaudhry,,49230.0,0311-8428425,Skardu,Gilgit-Baltistan
Ayesha Gujjar,S/O Chaudhry Nawaz,35202-7666403-4,651740.0,0301-6211168,Rawalakot,Azad Kashmir
Bushra Syed,S/O Ibrahim Latif,44000-5061364-5,222350.0,0346-7093603,Bahawalpur,Punjab
Mirza Zaidi,S/O Rukhsar Latif,61101-1260078-8,268250.0,0331-1283348,Islamabad,ICT
Saira Zaidi,,21301-1133700-6,131180.0,0333-5069884,Rawalakot,Azad Kashmir
Ali Khan,S/O Sana Abbasi,54000-5823581-2,332270.0,0313-7534892,Kohat,KPK
Mehwish Tarar,S/O Rabia Tarar,61101-6972212-5,251460.0,0311-8368182,Sukkur,Sindh
Waseem Qureshi,S/O Faisal Sandhu,21301-1429849-5,710880.0,0301-8448185,Faisalabad,Punjab
Wasem Ansari,S/O Mirza Gilani,13302-6735309-2,157350.0,0322-3486839,Peshawar,KPK
Tahir Hussain,S/O عائشہ احمد,13302-7052813-6,769840.0,0321-4569527,Mirpur,Azad Kashmir
Salman Ansari,S/O S/O Tahir Akhtar,35202-2685524-3,0.0,0345-3345961,Muzaffarabad,Azad Kashmir
Imran Hashmi,S/O Hashmi Rizvi,13302-7956533-5,474150.0,0345-7911063,Mingora,KPK
Ali Khan,S/O Sana Abbasi,54000-5823581-2,379050.0,0313-7534892,Kohat,KPK
نادیہ رضا,S/O Mohammad Baig,54000-9207968-7,2011840.0,0322-2848429,Chilas,Gilgit-Baltistan
Mehwish Gujjar,S/O Aamir Syed,44000-5133533-4,217780.0,0346-9569129,Hyderabad,Sindh
Tahir Mirza,S/O Bushra Tarar,21301-8981337-8,169670.0,0331-3965641,Faisalabad,Punjab
Sajid Latif,S/O Ayesha Qureshi,13302-2619007-7,28410.0,0333-6009153,Sukkur,Sindh
,S/O S/O Amna Gondal,54000-3566765-7,11820.0,0345-9111742,Mirpurkhas,Sindh
Sajid Sheikh,S/O Sidra Abbasi,44000-2322591-5,948670.0,0303-3315372,Turbat,Balochistan
Mehwish Mirza,S/O علی حسین,61101-7849994-8,741120.0,0332-8176895,Mirpur,Azad Kashmir
Asif Rana,S/O Salman Rana,42101-2053339-9,629510.0,0311-5753431,Hub,Balochistan
Zubair Abbasi,S/O Malik Baig,44000-7933281-2,5858430.0,0302-6038921,Mirpurkhas,Sindh
,S/O محمد علی,42101-8556961-7,323250.0,0302-4239823,Rawalakot,Azad Kashmir
Maryam Aslam,S/O Baig Syed,35202-7889743-4,54370.0,0346-5822224,Sargodha,Punjab
Amna Latif,S/O Fatima Virk,44000-2877649-2,721500.0,0302-7815765,Islamabad,ICT
Aamir Ali,S/O Naveed Gujjar,54000-2035429-5,116020.0,0300-9716578,Mirpurkhas,Sindh
Hassan Rizvi,S/O Kamran Virk,44000-5013424-3,670240.0,0312-8780951,Mardan,KPK
Adnan Hameed,S/O Naveed Ahmed,61101-4698351-3,552620.0,0333-3898919,Bannu,KPK
Sobia Gondal,S/O Rukhsar Raza,54000-9629101-6,117680.0,0313-2021413,Muzaffarabad,Azad Kashmir
Hamid Aslam,S/O Imran Syed,,251540.0,0331-7779519,Faisalabad,Punjab
Ayesha Syed,S/O Waseem Nawaz,13302-1859563-9,891260.0,0303-4658293,Lahore,Punjab
Zubair Iqbal,S/O Sana Raza,42101-8694639-3,544770.0,0300-6439117,Bahawalpur,Punjab
Shazia Ansari,S/O Sajid Naqvi,42101-8989948-7,3882360.0,0332-5590782,Islamabad,ICT
Khalid Akhtar,S/O S/O Usman Akhtar,13302-6357240-6,15810.0,0303-8826111,Gwadar,Balochistan
Fatima Gondal,S/O Salman Ali,21301-8717719-5,101160.0,0313-3987988,Islamabad,ICT
Asif Karim,S/O S/O Shoaib Raza,61101-1527610-2,41760.0,0331-7340280,Islamabad,ICT
Raja Bhatti,S/O Kamran Abbasi,35202-9343685-7,1350440.0,0311-4820831,Larkana,Sindh
Omar Karim,S/O Noor Sheikh,42101-7475662-9,59580.0,0312-9432958,Peshawar,KPK
Rabia Bhatti,S/O S/O Usman Mirza,54000-6455706-7,23170.0,0346-4607488,Islamabad,ICT
Nadia Virk,S/O Zainab Chaudhry,61101-5295429-5,598710.0,0331-4647524,Mirpur,Azad Kashmir
Arif Qureshi,S/O Hashmi Sandhu,54000-6886602-1,62020.0,0333-3588068,Khuzdar,Balochistan
Syed Aslam,S/O Rukhsar Rafiq,61101-7294914-3,233410.0,0333-5927937,Chilas,Gilgit-Baltistan
Amna Ahmed,S/O Adnan Khan,44000-1854348-1,525550.0,0313-6873567,Mingora,KPK
Shazia Butt,S/O Noor Virk,13302-5703624-4,0.0,0332-3065243,Muzaffarabad,Azad Kashmir
Rizwan Gujjar,S/O Kamran Akhtar,42101-2184633-8,343520.0,0331-9714211,Hub,Balochistan
Asma Malik,S/O Hussain Raja,61101-1415011-8,369470.0,,Khuzdar,Balochistan
Ibrahim Virk,S/O Kamran Akhtar,,514140.0,0313-4974417,Kohat,KPK
Sobia Raja,S/O Mohammad Jafri,35202-6597445-6,596170.0,0303-8375413,Mirpurkhas,Sindh
Iqra Aslam,S/O Mirza Abbasi,61101-4783105-7,2226510.0,0345-6027078,Khuzdar,Balochistan
Adnan Sheikh,S/O Khalid Akhtar,44000-8671057-4,234130.0,0300-5720376,Gwadar,Balochistan
Iqra Bukhari,S/O علی حسین,13302-9902483-5,260860.0,0312-8581927,Islamabad,ICT
Qureshi Raja,S/O زینب علی,42101-7662884-3,268730.0,0333-9001458,Abbottabad,KPK
Salman Nawaz,S/O S/O Sana Aslam,21301-2346371-9,97670.0,0322-3136529,Mirpurkhas,Sindh
Hamid Chattha,S/O Kashif Ali,42101-7512337-1,169050.0,0303-3433734,Bannu,KPK
Imran Butt,S/O Tariq Akhtar,61101-9371903-2,96730.0,0322-1080203,Mirpur,Azad Kashmir
,S/O Bilal Gujjar,54000-1156397-6,340700.0,0331-2773259,Skardu,Gilgit-Baltistan
Ayesha Rana,S/O Chaudhry Ali,35202-4125616-4,59470.0,0301-2246977,Muzaffarabad,Azad Kashmir
Malik Syed,S/O ابراہیم ملک,35202-2145771-3,473850.0,0333-1550711,Gilgit,Gilgit-Baltistan
Tariq Qureshi,S/O Bilal Naqvi,21301-2008418-2,524820.0,0300-2653227,Nawabshah,Sindh
Malik Jafri,S/O Bushra Latif,13302-4553726-6,828880.0,0302-7008399,Sukkur,Sindh
Shoaib Karim,S/O Chaudhry Latif,54000-8002077-6,242050.0,0303-9151054,Mirpur,Azad Kashmir
,S/O Raja Karim,61101-1912429-9,133080.0,0332-1753948,Kohat,KPK
Tahir Malik,S/O Ayesha Cheema,61101-4516499-6,775110.0,0303-6177422,Sargodha,Punjab
,S/O Maryam Raja,44000-7608570-2,74770.0,0346-7106435,Chilas,Gilgit-Baltistan
Bushra Virk,S/O Hamid Aslam,54000-3928275-5,149400.0,0321-8498243,Islamabad,ICT
زینب علی,S/O Tariq Iqbal,61101-7472835-4,248160.0,0311-2315491,Skardu,Gilgit-Baltistan
Shazia Rizvi,S/O Faisal Rafiq,35202-5287938-2,324870.0,0312-1219566,Muzaffarabad,Azad Kashmir
Adnan Virk,S/O نادیہ رضا,44000-6754960-8,215960.0,0313-9033759,Rawalakot,Azad Kashmir
Khalid Rafiq,S/O Qureshi Hameed,,194040.0,0321-4388603,Rawalakot,Azad Kashmir
Arif Cheema,S/O Shazia Baig,13302-7194693-7,394450.0,0332-4660723,Faisalabad,Punjab
Omar Gondal,S/O Usman Baig,54000-4151929-7,231090.0,0313-4913637,Islamabad,ICT
Malik Raza,S/O Salman Tarar,61101-3400475-1,674080.0,0312-7847411,Gilgit,Gilgit-Baltistan
,S/O Sajid Mirza,21301-4428851-5,655280.0,0331-2991675,Abbottabad,KPK
Kashif Zaidi,S/O Adnan Sheikh,44000-1824058-9,306430.0,0346-6882425,Muzaffarabad,Azad Kashmir
Bilal Aslam,S/O Sana Bhatti,61101-5873688-6,266090.0,0303-9348768,Mirpur,Azad Kashmir
Ahmed Rafiq,S/O Hussain Hashmi,44000-2008134-4,994420.0,0301-9560740,Kohat,KPK
Rabia Aslam,S/O Ahmed Rizvi,54000-7349535-4,1370130.0,0333-9962896,Hub,Balochistan
Syed Virk,S/O Sajid Sandhu,21301-2161427-3,177260.0,0303-1308682,Islamabad,ICT
Asma Ahmed,S/O Ibrahim Iqbal,44000-9544092-5,162260.0,0311-2325039,Gwadar,Balochistan
Mehwish Malik,S/O Shoaib Syed,13302-6557607-3,2024940.0,0300-1542282,Nawabshah,Sindh
Hassan Sheikh,S/O Zubair Abbasi,61101-1914322-3,749150.0,0303-9058407,Skardu,Gilgit-Baltistan
Fatima Baig,S/O Rizwan Qureshi,44000-7607124-2,1391340.0,0311-5094585,Mirpur,Azad Kashmir
Arif Rizvi,S/O Shazia Hashmi,21301-3940815-6,0.0,0300-2719287,Islamabad,ICT
Naveed Cheema,S/O Ayesha Syed,13302-6662421-5,96960.0,0313-5398808,Islamabad,ICT
Baig Ahmed,S/O Malik Butt,42101-9701641-1,56820.0,0301-4093038,Mirpur,Azad Kashmir
Usman Hashmi,S/O Imran Ahmed,44000-2642440-9,557000.0,0302-6144906,Mirpur,Azad Kashmir
Naveed Ahmed,S/O Uzma Sheikh,61101-3778711-6,2214100.0,0345-3164870,Peshawar,KPK
Nadia Ahmed,S/O Amna Nawaz,42101-6317434-2,48820.0,0345-6125056,Quetta,Balochistan
Bushra Nawaz,S/O Imran Ali,13302-4304891-2,207660.0,0322-3039412,Chilas,Gilgit-Baltistan
Aamir Chattha,S/O Maryam Gondal,44000-1372804-8,222770.0,0346-8310037,Mingora,KPK
Usman Gujjar,S/O Sana Ali,,128850.0,0321-7153783,Chilas,Gilgit-Baltistan
علی حسین,S/O Rizwan Baig,13302-1553611-4,410620.0,0333-6853789,Nawabshah,Sindh
Sana Rafiq,S/O Malik Raza,35202-9799801-7,60960.0,0322-6263495,Turbat,Balochistan
Usman Gilani,S/O Bushra Raza,35202-6621223-9,148780.0,0313-3522295,Gilgit,Gilgit-Baltistan
Shoaib Iqbal,S/O Aamir Akhtar,35202-5274081-8,256840.0,0303-3038202,Rawalakot,Azad Kashmir
Asma Jafri,S/O مریم چودھری,44000-1193098-4,216940.0,0311-7656661,Chilas,Gilgit-Baltistan
Ali Rizvi,S/O Rizwan Gujjar,35202-8366639-2,104390.0,0322-2662478,Mirpur,Azad Kashmir
Nadia Raza,S/O Sheikh Hussain,21301-2550858-8,417180.0,0303-9519290,Mirpur,Azad Kashmir
Naeem Sandhu,S/O Saira Tarar,21301-3968237-4,28540.0,0331-3589058,Islamabad,ICT
Raja Karim,S/O نادیہ رضا,21301-8254796-1,369100.0,0312-2860290,Chilas,Gilgit-Baltistan
Chaudhry Akhtar,S/O Naveed Latif,54000-7661931-2,95350.0,0302-4141723,Islamabad,ICT
فاطمہ خان,S/O Shazia Syed,35202-3148748-3,76420.0,0303-3935142,Muzaffarabad,Azad Kashmir
Naeem Raja,S/O Zubair Raja,35202-2679685-8,1072440.0,0331-1320387,Sukkur,Sindh
Tahir Gilani,S/O Omar Mirza,35202-6186009-4,639410.0,0300-9719744,Sialkot,Punjab
Mohammad Bhatti,S/O Sidra Nawaz,13302-1293064-6,240130.0,0345-6669364,Abbottabad,KPK
Bushra Aslam,S/O Ibrahim Khan,61101-8730483-9,66190.0,0322-7776291,Islamabad,ICT
Bushra Virk,S/O Waseem Chaudhry,61101-2021141-2,42170.0,0333-1889532,Larkana,Sindh
Tahir Cheema,S/O محمد حسن,21301-3984801-1,5090150.0,0321-1938345,Larkana,Sindh
Naveed Jafri,S/O Ayesha Rana,61101-6696598-4,308820.0,0332-4207540,Gilgit,Gilgit-Baltistan
Rabia Naqvi,S/O Hussain Chaudhry,42101-9571450-8,168170.0,0345-3774103,Islamabad,ICT
Naeem Virk,S/O Uzma Rafiq,13302-9099857-9,145220.0,0331-3863119,Hub,Balochistan
Noor Hameed,S/O S/O Ayesha Iqbal,54000-5298752-2,20090.0,0331-1763562,Lahore,Punjab
Sobia Akhtar,S/O Fatima Nawaz,61101-5834322-6,200170.0,0313-3595219,Hyderabad,Sindh
Faisal Tarar,S/O S/O Kamran Baig,21301-8736118-4,15670.0,0312-1177469,Chilas,Gilgit-Baltistan
Chaudhry Chaudhry,S/O Hussain Hussain,61101-9210064-5,1324850.0,0302-7168602,Faisalabad,Punjab
محمد حسن,S/O فاطمہ خان,,443680.0,0322-1889209,Muzaffarabad,Azad Kashmir
Tariq Hameed,S/O Rukhsar Gondal,13302-4732223-8,224350.0,0311-1505286,Abbottabad,KPK
Fatima Hussain,S/O Qureshi Sheikh,35202-3260300-6,1076020.0,0346-2403104,Islamabad,ICT
Faisal Raja,S/O Fatima Rizvi,42101-6313383-2,135420.0,0312-8042351,Sukkur,Sindh
Hussain Raza,S/O Hashmi Chattha,21301-9688611-4,303310.0,0300-4993355,Karachi,Sindh
Rizwan Qureshi,S/O Saira Hussain,54000-9404313-8,90440.0,0321-7884260,Gilgit,Gilgit-Baltistan
Mirza Raja,S/O Zubair Baig,21301-4253616-1,1228790.0,0332-6732688,Faisalabad,Punjab
Imran Gilani,S/O Faisal Nawaz,61101-3986905-9,384380.0,0321-4427542,Abbottabad,KPK
Maryam Gujjar,S/O Khalid Malik,42101-7712272-5,1512730.0,0332-6158936,Turbat,Balochistan
Hassan Iqbal,S/O Iqra Chattha,13302-3578153-9,713790.0,0301-3704206,Faisalabad,Punjab
Asif Zaidi,S/O Tariq Syed,61101-1979480-7,414940.0,0322-4538481,Gwadar,Balochistan
Asif Bhatti,S/O فاطمہ خان,44000-9902720-3,79040.0,0331-2278892,Hub,Balochistan
Sidra Gilani,S/O Tahir Rizvi,35202-9405163-9,121580.0,0300-3437183,Quetta,Balochistan
