Owner_Name,Father_Name,CNIC,Owner_Number,Province,City,Society_Name,Property_Type,Plot_House_No,Area,Purchase_Year,Ownership_Status,Estimated_Market_Value,Contact_No
Naveed Gujjar,S/O Ali Raza,5400064230608,03005377947,Azad Kashmir,Muzaffarabad,Gulshan-e-Iqbal,Residential Plot,853,100 Marla,2018,Sold,3000538,03005377947
Mehwish Zaidi,S/O Faisal Abbasi,4400078939137,03009318150,Gilgit-Baltistan,Skardu,DHA,Residential Plot,94,16 Kanal,2000,Rented,3895489,03338512880
Sheikh Ali,S/O Hussain Sheikh,5400084595583,03003142127,Azad Kashmir,Rawalakot,Bahria Town,Residential Plot,156,64 Marla,2014,Rented,1157451,03003142127
Faisal Mirza,S/O Chaudhry Aslam,4210158786679,03466930723,Balochistan,Khuzdar,G-9,Apartment,758,32 Marla,2023,Owned,1665439,03466930723
Arif Iqbal,S/O Sajid Cheema,6110139518045,03137144113,KPK,Peshawar,Model Town,House,971,5 Kanal,2012,Sold,962307,03137144113
Raja Sheikh,S/O Khalid Naqvi,1330298612103,03328137510,KPK,Abbottabad,Johar Town,Residential Plot,902,14 Marla,2008,Mortgaged,3920044,03328137510
Shoaib Gilani,S/O Rizwan Abbasi,4400078457488,03138559668,Sindh,Nawabshah,Cavalry Ground,Apartment,874,81 Kanal,2011,Mortgaged,8099842,03138559668
Ibrahim Malik,S/O Hamid Syed,2130169324169,03136728280,Balochistan,Khuzdar,Gulberg,Apartment,498,3 Sq.Ft,2004,Rented,22835062,
Bushra Syed,S/O Naeem Chattha,6110193993087,03002371667,Azad Kashmir,Muzaffarabad,Township,House,141,22 Kanal,1995,Owned,8221423,03456637647
Asma Bhatti,S/O Sajid Zaidi,,03022442898,Gilgit-Baltistan,Skardu,G-9,Apartment,611,76 Marla,2000,Mortgaged,4031619,03022442898
Aamir Hussain,S/O Aamir Gilani,4210162028075,03028231916,Gilgit-Baltistan,Chilas,G-9,Apartment,262,78 Kanal,1996,Mortgaged,2042618,03028231916
Fatima Hussain,S/O Hamid Sheikh,4400074039104,03339150035,ICT,Islamabad,Johar Town,Residential Plot,429,20 Kanal,2022,Sold,6859701,03339150035
Aamir Baig,S/O Adnan Sheikh,6110176635421,03453408395,KPK,Mingora,PAF Colony,Apartment,345,41 Kanal,2022,Rented,2647249,03453408395
Sajid Zaidi,S/O علی حسین,4210176108353,03123131111,Sindh,Larkana,G-9,Residential Plot,604,28 Marla,2015,Rented,4595821,03123131111
Mohammad Aslam,,1330290541968,03029782090,Punjab,Lahore,Defence,House,666,58 Marla,2008,Sold,6724624,03029782090
Chaudhry Gilani,S/O Muhammad Sandhu,5400015537748,03451658042,Gilgit-Baltistan,Skardu,DHA,House,793,54 Marla,2014,Rented,86291092,03451658042
Hina Sheikh,S/O محمد احمد,4210165426642,03324494439,Sindh,Hyderabad,PAF Colony,Residential Plot,830,76 Kanal,2013,Mortgaged,26653088,
Tahir Sandhu,S/O Ibrahim Bukhari,6110190878168,03121560020,ICT,Islamabad,Defence,Apartment,389,19 Sq.Ft,2019,Rented,2189356,03121560020
Shoaib Cheema,S/O Sajid Baig,2130192974074,03039222089,Azad Kashmir,Mirpur,F-10,Residential Plot,420,79 Marla,2015,Sold,15520806,03039222089
Ibrahim Gondal,S/O Adnan Akhtar,4210140833901,03122224168,KPK,Mardan,Gulshan-e-Iqbal,Apartment,194,6 Marla,2003,Rented,1177269,03122224168
Shoaib Gilani,S/O Zainab Nawaz,4210143820505,03132999301,Gilgit-Baltistan,Skardu,North Nazimabad,Residential Plot,115,65 Marla,2012,Mortgaged,14199897,03132999301
Sana Gilani,S/O Usman Gondal,1330295575356,03013874564,Sindh,Sukkur,Johar Town,Apartment,474,13 Kanal,2020,Sold,3584523,03008667844
Naeem Sandhu,S/O Khalid Akhtar,4210126242301,03135165284,Balochistan,Gwadar,DHA,Residential Plot,712,73 Sq.Ft,2006,Mortgaged,1364591,03135165284
Hussain Ali,S/O Tahir Abbasi,4400022037244,03329377149,KPK,Kohat,Cantt,House,685,34 Kanal,2004,Mortgaged,3537952,03329377149
Baig Naqvi,S/O Chaudhry Virk,4210178436021,03314146566,Balochistan,Hub,Cantt,Residential Plot,567,28 Kanal,1997,Sold,8970760,03314146566
Bushra Butt,S/O Mehwish Iqbal,2130122297742,03126595177,Gilgit-Baltistan,Gilgit,Gulshan-e-Iqbal,Apartment,736,29 Marla,2011,Owned,11916031,03465193224
Waseem Iqbal,S/O Shoaib Virk,2130118660504,03134401589,Gilgit-Baltistan,Gilgit,DHA,Residential Plot,988,52 Kanal,2022,Owned,2759205,03134401589
Mehwish Raja,S/O Iqra Cheema,4400065467444,03013386328,Sindh,Mirpurkhas,Model Town,House,469,73 Kanal,2019,Mortgaged,2513890,03013386328
,S/O Ayesha Zaidi,2130190420313,03334262883,Punjab,Rawalpindi,Gulberg,Commercial Building,53,96 Sq.Ft,2011,Rented,41884602,03334262883
Ali Iqbal,S/O Zubair Chaudhry,2130193391222,03228382607,ICT,Islamabad,Gulshan-e-Iqbal,Apartment,615,99 Sq.Ft,2021,Mortgaged,6752887,03228382607
Usman Bhatti,S/O Raja Hameed,4400039459175,03002514763,Gilgit-Baltistan,Skardu,G-9,Apartment,83,21 Kanal,2022,Mortgaged,7853174,03002514763
Arif Ansari,S/O Sidra Sandhu,2130186564844,03316090854,Azad Kashmir,Mirpur,DHA,Residential Plot,195,69 Kanal,2007,Sold,21717549,03316090854
Aamir Gilani,S/O Shoaib Raza,3520286140006,03117311795,Gilgit-Baltistan,Gilgit,E-11,Apartment,695,100 Marla,2009,Rented,2907054,03325346822
محمد حسن,S/O Rizwan Tarar,5400023931461,03323710352,Punjab,Faisalabad,DHA,House,126,100 Sq.Ft,2009,Owned,792428,03323710352
Tahir Karim,S/O Iqra Cheema,3520258554397,03329118233,Punjab,Bahawalpur,Defence,Commercial Building,350,74 Sq.Ft,2008,Owned,91396009,03329118233
Omar Karim,S/O Shoaib Sandhu,1330296586268,03128473910,Azad Kashmir,Rawalakot,Clifton,Apartment,810,66 Marla,2012,Sold,18392830,03128473910
Asif Ansari,S/O Naeem Gilani,1330299457091,03468117053,ICT,Islamabad,Clifton,Residential Plot,900,19 Sq.Ft,2017,Rented,763928,
Ahmed Chattha,S/O Tariq Raza,2130150140113,03029386722,Sindh,Nawabshah,Township,Commercial Building,828,37 Marla,1995,Owned,22894760,03029386722
Tariq Hameed,,1330247322238,03111505286,KPK,Abbottabad,North Nazimabad,House,767,97 Kanal,2007,Mortgaged,1623356,03111505286
Naeem Hameed,S/O Hassan Ahmed,4400082671587,03026938182,Sindh,Sukkur,Township,Commercial Plot,543,93 Kanal,2016,Owned,62623485,03026938182
Hina Hashmi,S/O Hassan Hameed,1330245402038,03008829012,KPK,Mingora,E-11,Apartment,835,84 Kanal,2009,Rented,957571,03008829012
Bushra Chaudhry,S/O Tahir Chaudhry,5400084814971,03127064624,Gilgit-Baltistan,Chilas,Gulberg,House,912,12 Sq.Ft,2007,Owned,127602106,03127064624
Syed Hashmi,S/O Aamir Karim,3520227954506,03027503823,KPK,Peshawar,Clifton,Apartment,329,79 Kanal,2011,Mortgaged,9044273,03027503823
Saira Akhtar,S/O Qureshi Akhtar,5400050671882,03317819007,Punjab,Faisalabad,Gulshan-e-Iqbal,Apartment,283,54 Marla,2001,Owned,3500166,03317819007
Salman Karim,S/O Omar Chattha,3520244403648,03008429149,Azad Kashmir,Rawalakot,DHA,Apartment,612,38 Kanal,2016,Sold,2331415,
Aamir Cheema,S/O Naveed Qureshi,4210188099368,03215546237,Balochistan,Khuzdar,Askari,Apartment,731,78 Marla,2000,Mortgaged,5893920,03215546237
,S/O Arif Hussain,35202-3067274-8,03029368955,Gilgit-Baltistan,Gilgit,Township,House,931,83 Marla,2010,Owned,,03029368955
Muhammad Sheikh,S/O Salman Rana,4400081599774,03314465248,KPK,Bannu,E-11,Apartment,248,40 Kanal,2002,Rented,3565380,03314465248
Fatima Ansari,S/O Zainab Naqvi,4400076459256,03215928666,Azad Kashmir,Mirpur,Clifton,Residential Plot,944,8 Kanal,2010,Sold,9817499,03215928666
Asiif Hashmi,S/O Muhammad Gondal,3520262208823,03457134426,Punjab,Sargodha,PAF Colony,Residential Plot,412,42 Sq.Ft,2001,Mortgaged,1620156,03457134426
Tariq Ahmed,S/O Malik Sheikh,,03013448961,Azad Kashmir,Rawalakot,Cavalry Ground,Residential Plot,129,47 Kanal,2011,Owned,3746589,03013448961
Kashif Sandhu,S/O Sheikh Abbasi,2130123907916,03125728628,KPK,Mardan,North Nazimabad,House,841,86 Marla,2013,Sold,7197969,03125728628
Baig Qureshi,S/O Muhammad Mirza,2130172969533,03325016438,Sindh,Larkana,F-10,House,188,12 Marla,2016,Sold,23416683,03325016438
Ali Latif,S/O Muhammad Malik,2130195065675,03013153482,KPK,Mingora,Saddar,House,985,80 Kanal,1999,Rented,1616938,03013153482
Aamir Malik,S/O S/O Hashmi Latif,2130122803144,03453702870,Gilgit-Baltistan,Skardu,G-9,Apartment,65,72 Marla,2005,Rented,1088135,03453702870
نادیہ رضا,S/O Faisal Iqbal,5400043238267,03132014125,ICT,Islamabad,G-9,Apartment,396,83 Kanal,1997,Mortgaged,7566689,03132014125
Maryam Iqbal,S/O Asma Jafri,3520235047007,03222174871,Balochistan,Turbat,E-11,Apartment,236,95 Marla,1999,Sold,18722194,03222174871
Nadia Raza,S/O Asif Ahmed,4210166930716,03466467281,Balochistan,Gwadar,Clifton,Apartment,188,23 Sq.Ft,2009,Rented,15026268,03466467281
Sidra Hussain,S/O Sobia Qureshi,3520286634614,,Balochistan,Gwadar,DHA,Apartment,460,63 Kanal,2014,Mortgaged,2641143,03138025902
Sajid Latif,S/O Ayesha Qureshi,1330226190077,03336009153,Sindh,Sukkur,Askari,Residential Plot,724,94 Sq.Ft,2013,Owned,2933251,03336009153
Kashif Chattha,S/O Asma Abbasi,4210138800784,03463686254,Gilgit-Baltistan,Chilas,Clifton,House,829,70 Marla,2011,Sold,,03008732550
Hassan Qureshi,S/O Zainab Chattha,2130151037934,03034730419,KPK,Mingora,North Nazimabad,House,6,86 Marla,2007,Sold,3991089,03034730419
Sana Jafri,S/O Fatima Karim,3520212806189,03009425786,Sindh,Sukkur,Clifton,Residential Plot,619,13 Marla,2010,Sold,71620821,03009425786
Saira Qureshi,S/O Kamran Hameed,4210189981033,03033395005,KPK,Mingora,I-8,Residential Plot,472,14 Kanal,2023,Owned,5336769,03033395005
Ali Raza,S/O Nadia Zaidi,6110180924989,03119514426,Punjab,Multan,Cantt,Residential Plot,669,33 Marla,2003,Sold,4051537,03119514426
Chaudhry Hussain,S/O Nadia Abbasi,2130149990036,03224971899,ICT,Islamabad,Defence,Residential Plot,763,79 Marla,1997,Rented,3193690,03224971899
Chaudhry Ali,S/O Sidra Hussain,4400054871779,03015978445,Azad Kashmir,Mirpur,Scheme 33,Commercial Plot,676,35 Kanal,2020,Sold,172852682,03015978445
Hamid Aslam,S/O Nadia Sheikh,4210114639217,03324338678,Punjab,Lahore,PAF Colony,Apartment,805,16 Kanal,2023,,1839959,03324338678
Malik Raja,S/O عائشہ احمد,4400078123276,03026404262,Sindh,Larkana,F-10,House,581,41 Kanal,1998,Sold,2087701,03026404262
Omar Qureshi,S/O Iqra Chattha,2130162522233,03039328427,Balochistan,Gwadar,Township,House,309,7 Kanal,2008,Sold,5634735,03039328427
Tahir Chattha,S/O Shoaib Latif,1330238312551,03113504019,KPK,Abbottabad,Saddar,Apartment,671,17 Kanal,1999,Mortgaged,314219,03113504019
Sheikh Rizvi,S/O Tahir Butt,5400055887201,03122700577,Sindh,Nawabshah,Township,Residential Plot,27,30 Sq.Ft,2021,Rented,1316799,03122700577
Aamir Jafri,S/O Ali Zaidi,6110132883289,03039977528,ICT,Islamabad,F-10,House,5,57 Kanal,2023,Owned,3532404,03338244209
Kashif Gilani,S/O Asif Ahmed,4400079082101,03331060293,ICT,Islamabad,Saddar,Residential Plot,417,55 Sq.Ft,2017,Owned,14764338,
Kamran Sheikh,S/O Mohammad Hussain,3520286264485,03465735993,KPK,Abbottabad,DHA,Apartment,768,40 Marla,2010,Sold,3074044,03465735993
Salman Rana,,3520214568322,03313873929,ICT,Islamabad,Defence,House,984,86 Kanal,2006,,7276276,03313873929
Ali Raja,S/O Baig Akhtar,,03135593261,Gilgit-Baltistan,Gilgit,F-10,House,924,95 Sq.Ft,2009,Rented,17347802,03135593261
Hassan Butt,S/O Sheikh Hussain,1330229264257,03122210480,Balochistan,Quetta,DHA,Residential Plot,231,59 Marla,2002,Mortgaged,43603525,03122210480
Naeem Naqvi,S/O Rabia Gilani,4210117878295,03458296545,Balochistan,Khuzdar,F-10,House,938,12 Sq.Ft,2008,Rented,2860196,03458296545
Maryam Rafiq,S/O S/O Bushra Bukhari,4400040208533,03213401116,Sindh,Karachi,Saddar,Apartment,917,45 Marla,2021,Mortgaged,7097820,03213401116
Ibrahim Hameed,S/O Rizwan Syed,1330284241528,03226669426,Sindh,Larkana,F-10,House,880,60 Marla,2004,Owned,4357675,03226669426
Syed Ali,S/O Rabia Ali,1330254490474,03027953090,Balochistan,Quetta,F-10,Apartment,717,51 Kanal,2003,Sold,9838899,
Asma Tarar,S/O Rabia Abbasi,1330252607573,03453622255,Azad Kashmir,Muzaffarabad,Cantt,Residential Plot,810,34 Marla,1995,Owned,2282893,03214742522
Hamid Chaudhry,S/O Shazia Cheema,3520238698306,03114821230,KPK,Peshawar,Defence,House,849,61 Kanal,2015,Mortgaged,8816036,03114821230
Fatima Khan,S/O Sajid Iqbal,3520276402057,,Punjab,Multan,DHA,Residential Plot,871,72 Sq.Ft,2021,Sold,3500461,03035388978
Naeem Gilani,S/O S/O Fatima Ali,4400057450831,03114229821,ICT,Islamabad,Bahria Town,Residential Plot,4,98 Sq.Ft,2000,Rented,895914,03114229821
Waseem Jafri,S/O Mehwish Iqbal,1330287432981,03452418894,Azad Kashmir,Mirpur,Township,Apartment,717,25 Sq.Ft,1996,Owned,899420,03452418894
Naveed Jafri,S/O Ayesha Rana,61101-6696598-4,03136047531,Gilgit-Baltistan,Gilgit,I-8,Apartment,59,16 Marla,2000,Mortgaged,1997290,03324207540
Zainab Malik,S/O Asif Bhatti,6110156323248,03336281634,Punjab,Lahore,G-9,Apartment,385,59 Marla,2015,Mortgaged,1064143,03336281634
Shazia Bhatti,S/O Imran Abbasi,4400075237508,03016676469,Sindh,Hyderabad,Clifton,Apartment,499,57 Kanal,2006,Sold,586740,03016676469
Ayesha Syed,S/O Zubair Cheema,2130116958244,03113314558,KPK,Kohat,Saddar,Apartment,716,7 Kanal,1995,Sold,7605657,03312832685
Kamran Iqbal,S/O Rukhsar Gilani,4210115918522,03133257160,Sindh,Nawabshah,Cantt,House,685,57 Marla,1997,Owned,7422576,03133257160
احمد خان,S/O Muhammad Ansari,4400040059933,03337932491,ICT,Islamabad,Bahria Town,House,581,85 Marla,2010,Mortgaged,1515187,03337932491
Naeem Chaudhry,S/O Naeem Hashmi,6110110555485,03009928678,Balochistan,Gwadar,Gulshan-e-Iqbal,Residential Plot,497,19 Kanal,2019,Rented,19228384,03002066412
Ayesha Hashmi,S/O Muhammad Gilani,1330218842133,03227973012,Azad Kashmir,Rawalakot,Defence,House,555,43 Marla,1996,Mortgaged,4302192,03227973012
Uzma Hussain,S/O Nadia Chattha,4210196975463,03456144033,Azad Kashmir,Rawalakot,Model Town,Residential Plot,724,25 Sq.Ft,2010,Sold,15745686,03456144033
صنا ملک,S/O Naeem Khan,,03333576306,Balochistan,Quetta,Cantt,Residential Plot,73,55 Kanal,2023,Sold,,03333576306
Hassan Sheikh,S/O Mohammad Gilani,4210175858474,03027771181,KPK,Bannu,Township,Residential Plot,830,46 Sq.Ft,2007,Rented,17351691,03027771181
Fatima Raja,S/O Uzma Qureshi,4400022582623,03451250681,Azad Kashmir,Mirpur,Scheme 33,Residential Plot,81,34 Sq.Ft,2013,Owned,108886614,03451250681
Muhammad Hussain,S/O Sidra Mirza,6110176060317,03116589140,Gilgit-Baltistan,Chilas,Gulshan-e-Iqbal,House,225,41 Marla,2004,Mortgaged,26435268,03035168232
Asif Ansari,S/O Naeem Gilani,1330299457091,03468117053,ICT,Islamabad,Bahria Town,Residential Plot,202,81 Kanal,2004,Rented,755308,03468117053
Naveed Qureshi,S/O Zainab Malik,1330273039392,03318230898,Balochistan,Khuzdar,Bahria Town,House,116,70 Sq.Ft,2021,Rented,10540959,03122305414
Ibrahim Karim,S/O Mohammad Baig,2130173353314,03023790514,Sindh,Larkana,Cavalry Ground,Residential Plot,322,66 Sq.Ft,1997,Mortgaged,1952021,03023790514
Bushra Hameed,S/O Aamir Jafri,4400020843042,03316598102,Punjab,Sargodha,Cavalry Ground,Apartment,255,50 Kanal,2008,Sold,27197755,
Mehwish Abbasi,S/O Nadia Ansari,4210157418131,03219577261,Sindh,Larkana,Cantt,House,347,7 Sq.Ft,2005,Sold,1645756,03219577261
Waseem Raja,S/O Zainab Ahmed,5400011956881,03133375870,Gilgit-Baltistan,Skardu,Cantt,House,341,25 Kanal,1997,Mortgaged,3871176,03133375870
Omar Bhatti,S/O Sheikh Ahmed,4400027908976,03029789075,Punjab,Gujranwala,DHA,Residential Plot,63,36 Marla,2015,Sold,2078117,03029789075
Usmna Bukhari,S/O S/O Bushra Aslam,5400069560593,03456563269,Gilgit-Baltistan,Chilas,Township,Residential Plot,228,34 Marla,1995,Rented,691283,03456563269
Rukhsar Ali,S/O Sana Syed,4400052732786,03029593658,KPK,Mardan,F-10,Apartment,867,93 Sq.Ft,2022,Mortgaged,2955628,03029593658
Maryam Bukhari,S/O Amna Chaudhry,3520273276331,03135402179,Balochistan,Gwadar,Scheme 33,House,688,11 Marla,2010,Rented,22162603,03135402179
Iqra Rana,S/O Zubair Zaidi,5400072596021,03031300582,KPK,Kohat,Gulshan-e-Iqbal,Residential Plot,42,81 Sq.Ft,2005,Sold,8802483,03031300582
Hamid Bukhari,S/O Khalid Hashmi,6110115961196,03007804944,Punjab,Rawalpindi,Gulshan-e-Iqbal,House,162,3 Kanal,2017,Sold,1773010,03007804944
Uzma Ansari,S/O Mirza Bhatti,2130131998284,03136846155,Balochistan,Hub,G-9,Residential Plot,389,20 Kanal,2010,Rented,4085736,03136846155
Sidra Raja,S/O Tariq Ahmed,4210133923564,03337775286,Balochistan,Turbat,Clifton,Apartment,50,70 Sq.Ft,2015,Sold,71913269,03337775286
Sana Ansari,S/O Usman Abbasi,6110114285001,03133629362,Sindh,Hyderabad,Askari,Residential Plot,609,9 Sq.Ft,2014,Owned,11001999,
Khalid Latif,S/O Nadia Butt,4210176315855,03015352242,Balochistan,Turbat,Township,Residential Plot,633,10 Sq.Ft,1999,Sold,9482013,03018007232
Zubair Sandhu,S/O Asif Chattha,4400024096989,03213696717,Punjab,Multan,Township,House,769,73 Kanal,2002,Owned,18593280,03213696717
Malik Bhatti,S/O Bilal Jafri,3520210008966,03135369427,Balochistan,Quetta,North Nazimabad,House,597,56 Sq.Ft,2003,Sold,5422143,03029860683
Uzma Tarar,S/O Sajid Latif,61101-4402161-9,03038489045,Gilgit-Baltistan,Gilgit,Gulberg,Apartment,59,31 Kanal,2023,Sold,3707525,03333230151
Sheikh Chaudhry,S/O Uzma Ali,3520231096309,03127454759,Punjab,Lahore,DHA,Residential Plot,60,85 Sq.Ft,2016,Mortgaged,19510294,03015056111
Ibrahim Rizvi,S/O Nadia Hussain,,03137394609,Punjab,Bahawalpur,PAF Colony,Apartment,762,51 Kanal,2009,Rented,10951631,03137394609
Maryam Bukhari,S/O Raja Gondal,4400037545946,03015383532,Azad Kashmir,Muzaffarabad,I-8,House,667,39 Sq.Ft,2016,Rented,5272758,03015383532
Rizwan Hussain,S/O Sana Butt,1330292211758,03315623643,Punjab,Gujranwala,Askari,House,828,98 Kanal,2018,Sold,5853695,03135657516
Buhra Naqvi,S/O Aamir Malik,2130142389125,03132726284,Gilgit-Baltistan,Skardu,Bahria Town,Apartment,481,7 Sq.Ft,1998,Sold,2307331,03132726284
Rabia Mirza,S/O Hassan Hameed,54000-7567222-1,03001174089,KPK,Kohat,Model Town,House,418,95 Sq.Ft,2004,Sold,20641182,03001174089
صنا ملک,S/O Shoaib Latif,3520242493895,03312426628,Balochistan,Turbat,G-9,Residential Plot,230,56 Kanal,2019,Mortgaged,16313833,03312426628
Noor Raja,S/O Mehwish Khan,5400031977274,03008949803,Azad Kashmir,Muzaffarabad,G-9,Residential Plot,863,49 Kanal,2004,Owned,1125454,03008949803
Mehwish Malik,S/O Chaudhry Tarar,5400043205904,03125417071,Sindh,Mirpurkhas,Gulshan-e-Iqbal,House,952,58 Kanal,2004,Mortgaged,20819746,03125417071
Rizwan Chattha,S/O Kamran Gilani,5400028858947,03458791066,Balochistan,Quetta,F-10,Apartment,134,57 Kanal,2002,Owned,3249987,03458791066
Arif Zaidi,S/O Qureshi Cheema,5400018630836,03228917589,Punjab,Sialkot,Johar Town,Residential Plot,491,5 Sq.Ft,1997,Rented,760192,03228917589
Naveed Hussain,,5400042573796,03021538457,Punjab,Lahore,Township,House,894,27 Sq.Ft,2016,Sold,51989223,03021538457
Hamid Qureshi,S/O عائشہ احمد,4400075078938,03332297834,ICT,Islamabad,Township,Residential Plot,592,30 Sq.Ft,2001,,3722373,03332297834
Iqra Rana,S/O Zubair Zaidi,5400072596021,03031300582,KPK,Kohat,PAF Colony,Residential Plot,968,100 Marla,1998,Sold,4516702,03031300582
Salman Hussain,S/O Ayesha Hashmi,4400021711984,03316128383,Gilgit-Baltistan,Skardu,Township,House,688,55 Sq.Ft,2023,Owned,467547,03316128383
Tahir Gilani,S/O Rizwan Hashmi,5400017253676,03027144166,KPK,Kohat,Model Town,House,433,51 Sq.Ft,2007,Owned,3928271,03027144166
,S/O Shoaib Iqbal,6110174657272,03333557449,Azad Kashmir,Muzaffarabad,PAF Colony,House,690,88 Sq.Ft,2005,Mortgaged,5598950,03333557449
Shazia Khan,S/O Sheikh Rana,4400038790237,03036043230,ICT,Islamabad,Model Town,Apartment,20,25 Sq.Ft,2015,Rented,11934522,03036043230
Tariq Sandhu,S/O Rabia Ali,2130145001448,03332868367,Balochistan,Khuzdar,North Nazimabad,Apartment,139,66 Kanal,2018,Mortgaged,11555983,03332868367
Mirza Virk,S/O Syed Mirza,1330280392127,03322619858,Sindh,Karachi,Defence,Residential Plot,731,92 Marla,2008,Mortgaged,7589001,03322619858
Omar Iqbal,S/O Ali Gondal,3520242662171,03119026743,Punjab,Lahore,Askari,Apartment,672,69 Marla,2012,Mortgaged,7439278,03119026743
Hussain Ahmed,S/O Arif Akhtar,5400056893188,03464648112,Gilgit-Baltistan,Skardu,Gulberg,House,492,27 Kanal,2002,Mortgaged,3233545,03464648112
Hassan Iqbal,S/O Iqra Chattha,1330235781539,,Sindh,Larkana,Johar Town,Residential Plot,212,90 Kanal,2007,Sold,8797834,03112480666
Arif Chttha,S/O Qureshi Khan,3520293475143,03215066371,Gilgit-Baltistan,Gilgit,Johar Town,Residential Plot,598,87 Marla,2015,Mortgaged,5020386,03215066371
Rabia Rfaiq,S/O Bilal Rizvi,4210164718149,03035255650,ICT,Islamabad,Scheme 33,Apartment,562,70 Kanal,1997,Mortgaged,4734023,03128401061
Sobia Chaudhry,S/O Rukhsar Mirza,1330246510027,03213759489,Punjab,Gujranwala,Gulshan-e-Iqbal,Residential Plot,474,78 Marla,2021,Rented,21033880,03213759489
Bushra Ali,S/O Mehwish Rizvi,6110157593596,03037791754,ICT,Islamabad,Johar Town,Apartment,512,30 Sq.Ft,2021,Owned,8432354,03037791754
Amna Syed,S/O Hussain Khan,4210177698674,03028433425,Azad Kashmir,Mirpur,Township,House,68,9 Marla,2006,Rented,65439160,03028433425
Noor Rizvi,S/O Shoaib Malik,6110137624873,03129705660,KPK,Abbottabad,Cavalry Ground,Commercial Plot,227,77 Sq.Ft,2015,Rented,103250025,03129705660
Adnan Hameed,S/O Naveed Ahmed,6110146983513,03333898919,KPK,Bannu,Johar Town,Residential Plot,187,76 Kanal,2020,Sold,11696665,03333898919
Nadia Bukhari,S/O Usman Hameed,2130175061962,03319742683,Balochistan,Gwadar,Township,Residential Plot,337,20 Sq.Ft,2008,Rented,13283285,03319742683
Ali Raja,S/O Nadia Raza,4400023625892,03117442142,Punjab,Faisalabad,Johar Town,Apartment,631,57 Sq.Ft,2015,Mortgaged,5066305,03117442142
Mehwish Latif,,6110131090242,03334483946,Balochistan,Hub,Defence,House,232,35 Marla,1999,Mortgaged,11584660,03334483946
Hussain Akhtar,S/O Shoaib Raja,4210135337091,03451800071,KPK,Mingora,G-9,Residential Plot,993,52 Kanal,2003,Rented,2507126,03451800071
Qureshi Hashmi,S/O Naveed Naqvi,3520262234339,03328614650,Gilgit-Baltistan,Skardu,Gulberg,Apartment,452,92 Kanal,2007,Mortgaged,19270850,03328614650
Rizwan Nawaz,S/O S/O Hashmi Abbasi,4400090672292,03001215323,KPK,Abbottabad,Askari,Apartment,208,98 Sq.Ft,2008,Owned,5711413,03001215323
Hina Malik,S/O Sajid Gujjar,4210155923305,03327522341,Punjab,Sialkot,Gulshan-e-Iqbal,Residential Plot,832,63 Marla,2009,Mortgaged,26076225,03327522341
Kamran Mirza,S/O Iqra Cheema,5400012594734,03338560292,Gilgit-Baltistan,Gilgit,I-8,Apartment,683,26 Marla,2021,Sold,15978931,
