Owner_Name,Father_Name,CNIC,Car_Registration_Number,Model_Year,Car_Brand,Car_Model,Engine_Size_CC,Province,City,Estimated_Market_Value,Contact_No
Qureshi Mirza,S/O Maryam Rana,4210159830866,QTA-6776-K,2014,Mercedes,GLE,4000,Balochistan,Hub,1556000,03122533487
Mehwish Hussain,S/O Ayesha Gilani,1330215909691,KHI-2492-H,2010,Toyota,Camry,1300,KPK,Bannu,353600,03465421053
Syed Rizvi,,2130151763256,MZD-8944-K,2013,Kia,Picanto,1200,Azad Kashmir,Mirpur,153600,03464937181
صنا ملک,S/O Bushra Khan,2130192090715,QTA-1803-L,2022,Toyota,Camry,1600,Balochistan,Quetta,318400,03013631976
Hamid Virk,S/O مریم چودھری,1330282868288,QTA-4370-T,2012,Hyundai,Tucson,800,Balochistan,Khuzdar,87200,03028181112
Adnan Chaudhry,S/O Omar Rana,5400054834292,LHR-1351-M,2010,Honda,HR-V,1000,Punjab,Faisalabad,367000,03465856891
Ibrahim Raza,S/O Ahmed Sandhu,5400063806008,QTA-7826-L,2013,Hyundai,Elantra,2000,Balochistan,Turbat,278000,03134631757
Baig Chattha,S/O Qureshi Baig,2130181661974,QTA-6564-E,2019,Kia,Stonic,1600,Balochistan,Gwadar,548800,03336310532
Hussain Latif,S/O Hassan Rafiq,2130169249756,PES-8647-E,2020,Hyundai,Tucson,1800,KPK,Abbottabad,282600,03326018970
Ali Baig,S/O Hashmi Raza,4400022504347,ISB-5370-Z,2017,Toyota,Yaris,1000,ICT,Islamabad,229000,03013919842
Syed Malik,S/O Imran Raza,3520235837944,GIL-7507-G,2023,Hyundai,Sonata,3000,Gilgit-Baltistan,Skardu,981000,03001225606
Sobia Zaidi,S/O Bushra Rizvi,21301-9397875-7,GIL-1125-Y,2011,Suzuki,Bolan,2000,Gilgit-Baltistan,Skardu,420000,03326232838
Hassan Tarar,S/O زینب علی,,QTA-1727-N,2007,Toyota,Hilux,1800,Balochistan,Turbat,426600,03035348266
Z. Mirza,S/O Zainab Raja,1330234791507,GIL-689-H,2021,Toyota,Yaris,1600,Gilgit-Baltistan,Chilas,368000,03008867865
Arif Latif,S/O Chaudhry Akhtar,6110194983707,QTA-9938-L,2017,Suzuki,Alto,1300,Balochistan,Quetta,136500,03333972390
Tariq Cheema,S/O Omar Cheema,6110153260482,LHR-8759-D,2010,Toyota,Land Cruiser,3000,Punjab,Rawalpindi,771000,03459371812
Maryam Jafri,S/O Iqra Cheema,3520219524526,MZD-1929-X,2019,Mercedes,C-Class,3000,Azad Kashmir,Muzaffarabad,768000,03114235547
Asif Bhatti,S/O Zubair Rana,5400036044123,KHI-7279-E,2017,Suzuki,Jimny,2500,Sindh,Hyderabad,530000,03323781872
عائشہ احمد,S/O Adnan Tarar,5400074738159,PES-4642-Y,2013,Honda,Civic,1000,KPK,Mardan,290000,03123832054
Fatima Bhatti,S/O Saira Rizvi,6110169721592,GIL-5980-H,2008,Suzuki,Jimny,660,Gilgit-Baltistan,Skardu,251460,03453877814
Mirza Hashmi,S/O ابراہیم ملک,2130186919557,LHR-1891-T,2022,Honda,CR-V,800,Punjab,Gujranwala,309600,03126504465
Hina Ali,S/O Ayesha Iqbal,,GIL-2099-B,2016,Suzuki,Alto,2000,Gilgit-Baltistan,Gilgit,392000,03311395428
Sana Raja,S/O Hassan Zaidi,4210178135605,LHR-6105-G,2010,Audi,A6,4000,Punjab,Lahore,1560000,03464204558
R. Gujjar,S/O Baig Baig,2130138310226,PES-1764-M,2014,Suzuki,Wagon R,1000,KPK,Bannu,165000,03457135890
Hamid Sheikh,S/O Adnan Ansari,4400029434606,PES-7007-S,2015,Suzuki,Swift,3000,KPK,Abbottabad,603000,03016267553
Nadia Gondal,S/O Ayesha Butt,2130145923792,KHI-5361-S,2019,Toyota,Hilux,1600,Sindh,Mirpurkhas,512000,03462189815
احمد خان,S/O Khalid Tarar,2130138513959,LHR-2092-M,2021,Toyota,Camry,1300,Punjab,Sialkot,140400,03112608811
,S/O Shoaib Gilani,3520228812895,QTA-2486-T,2006,Toyota,Fortuner,1200,Balochistan,Turbat,321600,03225961687
Asma Hameed,S/O Baig Bukhari,1330250416514,PES-8884-N,2020,Suzuki,Jimny,660,Azad Kashmir,Rawalakot,257400,03316863572
زیننب علی,S/O Tariq Iqbal,6110174728354,GIL-7166-Z,2008,Toyota,Corolla,1500,Gilgit-Baltistan,Skardu,358500,03112315491
محمد احمد,S/O Adnan Tarar,2130132312943,QTA-4004-R,2013,Honda,BR-V,660,Balochistan,Quetta,101640,03012439838
Ali Latif,S/O Rabia Latif,2130148449772,LHR-921-C,2023,Honda,CR-V,1500,Punjab,Bahawalpur,306000,03135848120
Kashif Rizvi,S/O صنا ملک,6110162346724,PES-5317-L,2006,Suzuki,Wagon R,800,KPK,Kohat,309600,03312119802
Saira aidi,S/O Asma Bukhari,3520226309697,KHI-8863-B,2012,Honda,City,3000,Sindh,Mirpurkhas,732000,03131369776
Mohammad Tarar,S/O Raja Rizvi,4400050759915,LHR-1964-L,2019,Honda,HR-V,2500,Punjab,Sialkot,565000,03326890539
Sheikh Raza,S/O Saira Virk,4210159168194,GIL-4784-T,2008,Honda,HR-V,1500,Gilgit-Baltistan,Gilgit,583500,03038647410
Hashmi Rana,S/O عائشہ احمد,6110117674288,KHI-8174-U,2016,Honda,Civic,660,Sindh,Hyderabad,223080,03223698802
Faisal Naqvi,S/O Omar Qureshi,1330247405535,GIL-6574-H,2020,Hyundai,Sonata,2000,Gilgit-Baltistan,Gilgit,554000,03008841639
U. Abbasi,S/O Iqra Hussain,2130133769138,GIL-9851-B,2018,Kia,Sportage,1500,Gilgit-Baltistan,Gilgit,154500,03211894765
Ayesha Hameed,S/O Ayesha Ali,54000-1177286-7,MZD-3403-E,2020,Hyundai,Sonata,800,Azad Kashmir,Mirpur,149600,03014980198
Iqra Cheema,S/O Mehwish Tarar,4400059012393,LHR-3288-N,2017,Toyota,Fortuner,1600,Punjab,Gujranwala,555200,03011205779
Asma Karim,S/O Mohammad Syed,5400085472608,QTA-5387-L,2021,Honda,BR-V,1600,Balochistan,Turbat,529600,03016348075
Asma Ali,S/O Khalid Gilani,4210145666995,QTA-2623-K,2023,Hyundai,Elantra,2500,Balochistan,Gwadar,642500,03112342454
Sana Bukhari,S/O Bilal Sandhu,3520225688405,GIL-624-S,2019,BMW,5 Series,3500,Gilgit-Baltistan,Skardu,1232000,03008986163
Tariq Rizvi,S/O Malik Cheema,42101-4316645-3,GIL-7292-I,2017,Suzuki,Wagon R,2500,Gilgit-Baltistan,Chilas,662500,03314071728
فاطمہ خان,S/O Shoaib Latif,6110186048278,KHI-2620-I,2017,Honda,Civic,1300,Sindh,Hyderabad,409500,03016896198
Muhammad Chaudhry,S/O Ayesha Jafri,5400020278788,PES-9614-V,2022,Hyundai,Santa Fe,660,KPK,Abbottabad,78540,03024317199
Shazia Rafiq,S/O Sobia Aslam,3520295605235,LHR-5492-C,2013,Suzuki,Alto,1000,Punjab,Gujranwala,368000,03222140205
Faisal Raja,S/O Imran Ali,3520213881366,QTA-9885-X,2014,Suzuki,Alto,1500,Balochistan,Quetta,330000,03451844801
Sidra Ali,S/O Ibrahim Ahmed,1330285547183,QTA-3850-J,2017,Toyota,Corolla,1800,Balochistan,Hub,417600,03316797931
ابراہیم ملک,S/O Sidra Abbasi,3520210952508,ISB-1662-P,2023,Toyota,Camry,1300,ICT,Islamabad,492700,03462175054
Mewish Ahmed,S/O محمد احمد,1330214583831,KHI-5846-E,2005,Toyota,Land Cruiser,1200,Sindh,Mirpurkhas,441600,03016410595
Faisal Butt,S/O Asif Nawaz,6110149994703,GIL-5640-H,2009,Suzuki,Jimny,2500,Gilgit-Baltistan,Chilas,742500,03453997207
C. Chaudhry,S/O Hussain Hussain,6110192100645,LHR-9934-P,2006,Suzuki,Wagon R,1800,Punjab,Faisalabad,295200,03027168602
Asif Latif,,4400035887698,LHR-6623-W,2009,Toyota,Yaris,1000,Punjab,Faisalabad,379000,03011340111
Amna Mirza,S/O Rukhsar Chaudhry,1330267874352,QTA-7732-M,2017,Hyundai,Tucson,3000,Punjab,Sialkot,1098000,03336932194
Tahir Hameed,S/O Naveed Mirza,5400013339061,GIL-1997-H,2011,Toyota,Corolla,660,Gilgit-Baltistan,Chilas,249480,03131351260
Maryam Gondal,S/O Waseem Malik,4210145946426,GIL-4586-O,2023,Toyota,Hilux,1500,Gilgit-Baltistan,Chilas,412500,03311028039
Irahim Latif,S/O Raja Qureshi,3520257549734,MZD-2074-I,2012,Hyundai,Santa Fe,1600,Azad Kashmir,Muzaffarabad,470400,03115176029
Adnan Chaudhry,,4210153705587,GIL-574-N,2010,Honda,Civic,1000,Gilgit-Baltistan,Skardu,352000,03128578729
Sidra Raja,S/O عمر شیخ,2130153954624,PES-8613-I,2018,Kia,Picanto,1600,KPK,Kohat,449600,03016771909
Hassan Naqvi,S/O Syed Ali,4210176851496,GIL-5672-O,2017,Mercedes,GLC,2000,Gilgit-Baltistan,Gilgit,,03129546409
Tahir Zaidi,S/O Ibrahim Iqbal,2130163093854,LHR-6625-I,2022,Toyota,Corolla,2500,Punjab,Gujranwala,630000,03112070991
Rabia Khna,S/O Bilal Khan,3520232505478,QTA-4105-D,2019,Hyundai,Elantra,2000,Balochistan,Gwadar,796000,03019184890
Kashif Raza,S/O Sajid Malik,4210154080727,GIL-2285-H,2009,Audi,Q7,4000,Gilgit-Baltistan,Gilgit,796000,03033320821
Maryam Hameed,S/O Mohammad Khan,6110142862398,QTA-8040-H,2010,Hyundai,Tucson,2000,Balochistan,Khuzdar,214000,03006615147
Omar Ansari,S/O Uzma Akhtar,4210195075829,QTA-209-U,2016,Toyota,Camry,2500,Balochistan,Hub,360000,03028172263
Ayesha Virk,S/O Sheikh Raja,3520262614151,ISB-4537-W,2017,Hyundai,Elantra,660,ICT,Islamabad,188100,03469910817
Naveed Gondal,S/O Mirza Naqvi,1330275663564,PES-9836-Q,2014,Audi,A3,3000,KPK,Mingora,384000,03312729774
Khalid Gujjar,S/O Shoaib Raza,2130123139475,LHR-3574-P,2014,Suzuki,Jimny,800,Punjab,Rawalpindi,85600,03228473407
Kamran Gondal,S/O Uzma Zaidi,2130179734642,ISB-5095-J,2018,Hyundai,Tucson,1300,ICT,Islamabad,192400,03335748362
Syed Chattha,S/O Hussain Rafiq,,ISB-3223-M,2007,Toyota,Corolla,1000,ICT,Islamabad,280000,03003669613
Ali Bukhari,S/O Hussain Malik,2130131122788,GIL-5244-F,2005,Suzuki,Jimny,1600,Gilgit-Baltistan,Chilas,628800,03225972836
A. Mirza,S/O Rukhsar Hashmi,3520245583268,PES-5531-T,2016,Suzuki,Wagon R,1300,KPK,Mardan,466700,03331329046
Naveed Khan,S/O Naeem Bhatti,5400065127813,LHR-8161-D,2008,Suzuki,Bolan,2500,Punjab,Sialkot,965000,03328205822
Ahmed Hussain,S/O Usman Zaidi,5400019877374,GIL-2138-X,2010,Kia,Sportage,2500,Gilgit-Baltistan,Skardu,607500,03019626108
R. Qureshi,S/O Maryam Sandhu,5400049292821,KHI-8628-K,2009,Hyundai,Sonata,660,Sindh,Mirpurkhas,80520,03324109369
Mirza Qureshi,S/O Adnan Ahmed,3520242614774,LHR-3094-R,2015,Kia,Sportage,1800,Punjab,Sialkot,442800,03332473857
Khalid Jafri,S/O S/O Tariq Aslam,6110174896878,LHR-3732-F,2015,Kia,Sportage,1300,Punjab,Multan,426400,03329679668
Sidra Hussain,S/O Bilal Nawaz,6110150454212,LHR-3431-J,2022,Honda,CR-V,800,Punjab,Sialkot,,03021743829
Bushra Abbasi,,5400087147433,PES-7297-T,2008,Toyota,Land Cruiser,1300,KPK,Bannu,249600,03332658985
H. Raza,S/O Omar Bhatti,,ISB-6792-V,2017,Toyota,Fortuner,1800,ICT,Islamabad,462600,03229854274
Shazia Chaudhry,S/O Noor Virk,4210145507433,MZD-8059-P,2006,Honda,Civic,800,Azad Kashmir,Muzaffarabad,111200,03018296300
Q. Bukhari,S/O Aamir Naqvi,2130152181862,PES-4020-A,2011,Honda,Civic,1300,KPK,Peshawar,,03012684394
Faisal Sandhu,S/O Chaudhry Baig,5400039882741,KHI-7191-O,2012,Honda,CR-V,1300,Sindh,Hyderabad,448500,
,S/O Imran Rizvi,1330228495788,ISB-1521-P,2009,Honda,BR-V,3000,ICT,Islamabad,981000,03337833627
Hamid Akhtar,S/O Aamir Naqvi,4210148721689,QTA-4048-W,2007,Kia,Carnival,800,Balochistan,Hub,264000,03121659504
,S/O Sheikh Chaudhry,2130190925039,QTA-6991-Q,2007,Kia,Picanto,1800,Balochistan,Quetta,567000,03006016416
Naadia Sheikh,S/O Asma Nawaz,2130188439461,QTA-6267-O,2016,Hyundai,Sonata,2000,Balochistan,Quetta,328000,03213333382
Shazia Ansari,S/O Sajid Naqvi,4210189899487,ISB-8061-L,2010,BMW,X5,3000,ICT,Islamabad,324000,03325590782
Shazia Hussain,S/O Waseem Gilani,2130112744328,PES-8027-B,2006,Hyundai,Elantra,1800,KPK,Kohat,626400,03023329378
Asa Raza,S/O Amna Bhatti,4210139600678,ISB-9904-R,2021,Suzuki,Swift,1800,ICT,Islamabad,210600,03024432210
Kamran Cheema,S/O Mehwish Rafiq,2130172507582,QTA-692-C,2010,Hyundai,Sonata,1300,Balochistan,Turbat,473200,03012409304
Hashmi Ali,S/O زینب علی,1330269835109,PES-3002-I,2017,Honda,CR-V,2500,KPK,Bannu,690000,03452829215
Naveed Rafiq,S/O Hina Iqbal,4210140393283,MZD-2966-Q,2012,Hyundai,Tucson,3000,Azad Kashmir,Muzaffarabad,1185000,03314536982
Mohammad Rizvi,S/O Fatima Chaudhry,1330222876844,QTA-3474-H,2022,Toyota,Fortuner,3000,Balochistan,Hub,903000,03037824940
Ali Bukhari,S/O Sidra Nawaz,4210193352925,KHI-4360-D,2013,Hyundai,Sonata,2500,Sindh,Larkana,257500,03321273567
Mehwish Hashmi,S/O Naveed Mirza,5400066096107,QTA-3253-S,2015,Honda,City,1600,Balochistan,Gwadar,344000,03132155280
Usman Rana,S/O Syed Aslam,4400049495866,PES-6490-U,2018,Kia,Sportage,800,KPK,Peshawar,268000,03035638060
Imran Hashmi,,2130177517349,QTA-2729-Q,2021,Suzuki,Wagon R,3000,Balochistan,Hub,561000,03456950129
Aamir Tarar,S/O Malik Bhatti,5400033194954,LHR-9880-X,2016,Suzuki,Bolan,1200,Punjab,Lahore,396000,03122638431
Faisal Aslam,S/O Ayesha Hussain,4210172571581,ISB-4245-E,2019,Honda,City,3000,ICT,Islamabad,1131000,03315679491
Raja Hashmi,S/O محمد احمد,1330276730324,KHI-3722-Y,2008,Hyundai,Santa Fe,2500,Sindh,Mirpurkhas,395000,03132968025
Asif Cheema,S/O S/O Rizwan Bukhari,5400069887664,QTA-5178-C,2022,Audi,A3,3500,Balochistan,Turbat,1284500,03225488496
Ibrahim Syed,S/O Hina Ansari,4210179951917,ISB-2555-T,2016,Suzuki,Wagon R,1000,ICT,Islamabad,267000,03334731785
AhmedTarar,S/O Naeem Karim,5400048783297,LHR-3676-O,2012,Honda,CR-V,2000,Punjab,Lahore,566000,03327616992
A. Mirza,,6110179661659,KHI-3422-L,2008,Suzuki,Jimny,2000,Sindh,Sukkur,556000,03321696128
Iqra Rzivi,S/O Salman Karim,3520276495085,GIL-6582-E,2013,Kia,Picanto,4000,Gilgit-Baltistan,Gilgit,,03132530068
زینب علی,S/O Hashmi Zaidi,,QTA-949-M,2013,Kia,Picanto,2500,Balochistan,Khuzdar,505000,03138003120
Maryam Rizvi,S/O Tariq Chattha,4210137808883,GIL-1564-K,2023,Honda,CR-V,1000,Gilgit-Baltistan,Gilgit,117000,03039758442
,S/O Rukhsar Hameed,2130161081329,PES-3409-S,2007,Suzuki,Wagon R,2000,KPK,Peshawar,682000,03317876072
Chaudhry Bukhari,S/O Maryam Baig,3520297788005,KHI-4077-Y,2011,Kia,Picanto,800,Sindh,Nawabshah,253600,
Ahmed Aslam,S/O Rukhsar Virk,3520293284704,GIL-8521-K,2022,Hyundai,Elantra,1000,Gilgit-Baltistan,Gilgit,133000,03466681731
Sobia Zaidi,S/O Khalid Bukhari,1330239248481,QTA-4208-D,2005,Suzuki,Swift,2000,Balochistan,Quetta,266000,03469584556
Aamir Nawaz,S/O Sidra Qureshi,4210135862128,MZD-892-G,2023,Suzuki,Bolan,660,Azad Kashmir,Muzaffarabad,116160,03038385078
Ibrahim Karim,S/O Sheikh Rizvi,6110167766182,QTA-8727-W,2015,Suzuki,Cultus,1500,Balochistan,Hub,234000,03115975076
Nadia Bukhari,S/O Qureshi Hussain,5400090249039,GIL-3441-H,2008,Kia,Picanto,660,Gilgit-Baltistan,Gilgit,114840,03318717386
Asif Gilani,S/O Bilal Rizvi,5400096542868,PES-8512-T,2017,Kia,Carnival,1300,KPK,Mardan,510900,03022236434
Hamid Cheema,S/O Faisal Hashmi,3520262133876,PES-5938-H,2019,Kia,Sportage,1500,KPK,Kohat,562500,03458433918
Chaudhry Raja,S/O Tahir Naqvi,2130191234087,GIL-8540-N,2008,Kia,Carnival,2500,Gilgit-Baltistan,Gilgit,505000,03321668899
Usman Bukhari,S/O Chaudhry Ali,4400086655646,PES-5620-J,2011,Hyundai,Sonata,2000,KPK,Mingora,296000,03324860041
Kamran Tarar,S/O Syed Khan,4210137976514,QTA-7191-Y,2023,Toyota,Hilux,1000,Balochistan,Turbat,172000,
Ayesha Hussain,S/O Mirza Syed,3520260778039,PES-7570-O,2011,Toyota,Fortuner,1500,KPK,Abbottabad,232500,03018550756
Hina Abbasi,S/O Shoaib Ansari,35202-4609586-7,MZD-4159-O,2011,Suzuki,Cultus,1800,Azad Kashmir,Rawalakot,676800,03017231355
Naeem Iqbal,S/O Waseem Rafiq,2130155852625,ISB-6371-T,2018,BMW,5 Series,2000,ICT,Islamabad,430000,03464569422
صنا ملک,S/O Baig Aslam,1330271202269,QTA-432-N,2008,Toyota,Camry,1200,Balochistan,Khuzdar,219600,03322611475
,S/O صنا ملک,4400012367555,PES-9211-B,2019,Hyundai,Sonata,2500,KPK,Mingora,327500,03015799638
علی حسین,S/O Naeem Sandhu,4400073998123,QTA-7161-G,2022,Suzuki,Cultus,1200,Balochistan,Hub,397200,03325546458
H. Virk,S/O Sajid Ansari,3520232849072,KHI-6717-T,2015,Suzuki,Jimny,1300,Sindh,Mirpurkhas,416000,03229719101
Rabia Abbasi,S/O Asif Abbasi,5400099536306,KHI-9561-S,2014,Toyota,Hilux,660,Sindh,Larkana,,03023027788
,S/O Hina Cheema,3520229228487,ISB-4306-N,2005,Honda,Civic,1600,ICT,Islamabad,635200,03333150688
M. Chattha,S/O Khalid Karim,3520280204127,PES-2299-N,2020,Suzuki,Wagon R,1300,KPK,Abbottabad,509600,03324840865
Naeem Hameed,S/O Hassan Ahmed,4400082671587,KHI-3220-L,2015,Suzuki,Cultus,4000,Sindh,Sukkur,1092000,03026938182
Shazia Zaidi,S/O Salman Ansari,4400057801771,MZD-5698-O,2015,Suzuki,Swift,1000,Azad Kashmir,Muzaffarabad,241000,03039686388
Mirza Chattha,S/O Salman Rana,5400053879006,MZD-7314-P,2013,Toyota,Land Cruiser,660,Azad Kashmir,Mirpur,249480,03033663333
Sheikh Latif,S/O Muhammad Sandhu,3520235118168,QTA-7435-Y,2011,Suzuki,Cultus,2500,Balochistan,Gwadar,480000,03037471109
Qureshi Sheikh,S/O Shazia Gilani,1330224423677,PES-8633-D,2018,Honda,Civic,660,KPK,Mingora,159060,03003601881
Shazia Bhatti,S/O Asma Abbasi,6110160069964,KHI-2781-D,2007,Toyota,Camry,1000,Sindh,Larkana,292000,03339868569
Iqra Cheema,S/O Mehwish Tarar,4400059012393,LHR-3351-D,2015,Kia,Carnival,2000,Punjab,Gujranwala,386000,03011205779
Q. Ansari,S/O Kamran Mirza,2130164839709,PES-5427-E,2007,Toyota,Camry,1000,KPK,Abbottabad,390000,03214535671
مریم چودھری,S/O Muhammad Akhtar,4400011767882,QTA-1530-J,2015,Suzuki,Swift,2500,Balochistan,Hub,,03228054268
Hassan Raza,S/O Hamid Sheikh,6110194484357,QTA-6383-C,2010,Honda,City,660,Balochistan,Hub,136620,03128590191
Sheikh Jafri,S/O Rizwan Baig,5400031696324,MZD-2322-H,2010,Kia,Sportage,660,Azad Kashmir,Mirpur,246180,03121931723
Waseem Rana,S/O احمد خان,4210155393412,LHR-9508-U,2010,Hyundai,Sonata,1800,Punjab,Bahawalpur,651600,03131734109
Rizwan Ali,S/O Omar Malik,,GIL-6873-Z,2017,Kia,Picanto,3000,Gilgit-Baltistan,Gilgit,729000,03339430388
فاطمہ خان,S/O Shoaib Bhatti,3520284452939,QTA-6496-N,2012,Honda,City,2000,Balochistan,Hub,318000,03223584996
Kashif Gondal,S/O Iqra Rafiq,4210130593801,PES-6728-Z,2022,Toyota,Fortuner,1600,KPK,Mardan,257600,03039024714
Khalid Hameed,S/O Shoaib Iqbal,6110174657272,MZD-9919-Z,2015,Hyundai,Sonata,3000,Azad Kashmir,Muzaffarabad,306000,03333557449
Sidra Raza,S/O Rabia Bhatti,1330224321762,ISB-4515-G,2005,Hyundai,Sonata,1200,ICT,Islamabad,370800,03453182975
Amna Rafiq,,5400056043667,LHR-4020-Q,2023,Suzuki,Wagon R,660,Punjab,Bahawalpur,102300,03336351705
Zainab Tarar,S/O Nadia Tarar,6110191968326,GIL-5484-V,2005,Toyota,Fortuner,660,Gilgit-Baltistan,Skardu,71940,03213716817
Shoaib Bhatti,S/O S/O Adnan Malik,4400013140434,ISB-3505-Q,2018,Hyundai,Santa Fe,1300,ICT,Islamabad,154700,03025705338
Adnan Iqbal,S/O Hina Zaidi,5400014044383,LHR-2258-B,2020,Kia,Sportage,4000,Punjab,Bahawalpur,884000,03316884702
Noor Rizvi,S/O Asma Gilani,3520248195789,GIL-4016-P,2011,Mercedes,S-Class,2500,Gilgit-Baltistan,Chilas,600000,03227830920
Sidra Rafiq,S/O Hina Virk,6110173791269,QTA-7518-L,2005,Hyundai,Elantra,800,Balochistan,Hub,264000,03008279185
Kamran Cheema,S/O Raja Hussain,1330253698234,KHI-9666-K,2021,Hyundai,Santa Fe,1800,Sindh,Nawabshah,615600,03332305215
Tariq Jafri,S/O Sajid Aslam,3520243538065,LHR-4156-Y,2007,Honda,City,660,Punjab,Multan,246180,03325203716
A. Hameed,S/O Sidra Iqbal,4400067521409,MZD-8580-A,2012,Kia,Stonic,3000,Azad Kashmir,Mirpur,336000,03335657734
Shoaib Bhatti,S/O Naveed Ahmed,4400017460697,MZD-5480-W,2021,Kia,Carnival,1000,Azad Kashmir,Rawalakot,126000,03005813501
Waseem Rafiq,S/O Faisal Iqbal,3520272968792,MZD-8080-R,2009,Honda,CR-V,660,KPK,Abbottabad,254100,03333201596
Qureshi Syed,S/O Zainab Malik,3520292740071,ISB-867-M,2009,Honda,CR-V,800,ICT,Islamabad,248000,03111902751
Ahmed Zaidi,S/O Fatima Bukhari,3520274978773,PES-371-H,2016,Honda,City,4000,KPK,Bannu,1312000,03024748410
Fatima Ansari,S/O Zainab Naqvi,4400076459256,MZD-7278-N,2015,Honda,CR-V,660,Azad Kashmir,Mirpur,137940,03215928666
U. Ansari,S/O Usman Akhtar,,QTA-9127-G,2019,Toyota,Camry,800,Balochistan,Quetta,203200,03032967936
Arif Baig,S/O S/O Baig Nawaz,3520253646987,PES-7542-G,2013,Suzuki,Swift,1800,KPK,Abbottabad,329400,03118072684
فطامہ خان,S/O Usman Ahmed,4210129473613,ISB-5585-P,2009,Toyota,Hilux,1300,Azad Kashmir,Muzaffarabad,,03459085493
F. Latif,S/O Hassan Jafri,2130125927474,QTA-6496-Q,2012,Hyundai,Sonata,4000,Balochistan,Quetta,1316000,03035148110
Zainab Baig,S/O Naveed Raza,4400021577214,KHI-1120-O,2006,Hyundai,Santa Fe,2500,Sindh,Nawabshah,775000,03328185172
Salman Virk,S/O Sobia Chattha,1330270740069,KHI-522-P,2013,Suzuki,Wagon R,1300,Sindh,Hyderabad,167700,03031727544
Saira Bhatti,S/O Mohammad Baig,2130197357856,LHR-6084-J,2014,Honda,City,1000,Punjab,Multan,185000,03453610403
Noor Bukhari,S/O Iqra Naqvi,1330263670496,ISB-3636-Q,2017,Honda,CR-V,1600,ICT,Islamabad,172800,03466513853
Ali Hameed,S/O Tariq Sandhu,2130121126746,KHI-1814-I,2014,Kia,Picanto,1600,Sindh,Larkana,384000,03138250571
Imran Aslam,S/O Usman Akhtar,5400068874791,PES-719-W,2009,Suzuki,Bolan,2000,KPK,Peshawar,570000,03014985564
Baig Nawaz,S/O Tahir Gujjar,1330248800295,QTA-3610-E,2006,Hyundai,Elantra,2500,Balochistan,Quetta,297500,03214555503
Aamir Jafri,S/O Usman Rafiq,2130121601536,KHI-2171-F,2008,Suzuki,Wagon R,1200,Sindh,Nawabshah,354000,03138721457
Shazia Latif,S/O Baig Chattha,4210199054658,QTA-8575-L,2022,Hyundai,Tucson,660,ICT,Islamabad,,03461161845
ابراہیم ملک,S/O Rabia Naqvi,4210180757205,KHI-4459-I,2011,Kia,Picanto,1500,Sindh,Karachi,598500,03006419560
Shazia Khan,S/O Nadia Sheikh,3520263553163,ISB-1551-D,2017,Honda,BR-V,2000,ICT,Islamabad,722000,03215978954
Uzma Khan,S/O عمر شیخ,4210184269978,GIL-8385-L,2010,Hyundai,Sonata,2000,Gilgit-Baltistan,Chilas,254000,03225578395
Bushra Naqvi,S/O Iqra Gilani,4210170559664,MZD-700-Q,2012,Toyota,Land Cruiser,2500,Azad Kashmir,Muzaffarabad,790000,03017692591
Kamran Bhatti,S/O Malik Mirza,2130166379557,QTA-6799-G,2020,Toyota,Land Cruiser,660,Balochistan,Quetta,157740,03217656363
Chaudhry Gilani,S/O Muhammad Sandhu,5400015537748,GIL-4538-A,2021,Audi,A6,4000,Gilgit-Baltistan,Skardu,884000,03451658042
S. Chattha,S/O Aamir Ali,4400065477509,MZD-1421-Q,2005,Suzuki,Cultus,3000,Azad Kashmir,Rawalakot,1011000,03036565693
Ibrahim Karim,S/O Waseem Raza,3520278583206,GIL-388-K,2009,Suzuki,Jimny,800,Gilgit-Baltistan,Gilgit,153600,03455600435
Mirza Qureshi,S/O Mirza Sandhu,4400083226609,PES-1130-G,2016,Kia,Sportage,1600,KPK,Kohat,369600,03463172440
Noor Cheema,S/O Hussain Karim,3520241809301,LHR-5470-E,2017,Toyota,Camry,1600,Punjab,Multan,598400,03008715924
Sana Sheikh,S/O Asma Zaidi,3520281084626,QTA-9431-X,2023,Kia,Stonic,1500,Balochistan,Gwadar,237000,03018920040
Rukhsar Nawaz,S/O Hamid Latif,4210128914605,QTA-5828-A,2005,Kia,Sportage,1600,Balochistan,Hub,235200,03012219563
Mohammad Hussain,S/O Rukhsar Ansari,54000-6591164-3,PES-207-R,2013,Honda,City,2500,KPK,Peshawar,630000,
Raja Bukhari,S/O Ayesha Hashmi,1330286325789,MZD-9683-L,2006,Toyota,Yaris,1200,Balochistan,Quetta,315600,03033937702
M. Qureshi,S/O Bilal Cheema,4210128688775,KHI-9848-E,2015,Suzuki,Cultus,1500,Sindh,Karachi,568500,03311353880
R. Bhatti,S/O Uzma Ansari,4400030072315,GIL-7196-X,2021,BMW,7 Series,4000,Gilgit-Baltistan,Chilas,936000,03012266047
Ayesha Rafiq,S/O Iqra Abbasi,3520288185344,QTA-4025-U,2011,Kia,Carnival,1800,Balochistan,Hub,417600,03468853522
Hashmi Karim,S/O Malik Naqvi,5400028774011,QTA-9120-I,2023,Kia,Picanto,1200,Balochistan,Quetta,469200,03139693313
محمد احمد,S/O Mirza Qureshi,4400062272614,QTA-2214-R,2017,Toyota,Corolla,1500,Balochistan,Turbat,,03335107753
