Name,Father_Name,CNIC,Annual_Recharge_Amount,Phone_Number,City,Province
Mohammad Aslam,S/O Hassan Akhtar,1330290541968,11532,03029782090,Lahore,Punjab
Kamran Ansari,S/O Zainab Hameed,4400030889631,4373,03013291741,Islamabad,ICT
Sidra Jafri,S/O Raja Sheikh,4210189896733,10383,03129655173,Mirpur,Azad Kashmir
Mohammad Malik,S/O محمد حسن,,31593,03122042114,Islamabad,ICT
Bushra Virk,S/O Waseem Chaudhry,6110120211412,3695,03331889532,Larkana,Sindh
Ahmed Ahmed,S/O Asma Zaidi,1330295401275,,03463755581,Gwadar,Balochistan
Ahmed Khan,S/O Imran Abbasi,1330231832807,15828,03461617723,Mingora,KPK
Ibrahim Zaidi,S/O Tahir Naqvi,3520220352127,,03138244272,Nawabshah,Sindh
Hamid Gujjar,S/O Ahmed Tarar,5400054957436,109441,03121993142,Islamabad,ICT
Sheikh Gondal,S/O علی حسین,2130145434731,10025,03313300598,Lahore,Punjab
Mirza Raja,S/O Iqra Sandhu,4210146093199,126777,,Kohat,KPK
Ibrahim Cheema,S/O Kashif Hameed,3520229253273,61607,03225931039,Mirpur,Azad Kashmir
Hamid Zaidi,S/O Raja Gondal,5400051965644,971,03128186377,Mingora,KPK
Muhammad Raja,S/O Adnan Naqvi,1330235208382,5558,03469800849,Muzaffarabad,Azad Kashmir
Ahmed Nawaz,S/O Uzma Virk,1330278063624,105695,03452790625,Gilgit,Gilgit-Baltistan
Bushra Nawaz,S/O Khalid Mirza,,5442,03129613144,Mirpurkhas,Sindh
Waseem Ansari,S/O Ahmed Virk,5400063797098,78792,03223419404,Khuzdar,Balochistan
Asif Rafiq,S/O Mohammad Hussain,5400079922862,21813,03339127895,Mingora,KPK
Salman Rizvi,S/O Zubair Aslam,,6833,03327353839,Hub,Balochistan
Malik Rizvi,S/O Sobia Gondal,13302-4219121-1,20944,03456126173,Sukkur,Sindh
Iqra Rana,S/O Zubair Zaidi,5400072596021,51374,03031300582,Kohat,KPK
Fatima Malik,S/O Imran Qureshi,6110172040783,21035,03314074931,Larkana,Sindh
Syed Hussain,S/O Noor Hussain,2130120304177,113568,03122804298,Abbottabad,KPK
Faisal Syed,S/O Hina Hameed,4400098805066,,03224580001,Chilas,Gilgit-Baltistan
Raja Rafiq,S/O Ahmed Hashmi,1330298206875,30775,03037037153,Mardan,KPK
Arif Ansari,S/O ابراہیم ملک,1330236378266,38158,03131326642,Islamabad,ICT
Naeem Bhatti,S/O Sidra Ali,1330264002395,29654,03132706649,Khuzdar,Balochistan
Rabia Hashmi,S/O Rizwan Nawaz,5400034724145,10706,03002958415,Abbottabad,KPK
Amna Gondal,S/O Waseem Chaudhry,6110150709189,101292,03315921482,Mirpur,Azad Kashmir
Sana Aslam,S/O Adnan Abbasi,5400037060589,15987,03032616672,Sialkot,Punjab
Hashmi Cheema,S/O Sobia Gujjar,4400048131471,31819,03117550091,Rawalpindi,Punjab
Chaudhry Rizvi,S/O Hussain Hussain,4400071788605,4801,03033936857,Peshawar,KPK
Ayesha Hashmi,S/O Hamid Rizvi,4400098460783,468432,03005395559,Khuzdar,Balochistan
Zubair Khan,S/O Bushra Karim,1330254290169,12894,03212560682,Chilas,Gilgit-Baltistan
Rizwan Malik,S/O S/O Bushra Sandhu,2130194600038,1793,03013158613,Rawalakot,Azad Kashmir
,S/O Imran Sheikh,4400064235666,264434,03035691702,Larkana,Sindh
Omar Raja,S/O Baig Abbasi,3520281272679,,03457438213,Mirpur,Azad Kashmir
Shoaib Karim,S/O Syed Aslam,4400028121466,31751,03111483087,Gwadar,Balochistan
Waseem Raja,S/O Rukhsar Malik,1330264162791,234337,03225739908,Skardu,Gilgit-Baltistan
,S/O Usman Aslam,3520281026816,51230,03217744379,Peshawar,KPK
Chaudhry Hussain,S/O Sana Khan,,72455,03027695802,Islamabad,ICT
,S/O Saira Jafri,42101-5185975-3,30121,03014984061,Sialkot,Punjab
Maryam Tarar,S/O Zainab Khan,2130149307933,34518,03456958403,Multan,Punjab
Hamid Rafiq,S/O Salman Naqvi,4400085704784,25289,03212236084,Karachi,Sindh
Waseem Rafiq,S/O Maryam Ansari,3520212513244,73476,03315473286,Karachi,Sindh
Naveed Syed,S/O S/O Tariq Akhtar,6110197879973,31799,03019941610,Gwadar,Balochistan
Salman Raja,S/O Qureshi Malik,4210137195325,112811,03336250607,Sialkot,Punjab
Ayesha Bhatti,S/O احمد خان,4400051591828,17265,,Muzaffarabad,Azad Kashmir
Shoaib Ahmed,S/O Nadia Baig,5400059657615,23386,03321322802,Gwadar,Balochistan
,S/O Iqra Gondal,5400053260842,11724,03459337140,Turbat,Balochistan
Zubair Abbasi,S/O Rabia Gilani,2130141122543,45442,03211545959,Gilgit,Gilgit-Baltistan
Chaudhry Hussain,S/O Zainab Bukhari,4400090315708,5877,03019402694,Hyderabad,Sindh
Adnan Gujjar,S/O Omar Aslam,4400027284256,2353,03456108450,Lahore,Punjab
Malik Aslam,S/O Noor Jafri,5400073884402,129565,03133951259,Khuzdar,Balochistan
Nadia Akhtar,S/O عمر شیخ,5400044311617,42134,03455748945,Bannu,KPK
Mirza Rana,S/O Mehwish Baig,6110145981697,16240,03014995474,Mirpur,Azad Kashmir
Imran Naqvi,S/O Aamir Syed,5400072876354,59345,03009733236,Mirpur,Azad Kashmir
Khalid Karim,S/O Fatima Ali,5400017791836,8584,03331116384,Mingora,KPK
Tahir Abbasi,S/O Ayesha Raja,2130150489091,32238,03311592910,Rawalakot,Azad Kashmir
زینب علی,S/O Hussain Qureshi,4210157264277,44272,03324426599,Mirpur,Azad Kashmir
Sobia Gondal,S/O Hina Gilani,5400034352834,6918,03032444410,Islamabad,ICT
Uzma Latif,S/O Maryam Raja,4400076085702,25187,03467106435,Chilas,Gilgit-Baltistan
Hussain Cheema,S/O Hashmi Aslam,1330283229916,110840,03214370808,Gujranwala,Punjab
Rizwan Akhtar,S/O Kashif Akhtar,4210146442171,151959,03464590440,Sukkur,Sindh
Omar Chaudhhry,S/O Faisal Tarar,4400046377152,92410,03463179482,Chilas,Gilgit-Baltistan
Maryam Rizvi,S/O Tariq Chattha,4210137808883,10959,03039758442,Gilgit,Gilgit-Baltistan
Hussain Latif,S/O Zainab Ahmed,1330254780264,99142,03335945151,Muzaffarabad,Azad Kashmir
Kashif Malik,S/O Raja Bukhari,2130186501854,22572,03112047979,Mingora,KPK
,S/O Hassan Rana,5400062051417,9796,,Larkana,Sindh
Amna Hameed,S/O Shazia Butt,1330285000078,5665,03018964761,Bahawalpur,Punjab
Zubair Rana,S/O Noor Hashmi,2130141975921,41528,03464077276,Lahore,Punjab
Salman Khan,S/O Zainab Tarar,4400058503912,79322,03015431092,Larkana,Sindh
Bilal Rizvi,S/O Fatima Jafri,3520291373088,68701,03463922514,Mirpur,Azad Kashmir
Zainab HHussain,S/O Sajid Sandhu,5400081562476,177310,03015401887,Sialkot,Punjab
Aamir Tarar,S/O Malik Bhatti,5400033194954,33376,03122638431,Lahore,Punjab
Rukhsar Sheikh,S/O Hussain Hameed,1330269408897,9430,03468385584,Gilgit,Gilgit-Baltistan
Chaudhry Gujjar,S/O Tariq Chaudhry,,4923,03118428425,Skardu,Gilgit-Baltistan
Ayesha Gujjar,S/O Chaudhry Nawaz,3520276664034,65174,03016211168,Rawalakot,Azad Kashmir
Bushra Syed,S/O Ibrahim Latif,4400050613645,22235,03467093603,Bahawalpur,Punjab
Mirza Zaidi,S/O Rukhsar Latif,6110112600788,26825,03311283348,Islamabad,ICT
Saira Zaidi,,2130111337006,13118,03335069884,Rawalakot,Azad Kashmir
Ali Khan,S/O Sana Abbasi,5400058235812,33227,03137534892,Kohat,KPK
Mehwish Tarar,S/O Rabia Tarar,6110169722125,25146,03118368182,Sukkur,Sindh
Waseem Qureshi,S/O Faisal Sandhu,2130114298495,71088,03018448185,Faisalabad,Punjab
Wasem Ansari,S/O Mirza Gilani,1330267353092,15735,03223486839,Peshawar,KPK
Tahir Hussain,S/O عائشہ احمد,1330270528136,76984,03214569527,Mirpur,Azad Kashmir
Salman Ansari,S/O S/O Tahir Akhtar,3520226855243,,03453345961,Muzaffarabad,Azad Kashmir
Imran Hashmi,S/O Hashmi Rizvi,1330279565335,47415,03457911063,Mingora,KPK
Ali Khan,S/O Sana Abbasi,5400058235812,37905,03137534892,Kohat,KPK
نادیہ رضا,S/O Mohammad Baig,5400092079687,201184,03222848429,Chilas,Gilgit-Baltistan
Mehwish Gujjar,S/O Aamir Syed,4400051335334,21778,03469569129,Hyderabad,Sindh
Tahir Mirza,S/O Bushra Tarar,2130189813378,16967,03313965641,Faisalabad,Punjab
Sajid Latif,S/O Ayesha Qureshi,1330226190077,2841,03336009153,Sukkur,Sindh
,S/O S/O Amna Gondal,5400035667657,1182,03459111742,Mirpurkhas,Sindh
Sajid Sheikh,S/O Sidra Abbasi,4400023225915,94867,03033315372,Turbat,Balochistan
Mehwish Mirza,S/O علی حسین,6110178499948,74112,03328176895,Mirpur,Azad Kashmir
Asif Rana,S/O Salman Rana,4210120533399,62951,03115753431,Hub,Balochistan
Zubair Abbasi,S/O Malik Baig,4400079332812,585843,03026038921,Mirpurkhas,Sindh
,S/O محمد علی,4210185569617,32325,03024239823,Rawalakot,Azad Kashmir
Maryam Aslam,S/O Baig Syed,3520278897434,5437,03465822224,Sargodha,Punjab
Amna Latif,S/O Fatima Virk,4400028776492,72150,03027815765,Islamabad,ICT
Aamir Ali,S/O Naveed Gujjar,5400020354295,11602,03009716578,Mirpurkhas,Sindh
Hassan Rizvi,S/O Kamran Virk,4400050134243,67024,03128780951,Mardan,KPK
Adnan Hameed,S/O Naveed Ahmed,6110146983513,55262,03333898919,Bannu,KPK
Sobia Gondal,S/O Rukhsar Raza,5400096291016,11768,03132021413,Muzaffarabad,Azad Kashmir
Hamid Aslam,S/O Imran Syed,,25154,03317779519,Faisalabad,Punjab
Ayesha Syed,S/O Waseem Nawaz,1330218595639,89126,03034658293,Lahore,Punjab
Zubair Iqbal,S/O Sana Raza,4210186946393,54477,03006439117,Bahawalpur,Punjab
Shazia Ansari,S/O Sajid Naqvi,4210189899487,388236,03325590782,Islamabad,ICT
Khalid Akhtar,S/O S/O Usman Akhtar,1330263572406,1581,03038826111,Gwadar,Balochistan
Fatima Gondal,S/O Salman Ali,2130187177195,10116,03133987988,Islamabad,ICT
Asif Karim,S/O S/O Shoaib Raza,6110115276102,4176,03317340280,Islamabad,ICT
Raja Bhatti,S/O Kamran Abbasi,3520293436857,135044,03114820831,Larkana,Sindh
Omar Karim,S/O Noor Sheikh,4210174756629,5958,03129432958,Peshawar,KPK
Rabia Bhatti,S/O S/O Usman Mirza,5400064557067,2317,03464607488,Islamabad,ICT
Nadia Virk,S/O Zainab Chaudhry,6110152954295,59871,03314647524,Mirpur,Azad Kashmir
Arif Qureshi,S/O Hashmi Sandhu,5400068866021,6202,03333588068,Khuzdar,Balochistan
Syed Aslam,S/O Rukhsar Rafiq,6110172949143,23341,03335927937,Chilas,Gilgit-Baltistan
Amna Ahmed,S/O Adnan Khan,4400018543481,52555,03136873567,Mingora,KPK
Shazia Butt,S/O Noor Virk,1330257036244,,03323065243,Muzaffarabad,Azad Kashmir
Rizwan Gujjar,S/O Kamran Akhtar,4210121846338,34352,03319714211,Hub,Balochistan
Asma Malik,S/O Hussain Raja,6110114150118,36947,,Khuzdar,Balochistan
Ibrahim Virk,S/O Kamran Akhtar,,51414,03134974417,Kohat,KPK
Sobia Raja,S/O Mohammad Jafri,3520265974456,59617,03038375413,Mirpurkhas,Sindh
Iqra Aslam,S/O Mirza Abbasi,6110147831057,222651,03456027078,Khuzdar,Balochistan
Adnan Sheikh,S/O Khalid Akhtar,4400086710574,23413,03005720376,Gwadar,Balochistan
Iqra Bukhari,S/O علی حسین,1330299024835,26086,03128581927,Islamabad,ICT
Qureshi Raja,S/O زینب علی,4210176628843,26873,03339001458,Abbottabad,KPK
Salman Nawaz,S/O S/O Sana Aslam,2130123463719,9767,03223136529,Mirpurkhas,Sindh
Hamid Chattha,S/O Kashif Ali,4210175123371,16905,03033433734,Bannu,KPK
Imran Butt,S/O Tariq Akhtar,6110193719032,9673,03221080203,Mirpur,Azad Kashmir
,S/O Bilal Gujjar,5400011563976,34070,03312773259,Skardu,Gilgit-Baltistan
Ayesha Rana,S/O Chaudhry Ali,3520241256164,5947,03012246977,Muzaffarabad,Azad Kashmir
Malik Syed,S/O ابراہیم ملک,3520221457713,47385,03331550711,Gilgit,Gilgit-Baltistan
Tariq Qureshi,S/O Bilal Naqvi,2130120084182,52482,03002653227,Nawabshah,Sindh
Malik Jafri,S/O Bushra Latif,1330245537266,82888,03027008399,Sukkur,Sindh
Shoaib Karim,S/O Chaudhry Latif,5400080020776,24205,03039151054,Mirpur,Azad Kashmir
,S/O Raja Karim,6110119124299,13308,03321753948,Kohat,KPK
Tahir Malik,S/O Ayesha Cheema,6110145164996,77511,03036177422,Sargodha,Punjab
,S/O Maryam Raja,4400076085702,7477,03467106435,Chilas,Gilgit-Baltistan
Bushra Virk,S/O Hamid Aslam,5400039282755,14940,03218498243,Islamabad,ICT
زینب علی,S/O Tariq Iqbal,6110174728354,24816,03112315491,Skardu,Gilgit-Baltistan
Shazia Rizvi,S/O Faisal Rafiq,3520252879382,32487,03121219566,Muzaffarabad,Azad Kashmir
Adnan Virk,S/O نادیہ رضا,4400067549608,21596,03139033759,Rawalakot,Azad Kashmir
Khalid Rafiq,S/O Qureshi Hameed,,19404,03214388603,Rawalakot,Azad Kashmir
Arif Cheema,S/O Shazia Baig,1330271946937,39445,03324660723,Faisalabad,Punjab
Omar Gondal,S/O Usman Baig,5400041519297,23109,03134913637,Islamabad,ICT
Malik Raza,S/O Salman Tarar,6110134004751,67408,03127847411,Gilgit,Gilgit-Baltistan
,S/O Sajid Mirza,2130144288515,65528,03312991675,Abbottabad,KPK
Kashif Zaidi,S/O Adnan Sheikh,44000-1824058-9,30643,03466882425,Muzaffarabad,Azad Kashmir
Bilal Aslam,S/O Sana Bhatti,6110158736886,26609,03039348768,Mirpur,Azad Kashmir
Ahmed Rafiq,S/O Hussain Hashmi,4400020081344,99442,03019560740,Kohat,KPK
Rabia Aslam,S/O Ahmed Rizvi,5400073495354,137013,03339962896,Hub,Balochistan
Syed Virk,S/O Sajid Sandhu,2130121614273,17726,03031308682,Islamabad,ICT
Asma Ahmed,S/O Ibrahim Iqbal,4400095440925,16226,03112325039,Gwadar,Balochistan
Mehwish Malik,S/O Shoaib Syed,1330265576073,202494,03001542282,Nawabshah,Sindh
Hassan Sheikh,S/O Zubair Abbasi,6110119143223,74915,03039058407,Skardu,Gilgit-Baltistan
Fatima Baig,S/O Rizwan Qureshi,4400076071242,139134,03115094585,Mirpur,Azad Kashmir
Arif Rizvi,S/O Shazia Hashmi,2130139408156,,03002719287,Islamabad,ICT
Naveed Cheema,S/O Ayesha Syed,1330266624215,9696,03135398808,Islamabad,ICT
Baig Ahmed,S/O Malik Butt,4210197016411,5682,03014093038,Mirpur,Azad Kashmir
Usman Hashmi,S/O Imran Ahmed,4400026424409,55700,03026144906,Mirpur,Azad Kashmir
Naveed Ahmed,S/O Uzma Sheikh,6110137787116,221410,03453164870,Peshawar,KPK
Nadia Ahmed,S/O Amna Nawaz,4210163174342,4882,03456125056,Quetta,Balochistan
Bushra Nawaz,S/O Imran Ali,1330243048912,20766,03223039412,Chilas,Gilgit-Baltistan
Aamir Chattha,S/O Maryam Gondal,44000-1372804-8,22277,03468310037,Mingora,KPK
Usman Gujjar,S/O Sana Ali,,12885,03217153783,Chilas,Gilgit-Baltistan
علی حسین,S/O Rizwan Baig,1330215536114,41062,03336853789,Nawabshah,Sindh
Sana Rafiq,S/O Malik Raza,3520297998017,6096,03226263495,Turbat,Balochistan
Usman Gilani,S/O Bushra Raza,3520266212239,14878,03133522295,Gilgit,Gilgit-Baltistan
Shoaib Iqbal,S/O Aamir Akhtar,3520252740818,25684,03033038202,Rawalakot,Azad Kashmir
Asma Jafri,S/O مریم چودھری,4400011930984,21694,03117656661,Chilas,Gilgit-Baltistan
Ali Rizvi,S/O Rizwan Gujjar,3520283666392,10439,03222662478,Mirpur,Azad Kashmir
Nadia Raza,S/O Sheikh Hussain,2130125508588,41718,03039519290,Mirpur,Azad Kashmir
Naeem Sandhu,S/O Saira Tarar,2130139682374,2854,03313589058,Islamabad,ICT
Raja Karim,S/O نادیہ رضا,2130182547961,36910,03122860290,Chilas,Gilgit-Baltistan
Chaudhry Akhtar,S/O Naveed Latif,5400076619312,9535,03024141723,Islamabad,ICT
فاطمہ خان,S/O Shazia Syed,3520231487483,7642,03033935142,Muzaffarabad,Azad Kashmir
Naeem Raja,S/O Zubair Raja,3520226796858,107244,03311320387,Sukkur,Sindh
Tahir Gilani,S/O Omar Mirza,3520261860094,63941,03009719744,Sialkot,Punjab
Mohammad Bhatti,S/O Sidra Nawaz,1330212930646,24013,03456669364,Abbottabad,KPK
Bushra Aslam,S/O Ibrahim Khan,6110187304839,6619,03227776291,Islamabad,ICT
Bushra Virk,S/O Waseem Chaudhry,6110120211412,4217,03331889532,Larkana,Sindh
Tahir Cheema,S/O محمد حسن,2130139848011,509015,03211938345,Larkana,Sindh
Naveed Jafri,S/O Ayesha Rana,6110166965984,30882,03324207540,Gilgit,Gilgit-Baltistan
Rabia Naqvi,S/O Hussain Chaudhry,4210195714508,16817,03453774103,Islamabad,ICT
Naeem Virk,S/O Uzma Rafiq,13302-9099857-9,14522,03313863119,Hub,Balochistan
Noor Hameed,S/O S/O Ayesha Iqbal,5400052987522,2009,03311763562,Lahore,Punjab
Sobia Akhtar,S/O Fatima Nawaz,6110158343226,20017,03133595219,Hyderabad,Sindh
Faisal Tarar,S/O S/O Kamran Baig,2130187361184,1567,03121177469,Chilas,Gilgit-Baltistan
Chaudhry Chaudhry,S/O Hussain Hussain,6110192100645,132485,03027168602,Faisalabad,Punjab
محمد حسن,S/O فاطمہ خان,,44368,03221889209,Muzaffarabad,Azad Kashmir
Tariq Hameed,S/O Rukhsar Gondal,1330247322238,22435,03111505286,Abbottabad,KPK
Fatima Hussain,S/O Qureshi Sheikh,3520232603006,107602,03462403104,Islamabad,ICT
Faisal Raja,S/O Fatima Rizvi,4210163133832,13542,03128042351,Sukkur,Sindh
Hussain Raza,S/O Hashmi Chattha,2130196886114,30331,03004993355,Karachi,Sindh
Rizwan Qureshi,S/O Saira Hussain,5400094043138,9044,03217884260,Gilgit,Gilgit-Baltistan
Mirza Raja,S/O Zubair Baig,2130142536161,122879,03326732688,Faisalabad,Punjab
Imran Gilani,S/O Faisal Nawaz,6110139869059,38438,03214427542,Abbottabad,KPK
Maryam Gujjar,S/O Khalid Malik,4210177122725,151273,03326158936,Turbat,Balochistan
Hassan Iqbal,S/O Iqra Chattha,1330235781539,71379,03013704206,Faisalabad,Punjab
Asif Zaidi,S/O Tariq Syed,6110119794807,41494,03224538481,Gwadar,Balochistan
Asif Bhatti,S/O فاطمہ خان,4400099027203,7904,03312278892,Hub,Balochistan
Sidra Gilani,S/O Tahir Rizvi,3520294051639,12158,03003437183,Quetta,Balochistan
Ahmed Tarar,S/O Mohammad Khan,6110180223667,116200,03334186247,Islamabad,ICT
Ahmed Aslam,S/O Iqra Iqbal,1330224499142,133465,03127592081,Gilgit,Gilgit-Baltistan
Zubair Raja,S/O Fatima Raza,2130136871553,149222,03227601881,Islamabad,ICT
Faisal Malik,S/O Hamid Nawaz,6110131866354,32592,03333620107,Faisalabad,Punjab
Fatima Karim,S/O S/O علی حسین,3520288767426,4061,03333448176,Sukkur,Sindh
Usman Cheeema,S/O Syed Ansari,4210194877453,24358,03457881460,Islamabad,ICT
Mirza Rizvi,S/O Hashmi Rizvi,4400011675362,9929,03036627692,Islamabad,ICT
Hashmi Abbasi,S/O عائشہ احمد,4210136225118,62043,03018331359,Islamabad,ICT
Nadia Virk,S/O Faisal Sandhu,6110128726646,37163,03463399076,Skardu,Gilgit-Baltistan
Hina Ahmed,S/O Muhammad Latif,5400059972873,11491,03215498258,Skardu,Gilgit-Baltistan
علی حسین,S/O Asif Karim,2130177302325,210391,03459505390,Turbat,Balochistan
Qureshi Hashmi,S/O عمر شیخ,4400054032745,58717,03334790478,Rawalakot,Azad Kashmir
Asif Iqbal,S/O Sidra Qureshi,2130155479334,22898,03003303715,Mirpurkhas,Sindh
Ahmed Gondal,S/O Kashif Tarar,2130193742018,14481,,Nawabshah,Sindh
,S/O Hassan Jafri,4210174960432,6753,03136621715,Sukkur,Sindh
Kashif Akhtar,S/O Ahmed Gilani,2130141299998,23378,03213229746,Mirpur,Azad Kashmir
Syed Ansari,S/O Mirza Abbasi,5400021536517,21907,03024450687,Khuzdar,Balochistan
Rukhsar Zaidi,S/O Naeem Karim,2130126516012,51655,03001771600,Islamabad,ICT
Sajid Sheikh,S/O Sheikh Mirza,4400076146675,70918,03024434565,Muzaffarabad,Azad Kashmir
Malik Zaidi,S/O Salman Latif,1330237785541,85438,03223076710,Rawalakot,Azad Kashmir
Hamid Aslam,S/O Aamir Khan,4210172975214,44970,03112238771,Skardu,Gilgit-Baltistan
علی حسین,S/O Asma Khan,4210131782739,80479,,Nawabshah,Sindh
Omar Mirza,S/O Malik Baig,3520250440099,4679,03126685312,Khuzdar,Balochistan
Hamid Raja,S/O Shazia Hameed,4400056237112,34464,03025404929,Rawalakot,Azad Kashmir
Shazia Hashmi,S/O Ali Sheikh,6110152539454,5420,03121802814,Skardu,Gilgit-Baltistan
Saira Karim,S/O Hamid Qureshi,6110115250776,29499,03024908505,Mirpur,Azad Kashmir
Sajid Tarar,S/O Mehwish Zaidi,5400081277785,2739,03037743663,Chilas,Gilgit-Baltistan
Muhammad Rana,S/O Hina Qureshi,5400027352438,33393,03337514556,Kohat,KPK
Zubair Zaidi,S/O Rizwan Raja,6110113296894,14621,03228464392,Mardan,KPK
Uzma Rana,S/O Sana Virk,5400020361429,149040,03021222200,Gwadar,Balochistan
Hina Chattha,S/O Bilal Zaidi,4400070678677,17237,03227695824,Mirpur,Azad Kashmir
Uzma Ansari,S/O Mirza Bhatti,2130131998284,24169,03136846155,Hub,Balochistan
Qureshi Chattha,S/O Hassan Zaidi,2130170901151,8056,03031119712,Rawalakot,Azad Kashmir
Mohammad Latif,S/O Qureshi Rizvi,3520296152332,45822,03321223749,Sukkur,Sindh
Bilal Rana,S/O Kamran Malik,54000-4502996-5,30749,03311456598,Faisalabad,Punjab
Omar Latif,S/O Kashif Rana,4400098805293,32015,03038275996,Islamabad,ICT
Asif Aslam,,6110148765268,1928,03138176709,Multan,Punjab
Muhammad Khan,S/O Bilal Gilani,5400096940398,49188,03324535838,Muzaffarabad,Azad Kashmir
Amna Raja,S/O Baig Chaudhry,1330278583988,46175,03463787134,Bahawalpur,Punjab
Hassan Iqbal,S/O محمد احمد,4210158924236,22353,03126545092,Larkana,Sindh
Asif Hussain,S/O Bilal Gilani,5400036079835,25139,03035428914,Turbat,Balochistan
Malik Virk,S/O Faisal Bhatti,4400046542071,5502,03219452659,Chilas,Gilgit-Baltistan
Hamid Malik,S/O Kamran Rafiq,4400068186822,37489,03133273027,Nawabshah,Sindh
Ali Aslam,S/O Qureshi Chaudhry,,3616,03319236745,Peshawar,KPK
Asif Ahmed,S/O Arif Gujjar,4400023350022,10790,03005747625,Quetta,Balochistan
Zainab Mirza,S/O Adnan Zaidi,6110119759734,199689,03316550299,Rawalakot,Azad Kashmir
Maryam Latif,S/O Hashmi Chaudhry,6110171004176,26557,03463860089,Rawalakot,Azad Kashmir
Kashif Qureshi,S/O Hussain Aslam,2130189364051,2845,03317739741,Bannu,KPK
Amna Raza,S/O ابراہیم ملک,4210124027092,24989,03213395093,Hub,Balochistan
Aamir Bhatti,S/O Syed Ahmed,1330250269708,78796,03215720983,Multan,Punjab
Sobia Raja,S/O Sajid Syed,,25960,03465701035,Larkana,Sindh
Tahir Ali,S/O Noor Latif,5400080252528,31348,03327496851,Muzaffarabad,Azad Kashmir
Omar Iqbal,S/O Tariq Virk,,,03137173192,Chilas,Gilgit-Baltistan
Zainab Malik,S/O Saira Virk,2130170713582,115406,03129122764,Gilgit,Gilgit-Baltistan
Khalid Rana,S/O Rukhsar Zaidi,4400020564022,19877,03466855653,Khuzdar,Balochistan
Waseem Syed,S/O Iqra Sheikh,6110192123765,14124,03322807922,Turbat,Balochistan
Ahmed Zaidi,S/O Tariq Hashmi,6110194847572,7425,03038535441,Mardan,KPK
Bilal Rizvi,S/O Hussain Cheema,4210115952432,115561,03001124054,Hyderabad,Sindh
Raja Jafri,S/O صنا ملک,6110135558263,3502,03027373024,Chilas,Gilgit-Baltistan
Maryam Raza,S/O Zainab Hashmi,6110184480652,3602,03136274512,Faisalabad,Punjab
Shoaib Bhatti,S/O S/O Adnan Malik,4400013140434,15877,03025705338,Islamabad,ICT
Sana Rizvi,S/O Noor Khan,5400086402278,8423,03038160055,Islamabad,ICT
Mehwish Ahmed,S/O محمد احمد,1330214583831,20099,03016410595,Mirpurkhas,Sindh
Ali Hashmi,S/O Amna Hashmi,21301-4872295-9,3052,03312032110,Quetta,Balochistan
Sajid Ansari,S/O Fatima Bhatti,4210162765557,32717,03026446672,Lahore,Punjab
Qureshi Bukhari,S/O Hussain Hashmi,6110149989249,44601,03112464190,Bahawalpur,Punjab
Naveed Tarar,S/O Shazia Naqvi,4210150212036,8021,03121446607,Karachi,Sindh
Naeem Chattha,S/O Rukhsar Khan,6110146199488,13542,03033862269,Chilas,Gilgit-Baltistan
Tahir Hameed,S/O Rukhsar Rizvi,1330269397854,10359,03019510677,Peshawar,KPK
Raja Jafri,S/O Mirza Hashmi,4400073276027,33882,03016314075,Gwadar,Balochistan
Mehwish Bhatti,S/O Bilal Naqvi,4400021134576,87316,03336482263,Turbat,Balochistan
Noor Latif,S/O Hussain Chaudhry,3520246053029,13456,03016649263,Khuzdar,Balochistan
Amna Akhtar,S/O Aamir Zaidi,4400092818221,10669,03311044315,Chilas,Gilgit-Baltistan
Aamir Raja,S/O Mohammad Cheema,4210148330005,9214,03121700537,Peshawar,KPK
Amna Raja,S/O Bushra Gujjar,5400060189333,52860,03125564466,Chilas,Gilgit-Baltistan
محمد حسن,S/O Hassan Khan,2130130153887,205648,03008457126,Abbottabad,KPK
