Person_Name,Father_Name,CNIC,Consumer_ID,Meter_No,Address,City,Province
Tahir Cheema,S/O Zubair Ahmed,3520284440819,CON-81904421,MTR-4784978,"House 167, Block F, North Nazimabad, Islamabad",Islamabad,ICT
Adnan Jafri,S/O Nadia Latif,6110185321488,CON-19021922,MTR-9993730,"House 110, Block G, Defence, Skardu",Skardu,Gilgit-Baltistan
Muhammad Malik,S/O زینب علی,6110156988858,CON-81401567,MTR-8138957,,Muzaffarabad,Azad Kashmir
Malik Ali,S/O Asma Hussain,4210192606907,CON-27170802,MTR-1824087,"House 219, Block A, Bahria Town, Faisalabad",Faisalabad,Punjab
Rizwan Cheema,S/O Omar Cheema,5400093321955,CON-63623610,MTR-1719595,"House 476, Block F, North Nazimabad, Kohat",Kohat,KPK
Sobia Syed,S/O Asma Bukhari,4210168745005,CON-87550720,MTR-5282678,"House 423, Block B, E-11, Sukkur",Sukkur,Sindh
Zainab Cheema,S/O Bilal Gujjar,4400014854632,CON-88552895,MTR-4183179,"House 115, Block D, I-8, Nawabshah",Nawabshah,Sindh
Aamir Zaidi,S/O Khalid Rafiq,4400054778506,CON-95668174,MTR-5181611,"House 12, Block G, Model Town, Islamabad",Islamabad,ICT
Mohammad Naqvi,S/O Hassan Zaidi,4210184587751,CON-27679481,MTR-4504189,"House 321, Block E, PAF Colony, Rawalakot",Rawalakot,Azad Kashmir
Muhammad Chaudhry,S/O Hussain Hussain,6110192100645,CON-26043792,MTR-3306162,"House 54, Block D, Askari, Faisalabad",Faisalabad,Punjab
,S/O Hamid Akhtar,2130124685785,CON-15886032,MTR-9968594,"House 427, Block G, G-9, Karachi",Karachi,Sindh
Ali Syed,S/O Rabia Rafiq,5400028862561,CON-57367710,MTR-1859360,"House 250, Block D, Cavalry Ground, Rawalpindi",Rawalpindi,Punjab
Amna Latif,S/O Noor Cheema,4210148825006,CON-29377893,MTR-3808153,"House 450, Block E, Johar Town, Bannu",Bannu,KPK
Hassan Butt,S/O Shoaib Hashmi,4400064225346,CON-85456326,MTR-2538867,"House 303, Block A, I-8, Bahawalpur",Bahawalpur,Punjab
Bilal Hashmi,S/O Omar Jafri,3520254421359,CON-79538384,MTR-6883016,"House 454, Block E, Askari, Mardan",Mardan,KPK
Baig Latif,S/O Uzma Qureshi,4210138337038,CON-81467836,MTR-5351586,"House 175, Block E, Bahria Town, Lahore",Lahore,Punjab
Bilal Rana,S/O Hina Raza,6110167946208,CON-61729010,MTR-7957424,"House 20, Block C, Scheme 33, Mardan",Mardan,KPK
Hashmi Karim,S/O Syed Ali,1330288968684,CON-49756121,MTR-1311845,"House 447, Block D, PAF Colony, Gilgit",Gilgit,Gilgit-Baltistan
Hassan Abbasi,S/O Asma Mirza,1330218570276,CON-18437453,MTR-7892755,"House 244, Block D, Model Town, Khuzdar",Khuzdar,Balochistan
Ayesha Chattha,S/O Sajid Aslam,54000-1088762-2,CON-14289245,MTR-9313182,"House 41, Block A, E-11, Sukkur",Sukkur,Sindh
Muhammad Ansari,S/O Kamran Mirza,2130164839709,CON-74907302,MTR-4029274,"House 104, Block C, Clifton, Abbottabad",Abbottabad,KPK
Sajid Gilani,S/O Sana Gujjar,4210194824952,CON-87406518,MTR-2044874,"House 132, Block A, Model Town, Islamabad",Islamabad,ICT
Aamir Sheikh,S/O Raja Rafiq,1330233969503,CON-36331570,MTR-5431139,"House 251, Block A, Model Town, Rawalakot",Rawalakot,Azad Kashmir
Nadia Bhatti,S/O Ali Hashmi,3520227220697,CON-10094012,MTR-3964456,"House 494, Block E, Defence, Rawalakot",Rawalakot,Azad Kashmir
Sana Gondal,S/O Bushra Virk,2130195546341,CON-78260386,MTR-9677783,"House 154, Block E, E-11, Kohat",Kohat,KPK
Qureshi Rafiq,S/O Faisal Gondal,1330298909112,CON-65207441,MTR-4535606,"House 143, Block D, Cavalry Ground, Karachi",Karachi,Sindh
Sheikh Aslam,S/O Shoaib Malik,2130158598835,CON-49748781,MTR-8937668,"House 226, Block G, Clifton, Faisalabad",Faisalabad,Punjab
Imran Ansari,S/O Iqra Hashmi,4400075635599,CON-79715113,MTR-5453532,"House 258, Block F, Cantt, Nawabshah",Nawabshah,Sindh
Raja Mirza,S/O محمد علی,3520260314812,CON-59928891,MTR-3339904,"House 387, Block C, Askari, Bannu",Bannu,KPK
Mirza Sheikh,S/O Usman Chattha,6110187730564,CON-79286999,MTR-3367420,"House 264, Block F, Johar Town, Karachi",Karachi,Sindh
Baig Mirza,S/O Waseem Aslam,44000-4603881-7,CON-20336136,MTR-9652424,"House 366, Block H, Saddar, Sukkur",Sukkur,Sindh
Noor Rana,S/O مریم چودھری,4400014125128,CON-97694914,MTR-7918051,"House 205, Block B, Gulshan-e-Iqbal, Bahawalpur",Bahawalpur,Punjab
Asif Cheema,S/O Amna Cheema,6110153726889,CON-83740098,MTR-5579209,"House 398, Block H, Model Town, Mirpurkhas",Mirpurkhas,Sindh
Uzma Ansari,S/O Mirza Bhatti,2130131998284,CON-43828771,MTR-8639201,"House 500, Block D, Township, Hub",Hub,Balochistan
Tahir Sandhu,S/O Imran Latif,4210186936513,CON-81702123,MTR-5902155,"House 220, Block A, Cavalry Ground, Islamabad",Islamabad,ICT
Shazia Syed,S/O S/O Hina Rafiq,4210173552205,CON-47294849,MTR-2311814,"House 94, Block H, I-8, Sialkot",Sialkot,Punjab
Ibrahim Hussain,S/O مریم چودھری,2130197997426,CON-43859773,MTR-8134414,"House 209, Block A, Johar Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
محمد احمد,S/O Kashif Sheikh,4400041615063,CON-17002171,MTR-5623174,"House 266, Block H, I-8, Islamabad",Islamabad,ICT
محمد احمد,S/O Hashmi Ansari,4210172433554,CON-59191435,MTR-3755306,"House 109, Block C, G-9, Bahawalpur",Bahawalpur,Punjab
Tahir Gilani,S/O Omar Mirza,3520261860094,CON-94831306,MTR-1773383,"House 288, Block H, Clifton, Sialkot",Sialkot,Punjab
Noor Hussain,S/O Bushra Jafri,5400050169185,CON-57523718,MTR-7116582,"House 229, Block H, Saddar, Muzaffarabad",Muzaffarabad,Azad Kashmir
Kashif Latif,S/O Adnan Rizvi,4400076427088,CON-13038221,MTR-7981179,"House 448, Block H, Askari, Gilgit",Mirpur,Azad Kashmir
,S/O Hina Khan,4400067330985,CON-56540896,MTR-6900268,"House 368, Block A, I-8, Gwadar",Gwadar,Balochistan
محمد علی,S/O Zubair Bhatti,6110158696457,CON-47516366,MTR-9775461,"House 13, Block H, Cavalry Ground, Multan",Multan,Punjab
Maryam Cheema,S/O Saira Rana,1330291207793,CON-94137847,MTR-1776800,"House 413, Block E, Gulshan-e-Iqbal, Abbottabad",Abbottabad,KPK
Ayesha Syed,S/O Shazia Ahmed,2130154426787,CON-32499591,MTR-1416479,"House 417, Block B, Model Town, Rawalakot",Bannu,KPK
Zainab Hashmi,S/O S/O Hamid Raza,3520233954418,CON-45287740,MTR-6845595,"House 310, Block C, Township, Faisalabad",Faisalabad,Punjab
Muhammad Cheema,S/O Zubair Naqvi,6110192410818,CON-82797898,MTR-8253087,"House 317, Block C, DHA, Islamabad",Islamabad,ICT
Shoaib Gilani,S/O Malik Baig,1330288591137,CON-95667270,MTR-4803429,"House 66, Block H, F-10, Skardu",Skardu,Gilgit-Baltistan
Muammad Karim,S/O Rabia Ali,3520268453097,CON-73563685,MTR-3508958,"House 112, Block H, DHA, Mirpur",Mirpur,Azad Kashmir
Uzma Hussain,S/O Mehwish Bhatti,3520245508528,CON-65096234,MTR-5520785,"House 65, Block G, Defence, Quetta",Quetta,Balochistan
Rukhsar Nawaz,S/O Ali Gujjar,6110122367133,CON-49365125,MTR-8378938,"House 130, Block D, North Nazimabad, Bahawalpur",Bahawalpur,Punjab
Rizwan Hussain,S/O Asma Gondal,4210169918809,CON-16006379,MTR-9257270,"House 210, Block H, Defence, Chilas",Chilas,Gilgit-Baltistan
Shazia Chattha,S/O Raja Abbasi,2130190008333,CON-67015521,MTR-1804377,"House 308, Block A, Defence, Mardan",Mardan,KPK
Adnan Tarar,S/O Hussain Raza,3520297228967,CON-45517961,MTR-1784540,"House 352, Block E, Scheme 33, Hyderabad",Hyderabad,Sindh
ابراہیم ملک,S/O Noor Jafri,3520249816876,CON-76578004,MTR-4090512,"House 308, Block D, I-8, Mardan",Mardan,KPK
Omar Mirza,S/O Malik Baig,3520250440099,CON-16358386,MTR-8971030,"House 309, Block E, Model Town, Khuzdar",Khuzdar,Balochistan
Usman Qureshi,S/O Usman Ahmed,42101-9679086-4,CON-60919097,MTR-2831053,"House 335, Block B, DHA, Muzaffarabad",Sialkot,Punjab
Sajid Baig,S/O Maryam Syed,2130180464138,CON-25058001,MTR-7894088,"House 136, Block D, PAF Colony, Bannu",Bannu,KPK
Muhammad Akhtar,S/O مریم چودھری,2130133306885,CON-49369631,MTR-1265040,"House 77, Block C, Cavalry Ground, Islamabad",Islamabad,ICT
Fatima Ali,S/O Nadia Ahmed,3520293754566,CON-45469113,MTR-2280053,"House 378, Block G, G-9, Khuzdar",Khuzdar,Balochistan
Sheikh Karim,S/O Tariq Tarar,42101-4469260-4,CON-48374349,MTR-4902780,"House 43, Block E, DHA, Abbottabad",Abbottabad,KPK
Mirza Butt,S/O Omar Bhatti,1330215527612,CON-71361509,MTR-2391304,"House 47, Block D, Model Town, Nawabshah",Nawabshah,Sindh
Raja Rizvi,S/O محمد احمد,6110191566092,CON-53151079,MTR-6639137,"House 250, Block G, F-10, Sukkur",Sukkur,Sindh
Raja Latif,S/O Ali Rizvi,4210183925851,CON-27590058,MTR-9078906,"House 470, Block G, DHA, Faisalabad",Faisalabad,Punjab
Rukhsar Cheema,S/O Sheikh Khan,5400017402627,CON-79458812,MTR-2673672,,Chilas,Gilgit-Baltistan
Naeem Chattha,S/O S/O Rizwan Baig,1330230718852,CON-90190113,MTR-8900922,"House 393, Block G, North Nazimabad, Gwadar",Gwadar,Balochistan
Sidra Virk,S/O Malik Bukhari,5400072927753,CON-88367048,MTR-1491873,"House 432, Block F, Clifton, Multan",Multan,Punjab
Malik Rana,S/O Arif Ansari,2130121690166,CON-28620975,MTR-3343339,"House 72, Block H, Gulberg, Khuzdar",Khuzdar,Balochistan
علی حسین,S/O S/O Kamran Chattha,4400011218357,CON-28474912,MTR-5331512,,Islamabad,ICT
Asma Syed,S/O Chaudhry Naqvi,4400064417617,CON-49545702,MTR-5808344,"House 453, Block F, Clifton, Gujranwala",Gujranwala,Punjab
Asif Hussain,S/O Hashmi Akhtar,1330264581889,CON-96271707,MTR-8681527,"House 402, Block H, Johar Town, Mardan",Mardan,KPK
Mehwish Akhtar,S/O Hussain Rana,5400090616908,CON-50065345,MTR-4881124,,Islamabad,ICT
Muhammad Bukhari,S/O Shoaib Virk,2130161039834,CON-23034890,MTR-6027622,"House 102, Block G, Askari, Abbottabad",Abbottabad,KPK
Tariq Virk,S/O Asif Gujjar,2130144284295,CON-89017660,MTR-5119024,"House 205, Block A, G-9, Mirpur",Mirpur,Azad Kashmir
Qureshi Chaudhry,S/O S/O Ali Raja,6110190989791,CON-44937730,MTR-2665898,"House 499, Block D, Cantt, Gwadar",Gwadar,Balochistan
Shoaib Hashmi,S/O S/O Rabia Aslam,1330287191456,CON-27961140,MTR-9962110,"House 203, Block E, G-9, Bahawalpur",Bahawalpur,Punjab
Salman Ahmed,S/O Kamran Ahmed,4400096941843,CON-85580468,MTR-1269441,"House 400, Block F, Saddar, Skardu",Skardu,Gilgit-Baltistan
Muhammad Iqbal,S/O Naveed Naqvi,4400029298315,CON-45649857,MTR-7501722,"House 103, Block G, F-10, Islamabad",Islamabad,ICT
Hamid Ahmed,S/O Adnan Latif,1330288529171,CON-11128182,MTR-9171787,"House 493, Block E, Saddar, Mardan",Mardan,KPK
Qureshi Baig,S/O محمد احمد,2130196721481,CON-16495014,MTR-7395249,"House 376, Block C, Defence, Skardu",Skardu,Gilgit-Baltistan
Tariq Raza,S/O S/O Mirza Sandhu,4400037683438,CON-20554393,MTR-8643954,"House 9, Block H, Gulberg, Nawabshah",Nawabshah,Sindh
Sidra Raja,S/O عمر شیخ,2130153954624,CON-52702866,MTR-1155219,"House 171, Block C, Gulshan-e-Iqbal, Kohat",Kohat,KPK
,S/O Hussain Chaudhry,4210195714508,CON-69491496,MTR-8656997,"House 287, Block C, Township, Islamabad",Islamabad,ICT
Nadia Iqbal,S/O Asma Butt,4210153775295,CON-76066332,MTR-9177358,"House 245, Block F, Gulshan-e-Iqbal, Hyderabad",Hyderabad,Sindh
Sajid Rafiq,S/O ابراہیم ملک,5400039808869,CON-76379961,MTR-5417916,"House 346, Block D, PAF Colony, Mirpur",Mirpur,Azad Kashmir
Bilal Sandhu,S/O Kashif Gondal,4210159666448,CON-64827193,MTR-6897457,"House 182, Block D, Defence, Quetta",Quetta,Balochistan
Hussain Bhatti,S/O Tariq Malik,1330244386691,CON-64539202,MTR-5586027,"House 286, Block C, Gulshan-e-Iqbal, Islamabad",Islamabad,ICT
Uzma Bhatti,S/O صنا ملک,35202-6054911-6,CON-10629889,MTR-5819840,"House 304, Block C, Gulberg, Hub",Hub,Balochistan
Waseem Sandhu,S/O Fatima Zaidi,1330298986278,CON-69087441,MTR-4527424,"House 99, Block G, Cavalry Ground, Muzaffarabad",Muzaffarabad,Azad Kashmir
Ibrahim Gondal,S/O Shoaib Bukhari,4210123752905,CON-37564554,MTR-4206176,"House 321, Block B, Gulberg, Mardan",Mardan,KPK
,S/O Hussain Rafiq,5400022419758,CON-32221002,MTR-9246643,"House 62, Block A, Saddar, Islamabad",Islamabad,ICT
Shazia Hussain,S/O Amna Jafri,4210167441741,CON-25967024,MTR-4541819,"House 116, Block A, Gulshan-e-Iqbal, Skardu",Skardu,Gilgit-Baltistan
Muhammad Raza,S/O Sidra Cheema,3520240273068,CON-87254795,MTR-2832846,"House 210, Block E, Cavalry Ground, Gilgit",Gilgit,Gilgit-Baltistan
Kamran Raja,S/O Muhammad Ahmed,6110182952671,CON-64194643,MTR-9867724,"House 2, Block A, Scheme 33, Sialkot",Sialkot,Punjab
Muhammad Iqbal,S/O Mirza Bukhari,,CON-35987493,MTR-2171194,"House 488, Block H, Gulberg, Mardan",Mardan,KPK
Bilal Aslam,S/O Omar Ali,4210193415221,CON-98549355,MTR-2943152,"House 181, Block H, E-11, Skardu",Skardu,Gilgit-Baltistan
Ahmed Syed,S/O Hussain Sheikh,3520254426425,CON-70980450,MTR-3956891,"House 385, Block A, E-11, Hyderabad",Hyderabad,Sindh
Adnan Hameed,S/O Mohammad Ali,4210168634689,CON-61133800,MTR-7086829,"House 361, Block H, Clifton, Larkana",Larkana,Sindh
Saira Rizvi,S/O Mohammad Hussain,1330278612227,CON-90143748,MTR-8643827,"House 70, Block E, Cavalry Ground, Peshawar",Peshawar,KPK
Syed Gujjar,,2130121108788,CON-88662178,MTR-1406727,"House 173, Block C, North Nazimabad, Mirpur",Mirpur,Azad Kashmir
Usman Bhatti,,3520216800188,CON-56477527,MTR-3228113,"House 394, Block H, I-8, Islamabad",Islamabad,ICT
Sidra Qureshi,S/O Hamid Aslam,1330273901624,CON-77979315,MTR-3338385,"House 458, Block F, Clifton, Gwadar",Gwadar,Balochistan
Imran Tarar,S/O Sobia Cheema,5400018873112,CON-75012991,MTR-8570644,"House 104, Block G, Gulshan-e-Iqbal, Mirpurkhas",Mirpurkhas,Sindh
Uzma Gondal,S/O Mohammad Naqvi,4400014451999,CON-13961540,MTR-5740763,"House 143, Block A, Cavalry Ground, Gilgit",Gilgit,Gilgit-Baltistan
Usman Akhtar,S/O Khalid Tarar,3520238563767,CON-40311363,MTR-5824777,"House 489, Block F, PAF Colony, Sukkur",Skardu,Gilgit-Baltistan
Qureshi Hashmi,S/O Qureshi Gujjar,5400045853149,CON-47795765,MTR-5752698,"House 340, Block F, Gulberg, Skardu",Skardu,Gilgit-Baltistan
Hashmi Mirza,,3520232078391,CON-75268910,MTR-8253226,,Larkana,Sindh
Mirza Bukhari,S/O Zainab Ali,2130196716812,CON-35279008,MTR-5020115,"House 367, Block D, F-10, Sialkot",Sialkot,Punjab
Sidra Gilani,S/O Sajid Qureshi,4210198052174,CON-15155615,MTR-4300414,"House 410, Block B, DHA, Quetta",Quetta,Balochistan
,S/O Sidra Syed,4210167454089,CON-34978235,MTR-6387324,"House 149, Block F, Scheme 33, Quetta",Quetta,Balochistan
Sheikh Malik,S/O Rizwan Aslam,6110156736348,CON-92502049,MTR-1754912,"House 182, Block A, Askari, Mardan",Mardan,KPK
Raja Akhtar,S/O Waseem Akhtar,6110186215201,CON-26065428,MTR-4462150,"House 134, Block F, Defence, Mingora",Mingora,KPK
Shazia Zaidi,S/O Mirza Hameed,5400045661167,CON-47361952,MTR-4612414,"House 245, Block H, Model Town, Mirpur",Mirpur,Azad Kashmir
Mehwish Karim,S/O Ahmed Tarar,4400023418162,CON-35390600,MTR-2904532,"House 262, Block F, Model Town, Islamabad",Islamabad,ICT
Imran Qureshi,S/O Saira Mirza,6110183330906,CON-81330852,MTR-2628836,"House 237, Block A, F-10, Mingora",Mingora,KPK
Arif Rizvi,S/O Ali Latif,4400079231054,CON-15330159,MTR-6938847,"House 254, Block F, Cavalry Ground, Rawalpindi",Rawalpindi,Punjab
Sidra Naqvi,S/O Imran Nawaz,3520244740152,CON-47825696,MTR-2424848,"House 119, Block B, E-11, Gwadar",Gwadar,Balochistan
Muhammad Raja,S/O Waseem Naqvi,6110117261432,CON-87729087,MTR-8744380,"House 106, Block D, Cavalry Ground, Islamabad",Islamabad,ICT
Tahir Abbasi,S/O Ayesha Raja,2130150489091,CON-95694103,MTR-1006454,"House 191, Block D, Bahria Town, Rawalakot",Rawalakot,Azad Kashmir
Fatima Akhtar,S/O Arif Cheema,1330238366609,CON-39071510,MTR-9274347,"House 66, Block C, Model Town, Hub",Hub,Balochistan
Mehwis hLatif,S/O Rabia Butt,6110131090242,CON-65554378,MTR-6969146,"House 119, Block F, Bahria Town, Hub",Hub,Balochistan
,S/O Rukhsar Hussain,,CON-19617686,MTR-5220353,"House 309, Block G, G-9, Gwadar",Gwadar,Balochistan
Maryam Syed,S/O Ayesha Aslam,2130132218351,CON-86988911,MTR-9836815,"House 62, Block H, Bahria Town, Nawabshah",Nawabshah,Sindh
Iqra Gilani,S/O Noor Hameed,2130157467025,CON-98765658,MTR-9005741,"House 85, Block F, Clifton, Lahore",Lahore,Punjab
Mirza Jafri,S/O Qureshi Rana,3520263292427,CON-42245766,MTR-7373806,"House 142, Block F, G-9, Mirpur",Mirpur,Azad Kashmir
Asma Gondal,S/O Bushra Jafri,6110156035472,CON-36677716,MTR-1679714,"House 20, Block E, I-8, Hub",Hub,Balochistan
Malik Zaii,S/O Salman Latif,1330237785541,CON-21401514,MTR-8718456,"House 44, Block D, Scheme 33, Rawalakot",Rawalakot,Azad Kashmir
Ibrahim Khan,S/O Muhammad Karim,5400030623164,CON-97763346,MTR-1139271,"House 473, Block F, Cantt, Islamabad",Islamabad,ICT
Bilal Abbasi,S/O Omar Chattha,4400014338438,CON-34457630,MTR-6458336,"House 351, Block C, Model Town, Islamabad",Islamabad,ICT
Qureshi Karim,S/O Qureshi Butt,3520213619504,CON-26007226,MTR-4704845,"House 182, Block G, Clifton, Gilgit",Gilgit,Gilgit-Baltistan
Rukhsar Hussain,S/O Fatima Ali,6110179088775,CON-88623055,MTR-6388076,"House 292, Block D, Cavalry Ground, Bahawalpur",Bahawalpur,Punjab
Mohammad Hussain,S/O Ali Aslam,1330228669345,CON-93051486,MTR-1215739,"House 281, Block H, Scheme 33, Islamabad",Islamabad,ICT
Malik Virk,S/O Asif Hashmi,4400058947961,CON-55370452,MTR-7945250,"House 252, Block E, Gulberg, Abbottabad",Abbottabad,KPK
Baig Raja,S/O Rukhsar Akhtar,4210173864411,CON-38482647,MTR-1322860,"House 343, Block B, Saddar, Mardan",Mardan,KPK
Syed Nawaz,S/O Sobia Jafri,2130151324002,CON-27121175,MTR-8684234,"House 250, Block C, I-8, Nawabshah",Nawabshah,Sindh
Arif Gondal,S/O Ahmed Sandhu,1330287557472,CON-95667384,MTR-2903351,"House 56, Block G, Cantt, Mirpurkhas",Mirpurkhas,Sindh
Amna Hussain,S/O Rukhsar Jafri,2130151115594,CON-11217169,MTR-5427339,"House 48, Block A, G-9, Islamabad",Islamabad,ICT
Mehwish Khan,S/O Fatima Raja,6110178875033,CON-33299378,MTR-4211282,"House 440, Block A, Clifton, Rawalakot",Rawalakot,Azad Kashmir
Shazia Rafiq,S/O Hussain Virk,1330281499508,CON-19457458,MTR-2321255,"House 336, Block F, Johar Town, Sargodha",Sargodha,Punjab
Raja Jafri,S/O Saira Gilani,4210114936007,CON-68276435,MTR-8856250,"House 67, Block A, Cavalry Ground, Hub",Hub,Balochistan
Uzma Rafiq,,2130190366414,CON-52245806,MTR-7078955,"House 69, Block A, Gulshan-e-Iqbal, Islamabad",Islamabad,ICT
Ahmed Chattha,S/O Usman Cheema,6110177001492,CON-86102452,MTR-3541226,"House 425, Block B, Defence, Bannu",Bannu,KPK
Muhammad Rana,S/O Rabia Sheikh,3520275020471,CON-99223764,MTR-6140692,"House 138, Block A, Defence, Gwadar",Gwadar,Balochistan
Muhammad Gondal,S/O Iqra Karim,1330212711292,CON-79928579,MTR-6295364,"House 350, Block F, F-10, Peshawar",Peshawar,KPK
,S/O Aamir Akhtar,6110116046578,CON-15696624,MTR-3987027,"House 160, Block B, G-9, Skardu",Skardu,Gilgit-Baltistan
Qureshi Raja,,2130142045015,CON-46295498,MTR-1636801,"House 454, Block H, Askari, Islamabad",Islamabad,ICT
Rabia Abbasi,S/O S/O Chaudhry Aslam,4400087000115,CON-35590945,MTR-8768028,"House 270, Block F, Gulshan-e-Iqbal, Karachi",Karachi,Sindh
Faisal Zaidi,S/O Bushra Chaudhry,2130111754225,CON-33685063,MTR-3823906,"House 91, Block C, Township, Abbottabad",Abbottabad,KPK
Syed Karim,S/O Noor Rizvi,4400055609421,CON-41140253,MTR-1724125,"House 145, Block F, Township, Turbat",Turbat,Balochistan
Rukhsar Virk,S/O Arif Malik,4210164300764,CON-90879166,MTR-4563290,"House 402, Block E, North Nazimabad, Sialkot",Sialkot,Punjab
Mohammad Sandhu,S/O Adnan Cheema,3520243524845,CON-77934482,MTR-8243087,"House 48, Block E, North Nazimabad, Chilas",Chilas,Gilgit-Baltistan
زینب علی,S/O Shoaib Rizvi,2130183775963,CON-93097755,MTR-8455217,"House 193, Block B, Johar Town, Bahawalpur",Bahawalpur,Punjab
Hamid Hashmi,S/O عمر شیخ,4210135231834,CON-83268451,MTR-6731412,"House 172, Block A, Saddar, Khuzdar",Khuzdar,Balochistan
Kamran Ahmed,S/O Baig Bukhari,4400099935227,CON-21478488,MTR-3493298,"House 436, Block B, I-8, Chilas",Chilas,Gilgit-Baltistan
Muhammad Hameed,S/O عائشہ احمد,1330277416327,CON-11084797,MTR-8694873,"House 427, Block E, Askari, Kohat",Kohat,KPK
Khalid Chattha,S/O Rukhsar Chaudhry,,CON-19193080,MTR-6744765,"House 197, Block F, Scheme 33, Quetta",Quetta,Balochistan
Muhammad Iqbal,S/O علی حسین,4210187681381,CON-34244348,MTR-9450509,"House 312, Block E, G-9, Bahawalpur",Bahawalpur,Punjab
Kashif Akhtar,S/O Hina Abbasi,1330242268088,CON-17568150,MTR-4716700,"House 419, Block H, Cantt, Abbottabad",Abbottabad,KPK
Zainab Iqbal,S/O Asma Rizvi,4210170306806,CON-78512968,MTR-4231642,"House 135, Block G, Askari, Islamabad",Islamabad,ICT
Shoaib Chattha,S/O Imran Ansari,6110148270569,CON-77485128,MTR-8611917,"House 337, Block A, F-10, Islamabad",Islamabad,ICT
Ayesha Ali,S/O Raja Raja,2130173728446,CON-48935198,MTR-5375838,"House 111, Block G, Model Town, Islamabad",Islamabad,ICT
Rabia Hussain,S/O Naeem Karim,2130116210863,CON-44654834,MTR-9145602,"House 226, Block B, Defence, Islamabad",Islamabad,ICT
Maryam Rafiq,S/O Amna Qureshi,4400053438053,CON-28587801,MTR-4309436,"House 257, Block E, DHA, Mirpur",Mirpur,Azad Kashmir
Syed Butt,S/O Rizwan Iqbal,1330295993559,CON-40069884,MTR-6737681,"House 159, Block C, DHA, Abbottabad",Abbottabad,KPK
Bushra Virk,S/O Hamid Baig,2130153828105,CON-84155928,MTR-8556418,"House 379, Block E, I-8, Islamabad",Islamabad,ICT
Chaudhry Ahmed,S/O Waseem Nawaz,3520234894314,CON-35564862,MTR-3819522,"House 399, Block B, Askari, Faisalabad",Faisalabad,Punjab
Usman Gujjar,S/O Sana Ali,2130150585033,CON-59340380,MTR-9859877,"House 346, Block B, Township, Chilas",Chilas,Gilgit-Baltistan
Muhammad Sheikh,S/O Syed Iqbal,6110177608509,CON-84104941,MTR-2616997,"House 327, Block A, I-8, Karachi",Karachi,Sindh
Sajid Aslam,,4400046077128,CON-91068025,MTR-2219060,"House 157, Block H, Township, Bannu",Bannu,KPK
Muhammad Sandhu,S/O Hina Malik,3520210963137,CON-23761217,MTR-1074194,"House 97, Block D, Gulberg, Islamabad",Islamabad,ICT
Sobia Zaidi,S/O Bilal Naqvi,1330232832481,CON-88192826,MTR-6434630,"House 366, Block C, Scheme 33, Nawabshah",Nawabshah,Sindh
Mirza Zaidi,S/O Rukhsar Latif,6110112600788,CON-83882582,MTR-7954497,"House 409, Block B, Township, Mardan",Mardan,KPK
RajaHussain,S/O Bilal Naqvi,3520292492208,CON-39484296,MTR-8066303,"House 420, Block B, Cavalry Ground, Turbat",Turbat,Balochistan
Nadia Karim,S/O Adnan Virk,5400043703281,CON-72533987,MTR-2362401,"House 32, Block E, PAF Colony, Mirpur",Mirpur,Azad Kashmir
