Traveler_Name,Father_Name,CNIC,Passport_No,Nationality,Home_City,Travelling_From,Travelling_To,Travel_Date,Visa_Type,Reason_To_Travel
Ayesha Akhtar,S/O Khalid Chaudhry,42101-6996415-4,AB8855740,Pakistani,Islamabad,Pakistan,UAE,2022-10-22,Work,Medical Treatment
Amna Hameed,S/O Shazia Butt,1330285000078,AB6961516,Pakistani,Bahawalpur,Pakistan,Malaysia,2019-05-21,Visit,Business Meeting
Mohd Raja,S/O Chaudhry Nawaz,3520270300607,AB2573663,Pakistani,Islamabad,Pakistan,Saudi Arabia,2019-03-13,Work,Medical Treatment
Ahmed Bukhari,,4400060420117,AB8287014,Pakistani,Islamabad,Pakistan,UK,2019-06-06,Student,Tourism
Shoaib Abbasi,S/O Khalid Malik,1330293088585,AB7997560,Pakistani,Bahawalpur,Pakistan,UAE,2019-05-24,Business,Education
Baig Raaj,,2130188811391,AB8509834,Pakistani,Islamabad,Pakistan,Germany,2020-06-05,Tourist,Family Visit
Imran Mirza,S/O Hassan Bukhari,4400015372436,AB8577401,Pakistani,Mirpur,Pakistan,Canada,2023-01-27,Tourist,Tourism
Syed Akhtar,S/O Mirza Gondal,4210189576105,AB2424568,Pakistani,Mirpurkhas,Pakistan,UAE,2023-09-13,Business,Family Visit
Sana Butt,S/O Asma Qureshi,3520233689359,AB9285533,Pakistani,Mirpurkhas,Pakistan,Germany,2018-03-24,Business,Business Meeting
Hashmi Latif,S/O Waseem Ahmed,4210172741808,AB1040468,Pakistani,Hub,Pakistan,Turkey,2018-01-05,Business,Education
Khalid Khan,S/O Hussain Akhtar,5400092557374,AB2130685,Pakistani,Skardu,Pakistan,Germany,2022-11-02,Visit,Family Visit
Usman Hussain,S/O Bushra Mirza,6110165348221,AB5348314,Pakistani,Muzaffarabad,Pakistan,Canada,2018-06-02,Student,Business Meeting
Uzma Aslam,S/O Sidra Ali,5400033727746,AB3929633,Pakistani,Islamabad,Pakistan,Saudi Arabia,2022-01-07,Business,Education
Mohd Akhtar,S/O Maryam Gujjar,1330224068509,AB8437650,Pakistani,Nawabshah,Pakistan,Saudi Arabia,2015-12-15,Work,Employment
Muhammad Raja,S/O Adnan Naqvi,1330235208382,AB3284774,Pakistani,Muzaffarabad,Pakistan,Saudi Arabia,2018-05-09,Work,Medical Treatment
Asif Hameed,S/O Faisal Cheema,2130136751354,AB7960963,Pakistani,Mingora,Pakistan,Malaysia,2021-10-31,Work,Family Visit
Bilal Virk,S/O Asif Sheikh,3520291914984,AB7611472,Pakistani,Mingora,Pakistan,Germany,2020-07-05,Tourist,Employment
Hina Malik,S/O Hussain Sheikh,4400042293002,AB7100142,Pakistani,Rawalakot,Pakistan,France,2016-04-23,Visit,Medical Treatment
,S/O Adnan Bhatti,1330223088443,AB4621687,Pakistani,Mirpurkhas,Pakistan,UAE,2022-12-17,Work,Tourism
احمد خان,S/O Ali Gilani,6110163317321,AB5205475,Pakistani,Rawalakot,Pakistan,China,2017-06-22,Work,Family Visit
Shoaib Gilani,S/O Rizwan Abbasi,4400078457488,AB9513328,Pakistani,Nawabshah,Pakistan,UK,2023-03-16,Visit,Business Meeting
,S/O Hina Virk,4400017517145,AB4799655,Pakistani,Lahore,Pakistan,Canada,2018-01-05,Tourist,Tourism
محمد حسن,S/O Omar Aslam,3520292526618,AB1821197,Pakistani,Muzaffarabad,Pakistan,Malaysia,2015-12-04,Visit,Education
Nadia Butt,S/O Chaudhry Syed,4210148276753,AB9969092,Pakistani,Islamabad,Pakistan,UAE,2023-04-04,Work,Education
Tahir Hameed,S/O Chaudhry Rana,35202-5890606-5,AB2631040,Pakistani,Rawalpindi,Pakistan,Saudi Arabia,2020-03-11,Visit,Tourism
Mohd Raja,,5400045920935,AB5575195,Pakistani,Abbottabad,Pakistan,Canada,2018-01-07,Business,Tourism
Amna Nawaz,S/O Ahmed Naqvi,6110122589985,AB8076947,Pakistani,Gwadar,Pakistan,UAE,2023-04-19,Work,Business Meeting
Sidra Hameed,S/O Amna Tarar,4400063065022,AB4501951,Pakistani,Mardan,Pakistan,Germany,2018-03-19,Student,Business Meeting
Sheikh Khan,S/O Shazia Akhtar,6110143256462,AB3805222,Pakistani,Muzaffarabad,Pakistan,UAE,2023-08-02,Work,Education
Raja Latif,S/O عمر شیخ,4400023263012,AB3908207,Pakistani,Chilas,Pakistan,Canada,2021-06-30,Visit,Education
Muhammad Syed,S/O Raja Bhatti,4400091312714,AB9712393,Pakistani,Gilgit,Pakistan,China,2022-01-17,Business,Business Meeting
عمر شیخ,S/O Sheikh Naqvi,4400091623008,AB1494020,Pakistani,Mardan,Pakistan,Malaysia,2019-12-23,Visit,Medical Treatment
Sajid Baig,S/O Maryam Syed,2130180464138,AB5300824,Pakistani,Bannu,Pakistan,China,2023-11-30,Visit,Business Meeting
Bilal Chaudhyr,S/O Hashmi Rana,4210136997525,AB6678045,Pakistani,Bahawalpur,Pakistan,USA,2017-07-07,Work,Business Meeting
Kamran Chattha,S/O Khalid Sandhu,3520272556183,AB4146982,Pakistani,Rawalpindi,Pakistan,Turkey,2018-03-29,Visit,Medical Treatment
Mohd Mirza,S/O Malik Chattha,1330295243701,AB1532086,Pakistani,Khuzdar,Pakistan,Turkey,2020-07-16,Business,Employment
Khalid  Iqbal,S/O Salman Hameed,1330253331983,AB3750702,Pakistani,Muzaffarabad,Pakistan,China,2017-04-03,Work,Education
Omar Gilani,S/O Zainab Hashmi,2130196863247,AB2063784,Pakistani,Faisalabad,Pakistan,USA,2016-02-17,Student,Employment
محمد علی,S/O Nadia Chattha,2130191186043,AB6242005,Pakistani,Islamabad,Pakistan,China,2016-09-13,Tourist,Medical Treatment
احمد خان,S/O Muhammad Ansari,4400040059933,AB3843436,Pakistani,Islamabad,Pakistan,France,2020-04-24,Business,Education
Uzma Bhatti,S/O صنا ملک,,AB4868902,Pakistani,Hub,Pakistan,China,2016-06-05,Tourist,Education
Naeem Virk,S/O Kamran Ansari,1330288964862,AB3507792,Pakistani,Mardan,Pakistan,Malaysia,2019-10-06,Student,Education
Usman Rafiq,S/O Omar Zaidi,61101-9506803-8,AB4309591,Pakistani,Skardu,Pakistan,China,2023-04-21,Business,Medical Treatment
Tariq Akhtar,S/O Hashmi Tarar,61101-4504154-6,AB7682238,Pakistani,Muzaffarabad,Pakistan,China,2022-12-21,Tourist,Business Meeting
Saira Ansari,S/O مریم چودھری,3520273868392,AB9150946,Pakistani,Muzaffarabad,Pakistan,USA,2021-09-09,Visit,Education
Uzma Baig,S/O Adnan Butt,6110139777368,AB7007318,Pakistani,Chilas,Pakistan,Malaysia,2021-02-23,Work,Family Visit
Sobia Karim,S/O Omar Akhtar,5400017445363,AB6889499,Pakistani,Nawabshah,Pakistan,Turkey,2021-11-04,Work,Employment
Mohd Sheikh,S/O Syed Iqbal,6110177608509,AB7557434,Pakistani,Karachi,Pakistan,Turkey,2020-07-15,Business,Employment
Shoaib Latif,S/O Bilal Zaidi,4400070325083,AB8082944,Pakistani,Sialkot,Pakistan,China,2021-02-18,Tourist,Medical Treatment
Ibrahim Akhtar,S/O Aamir Ahmed,6110133818465,AB8072688,Pakistani,Rawalpindi,Pakistan,UK,2020-02-22,Business,Medical Treatment
Qureshi Sandhu,S/O Zainab Naqvi,2130195358239,AB3123155,Pakistani,Islamabad,Pakistan,USA,2023-10-10,Business,Medical Treatment
Salman Cheema,S/O Ahmed Akhtar,5400069160567,AB9539056,Pakistani,Gujranwala,Pakistan,Turkey,2015-03-14,Student,Family Visit
Waseem Virk,S/O Bilal Naqvi,1330232668461,AB7489519,Pakistani,Sukkur,Pakistan,Malaysia,2020-08-30,Visit,Family Visit
Maryam Syed,S/O Baig Naqvi,6110144121109,AB5581188,Pakistani,Hub,Pakistan,Malaysia,2017-12-02,Work,Business Meeting
Mohd Hashmi,S/O Khalid Latif,6110114773075,AB9311678,Pakistani,Rawalakot,Pakistan,Turkey,2017-12-25,Tourist,Education
Rabia Iqbal,S/O Kashif Tarar,,,Pakistani,Peshawar,Pakistan,UAE,2015-08-12,Tourist,Business Meeting
Hassan Rizvi,S/O Kamran Virk,4400050134243,AB6412716,Pakistani,Mardan,Pakistan,France,2020-12-26,Visit,Employment
Maryam Ahmed,S/O Mehwish Karim,4210199209377,AB2480275,Pakistani,Skardu,Pakistan,Malaysia,2021-04-27,Visit,Employment
Shoaib Ali,S/O Waseem Cheema,6110179182555,AB3795191,Pakistani,Islamabad,Pakistan,Turkey,2019-03-24,Work,Tourism
Rukhsar Baig,S/O Hina Raza,2130146106127,AB9216769,Pakistani,Skardu,Pakistan,Germany,2015-11-10,Work,Tourism
Hina Ahmed,S/O Tariq Virk,1330223187238,AB2611072,Pakistani,Skardu,Pakistan,UAE,2017-12-25,Work,Tourism
Arif Latif,S/O Baig Karim,6110177652728,AB1218378,Pakistani,Skardu,Pakistan,Germany,2023-10-03,Tourist,Family Visit
Ayesha Chaudhry,S/O Sheikh Ahmed,6110117855487,AB7686078,Pakistani,Muzaffarabad,Pakistan,Malaysia,2016-09-21,Business,Business Meeting
Khalid Mirza,S/O Hassan Qureshi,5400085269947,AB3242351,Pakistani,Mardan,Pakistan,Malaysia,2023-05-14,Business,Education
Bilal Zaidi,S/O Sobia Karim,3520259364534,AB1938608,Pakistani,Mirpurkhas,Pakistan,France,2015-09-20,Visit,Medical Treatment
Bilal Butt,S/O Muhammad Chattha,6110141060621,AB8738052,Pakistani,Bannu,Pakistan,Malaysia,2023-11-28,Tourist,Medical Treatment
,S/O Sobia Raza,6110151399982,AB9313572,Pakistani,Mingora,Pakistan,France,2018-02-21,Visit,Education
Aamir Mirza,S/O Sidra Naqvi,4210194369113,AB5882386,Pakistani,Muzaffarabad,Pakistan,USA,2015-07-31,Business,Education
,S/O Shazia Cheema,3520238698306,AB4143414,Pakistani,Peshawar,Pakistan,Canada,2023-10-15,Work,Medical Treatment
Faisal Malik,,4400076025364,AB3650050,Pakistani,Sargodha,Pakistan,Germany,2022-02-10,Tourist,Family Visit
Mohd علی,S/O Ayesha Aslam,5400049532594,AB6436260,Pakistani,Hub,Pakistan,Malaysia,2017-09-25,Student,Employment
Zubair Iqbal,S/O Amna Zaidi,3520292853203,AB2337959,Pakistani,Islamabad,Pakistan,Canada,2018-02-06,Work,Family Visit
Usman Ansari,S/O Khalid Ansari,3520286665314,AB3916911,Pakistani,Islamabad,Pakistan,France,2018-04-11,Business,Family Visit
Imran Bukhari,S/O Bushra Latif,,AB8266318,Pakistani,Gilgit,Pakistan,Germany,2017-02-24,Business,Business Meeting
Tahir Virk,S/O Sidra Ali,1330298314142,AB1992419,Pakistani,Islamabad,Pakistan,UAE,2016-12-10,Work,Business Meeting
Hussain Bukhari,S/O Sana Virk,5400080704164,AB7896477,Pakistani,Lahore,Pakistan,UK,2020-07-16,Visit,Tourism
Mohd Raja,S/O Sidra Raja,5400073886758,AB1585299,Pakistani,Mirpur,Pakistan,Malaysia,2016-12-08,Work,Tourism
Hina ySed,S/O Ibrahim Raja,5400026941609,AB7276357,Pakistani,Karachi,Pakistan,China,2018-07-26,Work,Family Visit
Raja Ahmed,S/O Naveed Jafri,6110160674228,AB5301967,Pakistani,Rawalakot,Pakistan,France,2021-04-05,Tourist,Employment
Chaudhry Nawaz,S/O Kashif Ali,3520287423411,AB7437857,Pakistani,Sargodha,Pakistan,Malaysia,2021-09-01,Work,Business Meeting
Ali Syed,S/O Syed Karim,5400065515912,AB9898024,Pakistani,Karachi,Pakistan,Germany,2023-07-21,Work,Business Meeting
Shazia Chattha,S/O Raja Abbasi,2130190008333,AB3752477,Pakistani,Mardan,Pakistan,Malaysia,2021-06-11,Work,Family Visit
Mirza Baig,S/O Malik Syed,2130189787795,AB5475886,Pakistani,Nawabshah,Pakistan,Germany,2017-08-21,Business,Education
Saira Sandhu,,2130129764443,AB7520968,Pakistani,Faisalabad,Pakistan,USA,2017-09-07,Work,Family Visit
Mohammad Nawaz,S/O Omar Ahmed,1330297954005,AB1481177,Pakistani,Khuzdar,Pakistan,Germany,2018-04-12,Tourist,Medical Treatment
زینب علی,S/O Nadia Ansari,1330246169261,AB7283938,Pakistani,Hyderabad,Pakistan,UAE,2015-05-22,Tourist,Tourism
Rizwan Sheikh,S/O Sajid Rana,6110178434058,AB3478468,Pakistani,Hub,Pakistan,Germany,2022-11-08,Tourist,Medical Treatment
Malik Ali,S/O Rabia Rizvi,4210116137858,AB3487617,Pakistani,Sukkur,Pakistan,Saudi Arabia,2023-07-16,Tourist,Education
Tahir Butt,S/O Fatima Sandhu,2130133766382,AB4178855,Pakistani,Karachi,Pakistan,France,2020-02-01,Student,Employment
Muhammad Raja,S/O Adnan Naqvi,1330235208382,AB8985909,Pakistani,Muzaffarabad,Pakistan,UAE,2016-01-18,Business,Tourism
Asif Cheema,S/O S/O Rizwan Bukhari,5400069887664,AB9325352,Pakistani,Turbat,Pakistan,Germany,2020-07-13,Work,Family Visit
Hassan Malik,S/O Uzma Qureshi,6110185738895,AB8067367,Pakistani,Khuzdar,Pakistan,France,2015-04-25,Visit,Medical Treatment
Chaudhry Bhatti,S/O Rabia Zaidi,6110195551687,AB6795875,Pakistani,Kohat,Pakistan,UK,2017-01-12,Work,Business Meeting
Zainab Qureshi,S/O Hamid Chaudhry,5400016280471,AB5437320,Pakistani,Skardu,Pakistan,Germany,2017-01-15,Work,Tourism
Kamran Sandhu,S/O Rabia Aslam,6110154347327,AB6877470,Pakistani,Multan,Pakistan,Malaysia,2021-09-12,Tourist,Family Visit
KhalidAbbasi,S/O Usman Raza,1330224201199,AB4727881,Pakistani,Muzaffarabad,Pakistan,Germany,2020-10-24,Business,Family Visit
Ali Khan,S/O محمد علی,2130168253103,AB7430508,Pakistani,Mardan,Pakistan,Canada,2022-10-12,Student,Medical Treatment
Amna Ali,S/O Mehwish Tarar,2130113198248,AB8065107,Pakistani,Gilgit,Pakistan,Saudi Arabia,2015-12-21,Student,Employment
Mohd Gilani,S/O Omar Naqvi,4210124796274,AB7534713,Pakistani,Gilgit,Pakistan,Turkey,2015-05-16,Student,Employment
,S/O Ibrahim Nawaz,4210164195884,AB7968156,Pakistani,Sargodha,Pakistan,USA,2017-03-24,Business,Tourism
Sobia Chattha,S/O Hamid Sheikh,5400048778725,AB7098531,Pakistani,Mardan,Pakistan,France,2017-04-05,Tourist,Employment
Sobia Karim,S/O S/O Amna Gondal,5400035667657,AB9570073,Pakistani,Mirpurkhas,Pakistan,Germany,2017-03-10,Business,Tourism
Ibrahim Raza,S/O Hamid Iqbal,3520211492136,AB5317141,Pakistani,Mirpur,Pakistan,Canada,2016-02-01,Tourist,Education
San Butt,S/O Asma Qureshi,3520233689359,AB4694341,Pakistani,Mirpurkhas,Pakistan,Germany,2022-02-26,Visit,Tourism
Zainab Gondal,S/O Sheikh Virk,6110113599087,AB4492342,Pakistani,Islamabad,Pakistan,Germany,2016-09-01,Business,Family Visit
Waseem Syed,S/O Sana Hameed,6110116532842,AB8329794,Pakistani,Mirpur,Pakistan,Canada,2017-09-06,Tourist,Education
Ali Iqbal,S/O Zubair Chaudhry,2130193391222,AB8764241,Pakistani,Islamabad,Pakistan,Germany,2019-05-13,Work,Employment
Asma Hashmi,S/O Tahir Rafiq,5400020802865,AB7807608,Pakistani,Gilgit,Pakistan,France,2019-09-14,Work,Family Visit
Arif Butt,S/O Mirza Rafiq,4210182112704,AB1327700,Pakistani,Skardu,Pakistan,Malaysia,2019-08-28,Visit,Education
ابراہیم ملک,S/O Qureshi Raja,1330279577884,AB5807175,Pakistani,Mirpur,Pakistan,Saudi Arabia,2015-09-16,Business,Family Visit
Sana Chattha,S/O Aamir Butt,4210178804445,AB4474932,Pakistani,Mirpur,Pakistan,UK,2020-08-08,Student,Employment
Chaudhry Tarar,S/O Muhammad Latif,4400064346602,AB5711198,Pakistani,Lahore,Pakistan,Turkey,2017-12-27,Work,Education
Mirza Qureshi,S/O Rizwan Qureshi,2130127862769,AB6577116,Pakistani,Faisalabad,Pakistan,Saudi Arabia,2021-05-01,Tourist,Business Meeting
ابراہیم ملک,S/O Tariq Ahmed,5400034216367,AB7704096,Pakistani,Lahore,Pakistan,USA,2021-12-29,Visit,Family Visit
Hassan Chaudhry,S/O Raja Raza,4400062792108,AB9587189,Pakistani,Skardu,Pakistan,China,2016-11-12,Tourist,Business Meeting
Maryam Mirza,S/O Saira Hashmi,6110188369061,AB8069749,Pakistani,Rawalpindi,Pakistan,China,2023-07-30,Visit,Business Meeting
Sajid Rafiq,S/O ابراہیم ملک,5400039808869,AB3200102,Pakistani,Mirpur,Pakistan,Malaysia,2023-03-01,Student,Business Meeting
Usman Naqvi,S/O Adnan Baig,3520226168796,AB8236075,Pakistani,Turbat,Pakistan,Turkey,2021-02-24,Tourist,Tourism
Bushra Nawaz,S/O Omar Abbasi,6110179940332,AB7795634,Pakistani,Mirpurkhas,Pakistan,Turkey,2019-04-09,Work,Employment
Adnan Bukhari,S/O Shazia Sandhu,4400072087895,AB6727705,Pakistani,Mirpur,Pakistan,UAE,2018-05-05,Student,Family Visit
,S/O Rukhsar Latif,3520234963911,AB7123984,Pakistani,Gujranwala,Pakistan,China,2016-04-13,Student,Family Visit
Hussain Ahmed,S/O Arif Akhtar,5400056893188,AB2296405,Pakistani,Skardu,Pakistan,France,2021-12-02,Business,Family Visit
Rabia Akhtar,S/O Salman Sheikh,5400057071498,AB4444030,Pakistani,Sargodha,Pakistan,UAE,2015-03-23,Tourist,Employment
Mohd Malik,S/O Zubair Chattha,3520241580613,,Pakistani,Khuzdar,Pakistan,UAE,2021-11-26,Student,Employment
Aamir Syed,S/O ابراہیم ملک,1330265283479,AB6040662,Pakistani,Islamabad,Pakistan,Germany,2019-07-15,Work,Business Meeting
Mehwish Qureshi,S/O Mirza Hashmi,1330298876354,AB4745410,Pakistani,Muzaffarabad,Pakistan,UK,2016-10-29,Work,Tourism
Rukhsar Zaidi,S/O Naeem Karim,2130126516012,AB3077449,Pakistani,Islamabad,Pakistan,Canada,2016-09-20,Business,Tourism
Hussain Nawaz,S/O Tariq Sheikh,3520283986164,AB3167400,Pakistani,Islamabad,Pakistan,Malaysia,2015-01-05,Student,Employment
Fatima Mirza,S/O Qureshi Gilani,2130130650853,AB1594281,Pakistani,Islamabad,Pakistan,Turkey,2019-06-15,Visit,Family Visit
Hassan Qureshi,S/O Zainab Chattha,2130151037934,AB7666651,Pakistani,Mingora,Pakistan,France,2022-05-10,Tourist,Business Meeting
Ibrahim Bukhari,S/O Bilal Hameed,6110131934524,AB6030384,Pakistani,Hyderabad,Pakistan,China,2017-08-03,Tourist,Employment
Sheikh Zaidi,S/O Faisal Latif,5400020371976,AB1997624,Pakistani,Muzaffarabad,Pakistan,UAE,2016-07-15,Business,Tourism
Sidra Hameed,S/O Amna Tarar,4400063065022,AB8097282,Pakistani,Mardan,Pakistan,UK,2020-03-11,Student,Tourism
Mehwish Mirza,S/O محمد احمد,2130110432925,AB5262744,Pakistani,Islamabad,Pakistan,China,2015-04-03,Tourist,Education
Adnan Sandhu,S/O Asma Raja,5400075087833,AB9498092,Pakistani,Chilas,Pakistan,Turkey,2019-04-02,Visit,Medical Treatment
Mehwish Ahmed,S/O محمد احمد,1330214583831,AB8522408,Pakistani,Mirpurkhas,Pakistan,Canada,2017-02-03,Visit,Education
Arif Sandhu,S/O Asma Nawaz,4400054497938,AB3645396,Pakistani,Islamabad,Pakistan,UAE,2023-05-23,Work,Medical Treatment
Rizwan Hussain,S/O Naveed Naqvi,4400031245709,AB2525776,Pakistani,Turbat,Pakistan,China,2015-04-01,Visit,Education
Sheikh Gilani,S/O Hamid Aslam,6110170559376,AB6955631,Pakistani,Islamabad,Pakistan,Germany,2021-09-22,Tourist,Education
Iqra Mirza,S/O Salman Rana,6110177272195,AB1379455,Pakistani,Turbat,Pakistan,UAE,2019-03-29,Work,Education
Tariq Virk,S/O Naeem Hussain,1330220776218,AB4422624,Pakistani,Mirpurkhas,Pakistan,Germany,2020-08-15,Visit,Employment
Sana Rafiq,S/O Malik Raza,3520297998017,AB4132221,Pakistani,Turbat,Pakistan,Malaysia,2022-03-12,Student,Family Visit
Zainab Virk,S/O Syed Bhatti,1330244109434,AB7035022,Pakistani,Mingora,Pakistan,USA,2022-11-12,Work,Tourism
Noor Alam,S/O Tahir Gujjar,4210115055952,AB1240051,Pakistani,Khuzdar,Pakistan,UK,2017-03-16,Student,Family Visit
Shoaib Akhtar,S/O Tahir Sandhu,1330211611809,AB9405994,Pakistani,Bahawalpur,Pakistan,Turkey,2019-02-12,Business,Family Visit
Zainab BBaig,S/O احمد خان,,AB9578678,Pakistani,Chilas,Pakistan,UAE,2018-11-30,Student,Medical Treatment
Ayesha Aslam,S/O Sajid Hussain,2130163127088,AB9357638,Pakistani,Faisalabad,Pakistan,UK,2020-08-21,Visit,Business Meeting
Imran Ali,S/O Hussain Gilani,6110165713089,AB9405359,Pakistani,Muzaffarabad,Pakistan,Saudi Arabia,2021-05-15,Business,Family Visit
Shazia Nawaz,S/O Saira Bukhari,,AB9996733,Pakistani,Islamabad,Pakistan,Germany,2018-10-16,Student,Employment
Mohd Bukhari,S/O Muhammad Rafiq,4210137619793,AB3300305,Pakistani,Mardan,Pakistan,UAE,2015-08-23,Visit,Business Meeting
Zubair Raza,S/O Qureshi Chaudhry,2130130083493,AB6841643,Pakistani,Islamabad,Pakistan,USA,2015-07-01,Business,Medical Treatment
Sidra Syed,S/O S/O Ali Raja,3520234004267,AB4115710,Pakistani,Gilgit,Pakistan,Saudi Arabia,2019-08-28,Business,Employment
Rabia Malik,S/O زینب علی,1330246956837,AB3074575,Pakistani,Rawalakot,Pakistan,Germany,2018-07-04,Visit,Medical Treatment
Sana Sheikh,S/O Maryam Aslam,6110174575734,AB1502546,Pakistani,Abbottabad,Pakistan,UK,2020-06-17,Student,Medical Treatment
Sidra Nawaz,S/O Sheikh Gilani,5400066166559,AB6210918,Pakistani,Rawalakot,Pakistan,USA,2021-07-15,Work,Education
مریم چودھری,S/O S/O Tahir Ansari,4400085940546,AB9687826,Pakistani,Peshawar,Pakistan,Malaysia,2015-11-03,Work,Tourism
Mohd Bukhari,S/O Chaudhry Gujjar,1330235697896,AB7064196,Pakistani,Sukkur,Pakistan,Saudi Arabia,2016-07-13,Student,Business Meeting
Bushra Sandhu,S/O Salman Rizvi,6110129653971,AB2719317,Pakistani,Mardan,Pakistan,France,2023-12-05,Student,Education
Sajid Butt,S/O Sana Raja,3520224533784,AB3999780,Pakistani,Karachi,Pakistan,UK,2019-06-05,Tourist,Medical Treatment
Hamid Ahmed,S/O Raja Zaidi,3520279191427,AB2615887,Pakistani,Karachi,Pakistan,Germany,2019-02-13,Visit,Medical Treatment
Tahir Ahmed,S/O Shoaib Bhatti,2130135244527,AB4774522,Pakistani,Gilgit,Pakistan,Germany,2018-08-11,Work,Tourism
Asif Hussain,S/O Hussain Gujjar,4400012587684,AB3751340,Pakistani,Rawalakot,Pakistan,Malaysia,2017-05-28,Tourist,Employment
Ibrahim Gilani,S/O Sana Sheikh,2130150325267,AB4058522,Pakistani,Gwadar,Pakistan,Saudi Arabia,2017-09-03,Tourist,Family Visit
Mehwish Malik,S/O Uzma Rizvi,2130118589003,AB5546116,Pakistani,Bahawalpur,Pakistan,USA,2019-06-18,Work,Medical Treatment
Omar Chaudhry,S/O S/O Fatima Chattha,4210195010719,AB4871749,Pakistani,Faisalabad,Pakistan,Canada,2020-01-08,Work,Education
Kashif Ahmed,S/O Sana Sandhu,4400079053652,AB7044274,Pakistani,Karachi,Pakistan,Malaysia,2023-04-19,Tourist,Education
Hussain Cheema,S/O Kamran Khan,6110178377765,AB3159808,Pakistani,Turbat,Pakistan,Saudi Arabia,2020-03-06,Tourist,Employment
Asma Syed,S/O Zainab Hameed,3520226254971,AB3634265,Pakistani,Multan,Pakistan,Canada,2015-06-25,Visit,Education
Ibrahim Akhtar,S/O Salman Sandhu,5400035523257,AB5633726,Pakistani,Turbat,Pakistan,Germany,2016-02-07,Work,Employment
Aamir Bukhari,S/O Hassan Iqbal,4210168396601,AB2593206,Pakistani,Peshawar,Pakistan,USA,2023-11-26,Business,Education
Qureshi Karim,S/O Saira Latif,5400019031474,AB6254251,Pakistani,Hyderabad,Pakistan,USA,2020-02-22,Work,Tourism
Ahmed Tarar,S/O Naeem Karim,5400048783297,AB1375586,Pakistani,Lahore,Pakistan,UAE,2022-01-04,Student,Education
Asma Hashmi,S/O Tahir Rafiq,5400020802865,AB2542498,Pakistani,Gilgit,Pakistan,UK,2022-12-31,Work,Business Meeting
Qureshi Raja,S/O Kashif Mirza,3520233149699,AB8925249,Pakistani,Multan,Pakistan,Germany,2019-11-17,Visit,Employment
Hussain Ali,S/O Aamir Chaudhry,4400067231295,AB6608118,Pakistani,Mingora,Pakistan,UAE,2015-05-20,Tourist,Family Visit
Raja Butt,S/O Rabia Sandhu,2130129873122,AB9278887,Pakistani,Mardan,Pakistan,Turkey,2022-04-05,Student,Medical Treatment
Amna Chattha,S/O عمر شیخ,6110143196703,AB8625814,Pakistani,Rawalakot,Pakistan,Canada,2016-02-28,Work,Tourism
Raja Akhtar,S/O Iqra Bukhari,5400072654861,AB1239481,Pakistani,Karachi,Pakistan,UAE,2015-12-07,Business,Education
Rukhsar Latif,S/O Aamir Rana,1330247796794,AB6289826,Pakistani,Gwadar,Pakistan,France,2016-09-27,Tourist,Family Visit
Salman Karim,S/O S/O Syed Naqvi,3520281772814,AB4561352,Pakistani,Gilgit,Pakistan,France,2015-07-26,Business,Family Visit
Asma Bukhari,S/O Kamran Karim,5400089928836,AB4070553,Pakistani,Rawalakot,Pakistan,Malaysia,2015-04-27,Work,Family Visit
Adnan Hameed,S/O Naveed Ahmed,61101-4698351-3,AB3400266,Pakistani,Bannu,Pakistan,China,2022-02-15,Student,Medical Treatment
Mohd Tarar,S/O Zubair Rizvi,6110147309659,AB9687783,Pakistani,Nawabshah,Pakistan,USA,2017-12-12,Visit,Employment
Shazia Zaidi,S/O Salman Ansari,,AB1571061,Pakistani,Muzaffarabad,Pakistan,Saudi Arabia,2021-02-08,Tourist,Employment
Sheikh Ansari,S/O Mohammad Raja,4400027203202,AB8334021,Pakistani,Mirpur,Pakistan,USA,2021-05-09,Tourist,Family Visit
Ibrahim Virk,S/O Kamran Akhtar,3520231145885,AB5689910,Pakistani,Kohat,Pakistan,UK,2019-03-25,Student,Tourism
