record_id,owner_name,cnic,phone_number,operator,registration_date
MOB-009671,Nighat Kayani,18649-2384046-0,0306-1996436,Jazz,2018-10-02
MOB-009672,Iram Khoso,,0317-7573239,Zong,2020-06-12
MOB-009673,Iram Khoso,13434-1700908-4,0302-5980855,Jazz,2024-05-21
MOB-009674,Iram Khoso,13434-1700908-4,0304-9826193,Jazz,2022-03-11
MOB-009675,Daniyal Minhas,19803-5800229-9,0307-4559992,Jazz,2023-12-23
MOB-009676,,34278-3329078-6,0315-3854151,Zong,2024-12-12
MOB-009677,Junaid Siddiqui,33317-6724369-1,0330-1377490,Ufone,2022-04-22
MOB-009678,Ghazala Shaikh,31973-8805927-4,0307-0843201,Jazz,2019-06-02
MOB-009679,Jaweria Bugti,16284-4548800-0,0314-4545665,Zong,2018-08-18
MOB-009680,Naila Awan,30587-1677525-4,0312-4727477,Zong,2022-09-10
MOB-009681,Naila Awan,30587-1677525-4,0308-9029888,Jazz,2025-07-24
MOB-009682,Bushra Abbasi,32254-2624689-4,0348-8106559,Telenor,2018-09-25
MOB-009683,Jaweria Soomro,34382-4321535-0,0308-4464458,Jazz,2020-09-29
MOB-009684,Bilal Virk,36681-7910947-5,0301-7361708,Jazz,2020-10-23
MOB-009685,Bilal Virk,36681-7910947-5,0309-4367662,Jazz,2023-06-14
MOB-009686,Nasreen Bhatti,37439-9325928-4,0340-5675631,Telenor,2021-09-18
MOB-009687,Naveed Chaudhry,37377-1729746-3,0341-4796963,Telenor,2021-01-01
MOB-009688,Naveed Chaudhry,37377-1729746-3,0345-9654664,Telenor,2025-06-25
MOB-009689,Saima Soomro,32855-9916689-2,0338-2365848,Ufone,2019-03-02
MOB-009690,Saima Soomro,32855-9916689-2,0303-5334649,Jazz,2018-12-15
MOB-009691,Maheen Awan,15402-0339766-0,0318-4070272,Zong,2020-10-27
MOB-009692,Lubna Butt,36782-1911019-2,0339-9946634,Ufone,2025-09-19
MOB-009693,,36782-1911019-2,0341-8869212,Telenor,2023-08-20
MOB-009694,Lubna Butt,36782-1911019-2,0339-1298070,Ufone,2021-09-17
MOB-009695,Saima Tahir,59408-4773810-2,0319-7358515,Zong,2022-08-30
MOB-009696,Sadia Aslam,34541-4385497-2,0312-0929108,Zong,2018-08-10
MOB-009697,Madiha Abbasi,62030-3472406-0,0339-4713353,Ufone,2025-10-14
MOB-009698,Daniyal Malik,42729-5933091-3,0332-6393205,Ufone,2021-09-13
MOB-009699,Hamza Mirza,37151-9522851-9,0339-3511015,Ufone,2021-09-20
MOB-009700,Durr-e-Shahwar Malik,30890-7072443-2,0304-8117884,Jazz,2022-03-23
MOB-009701,Durr-e-Shahwar Malik,30890-7072443-2,0345-7309297,Telenor,2018-10-28
MOB-009702,Nighat Kayani,36146-8581376-2,0346-2965623,Telenor,2020-05-10
MOB-009703,Nighat Kayani,36146-8581376-2,0304-4839542,Jazz,2020-03-13
MOB-009704,Arif Virk,35862-2130017-3,0343-0745451,Telenor,2021-09-03
MOB-009705,Arif Virk,35862-2130017-3,0336-9778384,Ufone,2020-01-06
MOB-009706,Umair Iqbal,47640-0063542-5,0308-5466836,Jazz,2024-01-23
MOB-009707,Danish Baloch,48034-2614053-1,0332-7799572,Ufone,2022-02-11
MOB-009708,Aneela Ali,37208-1894187-8,0336-5818942,Ufone,2022-12-23
MOB-009709,Aneela Ali,37208-1894187-8,0312-9554555,Zong,2018-11-22
MOB-009710,Aneela Ali,37208-1894187-8,0346-9498663,Telenor,2024-01-24
MOB-009711,Rubina Khoso,13104-5614591-8,0303-1795975,Jazz,2021-01-16
MOB-009712,Rubina Khoso,13104-5614591-8,0347-8370236,Telenor,2018-09-18
MOB-009713,Zahid Raza,33310-3385658-1,0307-2065048,Jazz,2023-01-20
MOB-009714,Irfan Malik,34903-2084589-5,0317-5101596,Zong,2024-12-08
MOB-009715,Irfan Malik,34903-2084589-5,0334-7806237,Ufone,2021-05-28
MOB-009716,Zahid Malik,33238-1727189-3,0348-9222567,Telenor,2026-06-02
MOB-009717,Zahid Malik,33238-1727189-3,0340-1279015,Telenor,2018-09-01
MOB-009718,Zahid Malik,33238-1727189-3,0307-3376567,Jazz,2026-03-10
MOB-009719,Junaid Sheikh,16052-5727382-9,0346-1580879,Telenor,2023-08-17
MOB-009720,Saeed Memon,39757-5681787-5,0343-3599314,Telenor,2024-11-12
MOB-009721,Sajid Yousafzai,38076-2936108-7,0336-6105931,Ufone,2026-01-16
MOB-009722,Zafar Kayani,37646-1670029-7,0304-1978683,Jazz,
MOB-009723,Zafar Kayani,37646-1670029-7,0305-2437238,Jazz,2026-04-18
MOB-009724,Noman Cheema,45785-2893339-5,0312-6554893,Zong,2025-06-28
MOB-009725,Khadeejah Kayani,34177-8888916-4,0342-2469492,Telenor,2026-03-02
MOB-009726,Khadija Kayani,34177-8888916-4,0304-0913458,Jazz,2020-09-05
MOB-009727,Tahir Baig,39299-5760815-1,0346-3888282,Telenor,2025-05-04
MOB-009728,Noman Junejo,40144-8518260-5,0308-4150719,Jazz,2024-11-08
MOB-009729,Noman Junejo,40144-8518260-5,0340-8284074,Telenor,2023-06-23
MOB-009730,Shazia Baloch,33527-4787697-6,0311-6497674,Zong,2020-04-15
MOB-009731,Khadija Baloch,16707-4592059-6,0308-9335550,Jazz,2024-11-20
MOB-009732,Khadijah Baloch,16707-4592059-6,0343-9369333,Telenor,2018-09-05
MOB-009733,Nadeem Randhawa,33096-3312100-5,0347-3523893,Telenor,2021-05-07
MOB-009734,Imran Yousafzai,49680-5941011-7,0341-3905808,Telenor,2024-08-14
MOB-009735,Hussien Butt,13882-6611412-1,0306-1897126,Jazz,2025-07-02
MOB-009736,Zubair Tahir,15041-7297665-9,0300-7129330,Jazz,2023-09-26
MOB-009737,Zubayer Tahir,15041-7297665-9,0302-6338554,Jazz,
MOB-009738,Zubayr Tahir,15041-7297665-9,0309-8740538,Jazz,
MOB-009739,Usmaan Abbasi,36698-2329365-1,0300-3266270,Jazz,2022-01-31
MOB-009740,Usman Abbasi,36698-2329365-1,0309-8372589,Jazz,2025-02-07
MOB-009741,Uthman Abbasi,36698-2329365-1,0347-2461378,Telenor,2024-08-25
MOB-009742,,52143-6329036-9,0301-7762135,Jazz,2026-05-06
MOB-009743,Rasheed Mughal,52143-6329036-9,0308-3728401,Jazz,2024-09-13
MOB-009744,Adnan Sethi,38875-6569578-1,0346-5981806,Telenor,2024-11-05
MOB-009745,Nadia Jatoi,33191-3564577-0,0346-3835601,Telenor,2018-12-07
MOB-009746,Nadiya Jatoi,33191-3564577-0,0338-8764702,Ufone,2025-04-25
MOB-009747,Maheen Baig,34061-2160959-6,0315-5475404,Zong,2019-05-18
MOB-009748,Maheen Baig,34061-2160959-6,0300-8803575,Jazz,2023-02-26
MOB-009749,Maheen Baig,34061-2160959-6,0334-0421690,Ufone,2021-09-30
MOB-009750,Munsoor Abbasi,39878-0319944-9,0312-8382824,Zong,2024-07-31
MOB-009751,Iram Jatoi,37709-1005003-4,0334-6870636,Ufone,
MOB-009752,Iram Jatoi,37709-1005003-4,0349-4698423,Telenor,
MOB-009753,Kamran Laghari,36439-2207543-7,0313-1355948,Zong,2020-11-21
MOB-009754,Naveed Malik,38592-0312912-9,0319-4714365,Zong,2025-10-01
MOB-009755,Naveed Malik,38592-0312912-9,0313-9641157,Zong,2026-06-05
MOB-009756,Parveen Bhatti,34764-1668923-4,0344-3763033,Telenor,2022-12-30
MOB-009757,Parveen Bhatti,34764-1668923-4,0301-7494154,Jazz,2022-05-23
MOB-009758,Umair Raza,30587-7791313-7,0314-4329147,Zong,2022-01-19
MOB-009759,Meriam Butt,49542-7555950-0,0303-8182339,Jazz,2023-04-27
MOB-009760,Ferhan Bhatti,39373-2197023-3,0348-1844544,Telenor,2024-07-25
MOB-009761,Furhan Bhatti,39373-2197023-3,0330-6474169,Ufone,2023-04-13
MOB-009762,Rubina Durrani,74250-1130168-4,0341-8885476,Telenor,2024-12-27
MOB-009763,Rubina Durrani,74250-1130168-4,0344-8229077,Telenor,2022-11-11
MOB-009764,Wardah Khoso,46025-4349456-8,0302-3366948,Jazz,2020-08-29
MOB-009765,Zafar Malik,32873-5013027-3,0345-7390606,Telenor,2019-10-31
MOB-009766,Mansoor Bugti,39124-2098114-5,0306-4073379,Jazz,2021-09-09
MOB-009767,Mansoor Bugti,39124-2098114-5,0344-5201840,Telenor,
MOB-009768,Mansoor Bugti,39124-2098114-5,0309-1029314,Jazz,2024-10-15
MOB-009769,Nasreen Chaudhry,43258-9434743-8,0302-7601698,Jazz,2026-04-24
MOB-009770,Bano Kayani,,0318-3325804,Zong,2020-06-22
MOB-009771,Riffat Baloch,58637-2490015-2,0333-6740949,Ufone,2019-07-27
MOB-009772,,37093-0340379-5,0348-9638692,Telenor,2026-03-03
MOB-009773,Ghulam Gill,37093-0340379-5,0342-7935550,Telenor,2018-07-30
MOB-009774,Ghulam Gill,37093-0340379-5,0332-2572878,Ufone,2020-11-01
MOB-009775,Durr-e-Shahwar Memon,38276-1677661-4,0330-9259074,Ufone,2025-04-01
MOB-009776,Durr-e-Shahwar Memon,38276-1677661-4,0344-6755850,Telenor,2024-04-02
MOB-009777,Durr-e-Shahwar Memon,38276-1677661-4,0334-1349678,Ufone,
MOB-009778,Sadia Butt,32097-8082880-6,0307-7010326,Jazz,2019-03-05
MOB-009779,Noor Afridi,12712-9893670-6,0312-9268984,Zong,2020-07-28
MOB-009780,Noor Afridi,12712-9893670-6,0302-3675488,Jazz,2025-01-03
MOB-009781,Kamran Cheema,44087-7375512-1,0319-4856463,Zong,2023-01-24
MOB-009782,Kamran Cheema,44087-7375512-1,0344-2741137,Telenor,2020-12-18
MOB-009783,Aisha Iqbal,36362-6439933-4,0345-6899004,Telenor,2021-04-26
MOB-009784,Aisha Iqbal,36362-6439933-4,0311-9062294,Zong,2023-04-22
MOB-009785,Aisha Iqbal,36362-6439933-4,0319-9773072,Zong,2021-10-20
MOB-009786,Zubaida Durrani,14371-7651070-8,0348-8405398,Telenor,2018-10-10
MOB-009787,Zubaida Durrani,14371-7651070-8,0336-5130507,Ufone,2023-09-07
MOB-009788,Mansoor Hashmi,64742-5640103-7,0305-6143281,Jazz,2020-10-12
MOB-009789,,64742-5640103-7,0335-3050075,Ufone,2021-07-10
MOB-009790,Farzana Raza,34528-5840200-2,0330-7325056,Ufone,
MOB-009791,Khadeeja Rajput,36093-4627222-6,0302-8996270,Jazz,2024-01-21
MOB-009792,Khadijah Rajput,36093-4627222-6,0304-1162167,Jazz,2020-07-30
MOB-009793,Khadeejah Rajput,36093-4627222-6,0331-8661279,Ufone,2025-02-06
MOB-009794,,35895-6899959-4,0304-5646286,Jazz,2024-01-01
MOB-009795,Ferhan Ahmed,41820-3500255-1,0306-8812405,Jazz,2025-05-04
MOB-009796,Ferhan Ahmed,41820-3500255-1,0348-1791858,Telenor,2025-01-04
MOB-009797,Zubaida Aslam,31706-1208275-0,0337-9230750,Ufone,2023-08-14
MOB-009798,,13395-8920975-2,0348-7106579,Telenor,2018-07-21
MOB-009799,Rubina Shaikh,48189-0484298-8,0305-7237032,Jazz,2019-07-04
MOB-009800,Yasir Chaudhry,14156-1454492-7,0336-8880887,Ufone,2021-01-21
MOB-009801,Yasir Chaudhry,14156-1454492-7,0308-6641512,Jazz,2023-04-14
MOB-009802,,14156-1454492-7,0339-5340388,Ufone,2024-01-25
MOB-009803,Aneela Memon,46880-7516855-6,0305-8280806,Jazz,2021-03-06
MOB-009804,Talha Baig,36571-1356969-9,0306-5849212,Jazz,2025-07-23
MOB-009805,,36571-1356969-9,0333-8140599,Ufone,2020-09-11
MOB-009806,Nighat Gill,48304-8487896-8,0304-5385128,Jazz,2025-08-28
MOB-009807,Nighat Gill,48304-8487896-8,0345-5973315,Telenor,2019-12-20
MOB-009808,Allee Tahir,38408-5403082-7,0348-8444934,Telenor,2022-03-22
MOB-009809,Ali Tahir,38408-5403082-7,0333-2964512,Ufone,2022-05-20
MOB-009810,Rizwan Mughal,50872-7374531-1,0307-7518983,Jazz,2018-08-05
MOB-009811,Madiha Siddiqui,13347-0760024-2,0308-1022871,Jazz,2022-03-10
MOB-009812,Madiha Siddiqui,13347-0760024-2,0337-9086216,Ufone,
MOB-009813,Yasmin Hussain,54737-2791367-6,0334-8546245,Ufone,2022-06-01
MOB-009814,Yasmin Hussain,54737-2791367-6,0302-4519331,Jazz,2018-10-05
MOB-009815,Madiha Qureshi,38219-4824750-0,0330-4236213,Ufone,2021-07-01
MOB-009816,Humaira Abbasi,16594-7144089-6,0305-4695438,Jazz,2022-07-13
MOB-009817,Ghazala Khoso,33895-3870916-8,0304-7924900,Jazz,2023-11-15
MOB-009818,,18467-3172802-3,0333-9019965,Ufone,2025-08-18
MOB-009819,Habib Siddiqui,36342-5664870-3,0346-3720021,Telenor,2023-03-08
MOB-009820,Manzoor Gill,40160-8447489-1,0346-4439410,Telenor,2020-04-19
MOB-009821,Mansur Gill,40160-8447489-1,0319-9330637,Zong,2021-12-03
MOB-009822,Bilal Yousafzai,69976-0462626-7,0308-4385665,Jazz,2018-12-12
MOB-009823,Bilal Yousafzai,,0310-7012006,Zong,2023-05-18
MOB-009824,,42078-1949061-7,0331-8769621,Ufone,2026-06-07
MOB-009825,Wardah Shaikh,46251-0212878-4,0332-6570098,Ufone,2019-02-15
MOB-009826,Adnan Bhatti,72682-5202557-5,0310-1731223,Zong,2020-10-18
MOB-009827,Adnan Bhatti,72682-5202557-5,0300-8448146,Jazz,
MOB-009828,Adnan Bhatti,72682-5202557-5,0336-0397678,Ufone,2023-08-22
MOB-009829,Naila Minhas,32192-4021251-4,0315-6696147,Zong,2023-02-20
MOB-009830,Naila Minhas,32192-4021251-4,0316-3622177,Zong,2021-02-12
MOB-009831,Naila Minhas,32192-4021251-4,0303-6650459,Jazz,2018-12-28
MOB-009832,Liaquat Junejo,33347-6848930-1,0335-1618046,Ufone,2022-03-12
MOB-009833,Liaquat Junejo,33347-6848930-1,0330-7205777,Ufone,2019-12-23
MOB-009834,Nadia Khan,67593-1552935-8,0309-7712869,Jazz,2020-08-22
MOB-009835,Nadia Khan,67593-1552935-8,0341-0365358,Telenor,2024-12-17
MOB-009836,Nadeea Khan,67593-1552935-8,0308-1319206,Jazz,2025-02-20
MOB-009837,Komal Jatoi,34121-6759831-6,0345-9763641,Telenor,2020-10-17
MOB-009838,Komal Jatoi,34121-6759831-6,0349-2494321,Telenor,2020-08-27
MOB-009839,Pervaiz Chandio,33494-7807136-5,0318-2794831,Zong,2025-11-03
MOB-009840,Allee Gondal,60105-5325135-5,0331-6651192,Ufone,2022-08-28
MOB-009841,Ali Gondal,60105-5325135-5,0346-8940712,Telenor,2019-07-13
MOB-009842,Allee Gondal,60105-5325135-5,0339-4795694,Ufone,2020-05-19
MOB-009843,Waseem Mirza,39793-5789442-1,0347-6904756,Telenor,2023-10-23
MOB-009844,Saima Khoso,,0302-9833575,Jazz,2019-12-07
MOB-009845,Saima Khoso,19698-9243531-8,0311-9832896,Zong,2019-09-12
MOB-009846,Khadija Laghari,45390-2337140-4,0315-8810788,Zong,2025-11-09
MOB-009847,Khadija Laghari,45390-2337140-4,0346-1190363,Telenor,2023-09-14
MOB-009848,Maheen Bhatti,39976-2094104-0,0335-1734339,Ufone,2024-01-11
MOB-009849,Maheen Bhatti,39976-2094104-0,0314-3537848,Zong,2018-11-14
MOB-009850,Tanzeela Shaikh,42686-5825020-6,0309-5360987,Jazz,2020-06-04
MOB-009851,Uzma Afridi,12471-8715074-2,0308-3372021,Jazz,2019-06-03
MOB-009852,Junaid Raza,31381-7551646-7,0304-0331264,Jazz,2024-01-06
MOB-009853,Sohail Hussain,45708-7234578-7,0302-0155204,Jazz,2018-10-10
MOB-009854,Irfan Shaikh,56521-0693675-1,0335-3975761,Ufone,2020-01-06
MOB-009855,Irfan Shaikh,56521-0693675-1,0315-0107411,Zong,2024-04-08
MOB-009856,Noor Afridi,64122-7570268-4,0345-5370911,Telenor,2022-10-04
MOB-009857,Humaira Virk,10585-7233321-6,0316-7393857,Zong,2025-10-07
MOB-009858,Riffat Qureshi,31393-5368810-8,0318-7890091,Zong,2022-03-11
MOB-009859,Riffat Qureshi,31393-5368810-8,0347-6699205,Telenor,2023-05-19
MOB-009860,Ayesha Khoso,35488-0034028-4,0309-9689585,Jazz,2021-02-22
MOB-009861,,35488-0034028-4,0332-0562108,Ufone,
MOB-009862,Bushra Hashmi,14028-8801467-0,0337-4213438,Ufone,2023-02-26
MOB-009863,,30425-6569583-3,0343-6404334,Telenor,2024-07-19
MOB-009864,Asad Raza,43935-8758108-1,0332-4457745,Ufone,2020-05-21
MOB-009865,Asad Raza,43935-8758108-1,0311-8340633,Zong,2018-12-18
MOB-009866,Asad Raza,43935-8758108-1,0330-9824176,Ufone,2024-07-11
MOB-009867,Rashid Ali,14810-1249392-9,0313-2462603,Zong,2020-08-25
MOB-009868,Fatimah Warraich,,0307-8530969,Jazz,2020-08-20
MOB-009869,Ayesha Tahir,15191-3054118-6,0330-0714228,Ufone,2018-08-02
MOB-009870,Farah Junejo,38662-6817106-0,0336-2122177,Ufone,2024-03-20
MOB-009871,Aneela Chaudhry,33538-0495209-0,0348-3229404,Telenor,2025-08-20
MOB-009872,Yasmin Bhatti,41603-5465003-0,0313-5742460,Zong,2025-09-28
MOB-009873,Yasmin Bhatti,41603-5465003-0,0304-8354763,Jazz,2025-09-03
MOB-009874,Nadia Brohi,,0347-7883636,Telenor,2021-06-14
MOB-009875,Maheen Hashmi,31502-4457490-0,0318-7804236,Zong,2023-01-17
MOB-009876,,48176-1315383-6,0343-6132145,Telenor,2024-07-22
MOB-009877,Yasmin Minhas,,0300-5008816,Jazz,2018-10-29
MOB-009878,Yasmin Minhas,32230-3919965-4,0317-6491377,Zong,
MOB-009879,,32230-3919965-4,0345-4037127,Telenor,2020-06-11
MOB-009880,Nadiya Bhatti,38860-5385381-4,0306-5132468,Jazz,2021-06-03
MOB-009881,Maryam Minhas,54789-6436955-8,0348-4635679,Telenor,2019-05-18
MOB-009882,Babar Brohi,39987-1747583-9,0331-1703240,Ufone,2019-02-08
MOB-009883,Babar Brohi,39987-1747583-9,0308-6240374,Jazz,2022-10-05
MOB-009884,Qudsia Afridi,37226-7249322-0,0310-1481854,Zong,2022-03-22
MOB-009885,Qudsia Afridi,37226-7249322-0,0336-0932895,Ufone,2019-05-30
MOB-009886,Riffat Virk,30978-9722210-6,0341-9090397,Telenor,2022-10-17
MOB-009887,Hamza Bugti,39072-7400411-9,0317-4404550,Zong,2019-02-08
MOB-009888,Waheed Jatoi,41503-5422077-3,0302-8147001,Jazz,2020-06-18
MOB-009889,Tareq Laghari,44716-6286588-9,0309-5721838,Jazz,2020-03-07
MOB-009890,Nighat Mughal,68599-0300426-6,0335-7092476,Ufone,2021-03-21
MOB-009891,Sadia Mirza,64807-1147577-6,0347-7930333,Telenor,2023-04-20
MOB-009892,Hina Ahmed,13179-9973831-8,0313-3449287,Zong,2021-08-09
MOB-009893,Aneela Sheikh,18524-0185165-6,0303-0568630,Jazz,2025-07-02
MOB-009894,Aneela Sheikh,18524-0185165-6,0334-5677107,Ufone,2025-06-12
MOB-009895,Daniyal Baloch,19940-3882481-3,0340-6710785,Telenor,2024-03-28
MOB-009896,Daniyal Baloch,19940-3882481-3,0333-7242031,Ufone,2021-12-26
MOB-009897,Mansoor Hashmi,18802-2226205-7,0317-8009237,Zong,
MOB-009898,Mansur Hashmi,18802-2226205-7,0349-1705330,Telenor,2023-11-28
MOB-009899,Zubayer Chandio,54726-3741410-5,0316-1130720,Zong,2022-01-28
MOB-009900,Adnan Rajput,32398-0043141-1,0314-3990876,Zong,2025-11-24
MOB-009901,Noman Awan,53510-1600528-1,0314-0301260,Zong,2020-11-08
MOB-009902,Ghazala Gill,39486-3842104-0,0312-9106233,Zong,2019-08-31
MOB-009903,Ghazala Gill,39486-3842104-0,0308-8896159,Jazz,2018-08-28
MOB-009904,Jaweria Afridi,38040-1840443-0,0310-5372100,Zong,2021-03-23
MOB-009905,Noor Baig,40680-8931451-6,0349-6341925,Telenor,2023-08-11
MOB-009906,Waqas Malik,31848-5238276-5,0317-9974491,Zong,2025-02-24
MOB-009907,Waqas Malik,31848-5238276-5,0346-6053919,Telenor,2021-07-06
MOB-009908,Humaira Hashmi,76559-9309635-6,0334-1826575,Ufone,2021-04-18
MOB-009909,Naila Mughal,31377-9819904-0,0333-6147277,Ufone,
MOB-009910,Zafar Chaudhry,38984-8488669-9,0307-7134584,Jazz,2026-01-30
MOB-009911,,38984-8488669-9,0318-9890921,Zong,2023-12-29
MOB-009912,Zafar Chaudhry,38984-8488669-9,0333-9962170,Ufone,2021-08-20
MOB-009913,Qudsia Ali,47436-1895265-4,0338-3440647,Ufone,2022-06-14
MOB-009914,Qudsia Ali,47436-1895265-4,0309-6290372,Jazz,2020-12-12
MOB-009915,,57962-3952302-2,0310-6675444,Zong,2023-09-27
MOB-009916,Adnan Chaudhry,40814-1556730-1,0332-8596655,Ufone,2018-09-17
MOB-009917,Adnan Chaudhry,40814-1556730-1,0302-5865802,Jazz,2019-10-24
MOB-009918,Komal Gill,68456-8569701-0,0317-9013779,Zong,2021-07-31
MOB-009919,Komal Gill,68456-8569701-0,0343-0840409,Telenor,2018-10-29
MOB-009920,,38969-4191767-4,0306-6318197,Jazz,2020-12-02
MOB-009921,Zaineb Sheikh,40665-6389437-2,0340-4020117,Telenor,2026-05-12
MOB-009922,Noman Bhatti,42706-1163011-5,0339-0905869,Ufone,2019-09-22
MOB-009923,Noman Bhatti,42706-1163011-5,0305-6401964,Jazz,2026-03-16
MOB-009924,Owais Chandio,15783-8826862-5,0344-5978871,Telenor,2023-06-23
MOB-009925,Owais Chandio,15783-8826862-5,0306-9966126,Jazz,2018-08-31
MOB-009926,Asma Gill,17716-8084781-4,0349-8620822,Telenor,2019-05-09
MOB-009927,,44948-9439406-1,0318-0715443,Zong,2023-08-18
MOB-009928,Mohd Siddiqui,35438-1389165-9,0334-0475650,Ufone,
MOB-009929,Komal Soomro,65276-8909993-0,0335-3495450,Ufone,2025-04-27
MOB-009930,Kamran Gill,34412-2611865-5,0349-0095524,Telenor,2021-02-09
MOB-009931,Kamran Gill,34412-2611865-5,0339-8551579,Ufone,2022-10-16
MOB-009932,Shahid Bhatti,47834-5910028-1,0312-8733797,Zong,2024-07-14
MOB-009933,Hamza Yousafzai,10352-4395543-7,0301-1100226,Jazz,2025-02-02
MOB-009934,Noor Warraich,36837-3354892-4,0310-7958904,Zong,2024-10-04
MOB-009935,Noor Warraich,36837-3354892-4,0345-0594814,Telenor,2022-10-08
MOB-009936,Farzana Awan,10594-6895119-0,0305-5321554,Jazz,2025-02-10
MOB-009937,,10594-6895119-0,0343-1899195,Telenor,2023-05-24
MOB-009938,Noor Baloch,39064-8042317-0,0339-0266848,Ufone,2024-07-05
MOB-009939,Noor Baloch,39064-8042317-0,0337-4346228,Ufone,2021-05-16
MOB-009940,Rabia Soomro,35102-0979573-6,0344-2913331,Telenor,2026-06-11
MOB-009941,Rabia Soomro,35102-0979573-6,0306-2575557,Jazz,2020-04-10
MOB-009942,Ghazala Brohi,35355-0174186-0,0330-0508490,Ufone,2021-09-02
MOB-009943,Ghazala Brohi,35355-0174186-0,0341-3382627,Telenor,2025-07-06
MOB-009944,Ghazala Brohi,35355-0174186-0,0307-8509556,Jazz,2023-05-28
MOB-009945,,47200-8078557-3,0315-4556135,Zong,2018-09-22
MOB-009946,Salman Ali,,0312-8523233,Zong,2024-01-14
MOB-009947,Wardah Jamali,30490-8237855-8,0332-8676924,Ufone,2024-08-16
MOB-009948,Wardah Jamali,30490-8237855-8,0307-0390663,Jazz,2019-09-22
MOB-009949,Wardah Jamali,30490-8237855-8,0339-7023051,Ufone,2021-09-09
MOB-009950,Salman Iqbal,17684-8586593-5,0312-4886153,Zong,2024-12-07
MOB-009951,Imran Gondal,42081-7665699-1,0303-6105430,Jazz,2023-12-21
MOB-009952,Noman Khattak,34407-5031298-3,0342-3205598,Telenor,
MOB-009953,Tahira Bhatti,43201-4706484-0,0318-3361746,Zong,2019-02-08
MOB-009954,,33180-1638328-3,0333-9044687,Ufone,2026-05-28
MOB-009955,Ayesha Virk,79293-8563432-8,0336-6786835,Ufone,2020-05-10
MOB-009956,Ayesha Virk,79293-8563432-8,0316-0367580,Zong,2023-04-04
MOB-009957,Pervaiz Randhawa,37149-1851365-1,0346-2794307,Telenor,2022-09-24
MOB-009958,Amna Bhatti,16608-0103482-8,0330-5002052,Ufone,2023-05-02
MOB-009959,Amna Bhatti,16608-0103482-8,0342-7257956,Telenor,2023-10-23
MOB-009960,Lubna Soomro,61623-8379264-6,0333-4216548,Ufone,2023-02-10
MOB-009961,Lubna Soomro,61623-8379264-6,0349-2654089,Telenor,2024-09-09
MOB-009962,Sohail Aslam,33780-4999519-7,0301-7500264,Jazz,2022-01-01
MOB-009963,Farah Warraich,48842-6520584-4,0301-9410505,Jazz,2023-01-12
MOB-009964,Bilal Mirza,31835-1248163-3,0307-1890042,Jazz,2024-09-06
MOB-009965,Bilal Mirza,31835-1248163-3,0314-7210592,Zong,
MOB-009966,,40224-2443248-5,0336-0324437,Ufone,2025-08-28
MOB-009967,Ehsan Awan,36252-6366769-7,0344-7740830,Telenor,2025-12-02
MOB-009968,Irfan Sheikh,37727-0331669-9,0307-0333510,Jazz,2022-12-08
MOB-009969,Junaid Chaudhry,32003-7567621-1,0303-7769740,Jazz,2025-03-27
MOB-009970,Arif Rajput,18594-7752820-9,0338-4361121,Ufone,2018-11-19
MOB-009971,Shazia Hashmi,52545-5566190-2,0330-0513225,Ufone,2023-08-12
MOB-009972,Shazia Hashmi,52545-5566190-2,0345-9180231,Telenor,2022-06-19
MOB-009973,Salman Shah,79717-4473908-5,0335-2446500,Ufone,2024-01-21
MOB-009974,Yasmin Malik,40960-1640665-0,0332-4435410,Ufone,2022-11-28
MOB-009975,Nasreen Iqbal,32783-1043239-6,0331-9624282,Ufone,2022-11-15
MOB-009976,Nasreen Iqbal,32783-1043239-6,0314-5334717,Zong,2022-03-14
MOB-009977,Nasreen Iqbal,,0301-9096519,Jazz,2021-02-21
MOB-009978,Kashif Bugti,59785-8719286-7,0303-8205605,Jazz,2020-09-26
MOB-009979,,58881-5795371-7,0342-0151594,Telenor,2020-02-08
MOB-009980,Tahir Aslam,58881-5795371-7,0331-8748539,Ufone,2025-07-23
MOB-009981,Zafar Bhatti,31360-8227114-1,0344-5531173,Telenor,2023-05-05
MOB-009982,Noman Durrani,76853-4311438-9,0315-3989715,Zong,2020-12-09
MOB-009983,Aisha Sheikh,43566-0404611-0,0300-3303685,Jazz,2026-03-13
MOB-009984,Aisha Sheikh,43566-0404611-0,0306-8235826,Jazz,2020-07-10
MOB-009985,Rabia Raza,31750-1789425-8,0345-7492576,Telenor,2021-03-30
MOB-009986,Rabia Raza,31750-1789425-8,0314-7904161,Zong,2020-07-07
MOB-009987,Rabia Raza,31750-1789425-8,0310-8798811,Zong,2025-03-30
MOB-009988,Parveen Mirza,11193-1695421-8,0335-7383878,Ufone,2024-12-22
MOB-009989,Parveen Mirza,11193-1695421-8,0306-9283644,Jazz,2021-07-11
MOB-009990,Rasheid Soomro,40703-7566819-1,0318-2855500,Zong,
MOB-009991,Rasheed Soomro,40703-7566819-1,0317-3160868,Zong,2022-04-29
MOB-009992,Rashid Soomro,40703-7566819-1,0318-5281598,Zong,
MOB-009993,Imran Qureshi,31696-4852167-3,0312-9953661,Zong,2024-10-23
MOB-009994,Sanaa Kayani,11166-8993048-0,0303-4647939,Jazz,2019-06-06
MOB-009995,Qasim Siddiqui,64172-6863762-3,0330-9660518,Ufone,2024-05-05
